GRQA,Limg,Lseg,advantage_std,arm,assignment_regret_max,assignment_regret_mean,assignment_regret_p50,assignment_regret_p95,assignment_total_similarity,backbone,categorical_kl,clip_fraction,code_commit,config_digest,cos_img_grqa,cos_img_grqa_reason,cos_seg_grqa,cos_seg_grqa_reason,cos_seg_img,domain,global_step,grad_norm,group,group_sizes,k3,lambda_grqa,local_step,lr,max_group_size,min_group_size,norm_grqa,norm_img,norm_seg,peak_allocated,peak_reserved,phase,query_utilization,ratio_max,ratio_mean,ratio_min,regularizer,reward_mean,reward_std,routing_mode,seed,selected_k3,singleton_fraction,status,supported_classes,task,timestamp,total_loss,training_seconds
-0.00041491439333185554,0.004302546381950378,0.10235990583896637,0.9999831914901733,A2,0.0,0.0,0.0,0.0,8.769286155700684,DINOV2_VITS14_QUERY,4.451269433047855e-06,0.0,2205de41b64a7eb263e72c2d4254d222ff813d4a,6e391c704a68e502cf568786c0784e72255b0cae9e08d02e78675867fec08a74,0.06843587260959856,,0.0009244374464168774,,0.09718163582078437,Drishti_GS,2900,21.953346252441406,-0.00041491788579151034,"[[6, 2, 4], [4, 2, 6]]",3.4821648569050012e-06,5.0,900,"[4.6837194216121526e-07, 4.683719421612152e-06]",6,2,10.036041814588717,5.753046473570442,17.918300356205776,1685956096,1728053248,development,"[10, 4, 10]",1.0045580863952637,1.0020214319229126,0.998930037021637,-0.0020745720248669386,0.3653869330883026,0.43140947818756104,top1,261,3.4821648569050012e-06,0.0,OK,"[0, 1, 2]",DINOV2_VITS14_QUERY__Drishti_GS__A2,1790395609.0228806,0.1433108001947403,221.32165356399491
-0.0005817253841087222,0.004090379923582077,0.11811275780200958,0.9999884366989136,A2,0.0,0.0,0.0,0.0,8.735837936401367,DINOV2_VITS14_QUERY,1.6257592960755574e-06,0.0,2205de41b64a7eb263e72c2d4254d222ff813d4a,6e391c704a68e502cf568786c0784e72255b0cae9e08d02e78675867fec08a74,0.011515282652446931,,-0.018666183186611937,,0.06290080236779194,Drishti_GS,3000,33.418766021728516,-0.0005817264318466187,"[[5, 3, 4], [3, 7, 2]]",1.0432759154355153e-06,5.0,1000,"[0.0, 0.0]",7,2,6.088070300834462,8.656599244806552,31.271041253759538,1685956096,1728053248,development,"[8, 10, 6]",1.002678394317627,1.0005240440368652,0.9978490471839905,-0.002908627036958933,0.36399325728416443,0.43050384521484375,top1,261,1.0432759154355153e-06,0.0,OK,"[0, 1, 2]",DINOV2_VITS14_QUERY__Drishti_GS__A2,1790395636.2382624,0.15610791742801666,248.53679881012067
-0.036819133907556534,0.01111197005957365,0.15771421790122986,0.9999958276748657,A3,0.5826020240783691,0.047898970544338226,0.0,0.48192745447158813,11.40593147277832,DINOV2_VITS14_QUERY,0.0026310323737561703,0.2083333432674408,2205de41b64a7eb263e72c2d4254d222ff813d4a,6e391c704a68e502cf568786c0784e72255b0cae9e08d02e78675867fec08a74,0.0744888810159839,,-0.03720365986415619,,-0.1989767029538802,Drishti_GS,2100,44.97258758544922,-0.036821283400058746,"[[3, 5, 4], [3, 3, 6]]",0.002149434294551611,5.0,100,"[3.383834619016499e-06, 3.3838346190164985e-05]",6,3,7.10963015630506,25.730804967584493,41.56812149690243,1685956096,1728053248,development,"[6, 8, 10]",1.1142796277999878,1.0389928817749023,0.8974505662918091,-0.18409566581249237,0.4752471446990967,0.2842911183834076,cc,261,0.002149434294551611,0.0,OK,"[0, 1, 2]",DINOV2_VITS14_QUERY__Drishti_GS__A3,1790395718.6195462,0.08473826944828033,38.78386391187087
-0.0288012083619833,0.00714848330244422,0.16047737002372742,0.9999955892562866,A3,0.7236748933792114,0.06035264581441879,0.0,0.6096324324607849,12.714534759521484,DINOV2_VITS14_QUERY,0.002304428955540061,0.125,2205de41b64a7eb263e72c2d4254d222ff813d4a,6e391c704a68e502cf568786c0784e72255b0cae9e08d02e78675867fec08a74,0.09956590321835028,,0.0009266998705234197,,-0.09880650814181971,Drishti_GS,2200,33.45645523071289,-0.02880290150642395,"[[3, 3, 6], [3, 3, 6]]",0.001692631165497005,5.0,200,"[3.0434898592517716e-06, 3.0434898592517714e-05]",6,3,6.690928834929602,10.318546612113202,31.903428664285048,1685956096,1728053248,development,"[6, 6, 12]",1.1139870882034302,1.033255934715271,0.9073082804679871,-0.14400604367256165,0.5297722816467285,0.33201003074645996,cc,261,0.001692631165497005,0.0,OK,"[0, 1, 2]",DINOV2_VITS14_QUERY__Drishti_GS__A3,1790395756.7818778,0.08795616030693054,76.94971855916083
-0.020856373012065887,0.007535846438258886,0.12793022394180298,0.9999950528144836,A3,0.8784992694854736,0.0728192925453186,0.0,0.7387428283691406,13.625213623046875,DINOV2_VITS14_QUERY,0.0016640452668070793,0.0416666679084301,2205de41b64a7eb263e72c2d4254d222ff813d4a,6e391c704a68e502cf568786c0784e72255b0cae9e08d02e78675867fec08a74,-0.10102967958759167,,-0.005099678637648674,,-0.08688090217342226,Drishti_GS,2300,28.097402572631836,-0.020857498049736023,"[[3, 3, 6], [3, 3, 6]]",0.0011254698038101196,5.0,300,"[2.6988522327480364e-06, 2.6988522327480364e-05]",6,3,5.869139773713057,14.859428931542338,24.848919789730548,1685956096,1728053248,development,"[6, 6, 12]",1.0960725545883179,1.0204792022705078,0.8999186754226685,-0.10428186506032944,0.5677172541618347,0.357913076877594,cc,261,0.0011254698038101196,0.0,OK,"[0, 1, 2]",DINOV2_VITS14_QUERY__Drishti_GS__A3,1790395802.4448001,0.09900682419538498,122.61271458072588
-0.012046418152749538,0.005696411244571209,0.1350991576910019,0.9999940395355225,A3,1.0334968566894531,0.08587688207626343,0.0,0.8730446100234985,14.29655933380127,DINOV2_VITS14_QUERY,0.0008409464498981833,0.0416666679084301,2205de41b64a7eb263e72c2d4254d222ff813d4a,6e391c704a68e502cf568786c0784e72255b0cae9e08d02e78675867fec08a74,0.06974597455893967,,0.07755415736764049,,0.48373709313937446,Drishti_GS,2400,37.79167175292969,-0.01204712688922882,"[[3, 3, 6], [3, 3, 6]]",0.0007085985271260142,5.0,400,"[2.3492378861760375e-06, 2.3492378861760376e-05]",6,3,6.195162140108493,11.010712405917435,30.133570623609828,1685956096,1728053248,development,"[6, 6, 12]",1.0343962907791138,1.0099695920944214,0.896298885345459,-0.06023209169507027,0.5956900119781494,0.37851613759994507,cc,261,0.0007085985271260142,0.0,OK,"[0, 1, 2]",DINOV2_VITS14_QUERY__Drishti_GS__A3,1790395845.0273018,0.13183118402957916,165.1951281777583
-0.01014991756528616,0.004208066966384649,0.10304973274469376,0.9999924898147583,A3,1.1804487705230713,0.09832999110221863,0.0,1.0025508403778076,15.03433609008789,DINOV2_VITS14_QUERY,0.0005884205456823111,0.0416666679084301,2205de41b64a7eb263e72c2d4254d222ff813d4a,6e391c704a68e502cf568786c0784e72255b0cae9e08d02e78675867fec08a74,0.13339506465228065,,-0.01600723074019979,,-0.1898912326134437,Drishti_GS,2500,12.776349067687988,-0.010150487534701824,"[[3, 3, 6], [3, 3, 6]]",0.0005697743035852909,5.0,500,"[1.9937186647521924e-06, 1.993718664752192e-05]",6,3,4.699832051049089,5.0990897735091485,11.543172385884262,1685956096,1728053248,development,"[6, 6, 12]",1.0231808423995972,1.0035135746002197,0.898129940032959,-0.05074958875775337,0.6264306902885437,0.39082029461860657,cc,261,0.0005697743035852909,0.0,OK,"[0, 1, 2]",DINOV2_VITS14_QUERY__Drishti_GS__A3,1790395880.7947671,0.09438081085681915,200.96253217803314
-0.006856756750494242,0.0034066196531057358,0.11453060060739517,0.9999918341636658,A3,1.3058104515075684,0.10874077677726746,0.0,1.1083734035491943,15.701560974121094,DINOV2_VITS14_QUERY,0.0005461436812765896,0.0,2205de41b64a7eb263e72c2d4254d222ff813d4a,6e391c704a68e502cf568786c0784e72255b0cae9e08d02e78675867fec08a74,0.018146484926529646,,0.07326537523234797,,-0.33272707135152774,Drishti_GS,2600,28.04619598388672,-0.006857191678136587,"[[3, 4, 5], [3, 5, 4]]",0.00043514231219887733,5.0,600,"[1.6309658323221824e-06, 1.6309658323221826e-05]",5,3,6.079418008350368,3.484539755378127,27.859983015898994,1685956096,1728053248,development,"[6, 9, 9]",1.0180459022521973,1.0011405944824219,0.9102425575256348,-0.03428378328680992,0.6542317271232605,0.4111892580986023,cc,261,0.00043514231219887733,0.0,OK,"[0, 1, 2]",DINOV2_VITS14_QUERY__Drishti_GS__A3,1790395919.8874347,0.11431300640106201,240.05539347184822
-0.00498857069760561,0.0034398366697132587,0.1109093427658081,0.9999884366989136,A3,1.3942844867706299,0.11586862802505493,0.0,1.1772518157958984,16.103883743286133,DINOV2_VITS14_QUERY,0.00029442162485793233,0.0,2205de41b64a7eb263e72c2d4254d222ff813d4a,6e391c704a68e502cf568786c0784e72255b0cae9e08d02e78675867fec08a74,0.0982988218049401,,0.06935920427982419,,0.6745444054744685,Drishti_GS,2700,38.247039794921875,-0.0049887970089912415,"[[3, 5, 4], [3, 3, 6]]",0.00022627103317063302,5.0,700,"[1.2589254117941672e-06, 1.2589254117941671e-05]",6,3,6.07036918762465,6.051407599951736,32.9834988069046,1685956096,1728053248,development,"[6, 8, 10]",1.0106810331344604,0.999730110168457,0.9331666827201843,-0.024942852556705475,0.6709951758384705,0.39058607816696167,cc,261,0.00022627103317063302,0.0,OK,"[0, 1, 2]",DINOV2_VITS14_QUERY__Drishti_GS__A3,1790395961.1142027,0.12036485224962234,281.2819685540162
-0.0035338951274752617,0.003123331582173705,0.10036446899175644,0.9999867081642151,A3,1.4386649131774902,0.11970649659633636,0.0,1.2191479206085205,16.304527282714844,DINOV2_VITS14_QUERY,0.00014682515757158399,0.0,2205de41b64a7eb263e72c2d4254d222ff813d4a,6e391c704a68e502cf568786c0784e72255b0cae9e08d02e78675867fec08a74,-0.08652222780372068,,-0.09651598975488442,,-0.1368604683625439,Drishti_GS,2800,22.558948516845703,-0.003534024115651846,"[[3, 5, 4], [3, 3, 6]]",0.00012904223694931716,5.0,800,"[8.740129486931664e-07, 8.740129486931664e-06]",6,3,5.638316494218067,4.349801344656688,22.629585444071743,1685956096,1728053248,development,"[6, 8, 10]",1.0060538053512573,0.9986143112182617,0.9413955807685852,-0.017669476568698883,0.6793553233146667,0.39865753054618835,cc,261,0.00012904223694931716,0.0,OK,"[0, 1, 2]",DINOV2_VITS14_QUERY__Drishti_GS__A3,1790396005.8940735,0.11392831057310104,326.06181063503027
-0.002363081555813551,0.0036802077665925026,0.10873840004205704,0.999982476234436,A3,1.4596452713012695,0.12157164514064789,0.0,1.2386083602905273,16.42145347595215,DINOV2_VITS14_QUERY,5.050994150224142e-05,0.0,2205de41b64a7eb263e72c2d4254d222ff813d4a,6e391c704a68e502cf568786c0784e72255b0cae9e08d02e78675867fec08a74,0.09678599419924379,,0.026256158296147466,,0.11385834826404823,Drishti_GS,2900,22.37179183959961,-0.0023631255608052015,"[[3, 3, 6], [3, 3, 6]]",4.39446848758962e-05,5.0,900,"[4.6837194216121526e-07, 4.683719421612152e-06]",6,3,5.616873331684766,4.97603446754783,20.22807857689672,1685956096,1728053248,development,"[6, 6, 12]",1.005346655845642,0.9990400671958923,0.9669994115829468,-0.011815408244729042,0.6842272281646729,0.4069383144378662,cc,261,4.39446848758962e-05,0.0,OK,"[0, 1, 2]",DINOV2_VITS14_QUERY__Drishti_GS__A3,1790396045.2625039,0.13372506201267242,365.430368355941
-0.0009590965346433222,0.003484749933704734,0.12230480462312698,0.9999805092811584,A3,1.473862648010254,0.12291179597377777,0.0,1.252036452293396,16.47238540649414,DINOV2_VITS14_QUERY,1.3641907571582124e-05,0.0,2205de41b64a7eb263e72c2d4254d222ff813d4a,6e391c704a68e502cf568786c0784e72255b0cae9e08d02e78675867fec08a74,-0.0890135900452642,,0.02657525048933222,,0.11454576343230428,Drishti_GS,3000,32.45500946044922,-0.0009591057896614075,"[[3, 3, 6], [3, 3, 6]]",9.228058843291365e-06,5.0,1000,"[0.0, 0.0]",6,3,6.013412865581206,7.350031591596137,30.19523477610925,1685956096,1728053248,development,"[6, 6, 12]",1.0019718408584595,0.9995249509811401,0.9866050481796265,-0.004795482847839594,0.6863493919372559,0.4365297853946686,cc,261,9.228058843291365e-06,0.0,OK,"[0, 1, 2]",DINOV2_VITS14_QUERY__Drishti_GS__A3,1790396087.9478397,0.152356818318367,408.1157154147513
-0.036988019943237305,0.010920688509941101,0.15069344639778137,0.9999951124191284,A4,0.5275853872299194,0.04413195699453354,0.0,0.44214415550231934,11.454022407531738,DINOV2_VITS14_QUERY,0.0029881082009524107,0.25,2205de41b64a7eb263e72c2d4254d222ff813d4a,6e391c704a68e502cf568786c0784e72255b0cae9e08d02e78675867fec08a74,-0.02200921707562073,,-0.15051105187055458,,-0.10070559692824228,Drishti_GS,2100,49.52535629272461,-0.03699059039354324,"[[3, 6, 3], [3, 3, 6]]",0.0025713536888360977,1.6666666666666665,100,"[3.383834619016499e-06, 3.3838346190164985e-05]",6,3,2.8086301774478617,24.620170928318352,45.87255622208185,1685956096,1728053248,development,"[6, 9, 9]",1.1203352212905884,1.0436999797821045,0.9158385396003723,-0.06164669990539551,0.47725093364715576,0.2535460293292999,cc,261,0.0025713536888360977,0.0,OK,"[0, 1, 2]",DINOV2_VITS14_QUERY__Drishti_GS__A4,1790396163.9356287,0.19825363159179688,33.70925146015361
-0.029314322397112846,0.006895115599036217,0.14905178546905518,0.999995231628418,A4,0.6814054250717163,0.05735090374946594,0.0,0.5782533288002014,12.9275541305542,DINOV2_VITS14_QUERY,0.0024938066489994526,0.1666666716337204,2205de41b64a7eb263e72c2d4254d222ff813d4a,6e391c704a68e502cf568786c0784e72255b0cae9e08d02e78675867fec08a74,0.04109215127257255,,-0.08235173607672995,,-0.13249711119390858,Drishti_GS,2200,26.910917282104492,-0.02931632101535797,"[[3, 3, 6], [3, 3, 6]]",0.001999393105506897,3.333333333333333,200,"[3.0434898592517716e-06, 3.0434898592517714e-05]",6,3,3.6780669634741763,9.773292766281006,26.47116171918386,1685956096,1728053248,development,"[6, 6, 12]",1.1195892095565796,1.0376036167144775,0.8932010531425476,-0.09771440923213959,0.5386481285095215,0.2990491986274719,cc,261,0.001999393105506897,0.0,OK,"[0, 1, 2]",DINOV2_VITS14_QUERY__Drishti_GS__A4,1790396205.3629167,0.12028853595256805,75.13834097189829
-0.02375447005033493,0.0069548892788589,0.1256331354379654,0.9999951720237732,A4,0.8312153816223145,0.06908941268920898,0.0,0.700340747833252,13.797396659851074,DINOV2_VITS14_QUERY,0.0020996301900595427,0.0833333358168602,2205de41b64a7eb263e72c2d4254d222ff813d4a,6e391c704a68e502cf568786c0784e72255b0cae9e08d02e78675867fec08a74,-0.01640479481939215,,-0.053608068410036104,,-0.3252043766711824,Drishti_GS,2300,24.434680938720703,-0.023755958303809166,"[[3, 3, 6], [3, 6, 3]]",0.0014882255345582962,5.0,300,"[2.6988522327480364e-06, 2.6988522327480364e-05]",6,3,8.294681954538449,13.086529062245571,24.288517398851795,1685956096,1728053248,development,"[6, 9, 9]",1.10242760181427,1.0318982601165771,0.9059617519378662,-0.11877235025167465,0.5748915672302246,0.3379943370819092,cc,261,0.0014882255345582962,0.0,OK,"[0, 1, 2]",DINOV2_VITS14_QUERY__Drishti_GS__A4,1790396248.4865315,0.07640967518091202,118.26195728685707
-0.017116554081439972,0.005616598762571812,0.13274864852428436,0.9999940395355225,A4,0.9945565462112427,0.08257770538330078,0.0,0.839034378528595,14.376163482666016,DINOV2_VITS14_QUERY,0.0011286638909950852,0.0,2205de41b64a7eb263e72c2d4254d222ff813d4a,6e391c704a68e502cf568786c0784e72255b0cae9e08d02e78675867fec08a74,0.03707668490062545,,-0.02437410912651994,,0.3411226790668358,Drishti_GS,2400,32.631439208984375,-0.017117371782660484,"[[3, 3, 6], [3, 3, 6]]",0.0008181363227777183,5.0,400,"[2.3492378861760375e-06, 2.3492378861760376e-05]",6,3,7.19714580577445,9.871275449741248,27.13258826607873,1685956096,1728053248,development,"[6, 6, 12]",1.0528839826583862,1.014582633972168,0.9010114669799805,-0.08558277040719986,0.5990068316459656,0.3684195280075073,cc,261,0.0008181363227777183,0.0,OK,"[0, 1, 2]",DINOV2_VITS14_QUERY__Drishti_GS__A4,1790396288.7966452,0.10333185642957687,158.57205081405118
-0.011130626313388348,0.004229375161230564,0.10407499969005585,0.9999933838844299,A4,1.146392583847046,0.09538950771093369,0.0,0.9715127348899841,15.03891658782959,DINOV2_VITS14_QUERY,0.0006440114229917526,0.0,2205de41b64a7eb263e72c2d4254d222ff813d4a,6e391c704a68e502cf568786c0784e72255b0cae9e08d02e78675867fec08a74,0.030526026798758803,,-0.06273223102819239,,-0.3276605802870373,Drishti_GS,2500,13.199989318847656,-0.011131222359836102,"[[3, 4, 5], [3, 4, 5]]",0.0005960461567156017,5.0,500,"[1.9937186647521924e-06, 1.993718664752192e-05]",5,3,7.372559096136658,5.151497761065407,11.950765323047651,1685956096,1728053248,development,"[6, 8, 10]",1.0298749208450317,1.0073254108428955,0.9024481177330017,-0.05565313249826431,0.6266215443611145,0.38090693950653076,cc,261,0.0005960461567156017,0.0,OK,"[0, 1, 2]",DINOV2_VITS14_QUERY__Drishti_GS__A4,1790396330.0062032,0.09071560949087143,199.78167005302384
-0.006470950786024332,0.003494031261652708,0.11102878302335739,0.9999916553497314,A4,1.2855627536773682,0.1070328876376152,0.0,1.090743064880371,15.70005989074707,DINOV2_VITS14_QUERY,0.0005961359711363912,0.0,2205de41b64a7eb263e72c2d4254d222ff813d4a,6e391c704a68e502cf568786c0784e72255b0cae9e08d02e78675867fec08a74,-0.0558251544552305,,-0.00015424724484709338,,-0.3540654939467462,Drishti_GS,2600,25.130220413208008,-0.006471395492553711,"[[3, 5, 4], [3, 6, 3]]",0.00044461205834522843,5.0,600,"[1.6309658323221824e-06, 1.6309658323221826e-05]",6,3,6.9601239777423425,3.727881022901132,25.264835154839744,1685956096,1728053248,development,"[6, 11, 7]",1.0223942995071411,1.0054852962493896,0.9065372943878174,-0.03235475346446037,0.6541692018508911,0.36777108907699585,cc,261,0.00044461205834522843,0.0,OK,"[0, 1, 2]",DINOV2_VITS14_QUERY__Drishti_GS__A4,1790396365.552469,0.11361433565616608,235.32774716289714
-0.006130203604698181,0.0035423035733401775,0.11457351595163345,0.9999872446060181,A4,1.3837032318115234,0.11528624594211578,0.0,1.1728012561798096,16.115901947021484,DINOV2_VITS14_QUERY,0.00036322730011306703,0.0,2205de41b64a7eb263e72c2d4254d222ff813d4a,6e391c704a68e502cf568786c0784e72255b0cae9e08d02e78675867fec08a74,0.03689508045743153,,0.01624417686593206,,0.6859575900673942,Drishti_GS,2700,39.596900939941406,-0.006130467168986797,"[[3, 3, 6], [3, 3, 6]]",0.00026352371787652373,5.0,700,"[1.2589254117941672e-06, 1.2589254117941671e-05]",6,3,6.0242129967675435,6.436203372254945,34.324714774178716,1685956096,1728053248,development,"[6, 6, 12]",1.0135740041732788,1.000083565711975,0.930586576461792,-0.030651018023490906,0.6714959144592285,0.4208441376686096,cc,261,0.00026352371787652373,0.0,OK,"[0, 1, 2]",DINOV2_VITS14_QUERY__Drishti_GS__A4,1790396396.58036,0.1193455308675766,266.3555864319205
-0.003955884370952845,0.0031681680120527744,0.10238084197044373,0.9999856948852539,A4,1.4312219619750977,0.11910742521286011,0.0,1.212626338005066,16.32375717163086,DINOV2_VITS14_QUERY,0.00016271386994048953,0.0,2205de41b64a7eb263e72c2d4254d222ff813d4a,6e391c704a68e502cf568786c0784e72255b0cae9e08d02e78675867fec08a74,0.044841178464552156,,-0.08248462329623421,,-0.03328572019518507,Drishti_GS,2800,24.36733627319336,-0.003956030122935772,"[[3, 5, 4], [3, 3, 6]]",0.0001458332408219576,5.0,800,"[8.740129486931664e-07, 8.740129486931664e-06]",6,3,6.000972865431,4.53568683446083,23.763308276945732,1685956096,1728053248,development,"[6, 8, 10]",1.0074726343154907,0.9991604685783386,0.9388874769210815,-0.019779421389102936,0.6801565885543823,0.3991328775882721,cc,261,0.0001458332408219576,0.0,OK,"[0, 1, 2]",DINOV2_VITS14_QUERY__Drishti_GS__A4,1790396439.2307005,0.11428310722112656,309.0061468221247
-0.0026022144593298435,0.003749404801055789,0.10795503854751587,0.9999833106994629,A4,1.4534492492675781,0.12112589925527573,0.0,1.2349047660827637,16.439706802368164,DINOV2_VITS14_QUERY,5.9205420257057995e-05,0.0,2205de41b64a7eb263e72c2d4254d222ff813d4a,6e391c704a68e502cf568786c0784e72255b0cae9e08d02e78675867fec08a74,0.05565834357014957,,-0.004643277626949437,,0.07276470248103183,Drishti_GS,2900,19.613731384277344,-0.0026022642850875854,"[[3, 3, 6], [3, 4, 5]]",4.9915441195480525e-05,5.0,900,"[4.6837194216121526e-07, 4.683719421612152e-06]",6,3,5.269334945088047,5.019565326948161,17.795793092557158,1685956096,1728053248,development,"[6, 7, 11]",1.0048733949661255,0.9990029335021973,0.9642719626426697,-0.01301107183098793,0.6849877834320068,0.4049534499645233,cc,261,4.9915441195480525e-05,0.0,OK,"[0, 1, 2]",DINOV2_VITS14_QUERY__Drishti_GS__A4,1790396478.5543504,0.13243801891803741,348.32978805620223
-0.0017260503955185413,0.0035387095995247364,0.12393879145383835,0.9999800324440002,A4,1.468635082244873,0.1225457414984703,0.0,1.2442576885223389,16.49166488647461,DINOV2_VITS14_QUERY,1.4959743566578254e-05,0.0,2205de41b64a7eb263e72c2d4254d222ff813d4a,6e391c704a68e502cf568786c0784e72255b0cae9e08d02e78675867fec08a74,-0.039698319095380095,,0.09794827200950874,,0.11047103118713336,Drishti_GS,3000,33.282325744628906,-0.001726066111586988,"[[3, 3, 6], [3, 3, 6]]",1.569541018398013e-05,5.0,1000,"[0.0, 0.0]",6,3,5.951925169820589,7.228303652611095,30.62911352397866,1685956096,1728053248,development,"[6, 6, 12]",1.0020474195480347,0.9993489980697632,0.9810389280319214,-0.00863025151193142,0.6871527433395386,0.37589317560195923,cc,261,1.569541018398013e-05,0.0,OK,"[0, 1, 2]",DINOV2_VITS14_QUERY__Drishti_GS__A4,1790396519.656678,0.15069563686847687,389.432174638845
8.940696716308594e-08,0.013514412567019463,0.14217545092105865,0.9574192762374878,A0,0.0,0.0,0.0,0.0,11.779239654541016,DINOV2_VITS14_QUERY,0.0,0.0,2205de41b64a7eb263e72c2d4254d222ff813d4a,6e391c704a68e502cf568786c0784e72255b0cae9e08d02e78675867fec08a74,,ZERO_GRADIENT_NORM,,ZERO_GRADIENT_NORM,-0.23937729157242324,RIM_ONE_r3,2100,37.384090423583984,8.940696716308594e-08,"[[1, 3, 8], [1, 3, 8]]",0.0,0.0,100,"[3.383834619016499e-06, 3.3838346190164985e-05]",8,1,0.0,32.81895537573955,27.575699284167513,1591709184,1650458624,development,"[2, 6, 16]",1.0,1.0,1.0,0.0,0.4908016622066498,0.16382789611816406,top1,261,0.0,0.3333333333333333,OK,"[0, 1, 2]",DINOV2_VITS14_QUERY__RIM_ONE_r3__A0,1790394754.5082934,0.2773195803165436,29.958791501820087
5.960464477539063e-08,0.01311619020998478,0.16290287673473358,0.9574202299118042,A0,0.0,0.0,0.0,0.0,12.867029190063477,DINOV2_VITS14_QUERY,0.0,0.0,2205de41b64a7eb263e72c2d4254d222ff813d4a,6e391c704a68e502cf568786c0784e72255b0cae9e08d02e78675867fec08a74,,ZERO_GRADIENT_NORM,,ZERO_GRADIENT_NORM,0.0972644600969984,RIM_ONE_r3,2200,60.702659606933594,5.960464477539063e-08,"[[1, 2, 9], [1, 2, 9]]",0.0,0.0,200,"[3.0434898592517716e-06, 3.0434898592517714e-05]",9,1,0.0,18.364214262797134,56.17901212283363,1595737088,1650458624,development,"[2, 4, 18]",1.0,1.0,1.0,0.0,0.5361262559890747,0.1692051887512207,top1,261,0.0,0.3333333333333333,OK,"[0, 1, 2]",DINOV2_VITS14_QUERY__RIM_ONE_r3__A0,1790394775.65329,0.2940647602081299,51.1046086079441
2.384185791015625e-07,0.0032806298695504665,0.12941157817840576,0.957420825958252,A0,0.0,0.0,0.0,0.0,13.410884857177734,DINOV2_VITS14_QUERY,0.0,0.0,2205de41b64a7eb263e72c2d4254d222ff813d4a,6e391c704a68e502cf568786c0784e72255b0cae9e08d02e78675867fec08a74,,ZERO_GRADIENT_NORM,,ZERO_GRADIENT_NORM,-0.03774949329326474,RIM_ONE_r3,2300,48.113365173339844,2.384185791015625e-07,"[[1, 2, 9], [1, 2, 9]]",0.0,0.0,300,"[2.6988522327480364e-06, 2.6988522327480364e-05]",9,1,0.0,4.025915648724135,48.13221098295668,1597929984,1650458624,development,"[2, 4, 18]",1.0,1.0,1.0,0.0,0.5587868690490723,0.18225151300430298,top1,261,0.0,0.3333333333333333,OK,"[0, 1, 2]",DINOV2_VITS14_QUERY__RIM_ONE_r3__A0,1790394799.667888,0.1622178852558136,75.1199295129627
-1.1920928955078125e-07,0.004647133406251669,0.1348467320203781,0.9574211835861206,A0,0.0,0.0,0.0,0.0,13.999449729919434,DINOV2_VITS14_QUERY,0.0,0.0,2205de41b64a7eb263e72c2d4254d222ff813d4a,6e391c704a68e502cf568786c0784e72255b0cae9e08d02e78675867fec08a74,,ZERO_GRADIENT_NORM,,ZERO_GRADIENT_NORM,-0.29303283461195156,RIM_ONE_r3,2400,41.69301223754883,-1.1920928955078125e-07,"[[1, 2, 9], [1, 2, 9]]",0.0,0.0,400,"[2.3492378861760375e-06, 2.3492378861760376e-05]",9,1,0.0,10.906612551383178,43.59905763146151,1597929984,1650458624,development,"[2, 4, 18]",1.0,1.0,1.0,-0.0,0.5833104252815247,0.19280770421028137,top1,261,0.0,0.3333333333333333,OK,"[0, 1, 2]",DINOV2_VITS14_QUERY__RIM_ONE_r3__A0,1790394823.7085822,0.18131807446479797,99.16084559308365
-1.9868215517249155e-08,0.00478863250464201,0.100702203810215,0.9574214220046997,A0,0.0,0.0,0.0,0.0,14.156394004821777,DINOV2_VITS14_QUERY,0.0,0.0,2205de41b64a7eb263e72c2d4254d222ff813d4a,6e391c704a68e502cf568786c0784e72255b0cae9e08d02e78675867fec08a74,,ZERO_GRADIENT_NORM,,ZERO_GRADIENT_NORM,-0.4021538853167841,RIM_ONE_r3,2500,29.395538330078125,-1.9868215517249155e-08,"[[1, 2, 9], [1, 2, 9]]",0.0,0.0,500,"[1.9937186647521924e-06, 1.993718664752192e-05]",9,1,0.0,11.341211036861127,32.102031300455096,1597929984,1650458624,development,"[2, 4, 18]",1.0,1.0,1.0,-0.0,0.5898497700691223,0.19724267721176147,top1,261,0.0,0.3333333333333333,OK,"[0, 1, 2]",DINOV2_VITS14_QUERY__RIM_ONE_r3__A0,1790394848.493377,0.14858853816986084,123.9442917117849
-6.95387569749073e-08,0.003601917764171958,0.09025648236274719,0.9789396524429321,A0,0.0,0.0,0.0,0.0,14.291125297546387,DINOV2_VITS14_QUERY,0.0,0.0,2205de41b64a7eb263e72c2d4254d222ff813d4a,6e391c704a68e502cf568786c0784e72255b0cae9e08d02e78675867fec08a74,,ZERO_GRADIENT_NORM,,ZERO_GRADIENT_NORM,-0.15494452657306246,RIM_ONE_r3,2600,28.75308609008789,-6.95387569749073e-08,"[[1, 2, 9], [0, 2, 10]]",0.0,0.0,600,"[1.6309658323221824e-06, 1.6309658323221826e-05]",10,1,0.0,8.019336033541988,28.949803025331452,1597929984,1650458624,development,"[1, 4, 19]",1.0,1.0,1.0,-0.0,0.5954635739326477,0.19987566769123077,top1,261,0.0,0.2,OK,"[0, 1, 2]",DINOV2_VITS14_QUERY__RIM_ONE_r3__A0,1790394879.3876255,0.1262756586074829,154.8385274130851
