backbone,code_commit,cos_grqa_orig_grqa_cc,cos_img_grqa_cc,cos_img_grqa_orig,cos_seg_grqa_cc,cos_seg_grqa_orig,cos_seg_img,data_schedule_digest,domain,norm_grqa_cc,norm_grqa_orig,norm_img,norm_seg,prefix_sha,seed,step,task
DINOV2_VITS14_QUERY,faa023324ece2294c4bd8fc855043500fc787985,0.6889019084354489,0.026457151242352223,-0.035790287981315005,-0.08242909632150051,-0.012533622835979204,-0.2212288144517384,f0de6a35cdfcab3095a01a403be2c60d06f1af8101bb978bac059f61a9b6795f,Drishti_GS,19.97527640567693,19.311625761675838,62.92454189362549,28.32944900255281,739345b836028009046474e8fa8c64f05815104b41cd4506aad0e8c87f9ed993,261,2100,DINOV2_VITS14_QUERY__Drishti_GS__A1
DINOV2_VITS14_QUERY,faa023324ece2294c4bd8fc855043500fc787985,0.2586003907405884,0.04289813546416818,-0.07112191939669342,-0.1268886628788927,0.09915840178099224,0.09444608229392341,f0de6a35cdfcab3095a01a403be2c60d06f1af8101bb978bac059f61a9b6795f,Drishti_GS,23.079351598587014,14.395285639432712,78.19695894778047,33.27923022123932,739345b836028009046474e8fa8c64f05815104b41cd4506aad0e8c87f9ed993,261,2110,DINOV2_VITS14_QUERY__Drishti_GS__A1
DINOV2_VITS14_QUERY,faa023324ece2294c4bd8fc855043500fc787985,0.31800012173819847,-0.018388789922273472,-0.09271890202474532,0.13074767026922962,0.10217559156942746,0.19635258051516596,f0de6a35cdfcab3095a01a403be2c60d06f1af8101bb978bac059f61a9b6795f,Drishti_GS,22.926703988922522,18.94627218510194,68.32489640636878,33.61913633561698,739345b836028009046474e8fa8c64f05815104b41cd4506aad0e8c87f9ed993,261,2120,DINOV2_VITS14_QUERY__Drishti_GS__A1
DINOV2_VITS14_QUERY,faa023324ece2294c4bd8fc855043500fc787985,0.4942269078753639,-0.09124556621738868,-0.24722174517378415,-0.10918514246792582,-0.08510501024056831,-0.0642803721953058,f0de6a35cdfcab3095a01a403be2c60d06f1af8101bb978bac059f61a9b6795f,Drishti_GS,23.521226190482267,19.923993455928027,68.69799768493269,31.403250632469348,739345b836028009046474e8fa8c64f05815104b41cd4506aad0e8c87f9ed993,261,2130,DINOV2_VITS14_QUERY__Drishti_GS__A1
DINOV2_VITS14_QUERY,faa023324ece2294c4bd8fc855043500fc787985,0.2680278527947972,-0.04393177344182776,-0.02497880473880906,-0.017161501402264218,0.0324235272045764,-0.40749092077989735,f0de6a35cdfcab3095a01a403be2c60d06f1af8101bb978bac059f61a9b6795f,Drishti_GS,23.633122737463427,21.65453611292422,92.42328775350107,32.5514342309906,739345b836028009046474e8fa8c64f05815104b41cd4506aad0e8c87f9ed993,261,2140,DINOV2_VITS14_QUERY__Drishti_GS__A1
DINOV2_VITS14_QUERY,faa023324ece2294c4bd8fc855043500fc787985,0.09414267551369819,-0.050591392586424096,0.024405287457072978,0.07578570900242529,0.08360827042703382,-0.12086803825330175,f0de6a35cdfcab3095a01a403be2c60d06f1af8101bb978bac059f61a9b6795f,Drishti_GS,22.631865850601834,20.230613158494343,76.38076991970476,29.55428438764214,739345b836028009046474e8fa8c64f05815104b41cd4506aad0e8c87f9ed993,261,2150,DINOV2_VITS14_QUERY__Drishti_GS__A1
DINOV2_VITS14_QUERY,faa023324ece2294c4bd8fc855043500fc787985,0.5908453920803671,-0.007478638866250089,-0.05223780131254687,-0.0391527411409336,-0.045810523793792066,-0.13625070322558522,f0de6a35cdfcab3095a01a403be2c60d06f1af8101bb978bac059f61a9b6795f,Drishti_GS,22.10846072668656,18.787818388121686,90.73702571878442,15.979909487278924,739345b836028009046474e8fa8c64f05815104b41cd4506aad0e8c87f9ed993,261,2160,DINOV2_VITS14_QUERY__Drishti_GS__A1
DINOV2_VITS14_QUERY,faa023324ece2294c4bd8fc855043500fc787985,0.18720324410189648,0.06303818685271781,-0.03493746526453666,-0.07874363999417656,0.1230316200505498,-0.016536478074432155,f0de6a35cdfcab3095a01a403be2c60d06f1af8101bb978bac059f61a9b6795f,Drishti_GS,22.911227747352896,18.637376290667547,75.1260758419854,36.06328813925641,739345b836028009046474e8fa8c64f05815104b41cd4506aad0e8c87f9ed993,261,2170,DINOV2_VITS14_QUERY__Drishti_GS__A1
DINOV2_VITS14_QUERY,faa023324ece2294c4bd8fc855043500fc787985,0.21459450963195856,-0.05565482926202135,0.003148382268561654,0.02956539283342455,0.1707628834342777,0.0615725832924711,f0de6a35cdfcab3095a01a403be2c60d06f1af8101bb978bac059f61a9b6795f,Drishti_GS,23.252531355872918,17.017814071819224,99.26665933433365,62.18262223955278,739345b836028009046474e8fa8c64f05815104b41cd4506aad0e8c87f9ed993,261,2180,DINOV2_VITS14_QUERY__Drishti_GS__A1
DINOV2_VITS14_QUERY,faa023324ece2294c4bd8fc855043500fc787985,0.24864116626682845,-0.0718799898734251,-0.03983783033558479,-0.13777216542725387,-0.12838661539624321,0.18353351683843355,f0de6a35cdfcab3095a01a403be2c60d06f1af8101bb978bac059f61a9b6795f,Drishti_GS,21.266074402102298,16.46334407079226,82.63081091556533,25.003523069009265,739345b836028009046474e8fa8c64f05815104b41cd4506aad0e8c87f9ed993,261,2190,DINOV2_VITS14_QUERY__Drishti_GS__A1
DINOV2_VITS14_QUERY,faa023324ece2294c4bd8fc855043500fc787985,0.6737139013390484,-0.010983375069225415,-0.027136324484040936,0.009268276614641961,0.031984790711164196,0.3706733131767305,f0de6a35cdfcab3095a01a403be2c60d06f1af8101bb978bac059f61a9b6795f,Drishti_GS,20.57427422662342,20.548129502611598,69.21110000501807,21.606156416212666,739345b836028009046474e8fa8c64f05815104b41cd4506aad0e8c87f9ed993,261,2200,DINOV2_VITS14_QUERY__Drishti_GS__A1
DINOV2_VITS14_QUERY,faa023324ece2294c4bd8fc855043500fc787985,0.3774433086150501,-0.045348460291500726,-0.09754910569993987,0.0779526661304038,0.07129286480587044,-0.06435417068314495,f0de6a35cdfcab3095a01a403be2c60d06f1af8101bb978bac059f61a9b6795f,Drishti_GS,20.771839233622362,20.857177761145145,79.98692197333506,28.90445217989803,739345b836028009046474e8fa8c64f05815104b41cd4506aad0e8c87f9ed993,261,2210,DINOV2_VITS14_QUERY__Drishti_GS__A1
DINOV2_VITS14_QUERY,faa023324ece2294c4bd8fc855043500fc787985,0.11807752620140392,0.025954212924594995,0.031880946115320226,-0.024506567320539272,0.1128925678964308,-0.10006900201892503,f0de6a35cdfcab3095a01a403be2c60d06f1af8101bb978bac059f61a9b6795f,Drishti_GS,23.003005702204177,17.557271908897413,76.45823427725043,34.423290824486735,739345b836028009046474e8fa8c64f05815104b41cd4506aad0e8c87f9ed993,261,2220,DINOV2_VITS14_QUERY__Drishti_GS__A1
DINOV2_VITS14_QUERY,faa023324ece2294c4bd8fc855043500fc787985,0.46422771836398086,-0.2959969990636378,-0.16881467422717983,-0.2139204016016992,-0.22235591069273453,0.19008917118582938,f0de6a35cdfcab3095a01a403be2c60d06f1af8101bb978bac059f61a9b6795f,Drishti_GS,21.83987153379975,19.626494184875735,83.3209046048426,17.375175252130852,739345b836028009046474e8fa8c64f05815104b41cd4506aad0e8c87f9ed993,261,2230,DINOV2_VITS14_QUERY__Drishti_GS__A1
DINOV2_VITS14_QUERY,faa023324ece2294c4bd8fc855043500fc787985,0.4535535703896481,-0.03207366753647517,-0.06478780329718764,-0.11167871556206806,-0.06782859835718277,-0.36617717025764646,f0de6a35cdfcab3095a01a403be2c60d06f1af8101bb978bac059f61a9b6795f,Drishti_GS,21.950220231747583,19.871280580362384,72.71517989581265,24.64073982120842,739345b836028009046474e8fa8c64f05815104b41cd4506aad0e8c87f9ed993,261,2240,DINOV2_VITS14_QUERY__Drishti_GS__A1
DINOV2_VITS14_QUERY,faa023324ece2294c4bd8fc855043500fc787985,0.16652808430182456,-0.025790053208713117,-0.06376510640604602,0.07929249941990948,0.2188624689571436,0.049479576623073056,f0de6a35cdfcab3095a01a403be2c60d06f1af8101bb978bac059f61a9b6795f,Drishti_GS,23.02243364831121,20.47685391539763,75.20764140993673,76.00951187023429,739345b836028009046474e8fa8c64f05815104b41cd4506aad0e8c87f9ed993,261,2250,DINOV2_VITS14_QUERY__Drishti_GS__A1
DINOV2_VITS14_QUERY,faa023324ece2294c4bd8fc855043500fc787985,0.4138718853330112,-0.0007660391344939654,-0.019425413742790158,-0.029581745538260627,0.046179655410010456,0.13439915431492883,f0de6a35cdfcab3095a01a403be2c60d06f1af8101bb978bac059f61a9b6795f,Drishti_GS,22.022288628602908,14.31419368685904,70.35760101479612,46.62293741678225,739345b836028009046474e8fa8c64f05815104b41cd4506aad0e8c87f9ed993,261,2260,DINOV2_VITS14_QUERY__Drishti_GS__A1
DINOV2_VITS14_QUERY,faa023324ece2294c4bd8fc855043500fc787985,0.24103647249447982,-0.08835798840590622,0.06576767912868696,-0.0691795382702867,0.05528479416767518,0.14742175574104616,f0de6a35cdfcab3095a01a403be2c60d06f1af8101bb978bac059f61a9b6795f,Drishti_GS,21.950198375780335,16.603570144117043,76.17550584882143,21.263743442759132,739345b836028009046474e8fa8c64f05815104b41cd4506aad0e8c87f9ed993,261,2270,DINOV2_VITS14_QUERY__Drishti_GS__A1
DINOV2_VITS14_QUERY,faa023324ece2294c4bd8fc855043500fc787985,0.4851440730480733,0.07382463041729405,0.1390418029174408,0.02781126546891689,0.04331846569478828,0.23308064387951183,f0de6a35cdfcab3095a01a403be2c60d06f1af8101bb978bac059f61a9b6795f,Drishti_GS,21.211307331070895,14.198022613168774,126.6278909820003,29.87912404934967,739345b836028009046474e8fa8c64f05815104b41cd4506aad0e8c87f9ed993,261,2280,DINOV2_VITS14_QUERY__Drishti_GS__A1
DINOV2_VITS14_QUERY,faa023324ece2294c4bd8fc855043500fc787985,0.32131959977580765,-0.025572287973551606,0.014901983361220452,0.050598146741161074,0.18980455644729177,0.20473396911100103,f0de6a35cdfcab3095a01a403be2c60d06f1af8101bb978bac059f61a9b6795f,Drishti_GS,21.758419153607736,15.02137887930961,56.43685196919939,28.631992316150125,739345b836028009046474e8fa8c64f05815104b41cd4506aad0e8c87f9ed993,261,2290,DINOV2_VITS14_QUERY__Drishti_GS__A1
DINOV2_VITS14_QUERY,faa023324ece2294c4bd8fc855043500fc787985,0.15696886756404374,0.013288652308693402,-0.01356762541111907,-0.031549693357368215,-0.06113004783192423,-0.026499459897170657,f0de6a35cdfcab3095a01a403be2c60d06f1af8101bb978bac059f61a9b6795f,Drishti_GS,21.764602300837918,18.197281537740682,80.64481140549722,17.748378722207793,739345b836028009046474e8fa8c64f05815104b41cd4506aad0e8c87f9ed993,261,2300,DINOV2_VITS14_QUERY__Drishti_GS__A1
DINOV2_VITS14_QUERY,faa023324ece2294c4bd8fc855043500fc787985,0.5560946669609304,0.03348731411316332,-0.00512808265941961,-0.03873256011799248,-0.12875105332947875,0.42512909635536034,f0de6a35cdfcab3095a01a403be2c60d06f1af8101bb978bac059f61a9b6795f,Drishti_GS,23.715804978663048,16.509453519539267,90.59235274510598,33.80804891168857,739345b836028009046474e8fa8c64f05815104b41cd4506aad0e8c87f9ed993,261,2310,DINOV2_VITS14_QUERY__Drishti_GS__A1
DINOV2_VITS14_QUERY,faa023324ece2294c4bd8fc855043500fc787985,0.07847668352979735,-0.09022603595507063,0.06823424893463888,-0.06993636877070467,-0.10708442488502365,0.004663135895697877,f0de6a35cdfcab3095a01a403be2c60d06f1af8101bb978bac059f61a9b6795f,Drishti_GS,22.07773125889017,19.18637714401591,77.50892333355424,15.344038756351361,739345b836028009046474e8fa8c64f05815104b41cd4506aad0e8c87f9ed993,261,2320,DINOV2_VITS14_QUERY__Drishti_GS__A1
DINOV2_VITS14_QUERY,faa023324ece2294c4bd8fc855043500fc787985,0.37133110878917786,-0.019802609004104788,-0.0618339241282635,0.07732792090903097,0.07376373454339394,0.018147832767086498,f0de6a35cdfcab3095a01a403be2c60d06f1af8101bb978bac059f61a9b6795f,Drishti_GS,21.897889503942377,14.277941109106633,75.5639690757459,34.46327157868362,739345b836028009046474e8fa8c64f05815104b41cd4506aad0e8c87f9ed993,261,2330,DINOV2_VITS14_QUERY__Drishti_GS__A1
DINOV2_VITS14_QUERY,faa023324ece2294c4bd8fc855043500fc787985,0.5018616700959265,-0.058772057868766804,-0.11517511069959545,0.06087550118508894,0.13498186826396136,0.08407404749058921,f0de6a35cdfcab3095a01a403be2c60d06f1af8101bb978bac059f61a9b6795f,Drishti_GS,22.170342313693432,18.935213556290584,61.35196603847787,27.11935352437861,739345b836028009046474e8fa8c64f05815104b41cd4506aad0e8c87f9ed993,261,2340,DINOV2_VITS14_QUERY__Drishti_GS__A1
DINOV2_VITS14_QUERY,faa023324ece2294c4bd8fc855043500fc787985,0.10054231743357724,0.05731235637549328,-0.07330566554114867,-0.03780622305073633,0.12754751942247958,-0.027132359926346057,f0de6a35cdfcab3095a01a403be2c60d06f1af8101bb978bac059f61a9b6795f,Drishti_GS,23.28569463741818,21.25504329174965,95.93734480160741,42.20157514518568,739345b836028009046474e8fa8c64f05815104b41cd4506aad0e8c87f9ed993,261,2350,DINOV2_VITS14_QUERY__Drishti_GS__A1
DINOV2_VITS14_QUERY,faa023324ece2294c4bd8fc855043500fc787985,0.3333752773146937,0.04409988826196702,-0.00599884540839197,0.039999716933009764,0.002058314000846694,0.2066964931969536,f0de6a35cdfcab3095a01a403be2c60d06f1af8101bb978bac059f61a9b6795f,Drishti_GS,22.011357871799103,14.86209823065383,76.9715217144479,35.12619232271316,739345b836028009046474e8fa8c64f05815104b41cd4506aad0e8c87f9ed993,261,2360,DINOV2_VITS14_QUERY__Drishti_GS__A1
DINOV2_VITS14_QUERY,faa023324ece2294c4bd8fc855043500fc787985,0.5762041176162438,-0.011820717517021137,-0.03426977036768316,-0.11650048302244492,-0.24072497399963894,-0.04205262398843804,f0de6a35cdfcab3095a01a403be2c60d06f1af8101bb978bac059f61a9b6795f,Drishti_GS,18.682704565606645,20.121948750243334,70.88288360231257,34.23281235968479,739345b836028009046474e8fa8c64f05815104b41cd4506aad0e8c87f9ed993,261,2370,DINOV2_VITS14_QUERY__Drishti_GS__A1
DINOV2_VITS14_QUERY,faa023324ece2294c4bd8fc855043500fc787985,0.25652406135683026,-0.024482143948884497,-0.07210330070787667,0.03522130836283844,0.0697601315030239,0.05376452077073876,f0de6a35cdfcab3095a01a403be2c60d06f1af8101bb978bac059f61a9b6795f,Drishti_GS,21.538368392852348,17.246373394411297,40.44834047983867,21.004393344490406,739345b836028009046474e8fa8c64f05815104b41cd4506aad0e8c87f9ed993,261,2380,DINOV2_VITS14_QUERY__Drishti_GS__A1
DINOV2_VITS14_QUERY,faa023324ece2294c4bd8fc855043500fc787985,0.2153584030099718,-0.025897088572937675,-0.027963665550034388,-0.10039180045470467,0.011748620632142062,-0.28262528409319015,f0de6a35cdfcab3095a01a403be2c60d06f1af8101bb978bac059f61a9b6795f,Drishti_GS,22.412084286584598,17.287183165495442,53.39053777519892,16.54562186312884,739345b836028009046474e8fa8c64f05815104b41cd4506aad0e8c87f9ed993,261,2390,DINOV2_VITS14_QUERY__Drishti_GS__A1
DINOV2_VITS14_QUERY,faa023324ece2294c4bd8fc855043500fc787985,0.4117425867331491,-0.10654875495301543,-0.09310609607898063,-0.09464643045561079,-0.05954503968638972,0.24993497060961362,f0de6a35cdfcab3095a01a403be2c60d06f1af8101bb978bac059f61a9b6795f,Drishti_GS,22.18089606358822,20.293158907182264,52.6225062104727,26.38488078691753,739345b836028009046474e8fa8c64f05815104b41cd4506aad0e8c87f9ed993,261,2400,DINOV2_VITS14_QUERY__Drishti_GS__A1
DINOV2_VITS14_QUERY,faa023324ece2294c4bd8fc855043500fc787985,0.145194276616798,-0.032673706542431576,-0.006678766586766851,-0.16268318692038958,-0.05113553380506876,0.5062688581934602,f0de6a35cdfcab3095a01a403be2c60d06f1af8101bb978bac059f61a9b6795f,Drishti_GS,22.07177670626013,20.30282705689126,72.99805152456722,30.070271559506487,739345b836028009046474e8fa8c64f05815104b41cd4506aad0e8c87f9ed993,261,2410,DINOV2_VITS14_QUERY__Drishti_GS__A1
DINOV2_VITS14_QUERY,faa023324ece2294c4bd8fc855043500fc787985,0.34598652247729145,-0.12983573773679155,0.03144282212536611,-0.13793020377448148,-0.03899055578691113,0.05289717377341364,f0de6a35cdfcab3095a01a403be2c60d06f1af8101bb978bac059f61a9b6795f,Drishti_GS,21.398201904451295,21.12099011311663,61.15675795166381,27.099097114938264,739345b836028009046474e8fa8c64f05815104b41cd4506aad0e8c87f9ed993,261,2420,DINOV2_VITS14_QUERY__Drishti_GS__A1
DINOV2_VITS14_QUERY,faa023324ece2294c4bd8fc855043500fc787985,0.27638305902575594,-0.02760569490027633,-0.00453643291639888,-0.007357357108813947,0.10434615338583737,0.13228400851551775,f0de6a35cdfcab3095a01a403be2c60d06f1af8101bb978bac059f61a9b6795f,Drishti_GS,22.127002041647426,16.006019523074716,79.71081196949535,25.15329619054456,739345b836028009046474e8fa8c64f05815104b41cd4506aad0e8c87f9ed993,261,2430,DINOV2_VITS14_QUERY__Drishti_GS__A1
DINOV2_VITS14_QUERY,faa023324ece2294c4bd8fc855043500fc787985,0.12595450519452878,-0.07556250670418013,0.0401045772842966,0.031235370991078253,0.17622858236612926,-0.04299003843729235,f0de6a35cdfcab3095a01a403be2c60d06f1af8101bb978bac059f61a9b6795f,Drishti_GS,22.74725686060996,16.03361116171289,71.92851227541398,37.76397782972785,739345b836028009046474e8fa8c64f05815104b41cd4506aad0e8c87f9ed993,261,2440,DINOV2_VITS14_QUERY__Drishti_GS__A1
DINOV2_VITS14_QUERY,faa023324ece2294c4bd8fc855043500fc787985,0.4887865538169327,-0.10994847357718128,-0.13551823637457064,-0.058702253524752564,-0.10753123624072818,-0.06591496631641038,f0de6a35cdfcab3095a01a403be2c60d06f1af8101bb978bac059f61a9b6795f,Drishti_GS,22.91362875647001,20.242477433186714,50.949421179710846,22.88612758273852,739345b836028009046474e8fa8c64f05815104b41cd4506aad0e8c87f9ed993,261,2450,DINOV2_VITS14_QUERY__Drishti_GS__A1
DINOV2_VITS14_QUERY,faa023324ece2294c4bd8fc855043500fc787985,0.13142971466259593,-0.03596589510148655,-0.015809087182044445,-0.07824048417675249,0.08703943177041841,0.031153185288000255,f0de6a35cdfcab3095a01a403be2c60d06f1af8101bb978bac059f61a9b6795f,Drishti_GS,22.50653033734578,20.281670643284272,85.29785339877547,36.825780880265455,739345b836028009046474e8fa8c64f05815104b41cd4506aad0e8c87f9ed993,261,2460,DINOV2_VITS14_QUERY__Drishti_GS__A1
DINOV2_VITS14_QUERY,faa023324ece2294c4bd8fc855043500fc787985,0.15642003974954385,-0.07313208465518721,-0.02971452645523438,0.09563977866805598,-0.02572386350537076,0.09306294484165295,f0de6a35cdfcab3095a01a403be2c60d06f1af8101bb978bac059f61a9b6795f,Drishti_GS,22.58925926156658,21.590165556869174,91.60766320773683,22.37028665230563,739345b836028009046474e8fa8c64f05815104b41cd4506aad0e8c87f9ed993,261,2470,DINOV2_VITS14_QUERY__Drishti_GS__A1
DINOV2_VITS14_QUERY,faa023324ece2294c4bd8fc855043500fc787985,0.37868311394279197,-0.02060775970571676,-0.04485097802983338,-0.012573086301471078,-0.041197501117033575,-0.18350213196151197,f0de6a35cdfcab3095a01a403be2c60d06f1af8101bb978bac059f61a9b6795f,Drishti_GS,21.94537659880244,22.131943975905426,58.42778229869776,21.907518065214052,739345b836028009046474e8fa8c64f05815104b41cd4506aad0e8c87f9ed993,261,2480,DINOV2_VITS14_QUERY__Drishti_GS__A1
DINOV2_VITS14_QUERY,faa023324ece2294c4bd8fc855043500fc787985,0.4087376172165673,-0.04581896642957909,-0.10708216891548383,-0.04535404479437753,0.05942039296372068,-4.918904904608925e-05,f0de6a35cdfcab3095a01a403be2c60d06f1af8101bb978bac059f61a9b6795f,Drishti_GS,22.699592606941945,22.64648117312228,55.75970390207212,20.80421992007589,739345b836028009046474e8fa8c64f05815104b41cd4506aad0e8c87f9ed993,261,2490,DINOV2_VITS14_QUERY__Drishti_GS__A1
DINOV2_VITS14_QUERY,faa023324ece2294c4bd8fc855043500fc787985,0.15214195386734017,-0.07916550296182144,0.0323925484713836,0.05460542431532681,0.03938881271301571,0.1590635293761224,f0de6a35cdfcab3095a01a403be2c60d06f1af8101bb978bac059f61a9b6795f,Drishti_GS,22.240043283311277,19.33197244569934,80.40074063678918,29.280862999492516,739345b836028009046474e8fa8c64f05815104b41cd4506aad0e8c87f9ed993,261,2500,DINOV2_VITS14_QUERY__Drishti_GS__A1
DINOV2_VITS14_QUERY,faa023324ece2294c4bd8fc855043500fc787985,0.45068127981488076,-0.0862247320919938,-0.13867334341568555,-0.11620437973781632,-0.22587234242948445,0.19608296352262763,f0de6a35cdfcab3095a01a403be2c60d06f1af8101bb978bac059f61a9b6795f,Drishti_GS,21.88198177509517,15.605251618909831,65.44585503810431,27.078157469172318,739345b836028009046474e8fa8c64f05815104b41cd4506aad0e8c87f9ed993,261,2510,DINOV2_VITS14_QUERY__Drishti_GS__A1
DINOV2_VITS14_QUERY,faa023324ece2294c4bd8fc855043500fc787985,0.13429882047692118,0.03307012459297207,-0.04398812356353418,0.04381935094001704,0.07932281080509587,0.2779996775404771,f0de6a35cdfcab3095a01a403be2c60d06f1af8101bb978bac059f61a9b6795f,Drishti_GS,24.110888362508092,18.652392962725095,138.9212424533624,41.626159344376866,739345b836028009046474e8fa8c64f05815104b41cd4506aad0e8c87f9ed993,261,2520,DINOV2_VITS14_QUERY__Drishti_GS__A1
DINOV2_VITS14_QUERY,faa023324ece2294c4bd8fc855043500fc787985,0.479867336544931,-0.10142160427561954,-0.08878279204989745,-0.020131056550847657,0.03562081684657111,-0.023179930524789925,f0de6a35cdfcab3095a01a403be2c60d06f1af8101bb978bac059f61a9b6795f,Drishti_GS,21.813267503921626,19.718193956239947,77.00434293409486,45.80900856540536,739345b836028009046474e8fa8c64f05815104b41cd4506aad0e8c87f9ed993,261,2530,DINOV2_VITS14_QUERY__Drishti_GS__A1
DINOV2_VITS14_QUERY,faa023324ece2294c4bd8fc855043500fc787985,0.5073477016967941,-0.02438566597894525,-0.04114054774953325,0.01658137587985629,0.05796965094778916,-0.1971559312261961,f0de6a35cdfcab3095a01a403be2c60d06f1af8101bb978bac059f61a9b6795f,Drishti_GS,20.473172920079133,23.05869477311033,61.22758083790601,28.072783522273998,739345b836028009046474e8fa8c64f05815104b41cd4506aad0e8c87f9ed993,261,2540,DINOV2_VITS14_QUERY__Drishti_GS__A1
