advantage_std,assignment_regret_max,assignment_regret_mean,assignment_regret_p50,assignment_regret_p95,assignment_total_similarity,backbone,categorical_kl,clip_fraction,code_commit,data_schedule_digest,domain,group_sizes,max_group_size,min_group_size,mode,prefix_sha,query_utilization,ratio_max,ratio_mean,ratio_min,reward_mean,reward_std,routing_mode,seed,selected_k3,singleton_fraction,status,step,supported_classes,task
0.9999662637710571,0.0,0.0,0.0,0.0,7.337739944458008,DINOV2_VITS14_QUERY,0.0,0.0,faa023324ece2294c4bd8fc855043500fc787985,f0de6a35cdfcab3095a01a403be2c60d06f1af8101bb978bac059f61a9b6795f,Drishti_GS,"[[2, 3, 7], [2, 4, 6]]",7,2,original,739345b836028009046474e8fa8c64f05815104b41cd4506aad0e8c87f9ed993,"[4, 7, 13]",1.0,1.0,1.0,0.305739164352417,0.13677404820919037,top1,261,0.0,0.0,OK,2000,"[0, 1, 2]",DINOV2_VITS14_QUERY__Drishti_GS__A1
0.999990701675415,0.2262343317270279,0.018502986058592796,0.0,0.1851617842912674,6.893668174743652,DINOV2_VITS14_QUERY,0.0,0.0,faa023324ece2294c4bd8fc855043500fc787985,f0de6a35cdfcab3095a01a403be2c60d06f1af8101bb978bac059f61a9b6795f,Drishti_GS,"[[3, 3, 6], [3, 3, 6]]",6,3,cc,739345b836028009046474e8fa8c64f05815104b41cd4506aad0e8c87f9ed993,"[6, 6, 12]",1.0,1.0,1.0,0.28723618388175964,0.16677841544151306,cc,261,0.0,0.0,OK,2000,"[0, 1, 2]",DINOV2_VITS14_QUERY__Drishti_GS__A1
0.9999837875366211,0.0,0.0,0.0,0.0,7.318323135375977,DINOV2_VITS14_QUERY,0.0,0.0,faa023324ece2294c4bd8fc855043500fc787985,f0de6a35cdfcab3095a01a403be2c60d06f1af8101bb978bac059f61a9b6795f,Drishti_GS,"[[2, 4, 6], [2, 4, 6]]",6,2,original,739345b836028009046474e8fa8c64f05815104b41cd4506aad0e8c87f9ed993,"[4, 8, 12]",1.0,1.0,1.0,0.3049301505088806,0.13852453231811523,top1,261,0.0,0.0,OK,2010,"[0, 1, 2]",DINOV2_VITS14_QUERY__Drishti_GS__A1
0.9999902248382568,0.1797761172056198,0.013881929218769073,0.0,0.1303817331790924,6.985156059265137,DINOV2_VITS14_QUERY,0.0,0.0,faa023324ece2294c4bd8fc855043500fc787985,f0de6a35cdfcab3095a01a403be2c60d06f1af8101bb978bac059f61a9b6795f,Drishti_GS,"[[3, 3, 6], [3, 3, 6]]",6,3,cc,739345b836028009046474e8fa8c64f05815104b41cd4506aad0e8c87f9ed993,"[6, 6, 12]",1.0,1.0,1.0,0.29104816913604736,0.16041594743728638,cc,261,0.0,0.0,OK,2010,"[0, 1, 2]",DINOV2_VITS14_QUERY__Drishti_GS__A1
0.9999843835830688,0.0,0.0,0.0,0.0,7.357375621795654,DINOV2_VITS14_QUERY,0.0,0.0,faa023324ece2294c4bd8fc855043500fc787985,f0de6a35cdfcab3095a01a403be2c60d06f1af8101bb978bac059f61a9b6795f,Drishti_GS,"[[2, 4, 6], [2, 4, 6]]",6,2,original,739345b836028009046474e8fa8c64f05815104b41cd4506aad0e8c87f9ed993,"[4, 8, 12]",1.0,1.0,1.0,0.3065573275089264,0.13778220117092133,top1,261,0.0,0.0,OK,2020,"[0, 1, 2]",DINOV2_VITS14_QUERY__Drishti_GS__A1
0.9999899864196777,0.22063547372817993,0.016188442707061768,0.0,0.14270414412021637,6.968852996826172,DINOV2_VITS14_QUERY,0.0,0.0,faa023324ece2294c4bd8fc855043500fc787985,f0de6a35cdfcab3095a01a403be2c60d06f1af8101bb978bac059f61a9b6795f,Drishti_GS,"[[3, 3, 6], [3, 3, 6]]",6,3,cc,739345b836028009046474e8fa8c64f05815104b41cd4506aad0e8c87f9ed993,"[6, 6, 12]",1.0,1.0,1.0,0.2903688848018646,0.16409124433994293,cc,261,0.0,0.0,OK,2020,"[0, 1, 2]",DINOV2_VITS14_QUERY__Drishti_GS__A1
0.9999767541885376,0.0,0.0,0.0,0.0,7.302703857421875,DINOV2_VITS14_QUERY,0.0,0.0,faa023324ece2294c4bd8fc855043500fc787985,f0de6a35cdfcab3095a01a403be2c60d06f1af8101bb978bac059f61a9b6795f,Drishti_GS,"[[2, 4, 6], [2, 3, 7]]",7,2,original,739345b836028009046474e8fa8c64f05815104b41cd4506aad0e8c87f9ed993,"[4, 7, 13]",1.0,1.0,1.0,0.3042793273925781,0.13808268308639526,top1,261,0.0,0.0,OK,2030,"[0, 1, 2]",DINOV2_VITS14_QUERY__Drishti_GS__A1
0.9999910593032837,0.19343720376491547,0.015493983402848244,0.0,0.1510709971189499,6.930848598480225,DINOV2_VITS14_QUERY,0.0,0.0,faa023324ece2294c4bd8fc855043500fc787985,f0de6a35cdfcab3095a01a403be2c60d06f1af8101bb978bac059f61a9b6795f,Drishti_GS,"[[3, 3, 6], [3, 3, 6]]",6,3,cc,739345b836028009046474e8fa8c64f05815104b41cd4506aad0e8c87f9ed993,"[6, 6, 12]",1.0,1.0,1.0,0.2887853682041168,0.16023793816566467,cc,261,0.0,0.0,OK,2030,"[0, 1, 2]",DINOV2_VITS14_QUERY__Drishti_GS__A1
0.9999783039093018,0.0,0.0,0.0,0.0,7.234569549560547,DINOV2_VITS14_QUERY,0.0,0.0,faa023324ece2294c4bd8fc855043500fc787985,f0de6a35cdfcab3095a01a403be2c60d06f1af8101bb978bac059f61a9b6795f,Drishti_GS,"[[2, 3, 7], [2, 4, 6]]",7,2,original,739345b836028009046474e8fa8c64f05815104b41cd4506aad0e8c87f9ed993,"[4, 7, 13]",1.0,1.0,1.0,0.30144041776657104,0.13805097341537476,top1,261,0.0,0.0,OK,2040,"[0, 1, 2]",DINOV2_VITS14_QUERY__Drishti_GS__A1
0.9999905228614807,0.20293694734573364,0.015414059162139893,0.0,0.14195045828819275,6.864632606506348,DINOV2_VITS14_QUERY,0.0,0.0,faa023324ece2294c4bd8fc855043500fc787985,f0de6a35cdfcab3095a01a403be2c60d06f1af8101bb978bac059f61a9b6795f,Drishti_GS,"[[3, 3, 6], [3, 3, 6]]",6,3,cc,739345b836028009046474e8fa8c64f05815104b41cd4506aad0e8c87f9ed993,"[6, 6, 12]",1.0,1.0,1.0,0.28602635860443115,0.16245922446250916,cc,261,0.0,0.0,OK,2040,"[0, 1, 2]",DINOV2_VITS14_QUERY__Drishti_GS__A1
0.9789342880249023,0.0,0.0,0.0,0.0,7.144136428833008,DINOV2_VITS14_QUERY,0.0,0.0,faa023324ece2294c4bd8fc855043500fc787985,f0de6a35cdfcab3095a01a403be2c60d06f1af8101bb978bac059f61a9b6795f,Drishti_GS,"[[1, 3, 8], [2, 4, 6]]",8,1,original,739345b836028009046474e8fa8c64f05815104b41cd4506aad0e8c87f9ed993,"[3, 7, 14]",1.0,1.0,1.0,0.2976723611354828,0.13885800540447235,top1,261,0.0,0.16666666666666666,OK,2050,"[0, 1, 2]",DINOV2_VITS14_QUERY__Drishti_GS__A1
0.999989926815033,0.17166326940059662,0.015620073303580284,0.0,0.14480112493038177,6.769254684448242,DINOV2_VITS14_QUERY,0.0,0.0,faa023324ece2294c4bd8fc855043500fc787985,f0de6a35cdfcab3095a01a403be2c60d06f1af8101bb978bac059f61a9b6795f,Drishti_GS,"[[3, 3, 6], [3, 3, 6]]",6,3,cc,739345b836028009046474e8fa8c64f05815104b41cd4506aad0e8c87f9ed993,"[6, 6, 12]",1.0,1.0,1.0,0.28205227851867676,0.16190224885940552,cc,261,0.0,0.0,OK,2050,"[0, 1, 2]",DINOV2_VITS14_QUERY__Drishti_GS__A1
0.9999454617500305,0.0,0.0,0.0,0.0,7.113273620605469,DINOV2_VITS14_QUERY,0.0,0.0,faa023324ece2294c4bd8fc855043500fc787985,f0de6a35cdfcab3095a01a403be2c60d06f1af8101bb978bac059f61a9b6795f,Drishti_GS,"[[2, 3, 7], [2, 3, 7]]",7,2,original,739345b836028009046474e8fa8c64f05815104b41cd4506aad0e8c87f9ed993,"[4, 6, 14]",1.0,1.0,1.0,0.2963864207267761,0.13846030831336975,top1,261,0.0,0.0,OK,2060,"[0, 1, 2]",DINOV2_VITS14_QUERY__Drishti_GS__A1
0.9999908208847046,0.19712743163108826,0.016333794221282005,0.0,0.1656511425971985,6.721262454986572,DINOV2_VITS14_QUERY,0.0,0.0,faa023324ece2294c4bd8fc855043500fc787985,f0de6a35cdfcab3095a01a403be2c60d06f1af8101bb978bac059f61a9b6795f,Drishti_GS,"[[3, 3, 6], [3, 3, 6]]",6,3,cc,739345b836028009046474e8fa8c64f05815104b41cd4506aad0e8c87f9ed993,"[6, 6, 12]",1.0,1.0,1.0,0.2800526022911072,0.1637841761112213,cc,261,0.0,0.0,OK,2060,"[0, 1, 2]",DINOV2_VITS14_QUERY__Drishti_GS__A1
0.9999825954437256,0.0,0.0,0.0,0.0,7.261595249176025,DINOV2_VITS14_QUERY,0.0,0.0,faa023324ece2294c4bd8fc855043500fc787985,f0de6a35cdfcab3095a01a403be2c60d06f1af8101bb978bac059f61a9b6795f,Drishti_GS,"[[2, 3, 7], [2, 3, 7]]",7,2,original,739345b836028009046474e8fa8c64f05815104b41cd4506aad0e8c87f9ed993,"[4, 6, 14]",1.0,1.0,1.0,0.3025664687156677,0.13726867735385895,top1,261,0.0,0.0,OK,2070,"[0, 1, 2]",DINOV2_VITS14_QUERY__Drishti_GS__A1
0.9999906420707703,0.2247593104839325,0.017202889546751976,0.0,0.15989358723163605,6.848726272583008,DINOV2_VITS14_QUERY,0.0,0.0,faa023324ece2294c4bd8fc855043500fc787985,f0de6a35cdfcab3095a01a403be2c60d06f1af8101bb978bac059f61a9b6795f,Drishti_GS,"[[3, 3, 6], [3, 3, 6]]",6,3,cc,739345b836028009046474e8fa8c64f05815104b41cd4506aad0e8c87f9ed993,"[6, 6, 12]",1.0,1.0,1.0,0.2853636145591736,0.16470472514629364,cc,261,0.0,0.0,OK,2070,"[0, 1, 2]",DINOV2_VITS14_QUERY__Drishti_GS__A1
0.9789347052574158,0.0,0.0,0.0,0.0,7.1406779289245605,DINOV2_VITS14_QUERY,0.0,0.0,faa023324ece2294c4bd8fc855043500fc787985,f0de6a35cdfcab3095a01a403be2c60d06f1af8101bb978bac059f61a9b6795f,Drishti_GS,"[[1, 3, 8], [2, 4, 6]]",8,1,original,739345b836028009046474e8fa8c64f05815104b41cd4506aad0e8c87f9ed993,"[3, 7, 14]",1.0,1.0,1.0,0.2975282669067383,0.13932667672634125,top1,261,0.0,0.16666666666666666,OK,2080,"[0, 1, 2]",DINOV2_VITS14_QUERY__Drishti_GS__A1
