trained_domain,REFUGE,RIM_ONE_r3,Drishti_GS
REFUGE,0.8325294063004705,,
RIM_ONE_r3,0.6831190729830541,0.7286030837769789,
Drishti_GS,0.5923953085359367,0.46870242977629506,0.8017720621901985
