trained_domain,REFUGE,RIM_ONE_r3,Drishti_GS
REFUGE,0.8852080557968148,,
RIM_ONE_r3,0.781637168630683,0.8151538711841796,
Drishti_GS,0.720261122926952,0.6359536523083688,0.8650557416192662
