trained_domain,REFUGE,RIM_ONE_r3,Drishti_GS
REFUGE,0.8026976497456463,,
RIM_ONE_r3,0.6659182521995944,0.7083060743686517,
Drishti_GS,0.5988242690454441,0.5186870744586451,0.7739172054680564
