panel_id,seed,stage_index,domain,class_id,K,role,stratum,null_mass,registered_count,null_count,Q_null_worst_case,R95_null_worst_case,Q_directional_conditional,R95_directional
B0-EMA,2,1,RIM_ONE_r3,1,2,val,boundary,0.0,2436,0,0.1496869338256758,0.8613422292111866,0.1496869338256758,0.8613422292111866
B0-EMA,2,1,RIM_ONE_r3,1,2,val,interior,0.0,6804,0,0.15280471301688214,0.8564499110907904,0.15280471301688214,0.8564499110907904
B0-EMA,2,1,RIM_ONE_r3,1,3,train_labeled,boundary,0.0,4572,0,0.1101910972094151,0.755579107860867,0.1101910972094151,0.755579107860867
B0-EMA,2,1,RIM_ONE_r3,1,3,train_labeled,interior,0.0,12228,0,0.1137255186446975,0.7522462424994676,0.1137255186446975,0.7522462424994676
B0-EMA,2,1,RIM_ONE_r3,1,3,val,boundary,0.0,2436,0,0.1147798493530352,0.7954189717611942,0.1147798493530352,0.7954189717611942
B0-EMA,2,1,RIM_ONE_r3,1,3,val,interior,0.0,6804,0,0.11757152853935202,0.8074086428540155,0.11757152853935202,0.8074086428540155
B0-EMA,2,1,RIM_ONE_r3,1,5,train_labeled,boundary,0.0,4572,0,0.07533057637280209,0.6417119037268715,0.07533057637280209,0.6417119037268715
B0-EMA,2,1,RIM_ONE_r3,1,5,train_labeled,interior,0.0,12228,0,0.07997660326395176,0.6593132335008488,0.07997660326395176,0.6593132335008488
B0-EMA,2,1,RIM_ONE_r3,1,5,val,boundary,0.0,2436,0,0.08219127826292692,0.6913427315561242,0.08219127826292692,0.6913427315561242
B0-EMA,2,1,RIM_ONE_r3,1,5,val,interior,0.0,6804,0,0.08099016289673139,0.678435921520727,0.08099016289673139,0.678435921520727
B0-EMA,2,1,RIM_ONE_r3,2,1,train_labeled,boundary,0.0,4259,0,0.16746158901067634,0.9523900746028404,0.16746158901067634,0.9523900746028404
B0-EMA,2,1,RIM_ONE_r3,2,1,train_labeled,interior,0.0,12541,0,0.12926154896741313,0.8346206977299214,0.12926154896741313,0.8346206977299214
B0-EMA,2,1,RIM_ONE_r3,2,1,val,boundary,0.0,2289,0,0.20444382350900814,1.0299661632171797,0.20444382350900814,1.0299661632171797
B0-EMA,2,1,RIM_ONE_r3,2,1,val,interior,0.0,6951,0,0.1603119448839629,0.9289969752889564,0.1603119448839629,0.9289969752889564
B0-EMA,2,1,RIM_ONE_r3,2,2,train_labeled,boundary,0.0,4259,0,0.12573224721067616,0.8960982505569879,0.12573224721067616,0.8960982505569879
B0-EMA,2,1,RIM_ONE_r3,2,2,train_labeled,interior,0.0,12541,0,0.0940354969408175,0.770207908787453,0.0940354969408175,0.770207908787453
B0-EMA,2,1,RIM_ONE_r3,2,2,val,boundary,0.0,2289,0,0.16364906799675705,0.9648379735807091,0.16364906799675705,0.9648379735807091
B0-EMA,2,1,RIM_ONE_r3,2,2,val,interior,0.0,6951,0,0.12445480954804355,0.8675370162753455,0.12445480954804355,0.8675370162753455
B0-EMA,2,1,RIM_ONE_r3,2,3,train_labeled,boundary,0.0,4259,0,0.09862418243843048,0.8233035329507573,0.09862418243843048,0.8233035329507573
B0-EMA,2,1,RIM_ONE_r3,2,3,train_labeled,interior,0.0,12541,0,0.07067766589129246,0.6921021430039831,0.07067766589129246,0.6921021430039831
B0-EMA,2,1,RIM_ONE_r3,2,3,val,boundary,0.0,2289,0,0.13338603401115298,0.9089303716321105,0.13338603401115298,0.9089303716321105
B0-EMA,2,1,RIM_ONE_r3,2,3,val,interior,0.0,6951,0,0.09721504877039072,0.8071418953473074,0.09721504877039072,0.8071418953473074
B0-EMA,2,1,RIM_ONE_r3,2,5,train_labeled,boundary,0.0,4259,0,0.07066443493791223,0.6843751453705178,0.07066443493791223,0.6843751453705178
B0-EMA,2,1,RIM_ONE_r3,2,5,train_labeled,interior,0.0,12541,0,0.05059902340145883,0.5727958371194333,0.05059902340145883,0.5727958371194333
B0-EMA,2,1,RIM_ONE_r3,2,5,val,boundary,0.0,2289,0,0.09411458009339885,0.8032141615642268,0.09411458009339885,0.8032141615642268
B0-EMA,2,1,RIM_ONE_r3,2,5,val,interior,0.0,6951,0,0.06819093692100993,0.6630396552350373,0.06819093692100993,0.6630396552350373
B0-EMA,2,2,Drishti_GS,0,1,train_labeled,boundary,0.0,1085,0,0.35096439106455274,1.018602296508261,0.35096439106455274,1.018602296508261
B0-EMA,2,2,Drishti_GS,0,1,train_labeled,interior,0.0,19395,0,0.2629950150831579,0.8754101577667409,0.2629950150831579,0.8754101577667409
B0-EMA,2,2,Drishti_GS,0,1,val,boundary,0.0,2857,0,0.344952660926476,1.0158121861382083,0.344952660926476,1.0158121861382083
B0-EMA,2,2,Drishti_GS,0,1,val,interior,0.0,48343,0,0.26179388129312997,0.8677562757150602,0.26179388129312997,0.8677562757150602
B0-EMA,2,2,Drishti_GS,0,2,train_labeled,boundary,0.0,1085,0,0.27268791999652303,0.9551502116690769,0.27268791999652303,0.9551502116690769
B0-EMA,2,2,Drishti_GS,0,2,train_labeled,interior,0.0,19395,0,0.17224458548403146,0.7600169074417356,0.17224458548403146,0.7600169074417356
B0-EMA,2,2,Drishti_GS,0,2,val,boundary,0.0,2857,0,0.26640310686926943,0.9512909157422834,0.26640310686926943,0.9512909157422834
B0-EMA,2,2,Drishti_GS,0,2,val,interior,0.0,48343,0,0.1657552951325361,0.7493479877463979,0.1657552951325361,0.7493479877463979
B0-EMA,2,2,Drishti_GS,0,3,train_labeled,boundary,0.0,1085,0,0.22180817090982088,0.8736112498120104,0.22180817090982088,0.8736112498120104
B0-EMA,2,2,Drishti_GS,0,3,train_labeled,interior,0.0,19395,0,0.12110068910291219,0.6699940178733953,0.12110068910291219,0.6699940178733953
B0-EMA,2,2,Drishti_GS,0,3,val,boundary,0.0,2857,0,0.21837946119780957,0.8844873835856404,0.21837946119780957,0.8844873835856404
B0-EMA,2,2,Drishti_GS,0,3,val,interior,0.0,48343,0,0.11798162301826783,0.6641326071526062,0.11798162301826783,0.6641326071526062
B0-EMA,2,2,Drishti_GS,0,5,train_labeled,boundary,0.0,1085,0,0.18581327553162885,0.8521902676819045,0.18581327553162885,0.8521902676819045
B0-EMA,2,2,Drishti_GS,0,5,train_labeled,interior,0.0,19395,0,0.08160791726379468,0.587438979745162,0.08160791726379468,0.587438979745162
B0-EMA,2,2,Drishti_GS,0,5,val,boundary,0.0,2857,0,0.1846863089184382,0.8629917193699872,0.1846863089184382,0.8629917193699872
B0-EMA,2,2,Drishti_GS,0,5,val,interior,0.0,48343,0,0.07953143879621077,0.5751647894271615,0.07953143879621077,0.5751647894271615
B0-EMA,2,2,Drishti_GS,1,1,train_labeled,boundary,0.0,6120,0,0.1982957578412313,0.8232150754895401,0.1982957578412313,0.8232150754895401
B0-EMA,2,2,Drishti_GS,1,1,train_labeled,interior,0.0,14360,0,0.18600565137785977,0.8013127746772483,0.18600565137785977,0.8013127746772483
B0-EMA,2,2,Drishti_GS,1,1,val,boundary,0.0,13574,0,0.2124757108532309,0.8473028713126408,0.2124757108532309,0.8473028713126408
B0-EMA,2,2,Drishti_GS,1,1,val,interior,0.0,37626,0,0.19312591535599333,0.8168473463044479,0.19312591535599333,0.8168473463044479
B0-EMA,2,2,Drishti_GS,1,2,train_labeled,boundary,0.0,6120,0,0.1305596938404283,0.7374040472643304,0.1305596938404283,0.7374040472643304
B0-EMA,2,2,Drishti_GS,1,2,train_labeled,interior,0.0,14360,0,0.12121949248418304,0.7118598695138415,0.12121949248418304,0.7118598695138415
B0-EMA,2,2,Drishti_GS,1,2,val,boundary,0.0,13574,0,0.1413891056488209,0.769358332599584,0.1413891056488209,0.769358332599584
B0-EMA,2,2,Drishti_GS,1,2,val,interior,0.0,37626,0,0.12314900650822042,0.7333246130639719,0.12314900650822042,0.7333246130639719
B0-EMA,2,2,Drishti_GS,1,3,train_labeled,boundary,0.0,6120,0,0.08742324210120492,0.6445125304739056,0.08742324210120492,0.6445125304739056
B0-EMA,2,2,Drishti_GS,1,3,train_labeled,interior,0.0,14360,0,0.08027716148349831,0.6266085826820954,0.08027716148349831,0.6266085826820954
B0-EMA,2,2,Drishti_GS,1,3,val,boundary,0.0,13574,0,0.09662545420076242,0.7155459962727264,0.09662545420076242,0.7155459962727264
B0-EMA,2,2,Drishti_GS,1,3,val,interior,0.0,37626,0,0.076798813070522,0.6561143897233411,0.076798813070522,0.6561143897233411
B0-EMA,2,2,Drishti_GS,1,5,train_labeled,boundary,0.0,6120,0,0.0636452979330127,0.5698831699530812,0.0636452979330127,0.5698831699530812
B0-EMA,2,2,Drishti_GS,1,5,train_labeled,interior,0.0,14360,0,0.05079116347769658,0.5041696710502179,0.05079116347769658,0.5041696710502179
B0-EMA,2,2,Drishti_GS,1,5,val,boundary,0.0,13574,0,0.0727525325810791,0.6430048734387175,0.0727525325810791,0.6430048734387175
B0-EMA,2,2,Drishti_GS,1,5,val,interior,0.0,37626,0,0.0510725741528913,0.5275790864223315,0.0510725741528913,0.5275790864223315
B0-EMA,2,2,Drishti_GS,2,1,train_labeled,boundary,0.0,3198,0,0.18930988691535514,0.9480878534148369,0.18930988691535514,0.9480878534148369
B0-EMA,2,2,Drishti_GS,2,1,train_labeled,interior,0.0,17282,0,0.18316279080899361,0.9418752232450078,0.18316279080899361,0.9418752232450078
B0-EMA,2,2,Drishti_GS,2,1,val,boundary,0.0,7119,0,0.2056468075527393,0.9640074241620343,0.2056468075527393,0.9640074241620343
B0-EMA,2,2,Drishti_GS,2,1,val,interior,2.2611644997173544e-05,44081,1,0.19500532038755153,0.9690082141777411,0.19496450556574407,0.9689574771193136
B0-EMA,2,2,Drishti_GS,2,2,train_labeled,boundary,0.0,3198,0,0.13213511230248193,0.7468119616028842,0.13213511230248193,0.7468119616028842
B0-EMA,2,2,Drishti_GS,2,2,train_labeled,interior,0.0,17282,0,0.1327234821685303,0.8207516444427208,0.1327234821685303,0.8207516444427208
B0-EMA,2,2,Drishti_GS,2,2,val,boundary,0.0,7119,0,0.1426835515024765,0.7856222158964589,0.1426835515024765,0.7856222158964589
B0-EMA,2,2,Drishti_GS,2,2,val,interior,2.2611644997173544e-05,44081,1,0.139643482270298,0.8714942662774826,0.13960141559795425,0.8714661103511538
B0-EMA,2,2,Drishti_GS,2,3,train_labeled,boundary,0.0,3198,0,0.11066636798747853,0.705362066053244,0.11066636798747853,0.705362066053244
B0-EMA,2,2,Drishti_GS,2,3,train_labeled,interior,0.0,17282,0,0.10722963697846775,0.7230069011129532,0.10722963697846775,0.7230069011129532
B0-EMA,2,2,Drishti_GS,2,3,val,boundary,0.0,7119,0,0.12143860440870372,0.7516264028169647,0.12143860440870372,0.7516264028169647
B0-EMA,2,2,Drishti_GS,2,3,val,interior,2.2611644997173544e-05,44081,1,0.11440299102317175,0.7808978429572478,0.11436035360889496,0.7808046322399085
B0-EMA,2,2,Drishti_GS,2,5,train_labeled,boundary,0.0,3198,0,0.06913989818640379,0.6347485738579941,0.06913989818640379,0.6347485738579941
B0-EMA,2,2,Drishti_GS,2,5,train_labeled,interior,0.0,17282,0,0.07553258205080626,0.6772733744501814,0.07553258205080626,0.6772733744501814
B0-EMA,2,2,Drishti_GS,2,5,val,boundary,0.0,7119,0,0.0756666268087998,0.6694152152923942,0.0756666268087998,0.6694152152923942
B0-EMA,2,2,Drishti_GS,2,5,val,interior,2.2611644997173544e-05,44081,1,0.07996817870403,0.7408605673936658,0.07992476264439506,0.7408605673936658
B0-student,0,0,REFUGE,0,1,train_labeled,boundary,0.0,3683,0,0.22894821576697533,1.1720495326297602,0.22894821576697533,1.1720495326297602
B0-student,0,0,REFUGE,0,1,train_labeled,interior,0.0,71797,0,0.05600092484655612,0.6460653236908809,0.05600092484655612,0.6460653236908809
B0-student,0,0,REFUGE,0,1,val,boundary,0.0,7886,0,0.20907656942645286,1.1654471519128622,0.20907656942645286,1.1654471519128622
B0-student,0,0,REFUGE,0,1,val,interior,0.0,151714,0,0.05406244861918047,0.6421028585978071,0.05406244861918047,0.6421028585978071
B0-student,0,0,REFUGE,0,2,train_labeled,boundary,0.0,3683,0,0.08617881490926632,0.6797908289522442,0.08617881490926632,0.6797908289522442
B0-student,0,0,REFUGE,0,2,train_labeled,interior,0.0,71797,0,0.03320187891794767,0.42902394053980286,0.03320187891794767,0.42902394053980286
B0-student,0,0,REFUGE,0,2,val,boundary,0.0,7886,0,0.08016979829375141,0.6741228355084593,0.08016979829375141,0.6741228355084593
B0-student,0,0,REFUGE,0,2,val,interior,0.0,151714,0,0.03142311409640592,0.4188967449302876,0.03142311409640592,0.4188967449302876
B0-student,0,0,REFUGE,0,3,train_labeled,boundary,0.0,3683,0,0.04809370696455943,0.5578143670403678,0.04809370696455943,0.5578143670403678
B0-student,0,0,REFUGE,0,3,train_labeled,interior,0.0,71797,0,0.01759506804616509,0.35046495180201004,0.01759506804616509,0.35046495180201004
B0-student,0,0,REFUGE,0,3,val,boundary,0.0,7886,0,0.04587545540375765,0.5534520389239127,0.04587545540375765,0.5534520389239127
B0-student,0,0,REFUGE,0,3,val,interior,0.0,151714,0,0.016613655692597554,0.33827424833396524,0.016613655692597554,0.33827424833396524
B0-student,0,0,REFUGE,0,5,train_labeled,boundary,0.0,3683,0,0.030737511600532213,0.42862357910914756,0.030737511600532213,0.42862357910914756
B0-student,0,0,REFUGE,0,5,train_labeled,interior,0.0,71797,0,0.009858710186401646,0.2400761500803204,0.009858710186401646,0.2400761500803204
B0-student,0,0,REFUGE,0,5,val,boundary,0.0,7886,0,0.029815535910961196,0.4250451516501502,0.029815535910961196,0.4250451516501502
B0-student,0,0,REFUGE,0,5,val,interior,0.0,151714,0,0.009694014250963159,0.240247144731956,0.009694014250963159,0.240247144731956
B0-student,0,0,REFUGE,1,1,train_labeled,boundary,0.0,16539,0,0.04248192575895285,0.46375501690681314,0.04248192575895285,0.46375501690681314
B0-student,0,0,REFUGE,1,1,train_labeled,interior,0.0,58941,0,0.021490761863840475,0.3586900906509818,0.021490761863840475,0.3586900906509818
B0-student,0,0,REFUGE,1,1,val,boundary,0.0,34861,0,0.056842549603953726,0.5498997885296143,0.056842549603953726,0.5498997885296143
B0-student,0,0,REFUGE,1,1,val,interior,0.0,124739,0,0.029120953590691494,0.40555307202042423,0.029120953590691494,0.40555307202042423
B0-student,0,0,REFUGE,1,2,train_labeled,boundary,0.0,16539,0,0.02926518543171225,0.3751389184313084,0.02926518543171225,0.3751389184313084
B0-student,0,0,REFUGE,1,2,train_labeled,interior,0.0,58941,0,0.011563765230271483,0.2656223782721457,0.011563765230271483,0.2656223782721457
B0-student,0,0,REFUGE,1,2,val,boundary,0.0,34861,0,0.04307303149691647,0.47952034026679413,0.04307303149691647,0.47952034026679413
B0-student,0,0,REFUGE,1,2,val,interior,0.0,124739,0,0.018845915273570574,0.31618010925008216,0.018845915273570574,0.31618010925008216
B0-student,0,0,REFUGE,1,3,train_labeled,boundary,0.0,16539,0,0.01577489543603268,0.31445030410127434,0.01577489543603268,0.31445030410127434
B0-student,0,0,REFUGE,1,3,train_labeled,interior,0.0,58941,0,0.008943013665663883,0.21927058780949324,0.008943013665663883,0.21927058780949324
B0-student,0,0,REFUGE,1,3,val,boundary,0.0,34861,0,0.02887374108322626,0.42277875526797076,0.02887374108322626,0.42277875526797076
B0-student,0,0,REFUGE,1,3,val,interior,0.0,124739,0,0.015341175711546485,0.2732641500168522,0.015341175711546485,0.2732641500168522
B0-student,0,0,REFUGE,1,5,train_labeled,boundary,0.0,16539,0,0.010888364282448836,0.2575633679604672,0.010888364282448836,0.2575633679604672
B0-student,0,0,REFUGE,1,5,train_labeled,interior,0.0,58941,0,0.005604119135232739,0.16826716626076765,0.005604119135232739,0.16826716626076765
B0-student,0,0,REFUGE,1,5,val,boundary,0.0,34861,0,0.022463851611970575,0.37750204593485726,0.022463851611970575,0.37750204593485726
B0-student,0,0,REFUGE,1,5,val,interior,0.0,124739,0,0.01098787698228007,0.19664844750876206,0.01098787698228007,0.19664844750876206
B0-student,0,0,REFUGE,2,1,train_labeled,boundary,0.0,15975,0,0.029057477210149008,0.42973021972624453,0.029057477210149008,0.42973021972624453
B0-student,0,0,REFUGE,2,1,train_labeled,interior,0.0,59505,0,0.017007881788272287,0.29774231182452415,0.017007881788272287,0.29774231182452415
B0-student,0,0,REFUGE,2,1,val,boundary,0.0,32059,0,0.03672550087074223,0.5078638146146753,0.03672550087074223,0.5078638146146753
B0-student,0,0,REFUGE,2,1,val,interior,0.0,127541,0,0.01990430898046211,0.3206956108911032,0.01990430898046211,0.3206956108911032
B0-student,0,0,REFUGE,2,2,train_labeled,boundary,0.0,15975,0,0.015328789745042606,0.34955786704669806,0.015328789745042606,0.34955786704669806
B0-student,0,0,REFUGE,2,2,train_labeled,interior,0.0,59505,0,0.006514329153984936,0.18135788078338982,0.006514329153984936,0.18135788078338982
B0-student,0,0,REFUGE,2,2,val,boundary,0.0,32059,0,0.02105864173009653,0.4154313449593962,0.02105864173009653,0.4154313449593962
B0-student,0,0,REFUGE,2,2,val,interior,0.0,127541,0,0.007890168395860764,0.2129240035440885,0.007890168395860764,0.2129240035440885
B0-student,0,0,REFUGE,2,3,train_labeled,boundary,0.0,15975,0,0.009713003604295193,0.27504077272752325,0.009713003604295193,0.27504077272752325
B0-student,0,0,REFUGE,2,3,train_labeled,interior,0.0,59505,0,0.004824919377539191,0.15405593270732656,0.004824919377539191,0.15405593270732656
B0-student,0,0,REFUGE,2,3,val,boundary,0.0,32059,0,0.013177172651431106,0.32383272793556767,0.013177172651431106,0.32383272793556767
B0-student,0,0,REFUGE,2,3,val,interior,0.0,127541,0,0.005774857325979868,0.18225776911764224,0.005774857325979868,0.18225776911764224
B0-student,0,0,REFUGE,2,5,train_labeled,boundary,0.0,15975,0,0.00539112925305322,0.18601260606546408,0.00539112925305322,0.18601260606546408
B0-student,0,0,REFUGE,2,5,train_labeled,interior,0.0,59505,0,0.0031759237023893543,0.12420562323135673,0.0031759237023893543,0.12420562323135673
B0-student,0,0,REFUGE,2,5,val,boundary,0.0,32059,0,0.007627187062651438,0.23892549629917417,0.007627187062651438,0.23892549629917417
B0-student,0,0,REFUGE,2,5,val,interior,0.0,127541,0,0.0037773926967500167,0.13892678611301507,0.0037773926967500167,0.13892678611301507
B0-student,0,1,RIM_ONE_r3,0,1,train_labeled,boundary,0.0,828,0,0.1944744811943329,1.1666321658255534,0.1944744811943329,1.1666321658255534
B0-student,0,1,RIM_ONE_r3,0,1,train_labeled,interior,0.0,17012,0,0.046850001512308614,0.5300157343773881,0.046850001512308614,0.5300157343773881
B0-student,0,1,RIM_ONE_r3,0,1,val,boundary,0.0,1079,0,0.17627293985280407,1.1612247173105545,0.17627293985280407,1.1612247173105545
B0-student,0,1,RIM_ONE_r3,0,1,val,interior,0.0,21121,0,0.048846675588308415,0.5814196748436894,0.048846675588308415,0.5814196748436894
B0-student,0,1,RIM_ONE_r3,0,2,train_labeled,boundary,0.0,828,0,0.0641782610908562,0.5774655642393763,0.0641782610908562,0.5774655642393763
B0-student,0,1,RIM_ONE_r3,0,2,train_labeled,interior,0.0,17012,0,0.03123575020716159,0.4026402952965655,0.03123575020716159,0.4026402952965655
B0-student,0,1,RIM_ONE_r3,0,2,val,boundary,0.0,1079,0,0.06452678391885636,0.6087779597988499,0.06452678391885636,0.6087779597988499
B0-student,0,1,RIM_ONE_r3,0,2,val,interior,0.0,21121,0,0.02877917914177971,0.4054299396254853,0.02877917914177971,0.4054299396254853
B0-student,0,1,RIM_ONE_r3,0,3,train_labeled,boundary,0.0,828,0,0.05257069724552118,0.5500717319361954,0.05257069724552118,0.5500717319361954
B0-student,0,1,RIM_ONE_r3,0,3,train_labeled,interior,0.0,17012,0,0.015590756674154948,0.3425592120138392,0.015590756674154948,0.3425592120138392
B0-student,0,1,RIM_ONE_r3,0,3,val,boundary,0.0,1079,0,0.054629139088455896,0.5882674047873945,0.054629139088455896,0.5882674047873945
B0-student,0,1,RIM_ONE_r3,0,3,val,interior,0.0,21121,0,0.01656800050462003,0.3592856796866308,0.01656800050462003,0.3592856796866308
B0-student,0,1,RIM_ONE_r3,0,5,train_labeled,boundary,0.0,828,0,0.027374582324314695,0.40802310778787443,0.027374582324314695,0.40802310778787443
B0-student,0,1,RIM_ONE_r3,0,5,train_labeled,interior,0.0,17012,0,0.009869525430610147,0.2620798889014981,0.009869525430610147,0.2620798889014981
B0-student,0,1,RIM_ONE_r3,0,5,val,boundary,0.0,1079,0,0.030200546391177707,0.4257838893837329,0.030200546391177707,0.4257838893837329
B0-student,0,1,RIM_ONE_r3,0,5,val,interior,0.0,21121,0,0.010810681218430226,0.27555768931018493,0.010810681218430226,0.27555768931018493
B0-student,0,1,RIM_ONE_r3,1,1,train_labeled,boundary,0.0,4046,0,0.034747001619812964,0.42408305125130896,0.034747001619812964,0.42408305125130896
B0-student,0,1,RIM_ONE_r3,1,1,train_labeled,interior,0.0,13794,0,0.013041004020954669,0.27289837184959365,0.013041004020954669,0.27289837184959365
B0-student,0,1,RIM_ONE_r3,1,1,val,boundary,0.0,5866,0,0.10184997596298377,1.039716803489618,0.10184997596298377,1.039716803489618
B0-student,0,1,RIM_ONE_r3,1,1,val,interior,0.0,16334,0,0.05740069369336694,0.7683219175599071,0.05740069369336694,0.7683219175599071
B0-student,0,1,RIM_ONE_r3,1,2,train_labeled,boundary,0.0,4046,0,0.012468938745175325,0.3068716260304338,0.012468938745175325,0.3068716260304338
B0-student,0,1,RIM_ONE_r3,1,2,train_labeled,interior,0.0,13794,0,0.005297796865695128,0.15997722693126334,0.005297796865695128,0.15997722693126334
B0-student,0,1,RIM_ONE_r3,1,2,val,boundary,0.0,5866,0,0.07338721189282474,0.9676472410645508,0.07338721189282474,0.9676472410645508
B0-student,0,1,RIM_ONE_r3,1,2,val,interior,0.0,16334,0,0.04016082582056857,0.6736983775513687,0.04016082582056857,0.6736983775513687
B0-student,0,1,RIM_ONE_r3,1,3,train_labeled,boundary,0.0,4046,0,0.006820657635025847,0.21726761800595115,0.006820657635025847,0.21726761800595115
B0-student,0,1,RIM_ONE_r3,1,3,train_labeled,interior,0.0,13794,0,0.003617419585550773,0.12779181891708197,0.003617419585550773,0.12779181891708197
B0-student,0,1,RIM_ONE_r3,1,3,val,boundary,0.0,5866,0,0.05731974175605772,0.887620157740306,0.05731974175605772,0.887620157740306
B0-student,0,1,RIM_ONE_r3,1,3,val,interior,0.0,16334,0,0.03179662470862654,0.5764069144496838,0.03179662470862654,0.5764069144496838
B0-student,0,1,RIM_ONE_r3,1,5,train_labeled,boundary,0.0,4046,0,0.0034102344323432153,0.13401459716201664,0.0034102344323432153,0.13401459716201664
B0-student,0,1,RIM_ONE_r3,1,5,train_labeled,interior,0.0,13794,0,0.0020591987518213646,0.09733750551841862,0.0020591987518213646,0.09733750551841862
B0-student,0,1,RIM_ONE_r3,1,5,val,boundary,0.0,5866,0,0.043207398579534366,0.7990358566383283,0.043207398579534366,0.7990358566383283
B0-student,0,1,RIM_ONE_r3,1,5,val,interior,0.0,16334,0,0.02453080520300723,0.46111228833917334,0.02453080520300723,0.46111228833917334
B0-student,0,1,RIM_ONE_r3,2,1,train_labeled,boundary,0.0,4931,0,0.004604761002045681,0.16604539541638474,0.004604761002045681,0.16604539541638474
B0-student,0,1,RIM_ONE_r3,2,1,train_labeled,interior,0.0,12909,0,0.005007435906563297,0.19846238013248527,0.005007435906563297,0.19846238013248527
B0-student,0,1,RIM_ONE_r3,2,1,val,boundary,0.0,5027,0,0.038948178653185415,0.44851684245431683,0.038948178653185415,0.44851684245431683
B0-student,0,1,RIM_ONE_r3,2,1,val,interior,0.0,17173,0,0.021637858458677297,0.3047241145002794,0.021637858458677297,0.3047241145002794
B0-student,0,1,RIM_ONE_r3,2,2,train_labeled,boundary,0.0,4931,0,0.002641668380678159,0.12433299506748581,0.002641668380678159,0.12433299506748581
B0-student,0,1,RIM_ONE_r3,2,2,train_labeled,interior,0.0,12909,0,0.002075485916595791,0.10302411444131211,0.002075485916595791,0.10302411444131211
B0-student,0,1,RIM_ONE_r3,2,2,val,boundary,0.0,5027,0,0.03376874853812815,0.4123690037728836,0.03376874853812815,0.4123690037728836
B0-student,0,1,RIM_ONE_r3,2,2,val,interior,0.0,17173,0,0.017012710967737266,0.2445952266112832,0.017012710967737266,0.2445952266112832
B0-student,0,1,RIM_ONE_r3,2,3,train_labeled,boundary,0.0,4931,0,0.0019350628172815428,0.10277109971721693,0.0019350628172815428,0.10277109971721693
B0-student,0,1,RIM_ONE_r3,2,3,train_labeled,interior,0.0,12909,0,0.0013587141397150262,0.08133020701937714,0.0013587141397150262,0.08133020701937714
B0-student,0,1,RIM_ONE_r3,2,3,val,boundary,0.0,5027,0,0.031425891435306635,0.3898106775910468,0.031425891435306635,0.3898106775910468
B0-student,0,1,RIM_ONE_r3,2,3,val,interior,0.0,17173,0,0.015692186959987905,0.21946092253913885,0.015692186959987905,0.21946092253913885
B0-student,0,1,RIM_ONE_r3,2,5,train_labeled,boundary,0.0,4931,0,0.0013315518861033136,0.08155896520712785,0.0013315518861033136,0.08155896520712785
B0-student,0,1,RIM_ONE_r3,2,5,train_labeled,interior,0.0,12909,0,0.00094069068340322,0.06631622052839249,0.00094069068340322,0.06631622052839249
B0-student,0,1,RIM_ONE_r3,2,5,val,boundary,0.0,5027,0,0.028073164615844092,0.3482703910811158,0.028073164615844092,0.3482703910811158
B0-student,0,1,RIM_ONE_r3,2,5,val,interior,0.0,17173,0,0.014240423694248255,0.17684175330371257,0.014240423694248255,0.17684175330371257
B0-student,0,2,Drishti_GS,0,1,train_labeled,boundary,0.0,862,0,0.23018591017281798,1.1672161144601663,0.23018591017281798,1.1672161144601663
B0-student,0,2,Drishti_GS,0,1,train_labeled,interior,0.0,15098,0,0.049289897671996735,0.8055566847223514,0.049289897671996735,0.8055566847223514
B0-student,0,2,Drishti_GS,0,1,val,boundary,0.0,651,0,0.21996366543030849,1.1974472625213788,0.21996366543030849,1.1974472625213788
B0-student,0,2,Drishti_GS,0,1,val,interior,0.0,12074,0,0.05342573932559664,0.8521815594943409,0.05342573932559664,0.8521815594943409
B0-student,0,2,Drishti_GS,0,2,train_labeled,boundary,0.0,862,0,0.07330672040132244,0.6580413444744547,0.07330672040132244,0.6580413444744547
B0-student,0,2,Drishti_GS,0,2,train_labeled,interior,0.0,15098,0,0.01765355650818642,0.3845980328321936,0.01765355650818642,0.3845980328321936
B0-student,0,2,Drishti_GS,0,2,val,boundary,0.0,651,0,0.07718259343828268,0.6901564493613906,0.07718259343828268,0.6901564493613906
B0-student,0,2,Drishti_GS,0,2,val,interior,0.0,12074,0,0.017919868637064927,0.38957997644361725,0.017919868637064927,0.38957997644361725
B0-student,0,2,Drishti_GS,0,3,train_labeled,boundary,0.0,862,0,0.04343297462813133,0.5002866372194444,0.04343297462813133,0.5002866372194444
B0-student,0,2,Drishti_GS,0,3,train_labeled,interior,0.0,15098,0,0.012135304704301322,0.27516089027992374,0.012135304704301322,0.27516089027992374
B0-student,0,2,Drishti_GS,0,3,val,boundary,0.0,651,0,0.047862672967218606,0.5556170117320585,0.047862672967218606,0.5556170117320585
B0-student,0,2,Drishti_GS,0,3,val,interior,0.0,12074,0,0.012144222961731128,0.28198097753330953,0.012144222961731128,0.28198097753330953
B0-student,0,2,Drishti_GS,0,5,train_labeled,boundary,0.0,862,0,0.025996472462341064,0.4532436167158345,0.025996472462341064,0.4532436167158345
B0-student,0,2,Drishti_GS,0,5,train_labeled,interior,0.0,15098,0,0.008169511335007588,0.2211658131401991,0.008169511335007588,0.2211658131401991
B0-student,0,2,Drishti_GS,0,5,val,boundary,0.0,651,0,0.027445046302119094,0.43274417666590403,0.027445046302119094,0.43274417666590403
