panel_id,seed,stage_index,domain,class_id,K,role,slot,occupancy_active_conditional,null_mass
B0-EMA,1,1,RIM_ONE_r3,2,5,val,0,0.3195364238410061,0.0
B0-EMA,1,1,RIM_ONE_r3,2,5,val,1,0.11461092715232168,0.0
B0-EMA,1,1,RIM_ONE_r3,2,5,val,2,0.18253311258276858,0.0
B0-EMA,1,1,RIM_ONE_r3,2,5,val,3,0.19863410596024728,0.0
B0-EMA,1,1,RIM_ONE_r3,2,5,val,4,0.18468543046356264,0.0
B0-EMA,1,2,Drishti_GS,0,1,train_labeled,0,0.9999999999996252,0.0
B0-EMA,1,2,Drishti_GS,0,1,val,0,0.9999999999993737,0.0
B0-EMA,1,2,Drishti_GS,0,2,train_labeled,0,0.4053710937500586,0.0
B0-EMA,1,2,Drishti_GS,0,2,train_labeled,1,0.594628906249994,0.0
B0-EMA,1,2,Drishti_GS,0,2,val,0,0.3904101562499281,0.0
B0-EMA,1,2,Drishti_GS,0,2,val,1,0.6095898437497288,0.0
B0-EMA,1,2,Drishti_GS,0,3,train_labeled,0,0.23720703125002043,0.0
B0-EMA,1,2,Drishti_GS,0,3,train_labeled,1,0.37031250000005067,0.0
B0-EMA,1,2,Drishti_GS,0,3,train_labeled,2,0.39248046875005566,0.0
B0-EMA,1,2,Drishti_GS,0,3,val,0,0.2431250000000523,0.0
B0-EMA,1,2,Drishti_GS,0,3,val,1,0.36583984374995043,0.0
B0-EMA,1,2,Drishti_GS,0,3,val,2,0.3910351562499275,0.0
B0-EMA,1,2,Drishti_GS,0,5,train_labeled,0,0.17470703125000625,0.0
B0-EMA,1,2,Drishti_GS,0,5,train_labeled,1,0.169238281250005,0.0
B0-EMA,1,2,Drishti_GS,0,5,train_labeled,2,0.21455078125001528,0.0
B0-EMA,1,2,Drishti_GS,0,5,train_labeled,3,0.16811523437500475,0.0
B0-EMA,1,2,Drishti_GS,0,5,train_labeled,4,0.27338867187502863,0.0
B0-EMA,1,2,Drishti_GS,0,5,val,0,0.17677734375001836,0.0
B0-EMA,1,2,Drishti_GS,0,5,val,1,0.17207031250001595,0.0
B0-EMA,1,2,Drishti_GS,0,5,val,2,0.21962890625004028,0.0
B0-EMA,1,2,Drishti_GS,0,5,val,3,0.17187500000001585,0.0
B0-EMA,1,2,Drishti_GS,0,5,val,4,0.259648437500047,0.0
B0-EMA,1,2,Drishti_GS,1,1,train_labeled,0,0.9999999999996252,0.0
B0-EMA,1,2,Drishti_GS,1,1,val,0,0.9999999999993737,0.0
B0-EMA,1,2,Drishti_GS,1,2,train_labeled,0,0.6080078124999818,0.0
B0-EMA,1,2,Drishti_GS,1,2,train_labeled,1,0.39199218750005554,0.0
B0-EMA,1,2,Drishti_GS,1,2,val,0,0.6538281249996886,0.0
B0-EMA,1,2,Drishti_GS,1,2,val,1,0.3461718749999683,0.0
B0-EMA,1,2,Drishti_GS,1,3,train_labeled,0,0.2583007812500252,0.0
B0-EMA,1,2,Drishti_GS,1,3,train_labeled,1,0.2080566406250138,0.0
B0-EMA,1,2,Drishti_GS,1,3,train_labeled,2,0.5336425781250494,0.0
B0-EMA,1,2,Drishti_GS,1,3,val,0,0.23468750000004798,0.0
B0-EMA,1,2,Drishti_GS,1,3,val,1,0.19939453125002993,0.0
B0-EMA,1,2,Drishti_GS,1,3,val,2,0.5659179687497685,0.0
B0-EMA,1,2,Drishti_GS,1,5,train_labeled,0,0.21606445312501563,0.0
B0-EMA,1,2,Drishti_GS,1,5,train_labeled,1,0.28041992187503023,0.0
B0-EMA,1,2,Drishti_GS,1,5,train_labeled,2,0.18115234375000772,0.0
B0-EMA,1,2,Drishti_GS,1,5,train_labeled,3,0.16147460937500324,0.0
B0-EMA,1,2,Drishti_GS,1,5,train_labeled,4,0.1608886718750031,0.0
B0-EMA,1,2,Drishti_GS,1,5,val,0,0.19279296875002655,0.0
B0-EMA,1,2,Drishti_GS,1,5,val,1,0.2923242187500173,0.0
B0-EMA,1,2,Drishti_GS,1,5,val,2,0.19357421875002695,0.0
B0-EMA,1,2,Drishti_GS,1,5,val,3,0.14861328125000395,0.0
B0-EMA,1,2,Drishti_GS,1,5,val,4,0.17269531250001627,0.0
B0-EMA,1,2,Drishti_GS,2,1,train_labeled,0,0.9999999999996252,0.0
B0-EMA,1,2,Drishti_GS,2,1,val,0,0.9999999999993737,0.0
B0-EMA,1,2,Drishti_GS,2,2,train_labeled,0,0.6887207031249084,0.0
B0-EMA,1,2,Drishti_GS,2,2,train_labeled,1,0.31127929687503725,0.0
B0-EMA,1,2,Drishti_GS,2,2,val,0,0.7246874999996241,0.0
B0-EMA,1,2,Drishti_GS,2,2,val,1,0.27531250000003277,0.0
B0-EMA,1,2,Drishti_GS,2,3,train_labeled,0,0.2715332031250282,0.0
B0-EMA,1,2,Drishti_GS,2,3,train_labeled,1,0.433691406250065,0.0
B0-EMA,1,2,Drishti_GS,2,3,train_labeled,2,0.2947753906250335,0.0
B0-EMA,1,2,Drishti_GS,2,3,val,0,0.29855468750001163,0.0
B0-EMA,1,2,Drishti_GS,2,3,val,1,0.4376953124998851,0.0
B0-EMA,1,2,Drishti_GS,2,3,val,2,0.2637500000000433,0.0
B0-EMA,1,2,Drishti_GS,2,5,train_labeled,0,0.2643554687500266,0.0
B0-EMA,1,2,Drishti_GS,2,5,train_labeled,1,0.36811523437505017,0.0
B0-EMA,1,2,Drishti_GS,2,5,train_labeled,2,0.14047851562499847,0.0
B0-EMA,1,2,Drishti_GS,2,5,train_labeled,3,0.06850585937499819,0.0
B0-EMA,1,2,Drishti_GS,2,5,train_labeled,4,0.15854492187500258,0.0
B0-EMA,1,2,Drishti_GS,2,5,val,0,0.23789062500004962,0.0
B0-EMA,1,2,Drishti_GS,2,5,val,1,0.380624999999937,0.0
B0-EMA,1,2,Drishti_GS,2,5,val,2,0.1586914062500091,0.0
B0-EMA,1,2,Drishti_GS,2,5,val,3,0.048769531250002156,0.0
B0-EMA,1,2,Drishti_GS,2,5,val,4,0.17402343750001695,0.0
B0-EMA,2,0,REFUGE,0,1,train_labeled,0,0.9999999999989502,0.0
B0-EMA,2,0,REFUGE,0,1,val,0,1.000000000001378,0.0
B0-EMA,2,0,REFUGE,0,2,train_labeled,0,0.42437731849516525,0.0
B0-EMA,2,0,REFUGE,0,2,train_labeled,1,0.5756226815051394,0.0
B0-EMA,2,0,REFUGE,0,2,val,0,0.41947142857158193,0.0
B0-EMA,2,0,REFUGE,0,2,val,1,0.5805285714290646,0.0
B0-EMA,2,0,REFUGE,0,3,train_labeled,0,0.40107313195565036,0.0
B0-EMA,2,0,REFUGE,0,3,train_labeled,1,0.16479862215156024,0.0
B0-EMA,2,0,REFUGE,0,3,train_labeled,2,0.4341282458931658,0.0
B0-EMA,2,0,REFUGE,0,3,val,0,0.3957214285715318,0.0
B0-EMA,2,0,REFUGE,0,3,val,1,0.1643499999999479,0.0
B0-EMA,2,0,REFUGE,0,3,val,2,0.4399285714287679,0.0
B0-EMA,2,0,REFUGE,0,5,train_labeled,0,0.15050344462109755,0.0
B0-EMA,2,0,REFUGE,0,5,train_labeled,1,0.17207207207206443,0.0
B0-EMA,2,0,REFUGE,0,5,train_labeled,2,0.16210916799151953,0.0
B0-EMA,2,0,REFUGE,0,5,train_labeled,3,0.1669978802331699,0.0
B0-EMA,2,0,REFUGE,0,5,train_labeled,4,0.3483174350822289,0.0
B0-EMA,2,0,REFUGE,0,5,val,0,0.15386428571425226,0.0
B0-EMA,2,0,REFUGE,0,5,val,1,0.1729285714285041,0.0
B0-EMA,2,0,REFUGE,0,5,val,2,0.16232142857138007,0.0
B0-EMA,2,0,REFUGE,0,5,val,3,0.16722142857137137,0.0
B0-EMA,2,0,REFUGE,0,5,val,4,0.3436642857142791,0.0
B0-EMA,2,0,REFUGE,1,1,train_labeled,0,0.9999999999989503,3.9745627980922105e-05
B0-EMA,2,0,REFUGE,1,1,val,0,1.0000000000013782,4.999999999999999e-05
B0-EMA,2,0,REFUGE,1,2,train_labeled,0,0.4226850563749868,3.9745627980922105e-05
B0-EMA,2,0,REFUGE,1,2,train_labeled,1,0.5773149436253108,3.9745627980922105e-05
B0-EMA,2,0,REFUGE,1,2,val,0,0.4222353974843191,4.999999999999999e-05
B0-EMA,2,0,REFUGE,1,2,val,1,0.5777646025163273,4.999999999999999e-05
B0-EMA,2,0,REFUGE,1,3,train_labeled,0,0.2517323158047608,3.9745627980922105e-05
B0-EMA,2,0,REFUGE,1,3,train_labeled,1,0.4030631848114354,3.9745627980922105e-05
B0-EMA,2,0,REFUGE,1,3,train_labeled,2,0.34520449938400166,3.9745627980922105e-05
B0-EMA,2,0,REFUGE,1,3,val,0,0.2531483717041019,4.999999999999999e-05
B0-EMA,2,0,REFUGE,1,3,val,1,0.40727036351830354,4.999999999999999e-05
B0-EMA,2,0,REFUGE,1,3,val,2,0.3395812647775094,4.999999999999999e-05
B0-EMA,2,0,REFUGE,1,5,train_labeled,0,0.24660492600389392,3.9745627980922105e-05
B0-EMA,2,0,REFUGE,1,5,train_labeled,1,0.2149528995587715,3.9745627980922105e-05
B0-EMA,2,0,REFUGE,1,5,train_labeled,2,0.12587940697168154,3.9745627980922105e-05
B0-EMA,2,0,REFUGE,1,5,train_labeled,3,0.15004570928892863,3.9745627980922105e-05
B0-EMA,2,0,REFUGE,1,5,train_labeled,4,0.262517058176625,3.9745627980922105e-05
B0-EMA,2,0,REFUGE,1,5,val,0,0.24793382526249122,4.999999999999999e-05
B0-EMA,2,0,REFUGE,1,5,val,1,0.22180394734007006,4.999999999999999e-05
B0-EMA,2,0,REFUGE,1,5,val,2,0.12738494067561879,4.999999999999999e-05
B0-EMA,2,0,REFUGE,1,5,val,3,0.14682162679560457,4.999999999999999e-05
B0-EMA,2,0,REFUGE,1,5,val,4,0.256055659925662,4.999999999999999e-05
B0-EMA,2,0,REFUGE,2,1,train_labeled,0,0.9999999999989503,2.649708532061474e-05
B0-EMA,2,0,REFUGE,2,1,val,0,1.0000000000013782,2.8571428571428557e-05
B0-EMA,2,0,REFUGE,2,2,train_labeled,0,0.4998542621694194,2.649708532061474e-05
B0-EMA,2,0,REFUGE,2,2,train_labeled,1,0.5001457378312015,2.649708532061474e-05
B0-EMA,2,0,REFUGE,2,2,val,0,0.49567130489473965,2.8571428571428557e-05
B0-EMA,2,0,REFUGE,2,2,val,1,0.5043286951059067,2.8571428571428557e-05
B0-EMA,2,0,REFUGE,2,3,train_labeled,0,0.36594769336771765,2.649708532061474e-05
B0-EMA,2,0,REFUGE,2,3,train_labeled,1,0.21616894989264873,2.649708532061474e-05
B0-EMA,2,0,REFUGE,2,3,train_labeled,2,0.4178833567399024,2.649708532061474e-05
B0-EMA,2,0,REFUGE,2,3,val,0,0.35311723192092537,2.8571428571428557e-05
B0-EMA,2,0,REFUGE,2,3,val,1,0.23597817080470088,2.8571428571428557e-05
B0-EMA,2,0,REFUGE,2,3,val,2,0.4109045972743431,2.8571428571428557e-05
B0-EMA,2,0,REFUGE,2,5,train_labeled,0,0.36768329844469627,2.649708532061474e-05
B0-EMA,2,0,REFUGE,2,5,train_labeled,1,0.14196189618168006,2.649708532061474e-05
B0-EMA,2,0,REFUGE,2,5,train_labeled,2,0.24517077823996355,2.649708532061474e-05
B0-EMA,2,0,REFUGE,2,5,train_labeled,3,0.12950793608735572,2.649708532061474e-05
B0-EMA,2,0,REFUGE,2,5,train_labeled,4,0.11567609104641556,2.649708532061474e-05
B0-EMA,2,0,REFUGE,2,5,val,0,0.3575387868225033,2.8571428571428557e-05
B0-EMA,2,0,REFUGE,2,5,val,1,0.13231092316923823,2.8571428571428557e-05
B0-EMA,2,0,REFUGE,2,5,val,2,0.24550701448593198,2.8571428571428557e-05
B0-EMA,2,0,REFUGE,2,5,val,3,0.1395182719506192,2.8571428571428557e-05
B0-EMA,2,0,REFUGE,2,5,val,4,0.1251250035715482,2.8571428571428557e-05
B0-EMA,2,1,RIM_ONE_r3,0,1,train_labeled,0,0.9999999999997327,0.0
B0-EMA,2,1,RIM_ONE_r3,0,1,val,0,0.9999999999997836,0.0
B0-EMA,2,1,RIM_ONE_r3,0,2,train_labeled,0,0.45958333333326973,0.0
B0-EMA,2,1,RIM_ONE_r3,0,2,train_labeled,1,0.5404166666665726,0.0
B0-EMA,2,1,RIM_ONE_r3,0,2,val,0,0.45638528138529794,0.0
B0-EMA,2,1,RIM_ONE_r3,0,2,val,1,0.5436147186147166,0.0
B0-EMA,2,1,RIM_ONE_r3,0,3,train_labeled,0,0.3200595238095128,0.0
B0-EMA,2,1,RIM_ONE_r3,0,3,train_labeled,1,0.3897619047618675,0.0
B0-EMA,2,1,RIM_ONE_r3,0,3,train_labeled,2,0.29017857142857173,0.0
B0-EMA,2,1,RIM_ONE_r3,0,3,val,0,0.3170995670995776,0.0
B0-EMA,2,1,RIM_ONE_r3,0,3,val,1,0.38863636363637727,0.0
B0-EMA,2,1,RIM_ONE_r3,0,3,val,2,0.2942640692640788,0.0
B0-EMA,2,1,RIM_ONE_r3,0,5,train_labeled,0,0.17214285714286565,0.0
B0-EMA,2,1,RIM_ONE_r3,0,5,train_labeled,1,0.1602976190476265,0.0
B0-EMA,2,1,RIM_ONE_r3,0,5,train_labeled,2,0.34017857142855285,0.0
B0-EMA,2,1,RIM_ONE_r3,0,5,train_labeled,3,0.15309523809524492,0.0
B0-EMA,2,1,RIM_ONE_r3,0,5,train_labeled,4,0.17428571428572298,0.0
B0-EMA,2,1,RIM_ONE_r3,0,5,val,0,0.1738095238095281,0.0
B0-EMA,2,1,RIM_ONE_r3,0,5,val,1,0.16093073593073967,0.0
B0-EMA,2,1,RIM_ONE_r3,0,5,val,2,0.3463203463203581,0.0
B0-EMA,2,1,RIM_ONE_r3,0,5,val,3,0.14740259740260056,0.0
B0-EMA,2,1,RIM_ONE_r3,0,5,val,4,0.17153679653680073,0.0
B0-EMA,2,1,RIM_ONE_r3,1,1,train_labeled,0,0.9999999999997327,0.0
B0-EMA,2,1,RIM_ONE_r3,1,1,val,0,0.9999999999997836,0.0
B0-EMA,2,1,RIM_ONE_r3,1,2,train_labeled,0,0.5090476190475368,0.0
B0-EMA,2,1,RIM_ONE_r3,1,2,train_labeled,1,0.49095238095230553,0.0
B0-EMA,2,1,RIM_ONE_r3,1,2,val,0,0.5033549783549952,0.0
B0-EMA,2,1,RIM_ONE_r3,1,2,val,1,0.49664502164503993,0.0
B0-EMA,2,1,RIM_ONE_r3,1,3,train_labeled,0,0.2542857142857281,0.0
B0-EMA,2,1,RIM_ONE_r3,1,3,train_labeled,1,0.48386904761897487,0.0
B0-EMA,2,1,RIM_ONE_r3,1,3,train_labeled,2,0.26184523809524907,0.0
B0-EMA,2,1,RIM_ONE_r3,1,3,val,0,0.2642857142857225,0.0
B0-EMA,2,1,RIM_ONE_r3,1,3,val,1,0.4853896103896282,0.0
B0-EMA,2,1,RIM_ONE_r3,1,3,val,2,0.25032467532468294,0.0
B0-EMA,2,1,RIM_ONE_r3,1,5,train_labeled,0,0.3389285714285533,0.0
B0-EMA,2,1,RIM_ONE_r3,1,5,train_labeled,1,0.13083333333333816,0.0
B0-EMA,2,1,RIM_ONE_r3,1,5,train_labeled,2,0.12380952380952802,0.0
B0-EMA,2,1,RIM_ONE_r3,1,5,train_labeled,3,0.1550595238095308,0.0
B0-EMA,2,1,RIM_ONE_r3,1,5,train_labeled,4,0.25136904761906254,0.0
B0-EMA,2,1,RIM_ONE_r3,1,5,val,0,0.28993506493507426,0.0
B0-EMA,2,1,RIM_ONE_r3,1,5,val,1,0.10075757575757692,0.0
B0-EMA,2,1,RIM_ONE_r3,1,5,val,2,0.1627705627705666,0.0
B0-EMA,2,1,RIM_ONE_r3,1,5,val,3,0.20432900432900997,0.0
B0-EMA,2,1,RIM_ONE_r3,1,5,val,4,0.24220779220779948,0.0
B0-EMA,2,1,RIM_ONE_r3,2,1,train_labeled,0,0.9999999999997327,0.0
B0-EMA,2,1,RIM_ONE_r3,2,1,val,0,0.9999999999997836,0.0
B0-EMA,2,1,RIM_ONE_r3,2,2,train_labeled,0,0.4961904761903988,0.0
B0-EMA,2,1,RIM_ONE_r3,2,2,train_labeled,1,0.5038095238094435,0.0
B0-EMA,2,1,RIM_ONE_r3,2,2,val,0,0.49177489177490985,0.0
B0-EMA,2,1,RIM_ONE_r3,2,2,val,1,0.5082251082251228,0.0
B0-EMA,2,1,RIM_ONE_r3,2,3,train_labeled,0,0.27892857142857597,0.0
B0-EMA,2,1,RIM_ONE_r3,2,3,train_labeled,1,0.2583928571428694,0.0
B0-EMA,2,1,RIM_ONE_r3,2,3,train_labeled,2,0.46267857142850666,0.0
B0-EMA,2,1,RIM_ONE_r3,2,3,val,0,0.2615800865800947,0.0
B0-EMA,2,1,RIM_ONE_r3,2,3,val,1,0.26980519480520326,0.0
B0-EMA,2,1,RIM_ONE_r3,2,3,val,2,0.4686147186147357,0.0
B0-EMA,2,1,RIM_ONE_r3,2,5,train_labeled,0,0.19130952380953403,0.0
B0-EMA,2,1,RIM_ONE_r3,2,5,train_labeled,1,0.13315476190476694,0.0
B0-EMA,2,1,RIM_ONE_r3,2,5,train_labeled,2,0.06898809523809456,0.0
B0-EMA,2,1,RIM_ONE_r3,2,5,train_labeled,3,0.3519047619047389,0.0
B0-EMA,2,1,RIM_ONE_r3,2,5,train_labeled,4,0.2546428571428708,0.0
B0-EMA,2,1,RIM_ONE_r3,2,5,val,0,0.15627705627705982,0.0
B0-EMA,2,1,RIM_ONE_r3,2,5,val,1,0.18690476190476676,0.0
B0-EMA,2,1,RIM_ONE_r3,2,5,val,2,0.11590909090909272,0.0
B0-EMA,2,1,RIM_ONE_r3,2,5,val,3,0.29577922077923036,0.0
B0-EMA,2,1,RIM_ONE_r3,2,5,val,4,0.24512987012987753,0.0
B0-EMA,2,2,Drishti_GS,0,1,train_labeled,0,0.9999999999996252,0.0
B0-EMA,2,2,Drishti_GS,0,1,val,0,0.9999999999993737,0.0
B0-EMA,2,2,Drishti_GS,0,2,train_labeled,0,0.5311523437500517,0.0
B0-EMA,2,2,Drishti_GS,0,2,train_labeled,1,0.468847656250073,0.0
B0-EMA,2,2,Drishti_GS,0,2,val,0,0.5096874999998197,0.0
B0-EMA,2,2,Drishti_GS,0,2,val,1,0.4903124999998372,0.0
B0-EMA,2,2,Drishti_GS,0,3,train_labeled,0,0.3164062500000384,0.0
B0-EMA,2,2,Drishti_GS,0,3,train_labeled,1,0.29580078125003373,0.0
B0-EMA,2,2,Drishti_GS,0,3,train_labeled,2,0.3877929687500546,0.0
B0-EMA,2,2,Drishti_GS,0,3,val,0,0.3033984375000072,0.0
B0-EMA,2,2,Drishti_GS,0,3,val,1,0.28148437500002715,0.0
B0-EMA,2,2,Drishti_GS,0,3,val,2,0.4151171874999056,0.0
B0-EMA,2,2,Drishti_GS,0,5,train_labeled,0,0.17641601562500664,0.0
B0-EMA,2,2,Drishti_GS,0,5,train_labeled,1,0.2961914062500338,0.0
B0-EMA,2,2,Drishti_GS,0,5,train_labeled,2,0.12773437499999557,0.0
B0-EMA,2,2,Drishti_GS,0,5,train_labeled,3,0.24907226562502313,0.0
B0-EMA,2,2,Drishti_GS,0,5,train_labeled,4,0.15058593750000077,0.0
B0-EMA,2,2,Drishti_GS,0,5,val,0,0.19160156250002594,0.0
B0-EMA,2,2,Drishti_GS,0,5,val,1,0.2837695312500251,0.0
B0-EMA,2,2,Drishti_GS,0,5,val,2,0.12056640624999275,0.0
B0-EMA,2,2,Drishti_GS,0,5,val,3,0.2601171875000466,0.0
B0-EMA,2,2,Drishti_GS,0,5,val,4,0.14394531250000156,0.0
B0-EMA,2,2,Drishti_GS,1,1,train_labeled,0,0.9999999999996252,0.0
B0-EMA,2,2,Drishti_GS,1,1,val,0,0.9999999999993737,0.0
B0-EMA,2,2,Drishti_GS,1,2,train_labeled,0,0.49926757812507994,0.0
B0-EMA,2,2,Drishti_GS,1,2,train_labeled,1,0.5007324218750794,0.0
B0-EMA,2,2,Drishti_GS,1,2,val,0,0.5056445312498233,0.0
B0-EMA,2,2,Drishti_GS,1,2,val,1,0.49435546874983355,0.0
B0-EMA,2,2,Drishti_GS,1,3,train_labeled,0,0.4503417968750688,0.0
B0-EMA,2,2,Drishti_GS,1,3,train_labeled,1,0.27836914062502977,0.0
B0-EMA,2,2,Drishti_GS,1,3,train_labeled,2,0.27128906250002816,0.0
B0-EMA,2,2,Drishti_GS,1,3,val,0,0.47666015624984964,0.0
B0-EMA,2,2,Drishti_GS,1,3,val,1,0.2438867187500527,0.0
B0-EMA,2,2,Drishti_GS,1,3,val,2,0.279453125000029,0.0
B0-EMA,2,2,Drishti_GS,1,5,train_labeled,0,0.26425781250002656,0.0
B0-EMA,2,2,Drishti_GS,1,5,train_labeled,1,0.2343750000000198,0.0
B0-EMA,2,2,Drishti_GS,1,5,train_labeled,2,0.24575195312502238,0.0
B0-EMA,2,2,Drishti_GS,1,5,train_labeled,3,0.05810546874999877,0.0
B0-EMA,2,2,Drishti_GS,1,5,train_labeled,4,0.1975097656250114,0.0
B0-EMA,2,2,Drishti_GS,1,5,val,0,0.21162109375003618,0.0
B0-EMA,2,2,Drishti_GS,1,5,val,1,0.292656250000017,0.0
B0-EMA,2,2,Drishti_GS,1,5,val,2,0.2485742187500551,0.0
B0-EMA,2,2,Drishti_GS,1,5,val,3,0.06115234375000409,0.0
B0-EMA,2,2,Drishti_GS,1,5,val,4,0.18599609375002307,0.0
B0-EMA,2,2,Drishti_GS,2,1,train_labeled,0,0.9999999999996252,0.0
B0-EMA,2,2,Drishti_GS,2,1,val,0,0.9999999999993737,1.953125e-05
B0-EMA,2,2,Drishti_GS,2,2,train_labeled,0,0.681494140624915,0.0
B0-EMA,2,2,Drishti_GS,2,2,train_labeled,1,0.3185058593750389,0.0
B0-EMA,2,2,Drishti_GS,2,2,val,0,0.6318092150234396,1.953125e-05
B0-EMA,2,2,Drishti_GS,2,2,val,1,0.3681907849762174,1.953125e-05
B0-EMA,2,2,Drishti_GS,2,3,train_labeled,0,0.2644042968750266,0.0
B0-EMA,2,2,Drishti_GS,2,3,train_labeled,1,0.48828125000007744,0.0
B0-EMA,2,2,Drishti_GS,2,3,train_labeled,2,0.24731445312502273,0.0
B0-EMA,2,2,Drishti_GS,2,3,val,0,0.3078966386062259,1.953125e-05
B0-EMA,2,2,Drishti_GS,2,3,val,1,0.450790054493125,1.953125e-05
B0-EMA,2,2,Drishti_GS,2,3,val,2,0.24131330690057676,1.953125e-05
B0-EMA,2,2,Drishti_GS,2,5,train_labeled,0,0.10805664062499593,0.0
B0-EMA,2,2,Drishti_GS,2,5,train_labeled,1,0.2291015625000186,0.0
B0-EMA,2,2,Drishti_GS,2,5,train_labeled,2,0.14140624999999868,0.0
B0-EMA,2,2,Drishti_GS,2,5,train_labeled,3,0.31616210937503836,0.0
B0-EMA,2,2,Drishti_GS,2,5,train_labeled,4,0.20527343750001317,0.0
B0-EMA,2,2,Drishti_GS,2,5,val,0,0.12836188206800273,1.953125e-05
B0-EMA,2,2,Drishti_GS,2,5,val,1,0.2286763413348366,1.953125e-05
B0-EMA,2,2,Drishti_GS,2,5,val,2,0.16840172659623664,1.953125e-05
B0-EMA,2,2,Drishti_GS,2,5,val,3,0.3044981347292002,1.953125e-05
B0-EMA,2,2,Drishti_GS,2,5,val,4,0.17006191527179756,1.953125e-05
B0-student,0,0,REFUGE,0,1,train_labeled,0,0.9999999999989502,0.0
B0-student,0,0,REFUGE,0,1,val,0,0.9999999999996374,0.0
B0-student,0,0,REFUGE,0,2,train_labeled,0,0.8998940116579401,0.0
B0-student,0,0,REFUGE,0,2,train_labeled,1,0.10010598834129383,0.0
B0-student,0,0,REFUGE,0,2,val,0,0.905657894736515,0.0
B0-student,0,0,REFUGE,0,2,val,1,0.09434210526313624,0.0
B0-student,0,0,REFUGE,0,3,train_labeled,0,0.514268680445423,0.0
B0-student,0,0,REFUGE,0,3,train_labeled,1,0.06493110757816295,0.0
B0-student,0,0,REFUGE,0,3,train_labeled,2,0.420800211976877,0.0
B0-student,0,0,REFUGE,0,3,val,0,0.5057330827065905,0.0
B0-student,0,0,REFUGE,0,3,val,1,0.06372180451126808,0.0
B0-student,0,0,REFUGE,0,3,val,2,0.4305451127818067,0.0
B0-student,0,0,REFUGE,0,5,train_labeled,0,0.23863275039740697,0.0
B0-student,0,0,REFUGE,0,5,train_labeled,1,0.33921568627458437,0.0
B0-student,0,0,REFUGE,0,5,train_labeled,2,0.29860890302068266,0.0
B0-student,0,0,REFUGE,0,5,train_labeled,3,0.048290937996817336,0.0
B0-student,0,0,REFUGE,0,5,train_labeled,4,0.07525172231054673,0.0
B0-student,0,0,REFUGE,0,5,val,0,0.23885338345857057,0.0
B0-student,0,0,REFUGE,0,5,val,1,0.34151002506254197,0.0
B0-student,0,0,REFUGE,0,5,val,2,0.3053070175437586,0.0
B0-student,0,0,REFUGE,0,5,val,3,0.04712406015037206,0.0
B0-student,0,0,REFUGE,0,5,val,4,0.06720551378444972,0.0
B0-student,0,0,REFUGE,1,1,train_labeled,0,0.9999999999989502,0.0
B0-student,0,0,REFUGE,1,1,val,0,0.9999999999996374,0.0
B0-student,0,0,REFUGE,1,2,train_labeled,0,0.4220455749869477,0.0
B0-student,0,0,REFUGE,1,2,train_labeled,1,0.5779544250133472,0.0
B0-student,0,0,REFUGE,1,2,val,0,0.40257518796978714,0.0
B0-student,0,0,REFUGE,1,2,val,1,0.5974248120298642,0.0
B0-student,0,0,REFUGE,1,3,train_labeled,0,0.5358373078963447,0.0
B0-student,0,0,REFUGE,1,3,train_labeled,1,0.19528351881290842,0.0
B0-student,0,0,REFUGE,1,3,train_labeled,2,0.26887917329090927,0.0
B0-student,0,0,REFUGE,1,3,val,0,0.5335839598995624,0.0
B0-student,0,0,REFUGE,1,3,val,1,0.18664160400996868,0.0
B0-student,0,0,REFUGE,1,3,val,2,0.27977443609013414,0.0
B0-student,0,0,REFUGE,1,5,train_labeled,0,0.3346316905141113,0.0
B0-student,0,0,REFUGE,1,5,train_labeled,1,0.1268945416004446,0.0
B0-student,0,0,REFUGE,1,5,train_labeled,2,0.21099629040802312,0.0
B0-student,0,0,REFUGE,1,5,train_labeled,3,0.2596979332273028,0.0
B0-student,0,0,REFUGE,1,5,train_labeled,4,0.06777954425013023,0.0
B0-student,0,0,REFUGE,1,5,val,0,0.3098370927317268,0.0
B0-student,0,0,REFUGE,1,5,val,1,0.11934210526312683,0.0
B0-student,0,0,REFUGE,1,5,val,2,0.22733082706759747,0.0
B0-student,0,0,REFUGE,1,5,val,3,0.27689223057635076,0.0
B0-student,0,0,REFUGE,1,5,val,4,0.06659774436089105,0.0
B0-student,0,0,REFUGE,2,1,train_labeled,0,0.9999999999989502,0.0
B0-student,0,0,REFUGE,2,1,val,0,0.9999999999996374,0.0
B0-student,0,0,REFUGE,2,2,train_labeled,0,0.44597244303149797,0.0
B0-student,0,0,REFUGE,2,2,train_labeled,1,0.5540275569688972,0.0
B0-student,0,0,REFUGE,2,2,val,0,0.47832706766900673,0.0
B0-student,0,0,REFUGE,2,2,val,1,0.5216729323306446,0.0
B0-student,0,0,REFUGE,2,3,train_labeled,0,0.3956014838369354,0.0
B0-student,0,0,REFUGE,2,3,train_labeled,1,0.17327768945415165,0.0
B0-student,0,0,REFUGE,2,3,train_labeled,2,0.4311208267092716,0.0
B0-student,0,0,REFUGE,2,3,val,0,0.43735588972416,0.0
B0-student,0,0,REFUGE,2,3,val,1,0.17525689223052435,0.0
B0-student,0,0,REFUGE,2,3,val,2,0.38738721804498083,0.0
B0-student,0,0,REFUGE,2,5,train_labeled,0,0.298582405935362,0.0
B0-student,0,0,REFUGE,2,5,train_labeled,1,0.30842607313198483,0.0
