panel_id,seed,stage_index,domain,class_id,K,replicate,slot,matched_cosine,directional_support
B0-student,0,0,REFUGE,1,3,0,0,0.9999858516866418,PRESENT
B0-student,0,0,REFUGE,1,3,0,1,0.9998648807860843,PRESENT
B0-student,0,0,REFUGE,1,3,0,2,0.9999622973080332,PRESENT
B0-student,0,0,REFUGE,1,3,1,0,0.9999928270417235,PRESENT
B0-student,0,0,REFUGE,1,3,1,1,0.9999711223379103,PRESENT
B0-student,0,0,REFUGE,1,3,1,2,0.9999848438058047,PRESENT
B0-student,0,0,REFUGE,1,3,2,0,0.9999341788383406,PRESENT
B0-student,0,0,REFUGE,1,3,2,1,0.9998746664986213,PRESENT
B0-student,0,0,REFUGE,1,3,2,2,0.9998579122487957,PRESENT
B0-student,0,0,REFUGE,1,3,3,0,0.9999780308096012,PRESENT
B0-student,0,0,REFUGE,1,3,3,1,0.9999284319717837,PRESENT
B0-student,0,0,REFUGE,1,3,3,2,0.9999137476799385,PRESENT
B0-student,0,0,REFUGE,1,3,4,0,0.9999792352307854,PRESENT
B0-student,0,0,REFUGE,1,3,4,1,0.9999423045073521,PRESENT
B0-student,0,0,REFUGE,1,3,4,2,0.9999864615249817,PRESENT
B0-student,0,0,REFUGE,1,5,0,0,0.9999815541497056,PRESENT
B0-student,0,0,REFUGE,1,5,0,1,0.9995020515887317,PRESENT
B0-student,0,0,REFUGE,1,5,0,2,0.998493343936641,PRESENT
B0-student,0,0,REFUGE,1,5,0,3,0.9999950152919329,PRESENT
B0-student,0,0,REFUGE,1,5,0,4,0.9932796422589034,PRESENT
B0-student,0,0,REFUGE,1,5,1,0,0.9999537672603931,PRESENT
B0-student,0,0,REFUGE,1,5,1,1,0.9997827691481347,PRESENT
B0-student,0,0,REFUGE,1,5,1,2,0.9998302545550446,PRESENT
B0-student,0,0,REFUGE,1,5,1,3,0.9999624752779765,PRESENT
B0-student,0,0,REFUGE,1,5,1,4,0.9974876450480871,PRESENT
B0-student,0,0,REFUGE,1,5,2,0,0.9999295905831898,PRESENT
B0-student,0,0,REFUGE,1,5,2,1,0.9998439374567942,PRESENT
B0-student,0,0,REFUGE,1,5,2,2,0.9999040020517488,PRESENT
B0-student,0,0,REFUGE,1,5,2,3,0.9998426943358039,PRESENT
B0-student,0,0,REFUGE,1,5,2,4,0.9998276067212387,PRESENT
B0-student,0,0,REFUGE,1,5,3,0,0.9999177453002118,PRESENT
B0-student,0,0,REFUGE,1,5,3,1,0.9999510403013108,PRESENT
B0-student,0,0,REFUGE,1,5,3,2,0.9999350961326277,PRESENT
B0-student,0,0,REFUGE,1,5,3,3,0.9999472948014155,PRESENT
B0-student,0,0,REFUGE,1,5,3,4,0.9986377641954727,PRESENT
B0-student,0,0,REFUGE,1,5,4,0,0.9999328215003466,PRESENT
B0-student,0,0,REFUGE,1,5,4,1,0.9986819051403945,PRESENT
B0-student,0,0,REFUGE,1,5,4,2,0.9984782682912848,PRESENT
B0-student,0,0,REFUGE,1,5,4,3,0.9999852597894402,PRESENT
B0-student,0,0,REFUGE,1,5,4,4,0.9878083276775746,PRESENT
B0-student,0,0,REFUGE,2,1,0,0,0.9999776063815624,PRESENT
B0-student,0,0,REFUGE,2,1,1,0,0.9999172509463643,PRESENT
B0-student,0,0,REFUGE,2,1,2,0,0.9999639611134985,PRESENT
B0-student,0,0,REFUGE,2,1,3,0,0.9999505981905902,PRESENT
B0-student,0,0,REFUGE,2,1,4,0,0.9998335710491774,PRESENT
B0-student,0,0,REFUGE,2,2,0,0,0.9999480414946608,PRESENT
B0-student,0,0,REFUGE,2,2,0,1,0.999986737714502,PRESENT
B0-student,0,0,REFUGE,2,2,1,0,0.999917782835345,PRESENT
B0-student,0,0,REFUGE,2,2,1,1,0.9999880148984707,PRESENT
B0-student,0,0,REFUGE,2,2,2,0,0.9998472014070412,PRESENT
B0-student,0,0,REFUGE,2,2,2,1,0.9999345764693508,PRESENT
B0-student,0,0,REFUGE,2,2,3,0,0.9999842158790779,PRESENT
B0-student,0,0,REFUGE,2,2,3,1,0.9999183148785092,PRESENT
B0-student,0,0,REFUGE,2,2,4,0,0.9999116596218269,PRESENT
B0-student,0,0,REFUGE,2,2,4,1,0.9999867838008907,PRESENT
B0-student,0,0,REFUGE,2,3,0,0,0.9999172197555231,PRESENT
B0-student,0,0,REFUGE,2,3,0,1,0.9998719862012202,PRESENT
B0-student,0,0,REFUGE,2,3,0,2,0.9999790353213438,PRESENT
B0-student,0,0,REFUGE,2,3,1,0,0.9999345163660648,PRESENT
B0-student,0,0,REFUGE,2,3,1,1,0.9997710455406694,PRESENT
B0-student,0,0,REFUGE,2,3,1,2,0.9999750512279018,PRESENT
B0-student,0,0,REFUGE,2,3,2,0,0.9998797323338761,PRESENT
B0-student,0,0,REFUGE,2,3,2,1,0.9996903704143741,PRESENT
B0-student,0,0,REFUGE,2,3,2,2,0.9999503786179839,PRESENT
B0-student,0,0,REFUGE,2,3,3,0,0.9999791736677328,PRESENT
B0-student,0,0,REFUGE,2,3,3,1,0.9992615121996166,PRESENT
B0-student,0,0,REFUGE,2,3,3,2,0.9999135044732393,PRESENT
B0-student,0,0,REFUGE,2,3,4,0,0.9999437218329985,PRESENT
B0-student,0,0,REFUGE,2,3,4,1,0.9999803074807481,PRESENT
B0-student,0,0,REFUGE,2,3,4,2,0.999990763058323,PRESENT
B0-student,0,0,REFUGE,2,5,0,0,0.9999532843113308,PRESENT
B0-student,0,0,REFUGE,2,5,0,1,0.999997163476382,PRESENT
B0-student,0,0,REFUGE,2,5,0,2,0.9995724046577823,PRESENT
B0-student,0,0,REFUGE,2,5,0,3,0.9999801105862044,PRESENT
B0-student,0,0,REFUGE,2,5,0,4,0.999956372899798,PRESENT
B0-student,0,0,REFUGE,2,5,1,0,0.9999556712358172,PRESENT
B0-student,0,0,REFUGE,2,5,1,1,0.999991581497924,PRESENT
B0-student,0,0,REFUGE,2,5,1,2,0.9987459661159473,PRESENT
B0-student,0,0,REFUGE,2,5,1,3,0.9999484435871648,PRESENT
B0-student,0,0,REFUGE,2,5,1,4,0.99999373659833,PRESENT
B0-student,0,0,REFUGE,2,5,2,0,0.9998840051616302,PRESENT
B0-student,0,0,REFUGE,2,5,2,1,0.9998930280791682,PRESENT
B0-student,0,0,REFUGE,2,5,2,2,0.9997385309774541,PRESENT
B0-student,0,0,REFUGE,2,5,2,3,0.9999814972529883,PRESENT
B0-student,0,0,REFUGE,2,5,2,4,0.9992143235524701,PRESENT
B0-student,0,0,REFUGE,2,5,3,0,0.9999635755945804,PRESENT
B0-student,0,0,REFUGE,2,5,3,1,0.9999303690373815,PRESENT
B0-student,0,0,REFUGE,2,5,3,2,0.9989876032614688,PRESENT
B0-student,0,0,REFUGE,2,5,3,3,0.9999781842846177,PRESENT
B0-student,0,0,REFUGE,2,5,3,4,0.9995248568543952,PRESENT
B0-student,0,0,REFUGE,2,5,4,0,0.9998876538292724,PRESENT
B0-student,0,0,REFUGE,2,5,4,1,0.9999702551925191,PRESENT
B0-student,0,0,REFUGE,2,5,4,2,0.9992239039232397,PRESENT
B0-student,0,0,REFUGE,2,5,4,3,0.9999442369388482,PRESENT
B0-student,0,0,REFUGE,2,5,4,4,0.9999781172160941,PRESENT
B0-student,0,1,RIM_ONE_r3,0,1,0,0,0.9999919232318382,PRESENT
B0-student,0,1,RIM_ONE_r3,0,1,1,0,0.9999052628799239,PRESENT
B0-student,0,1,RIM_ONE_r3,0,1,2,0,0.9999894790967001,PRESENT
B0-student,0,1,RIM_ONE_r3,0,1,3,0,0.9999308170740486,PRESENT
B0-student,0,1,RIM_ONE_r3,0,1,4,0,0.999783690594009,PRESENT
B0-student,0,1,RIM_ONE_r3,0,2,0,0,0.9881435478357603,PRESENT
B0-student,0,1,RIM_ONE_r3,0,2,0,1,0.6536417460147684,PRESENT
B0-student,0,1,RIM_ONE_r3,0,2,1,0,0.999943263030027,PRESENT
B0-student,0,1,RIM_ONE_r3,0,2,1,1,0.999747227005883,PRESENT
B0-student,0,1,RIM_ONE_r3,0,2,2,0,0.9999879981127463,PRESENT
B0-student,0,1,RIM_ONE_r3,0,2,2,1,0.9995169409578069,PRESENT
B0-student,0,1,RIM_ONE_r3,0,2,3,0,0.9999642107154536,PRESENT
B0-student,0,1,RIM_ONE_r3,0,2,3,1,0.9978018897621149,PRESENT
B0-student,0,1,RIM_ONE_r3,0,2,4,0,0.9997573886367428,PRESENT
B0-student,0,1,RIM_ONE_r3,0,2,4,1,0.9996348830612356,PRESENT
B0-student,0,1,RIM_ONE_r3,0,3,0,0,0.999908508620639,PRESENT
B0-student,0,1,RIM_ONE_r3,0,3,0,1,0.9999748888803351,PRESENT
B0-student,0,1,RIM_ONE_r3,0,3,0,2,0.9994747981686727,PRESENT
B0-student,0,1,RIM_ONE_r3,0,3,1,0,0.9998631730243223,PRESENT
B0-student,0,1,RIM_ONE_r3,0,3,1,1,0.9998693593822786,PRESENT
B0-student,0,1,RIM_ONE_r3,0,3,1,2,0.9998729217339455,PRESENT
B0-student,0,1,RIM_ONE_r3,0,3,2,0,0.9999269124759737,PRESENT
B0-student,0,1,RIM_ONE_r3,0,3,2,1,0.9999661603770906,PRESENT
B0-student,0,1,RIM_ONE_r3,0,3,2,2,0.9997373484363147,PRESENT
B0-student,0,1,RIM_ONE_r3,0,3,3,0,0.9999570861566236,PRESENT
B0-student,0,1,RIM_ONE_r3,0,3,3,1,0.9999524756547048,PRESENT
B0-student,0,1,RIM_ONE_r3,0,3,3,2,0.998653184848477,PRESENT
B0-student,0,1,RIM_ONE_r3,0,3,4,0,0.9993094205853507,PRESENT
B0-student,0,1,RIM_ONE_r3,0,3,4,1,0.9999049350083127,PRESENT
B0-student,0,1,RIM_ONE_r3,0,3,4,2,0.9998207967586745,PRESENT
B0-student,0,1,RIM_ONE_r3,0,5,0,0,0.9998707845840797,PRESENT
B0-student,0,1,RIM_ONE_r3,0,5,0,1,0.999807710450648,PRESENT
B0-student,0,1,RIM_ONE_r3,0,5,0,2,0.9995812179448993,PRESENT
B0-student,0,1,RIM_ONE_r3,0,5,0,3,0.9999159349470891,PRESENT
B0-student,0,1,RIM_ONE_r3,0,5,0,4,0.9998093940677594,PRESENT
B0-student,0,1,RIM_ONE_r3,0,5,1,0,0.999756376320907,PRESENT
B0-student,0,1,RIM_ONE_r3,0,5,1,1,0.9999636338285458,PRESENT
B0-student,0,1,RIM_ONE_r3,0,5,1,2,0.9999420736958805,PRESENT
B0-student,0,1,RIM_ONE_r3,0,5,1,3,0.9998058754188935,PRESENT
B0-student,0,1,RIM_ONE_r3,0,5,1,4,0.9998668056994978,PRESENT
B0-student,0,1,RIM_ONE_r3,0,5,2,0,0.999947554196985,PRESENT
B0-student,0,1,RIM_ONE_r3,0,5,2,1,0.999917063970977,PRESENT
B0-student,0,1,RIM_ONE_r3,0,5,2,2,0.9999645994159307,PRESENT
B0-student,0,1,RIM_ONE_r3,0,5,2,3,0.9988707446378622,PRESENT
B0-student,0,1,RIM_ONE_r3,0,5,2,4,0.9997814238389233,PRESENT
B0-student,0,1,RIM_ONE_r3,0,5,3,0,0.9999584634463827,PRESENT
B0-student,0,1,RIM_ONE_r3,0,5,3,1,0.9999070815629844,PRESENT
B0-student,0,1,RIM_ONE_r3,0,5,3,2,0.9996849669200258,PRESENT
B0-student,0,1,RIM_ONE_r3,0,5,3,3,0.9995877114981758,PRESENT
B0-student,0,1,RIM_ONE_r3,0,5,3,4,0.999958469404971,PRESENT
B0-student,0,1,RIM_ONE_r3,0,5,4,0,0.9991922079582009,PRESENT
B0-student,0,1,RIM_ONE_r3,0,5,4,1,0.9992956106798377,PRESENT
B0-student,0,1,RIM_ONE_r3,0,5,4,2,0.9998877946184183,PRESENT
B0-student,0,1,RIM_ONE_r3,0,5,4,3,0.9996027343616503,PRESENT
B0-student,0,1,RIM_ONE_r3,0,5,4,4,0.9999301911972487,PRESENT
B0-student,0,1,RIM_ONE_r3,1,1,0,0,0.9999976141834273,PRESENT
B0-student,0,1,RIM_ONE_r3,1,1,1,0,0.9999416023300175,PRESENT
B0-student,0,1,RIM_ONE_r3,1,1,2,0,0.999992097175178,PRESENT
B0-student,0,1,RIM_ONE_r3,1,1,3,0,0.9999726501047185,PRESENT
B0-student,0,1,RIM_ONE_r3,1,1,4,0,0.9998239172992462,PRESENT
B0-student,0,1,RIM_ONE_r3,1,2,0,0,0.9999997842379148,PRESENT
B0-student,0,1,RIM_ONE_r3,1,2,0,1,0.9999989840549811,PRESENT
B0-student,0,1,RIM_ONE_r3,1,2,1,0,0.9999850813147486,PRESENT
B0-student,0,1,RIM_ONE_r3,1,2,1,1,0.9999630561922589,PRESENT
B0-student,0,1,RIM_ONE_r3,1,2,2,0,0.9999773615606676,PRESENT
B0-student,0,1,RIM_ONE_r3,1,2,2,1,0.9999978196093962,PRESENT
B0-student,0,1,RIM_ONE_r3,1,2,3,0,0.9999908594963881,PRESENT
B0-student,0,1,RIM_ONE_r3,1,2,3,1,0.9999691415380797,PRESENT
B0-student,0,1,RIM_ONE_r3,1,2,4,0,0.9999650869812096,PRESENT
B0-student,0,1,RIM_ONE_r3,1,2,4,1,0.9999035864663643,PRESENT
B0-student,0,1,RIM_ONE_r3,1,3,0,0,0.9999971561283764,PRESENT
B0-student,0,1,RIM_ONE_r3,1,3,0,1,0.9999967257780517,PRESENT
B0-student,0,1,RIM_ONE_r3,1,3,0,2,0.9999853210265298,PRESENT
B0-student,0,1,RIM_ONE_r3,1,3,1,0,0.9999690543293117,PRESENT
B0-student,0,1,RIM_ONE_r3,1,3,1,1,0.9999659189244714,PRESENT
B0-student,0,1,RIM_ONE_r3,1,3,1,2,0.9999129242916176,PRESENT
B0-student,0,1,RIM_ONE_r3,1,3,2,0,0.9999259605069705,PRESENT
B0-student,0,1,RIM_ONE_r3,1,3,2,1,0.9999959515542619,PRESENT
B0-student,0,1,RIM_ONE_r3,1,3,2,2,0.9992102216480574,PRESENT
B0-student,0,1,RIM_ONE_r3,1,3,3,0,0.999990816817431,PRESENT
B0-student,0,1,RIM_ONE_r3,1,3,3,1,0.9999642009343553,PRESENT
B0-student,0,1,RIM_ONE_r3,1,3,3,2,0.9999829481295963,PRESENT
B0-student,0,1,RIM_ONE_r3,1,3,4,0,0.999945248642504,PRESENT
B0-student,0,1,RIM_ONE_r3,1,3,4,1,0.9999235667931151,PRESENT
B0-student,0,1,RIM_ONE_r3,1,3,4,2,0.9999893716585786,PRESENT
B0-student,0,1,RIM_ONE_r3,1,5,0,0,0.9999234692384452,PRESENT
B0-student,0,1,RIM_ONE_r3,1,5,0,1,0.999997303766394,PRESENT
B0-student,0,1,RIM_ONE_r3,1,5,0,2,0.9999992068646648,PRESENT
B0-student,0,1,RIM_ONE_r3,1,5,0,3,0.9999896075135041,PRESENT
B0-student,0,1,RIM_ONE_r3,1,5,0,4,0.9999992949160055,PRESENT
B0-student,0,1,RIM_ONE_r3,1,5,1,0,0.9976227862743864,PRESENT
B0-student,0,1,RIM_ONE_r3,1,5,1,1,0.9998504349116379,PRESENT
B0-student,0,1,RIM_ONE_r3,1,5,1,2,0.9992906920292667,PRESENT
B0-student,0,1,RIM_ONE_r3,1,5,1,3,0.998237168459139,PRESENT
B0-student,0,1,RIM_ONE_r3,1,5,1,4,0.9978590527990266,PRESENT
B0-student,0,1,RIM_ONE_r3,1,5,2,0,0.9920504410912606,PRESENT
B0-student,0,1,RIM_ONE_r3,1,5,2,1,0.9999998404406646,PRESENT
B0-student,0,1,RIM_ONE_r3,1,5,2,2,0.9999960482723111,PRESENT
B0-student,0,1,RIM_ONE_r3,1,5,2,3,0.9993578715968389,PRESENT
B0-student,0,1,RIM_ONE_r3,1,5,2,4,0.9999492910841429,PRESENT
B0-student,0,1,RIM_ONE_r3,1,5,3,0,0.9998911617581347,PRESENT
B0-student,0,1,RIM_ONE_r3,1,5,3,1,0.9999596293401549,PRESENT
B0-student,0,1,RIM_ONE_r3,1,5,3,2,0.9999879029963435,PRESENT
B0-student,0,1,RIM_ONE_r3,1,5,3,3,0.9999546789972691,PRESENT
B0-student,0,1,RIM_ONE_r3,1,5,3,4,0.9999804405485614,PRESENT
B0-student,0,1,RIM_ONE_r3,1,5,4,0,0.9995589012384535,PRESENT
B0-student,0,1,RIM_ONE_r3,1,5,4,1,0.9999737551886788,PRESENT
B0-student,0,1,RIM_ONE_r3,1,5,4,2,0.9999874910719818,PRESENT
B0-student,0,1,RIM_ONE_r3,1,5,4,3,0.9999387908758235,PRESENT
B0-student,0,1,RIM_ONE_r3,1,5,4,4,0.9999773519121868,PRESENT
B0-student,0,1,RIM_ONE_r3,2,1,0,0,0.9999753210897481,PRESENT
B0-student,0,1,RIM_ONE_r3,2,1,1,0,0.9999514769881892,PRESENT
B0-student,0,1,RIM_ONE_r3,2,1,2,0,0.9999902005533138,PRESENT
B0-student,0,1,RIM_ONE_r3,2,1,3,0,0.9999778276965886,PRESENT
B0-student,0,1,RIM_ONE_r3,2,1,4,0,0.9994005438411585,PRESENT
B0-student,0,1,RIM_ONE_r3,2,2,0,0,0.9998895052842095,PRESENT
B0-student,0,1,RIM_ONE_r3,2,2,0,1,0.9999536833162722,PRESENT
B0-student,0,1,RIM_ONE_r3,2,2,1,0,0.999978892430887,PRESENT
B0-student,0,1,RIM_ONE_r3,2,2,1,1,0.9999438301591407,PRESENT
B0-student,0,1,RIM_ONE_r3,2,2,2,0,0.9998299136713523,PRESENT
B0-student,0,1,RIM_ONE_r3,2,2,2,1,0.9999962822106543,PRESENT
B0-student,0,1,RIM_ONE_r3,2,2,3,0,0.9998892429640983,PRESENT
B0-student,0,1,RIM_ONE_r3,2,2,3,1,0.9999955402656739,PRESENT
B0-student,0,1,RIM_ONE_r3,2,2,4,0,0.9992541993337414,PRESENT
B0-student,0,1,RIM_ONE_r3,2,2,4,1,0.999762437930465,PRESENT
B0-student,0,1,RIM_ONE_r3,2,3,0,0,0.9998868099627112,PRESENT
B0-student,0,1,RIM_ONE_r3,2,3,0,1,0.9999181204259701,PRESENT
B0-student,0,1,RIM_ONE_r3,2,3,0,2,0.9997320486908301,PRESENT
B0-student,0,1,RIM_ONE_r3,2,3,1,0,0.9999695916205082,PRESENT
B0-student,0,1,RIM_ONE_r3,2,3,1,1,0.9999476185807282,PRESENT
B0-student,0,1,RIM_ONE_r3,2,3,1,2,0.9999527797975908,PRESENT
B0-student,0,1,RIM_ONE_r3,2,3,2,0,0.9999591922364376,PRESENT
B0-student,0,1,RIM_ONE_r3,2,3,2,1,0.9999908065293248,PRESENT
B0-student,0,1,RIM_ONE_r3,2,3,2,2,0.9996798950322681,PRESENT
B0-student,0,1,RIM_ONE_r3,2,3,3,0,0.9999672471040006,PRESENT
B0-student,0,1,RIM_ONE_r3,2,3,3,1,0.9999805515827473,PRESENT
B0-student,0,1,RIM_ONE_r3,2,3,3,2,0.9998707579983653,PRESENT
B0-student,0,1,RIM_ONE_r3,2,3,4,0,0.9998097777471442,PRESENT
B0-student,0,1,RIM_ONE_r3,2,3,4,1,0.9999328171380767,PRESENT
B0-student,0,1,RIM_ONE_r3,2,3,4,2,0.9993297017458326,PRESENT
B0-student,0,1,RIM_ONE_r3,2,5,0,0,0.9999812543949758,PRESENT
B0-student,0,1,RIM_ONE_r3,2,5,0,1,0.9999051653534108,PRESENT
B0-student,0,1,RIM_ONE_r3,2,5,0,2,0.9998119869533785,PRESENT
B0-student,0,1,RIM_ONE_r3,2,5,0,3,0.9999727911308234,PRESENT
B0-student,0,1,RIM_ONE_r3,2,5,0,4,0.9999581489263463,PRESENT
B0-student,0,1,RIM_ONE_r3,2,5,1,0,0.9999799529372985,PRESENT
B0-student,0,1,RIM_ONE_r3,2,5,1,1,0.9998933212181467,PRESENT
B0-student,0,1,RIM_ONE_r3,2,5,1,2,0.9999959137389132,PRESENT
B0-student,0,1,RIM_ONE_r3,2,5,1,3,0.999928269503219,PRESENT
B0-student,0,1,RIM_ONE_r3,2,5,1,4,0.9999535393005221,PRESENT
B0-student,0,1,RIM_ONE_r3,2,5,2,0,0.9999839805726785,PRESENT
B0-student,0,1,RIM_ONE_r3,2,5,2,1,0.9997361967876215,PRESENT
B0-student,0,1,RIM_ONE_r3,2,5,2,2,0.9999736185241039,PRESENT
B0-student,0,1,RIM_ONE_r3,2,5,2,3,0.9999892220380207,PRESENT
B0-student,0,1,RIM_ONE_r3,2,5,2,4,0.9998971555822095,PRESENT
B0-student,0,1,RIM_ONE_r3,2,5,3,0,0.9999541755155406,PRESENT
B0-student,0,1,RIM_ONE_r3,2,5,3,1,0.9998662143370237,PRESENT
B0-student,0,1,RIM_ONE_r3,2,5,3,2,0.9996378283839544,PRESENT
B0-student,0,1,RIM_ONE_r3,2,5,3,3,0.9999441950714044,PRESENT
B0-student,0,1,RIM_ONE_r3,2,5,3,4,0.9999393827300863,PRESENT
B0-student,0,1,RIM_ONE_r3,2,5,4,0,0.9999140986005468,PRESENT
B0-student,0,1,RIM_ONE_r3,2,5,4,1,0.9996414223974622,PRESENT
B0-student,0,1,RIM_ONE_r3,2,5,4,2,0.9956485616919165,PRESENT
B0-student,0,1,RIM_ONE_r3,2,5,4,3,0.9999800824361607,PRESENT
B0-student,0,1,RIM_ONE_r3,2,5,4,4,0.9998157378475611,PRESENT
B0-student,0,2,Drishti_GS,0,1,0,0,0.9999487672913343,PRESENT
B0-student,0,2,Drishti_GS,0,1,1,0,0.9994910212547437,PRESENT
B0-student,0,2,Drishti_GS,0,1,2,0,0.9999219221655773,PRESENT
B0-student,0,2,Drishti_GS,0,1,3,0,0.9998827294236703,PRESENT
B0-student,0,2,Drishti_GS,0,1,4,0,0.9998614293640091,PRESENT
B0-student,0,2,Drishti_GS,0,2,0,0,0.9999073757903815,PRESENT
B0-student,0,2,Drishti_GS,0,2,0,1,0.997804905717342,PRESENT
B0-student,0,2,Drishti_GS,0,2,1,0,0.9996952697219604,PRESENT
B0-student,0,2,Drishti_GS,0,2,1,1,0.999105284349912,PRESENT
B0-student,0,2,Drishti_GS,0,2,2,0,0.9999127871891239,PRESENT
B0-student,0,2,Drishti_GS,0,2,2,1,0.9995401927808181,PRESENT
B0-student,0,2,Drishti_GS,0,2,3,0,0.9998907766523827,PRESENT
B0-student,0,2,Drishti_GS,0,2,3,1,0.99999751872196,PRESENT
B0-student,0,2,Drishti_GS,0,2,4,0,0.9998550615910007,PRESENT
B0-student,0,2,Drishti_GS,0,2,4,1,0.998263116477609,PRESENT
B0-student,0,2,Drishti_GS,0,3,0,0,0.9999670687913463,PRESENT
B0-student,0,2,Drishti_GS,0,3,0,1,0.9963868370259161,PRESENT
B0-student,0,2,Drishti_GS,0,3,0,2,0.9993316563518572,PRESENT
B0-student,0,2,Drishti_GS,0,3,1,0,0.9998629604236117,PRESENT
B0-student,0,2,Drishti_GS,0,3,1,1,0.9998007552257748,PRESENT
B0-student,0,2,Drishti_GS,0,3,1,2,0.9943356895772744,PRESENT
B0-student,0,2,Drishti_GS,0,3,2,0,0.9999043004308111,PRESENT
B0-student,0,2,Drishti_GS,0,3,2,1,0.9991611142513974,PRESENT
B0-student,0,2,Drishti_GS,0,3,2,2,0.999528601791111,PRESENT
B0-student,0,2,Drishti_GS,0,3,3,0,0.9999006097219524,PRESENT
B0-student,0,2,Drishti_GS,0,3,3,1,0.9999991590623328,PRESENT
B0-student,0,2,Drishti_GS,0,3,3,2,0.9999428817770972,PRESENT
B0-student,0,2,Drishti_GS,0,3,4,0,0.9999299172905666,PRESENT
B0-student,0,2,Drishti_GS,0,3,4,1,0.9971060335555358,PRESENT
B0-student,0,2,Drishti_GS,0,3,4,2,0.9984616707237841,PRESENT
B0-student,0,2,Drishti_GS,0,5,0,0,0.999192780705381,PRESENT
B0-student,0,2,Drishti_GS,0,5,0,1,0.9997426080717355,PRESENT
B0-student,0,2,Drishti_GS,0,5,0,2,0.9985935655002842,PRESENT
B0-student,0,2,Drishti_GS,0,5,0,3,0.9987503402221838,PRESENT
B0-student,0,2,Drishti_GS,0,5,0,4,0.9996991404164856,PRESENT
B0-student,0,2,Drishti_GS,0,5,1,0,0.9987061755268734,PRESENT
B0-student,0,2,Drishti_GS,0,5,1,1,0.9997724674116938,PRESENT
B0-student,0,2,Drishti_GS,0,5,1,2,0.9997737424160172,PRESENT
B0-student,0,2,Drishti_GS,0,5,1,3,0.9985849221242232,PRESENT
B0-student,0,2,Drishti_GS,0,5,1,4,0.9999489817964303,PRESENT
B0-student,0,2,Drishti_GS,0,5,2,0,0.9994581946512366,PRESENT
B0-student,0,2,Drishti_GS,0,5,2,1,0.9998681960565494,PRESENT
B0-student,0,2,Drishti_GS,0,5,2,2,0.9999853211149773,PRESENT
B0-student,0,2,Drishti_GS,0,5,2,3,0.9990417351764064,PRESENT
B0-student,0,2,Drishti_GS,0,5,2,4,0.9999059914911662,PRESENT
B0-student,0,2,Drishti_GS,0,5,3,0,0.999594057143459,PRESENT
B0-student,0,2,Drishti_GS,0,5,3,1,0.9998901868839843,PRESENT
B0-student,0,2,Drishti_GS,0,5,3,2,0.999999979256137,PRESENT
B0-student,0,2,Drishti_GS,0,5,3,3,0.9997861850601879,PRESENT
B0-student,0,2,Drishti_GS,0,5,3,4,0.9998956750569011,PRESENT
B0-student,0,2,Drishti_GS,0,5,4,0,0.9987085969855342,PRESENT
B0-student,0,2,Drishti_GS,0,5,4,1,0.9987533273037499,PRESENT
B0-student,0,2,Drishti_GS,0,5,4,2,0.9970802140260837,PRESENT
B0-student,0,2,Drishti_GS,0,5,4,3,0.9987598900944281,PRESENT
B0-student,0,2,Drishti_GS,0,5,4,4,0.9987412227199355,PRESENT
B0-student,0,2,Drishti_GS,1,1,0,0,0.9997842929922748,PRESENT
B0-student,0,2,Drishti_GS,1,1,1,0,0.9999046233332436,PRESENT
B0-student,0,2,Drishti_GS,1,1,2,0,0.9998195606449083,PRESENT
B0-student,0,2,Drishti_GS,1,1,3,0,0.9999278250657301,PRESENT
B0-student,0,2,Drishti_GS,1,1,4,0,0.9998353494674505,PRESENT
B0-student,0,2,Drishti_GS,1,2,0,0,0.9994469239922263,PRESENT
B0-student,0,2,Drishti_GS,1,2,0,1,0.9997703233195568,PRESENT
B0-student,0,2,Drishti_GS,1,2,1,0,0.9994406148016075,PRESENT
B0-student,0,2,Drishti_GS,1,2,1,1,0.9998392500413724,PRESENT
B0-student,0,2,Drishti_GS,1,2,2,0,0.9999249864663372,PRESENT
B0-student,0,2,Drishti_GS,1,2,2,1,0.9996866055021602,PRESENT
B0-student,0,2,Drishti_GS,1,2,3,0,0.9999874777588577,PRESENT
B0-student,0,2,Drishti_GS,1,2,3,1,0.999939481632703,PRESENT
B0-student,0,2,Drishti_GS,1,2,4,0,0.9998868033768294,PRESENT
B0-student,0,2,Drishti_GS,1,2,4,1,0.9997932029314547,PRESENT
B0-student,0,2,Drishti_GS,1,3,0,0,0.9993819079827672,PRESENT
B0-student,0,2,Drishti_GS,1,3,0,1,0.9996008967061087,PRESENT
B0-student,0,2,Drishti_GS,1,3,0,2,0.9997710377420629,PRESENT
B0-student,0,2,Drishti_GS,1,3,1,0,0.9995021585857025,PRESENT
B0-student,0,2,Drishti_GS,1,3,1,1,0.9999152053662227,PRESENT
B0-student,0,2,Drishti_GS,1,3,1,2,0.9999332549376193,PRESENT
B0-student,0,2,Drishti_GS,1,3,2,0,0.9998309894679375,PRESENT
B0-student,0,2,Drishti_GS,1,3,2,1,0.9994598197243585,PRESENT
B0-student,0,2,Drishti_GS,1,3,2,2,0.9992209620538973,PRESENT
B0-student,0,2,Drishti_GS,1,3,3,0,0.9999696363063784,PRESENT
B0-student,0,2,Drishti_GS,1,3,3,1,0.9998715721985761,PRESENT
B0-student,0,2,Drishti_GS,1,3,3,2,0.9998759160323055,PRESENT
