panel_id,seed,stage_index,domain,class_id,K,role,metric_schema,admission_radius_field,registered_count,active_count,null_count,full_uid_count_used,null_rows_retained,null_mass,active_direction_mass,directional_support,Q_directional_conditional,cosine_distance_p95_directional,R95_directional,Q_null_worst_case,cosine_distance_p95_null_worst_case,R95_null_worst_case,inactive_count,minimum_inter_prototype_euclidean,minimum_inter_prototype_angular
B0-EMA,0,0,REFUGE,1,2,train_labeled,NULL_AWARE_SPHERE_V2,R95_null_worst_case,75480,75480,0,75480,0,0.0,1.0,PRESENT,0.14118230057072229,0.33033361630087277,0.8128143900065657,0.14118230057072229,0.33033361630087277,0.8128143900065657,0,0.8228243728547728,0.8480058136495673
B0-EMA,0,0,REFUGE,1,2,val,NULL_AWARE_SPHERE_V2,R95_null_worst_case,159600,159600,0,159600,0,0.0,1.0,PRESENT,0.13754533788426895,0.3138757330254863,0.7923076839530037,0.13754533788426895,0.3138757330254863,0.7923076839530037,0,0.8228243728547728,0.8480058136495673
B0-EMA,0,0,REFUGE,1,3,train_labeled,NULL_AWARE_SPHERE_V2,R95_null_worst_case,75480,75480,0,75480,0,0.0,1.0,PRESENT,0.12144208314486456,0.2727888181636142,0.7386322740899076,0.12144208314486456,0.2727888181636142,0.7386322740899076,0,0.7144324470157281,0.7305715379923365
B0-EMA,0,0,REFUGE,1,3,val,NULL_AWARE_SPHERE_V2,R95_null_worst_case,159600,159600,0,159600,0,0.0,1.0,PRESENT,0.1217394249873874,0.26808776751136987,0.7322400801804964,0.1217394249873874,0.26808776751136987,0.7322400801804964,0,0.7144324470157281,0.7305715379923365
B0-EMA,0,0,REFUGE,1,5,train_labeled,NULL_AWARE_SPHERE_V2,R95_null_worst_case,75480,75480,0,75480,0,0.0,1.0,PRESENT,0.09470004430328315,0.21219256978532386,0.6514484934134454,0.09470004430328315,0.21219256978532386,0.6514484934134454,0,0.5032481829574241,0.5087159475540065
B0-EMA,0,0,REFUGE,1,5,val,NULL_AWARE_SPHERE_V2,R95_null_worst_case,159600,159600,0,159600,0,0.0,1.0,PRESENT,0.09565187290883245,0.2134359286074724,0.6533543121576109,0.09565187290883245,0.2134359286074724,0.6533543121576109,0,0.5032481829574241,0.5087159475540065
B0-EMA,0,0,REFUGE,2,1,train_labeled,NULL_AWARE_SPHERE_V2,R95_null_worst_case,75480,75480,0,75480,0,0.0,1.0,PRESENT,0.16112242617433759,0.43133220342950296,0.9287972905101554,0.16112242617433759,0.43133220342950296,0.9287972905101554,0,,
B0-EMA,0,0,REFUGE,2,1,val,NULL_AWARE_SPHERE_V2,R95_null_worst_case,159600,159600,0,159600,0,0.0,1.0,PRESENT,0.15102442314211814,0.3799450535668525,0.8717167585481564,0.15102442314211814,0.3799450535668525,0.8717167585481564,0,,
B0-EMA,0,0,REFUGE,2,2,train_labeled,NULL_AWARE_SPHERE_V2,R95_null_worst_case,75480,75480,0,75480,0,0.0,1.0,PRESENT,0.11343566555855204,0.2828048283528426,0.7520702471881767,0.11343566555855204,0.2828048283528426,0.7520702471881767,0,0.7177157255130825,0.7340879277832546
B0-EMA,0,0,REFUGE,2,2,val,NULL_AWARE_SPHERE_V2,R95_null_worst_case,159600,159600,0,159600,0,0.0,1.0,PRESENT,0.11341190942176184,0.2773163056173831,0.744736605273815,0.11341190942176184,0.2773163056173831,0.744736605273815,0,0.7177157255130825,0.7340879277832546
B0-EMA,0,0,REFUGE,2,3,train_labeled,NULL_AWARE_SPHERE_V2,R95_null_worst_case,75480,75480,0,75480,0,0.0,1.0,PRESENT,0.09574324530676316,0.26829543775711684,0.7325236347820006,0.09574324530676316,0.26829543775711684,0.7325236347820006,0,0.4901575578538774,0.49520189741535403
B0-EMA,0,0,REFUGE,2,3,val,NULL_AWARE_SPHERE_V2,R95_null_worst_case,159600,159600,0,159600,0,0.0,1.0,PRESENT,0.09655871257321604,0.26543047290733823,0.728602049005269,0.09655871257321604,0.26543047290733823,0.728602049005269,0,0.4901575578538774,0.49520189741535403
B0-EMA,0,0,REFUGE,2,5,train_labeled,NULL_AWARE_SPHERE_V2,R95_null_worst_case,75480,75480,0,75480,0,0.0,1.0,PRESENT,0.07228346637667465,0.1912053480026673,0.6183936416275111,0.07228346637667465,0.1912053480026673,0.6183936416275111,0,0.4526539648282781,0.4566103082398162
B0-EMA,0,0,REFUGE,2,5,val,NULL_AWARE_SPHERE_V2,R95_null_worst_case,159600,159600,0,159600,0,0.0,1.0,PRESENT,0.07258143701399337,0.18873058518550345,0.6143786864556802,0.07258143701399337,0.18873058518550345,0.6143786864556802,0,0.4526539648282781,0.4566103082398162
B0-EMA,0,1,RIM_ONE_r3,0,1,train_labeled,NULL_AWARE_SPHERE_V2,R95_null_worst_case,17840,17840,0,17840,0,0.0,1.0,PRESENT,0.2833115011251897,0.41749977443044595,0.9137830972724829,0.2833115011251897,0.41749977443044595,0.9137830972724829,0,,
B0-EMA,0,1,RIM_ONE_r3,0,1,val,NULL_AWARE_SPHERE_V2,R95_null_worst_case,22200,22200,0,22200,0,0.0,1.0,PRESENT,0.27947514500092674,0.4296944759002358,0.9270323358979834,0.27947514500092674,0.4296944759002358,0.9270323358979834,0,,
B0-EMA,0,1,RIM_ONE_r3,0,2,train_labeled,NULL_AWARE_SPHERE_V2,R95_null_worst_case,17840,17840,0,17840,0,0.0,1.0,PRESENT,0.15600295129326147,0.30819942763652486,0.7851107280333455,0.15600295129326147,0.30819942763652486,0.7851107280333455,0,1.056282409320686,1.1128201626113243
B0-EMA,0,1,RIM_ONE_r3,0,2,val,NULL_AWARE_SPHERE_V2,R95_null_worst_case,22200,22200,0,22200,0,0.0,1.0,PRESENT,0.16259423581446864,0.32361109904546814,0.8045012107454756,0.16259423581446864,0.32361109904546814,0.8045012107454756,0,1.056282409320686,1.1128201626113243
B0-EMA,0,1,RIM_ONE_r3,0,3,train_labeled,NULL_AWARE_SPHERE_V2,R95_null_worst_case,17840,17840,0,17840,0,0.0,1.0,PRESENT,0.12057631556827167,0.2655897616485381,0.7288206386327682,0.12057631556827167,0.2655897616485381,0.7288206386327682,0,0.7792144636140849,0.800410174115613
B0-EMA,0,1,RIM_ONE_r3,0,3,val,NULL_AWARE_SPHERE_V2,R95_null_worst_case,22200,22200,0,22200,0,0.0,1.0,PRESENT,0.12697373220009983,0.2803199606704192,0.7487589207086874,0.12697373220009983,0.2803199606704192,0.7487589207086874,0,0.7792144636140849,0.800410174115613
B0-EMA,0,1,RIM_ONE_r3,0,5,train_labeled,NULL_AWARE_SPHERE_V2,R95_null_worst_case,17840,17840,0,17840,0,0.0,1.0,PRESENT,0.09197990020652176,0.21153402173315095,0.6504368097411938,0.09197990020652176,0.21153402173315095,0.6504368097411938,0,0.6546772597566947,0.6669713088602656
B0-EMA,0,1,RIM_ONE_r3,0,5,val,NULL_AWARE_SPHERE_V2,R95_null_worst_case,22200,22200,0,22200,0,0.0,1.0,PRESENT,0.096804681046053,0.22416219818313732,0.6695703072615112,0.096804681046053,0.22416219818313732,0.6695703072615112,0,0.6546772597566947,0.6669713088602656
B0-EMA,0,1,RIM_ONE_r3,1,1,train_labeled,NULL_AWARE_SPHERE_V2,R95_null_worst_case,17840,17840,0,17840,0,0.0,1.0,PRESENT,0.10342173730900384,0.4048281886656713,0.8998090782667969,0.10342173730900384,0.4048281886656713,0.8998090782667969,0,,
B0-EMA,0,1,RIM_ONE_r3,1,1,val,NULL_AWARE_SPHERE_V2,R95_null_worst_case,22200,22200,0,22200,0,0.0,1.0,PRESENT,0.13667073689175938,0.543144030398946,1.0422514383765042,0.13667073689175938,0.543144030398946,1.0422514383765042,0,,
B0-EMA,0,1,RIM_ONE_r3,1,2,train_labeled,NULL_AWARE_SPHERE_V2,R95_null_worst_case,17840,17840,0,17840,0,0.0,1.0,PRESENT,0.06778990479685439,0.21496089023989606,0.6556842078926349,0.06778990479685439,0.21496089023989606,0.6556842078926349,0,0.7325093055905781,0.7499615774814778
B0-EMA,0,1,RIM_ONE_r3,1,2,val,NULL_AWARE_SPHERE_V2,R95_null_worst_case,22200,22200,0,22200,0,0.0,1.0,PRESENT,0.08131881057092138,0.26528572248634474,0.7284033532135128,0.08131881057092138,0.26528572248634474,0.7284033532135128,0,0.7325093055905781,0.7499615774814778
B0-EMA,0,1,RIM_ONE_r3,1,3,train_labeled,NULL_AWARE_SPHERE_V2,R95_null_worst_case,17840,17840,0,17840,0,0.0,1.0,PRESENT,0.055947872431635834,0.18975769777370466,0.6160482087851642,0.055947872431635834,0.18975769777370466,0.6160482087851642,0,0.3712162972366708,0.37338145793776734
B0-EMA,0,1,RIM_ONE_r3,1,3,val,NULL_AWARE_SPHERE_V2,R95_null_worst_case,22200,22200,0,22200,0,0.0,1.0,PRESENT,0.06876858203875424,0.22030959177726295,0.6637915211529339,0.06876858203875424,0.22030959177726295,0.6637915211529339,0,0.3712162972366708,0.37338145793776734
B0-EMA,0,1,RIM_ONE_r3,1,5,train_labeled,NULL_AWARE_SPHERE_V2,R95_null_worst_case,17840,17840,0,17840,0,0.0,1.0,PRESENT,0.044457641552350026,0.1507174761502259,0.5490309210786327,0.044457641552350026,0.1507174761502259,0.5490309210786327,0,0.3287144349945585,0.3302126631869315
B0-EMA,0,1,RIM_ONE_r3,1,5,val,NULL_AWARE_SPHERE_V2,R95_null_worst_case,22200,22200,0,22200,0,0.0,1.0,PRESENT,0.05651638126241508,0.18256480814696796,0.6042595603661857,0.05651638126241508,0.18256480814696796,0.6042595603661857,0,0.3287144349945585,0.3302126631869315
B0-EMA,0,1,RIM_ONE_r3,2,1,train_labeled,NULL_AWARE_SPHERE_V2,R95_null_worst_case,17840,17840,0,17840,0,0.0,1.0,PRESENT,0.06896083924667397,0.21056249649169412,0.6489414403344791,0.06896083924667397,0.21056249649169412,0.6489414403344791,0,,
B0-EMA,0,1,RIM_ONE_r3,2,1,val,NULL_AWARE_SPHERE_V2,R95_null_worst_case,22200,22200,0,22200,0,0.0,1.0,PRESENT,0.09076266865947634,0.3480573846357313,0.834334926316442,0.09076266865947634,0.3480573846357313,0.834334926316442,0,,
B0-EMA,0,1,RIM_ONE_r3,2,2,train_labeled,NULL_AWARE_SPHERE_V2,R95_null_worst_case,17840,17840,0,17840,0,0.0,1.0,PRESENT,0.051652866837605886,0.16142644212929114,0.5682014468994093,0.051652866837605886,0.16142644212929114,0.5682014468994093,0,0.3912383423021516,0.3937775593944731
B0-EMA,0,1,RIM_ONE_r3,2,2,val,NULL_AWARE_SPHERE_V2,R95_null_worst_case,22200,22200,0,22200,0,0.0,1.0,PRESENT,0.06940363445304373,0.2686616943889716,0.7330234571812441,0.06940363445304373,0.2686616943889716,0.7330234571812441,0,0.3912383423021516,0.3937775593944731
B0-EMA,0,1,RIM_ONE_r3,2,3,train_labeled,NULL_AWARE_SPHERE_V2,R95_null_worst_case,17840,17840,0,17840,0,0.0,1.0,PRESENT,0.04253851519491449,0.14013324371247848,0.5294020092755193,0.04253851519491449,0.14013324371247848,0.5294020092755193,0,0.33390127842812756,0.33547217392417156
B0-EMA,0,1,RIM_ONE_r3,2,3,val,NULL_AWARE_SPHERE_V2,R95_null_worst_case,22200,22200,0,22200,0,0.0,1.0,PRESENT,0.05948429493462986,0.23685158312126064,0.6882609724824743,0.05948429493462986,0.23685158312126064,0.6882609724824743,0,0.33390127842812756,0.33547217392417156
B0-EMA,0,1,RIM_ONE_r3,2,5,train_labeled,NULL_AWARE_SPHERE_V2,R95_null_worst_case,17840,17840,0,17840,0,0.0,1.0,PRESENT,0.033025233796554705,0.10005302403210303,0.44733214512731595,0.033025233796554705,0.10005302403210303,0.44733214512731595,0,0.3135367421485184,0.3148354199040936
B0-EMA,0,1,RIM_ONE_r3,2,5,val,NULL_AWARE_SPHERE_V2,R95_null_worst_case,22200,22200,0,22200,0,0.0,1.0,PRESENT,0.04371915202186401,0.15890016503654936,0.5637378203323764,0.04371915202186401,0.15890016503654936,0.5637378203323764,0,0.3135367421485184,0.3148354199040936
B0-EMA,0,2,Drishti_GS,0,1,train_labeled,NULL_AWARE_SPHERE_V2,R95_null_worst_case,15960,15960,0,15960,0,0.0,1.0,PRESENT,0.2548753748878038,0.43399494530837424,0.9316597504543965,0.2548753748878038,0.43399494530837424,0.9316597504543965,0,,
B0-EMA,0,2,Drishti_GS,0,1,val,NULL_AWARE_SPHERE_V2,R95_null_worst_case,12725,12725,0,12725,0,0.0,1.0,PRESENT,0.25463263505079486,0.43002125810584746,0.927384772471327,0.25463263505079486,0.43002125810584746,0.927384772471327,0,,
B0-EMA,0,2,Drishti_GS,0,2,train_labeled,NULL_AWARE_SPHERE_V2,R95_null_worst_case,15960,15960,0,15960,0,0.0,1.0,PRESENT,0.13568022627885237,0.2636424697379699,0.726143883452818,0.13568022627885237,0.2636424697379699,0.726143883452818,0,1.0145531149403868,1.0640431993106896
B0-EMA,0,2,Drishti_GS,0,2,val,NULL_AWARE_SPHERE_V2,R95_null_worst_case,12725,12725,0,12725,0,0.0,1.0,PRESENT,0.13061977680300188,0.26105738642390375,0.7225750984138656,0.13061977680300188,0.26105738642390375,0.7225750984138656,0,1.0145531149403868,1.0640431993106896
B0-EMA,0,2,Drishti_GS,0,3,train_labeled,NULL_AWARE_SPHERE_V2,R95_null_worst_case,15960,15960,0,15960,0,0.0,1.0,PRESENT,0.11255189435263292,0.21758446169830004,0.6596733459801146,0.11255189435263292,0.21758446169830004,0.6596733459801146,0,0.6734115853807233,0.6868324303549559
B0-EMA,0,2,Drishti_GS,0,3,val,NULL_AWARE_SPHERE_V2,R95_null_worst_case,12725,12725,0,12725,0,0.0,1.0,PRESENT,0.11136681593005791,0.20725700141447945,0.6438276188771019,0.11136681593005791,0.20725700141447945,0.6438276188771019,0,0.6734115853807233,0.6868324303549559
B0-EMA,0,2,Drishti_GS,0,5,train_labeled,NULL_AWARE_SPHERE_V2,R95_null_worst_case,15960,15960,0,15960,0,0.0,1.0,PRESENT,0.0809077098271695,0.1733415259192148,0.5887979720060436,0.0809077098271695,0.1733415259192148,0.5887979720060436,0,0.6333756469642602,0.6444710735305308
B0-EMA,0,2,Drishti_GS,0,5,val,NULL_AWARE_SPHERE_V2,R95_null_worst_case,12725,12725,0,12725,0,0.0,1.0,PRESENT,0.07813092727334364,0.17124685486727143,0.5852296213748437,0.07813092727334364,0.17124685486727143,0.5852296213748437,0,0.6333756469642602,0.6444710735305308
B0-EMA,0,2,Drishti_GS,1,1,train_labeled,NULL_AWARE_SPHERE_V2,R95_null_worst_case,15960,15960,0,15960,0,0.0,1.0,PRESENT,0.106785860232279,0.33648365810916314,0.8203458515884178,0.106785860232279,0.33648365810916314,0.8203458515884178,0,,
B0-EMA,0,2,Drishti_GS,1,1,val,NULL_AWARE_SPHERE_V2,R95_null_worst_case,12725,12725,0,12725,0,0.0,1.0,PRESENT,0.1351873960832579,0.34975728675726203,0.836369878411773,0.1351873960832579,0.34975728675726203,0.836369878411773,0,,
B0-EMA,0,2,Drishti_GS,1,2,train_labeled,NULL_AWARE_SPHERE_V2,R95_null_worst_case,15960,15960,0,15960,0,0.0,1.0,PRESENT,0.07509121986119907,0.22203666019153245,0.6663882654902207,0.07509121986119907,0.22203666019153245,0.6663882654902207,0,0.5406020785877751,0.5474113924648102
B0-EMA,0,2,Drishti_GS,1,2,val,NULL_AWARE_SPHERE_V2,R95_null_worst_case,12725,12725,0,12725,0,0.0,1.0,PRESENT,0.09249594470149347,0.25623695192101226,0.7158728265844602,0.09249594470149347,0.25623695192101226,0.7158728265844602,0,0.5406020785877751,0.5474113924648102
B0-EMA,0,2,Drishti_GS,1,3,train_labeled,NULL_AWARE_SPHERE_V2,R95_null_worst_case,15960,15960,0,15960,0,0.0,1.0,PRESENT,0.05932309503603277,0.17152243375617382,0.5857003222744099,0.05932309503603277,0.17152243375617382,0.5857003222744099,0,0.476859690385028,0.4814974920834141
B0-EMA,0,2,Drishti_GS,1,3,val,NULL_AWARE_SPHERE_V2,R95_null_worst_case,12725,12725,0,12725,0,0.0,1.0,PRESENT,0.06092947395165189,0.16328891988786864,0.5714698940239435,0.06092947395165189,0.16328891988786864,0.5714698940239435,0,0.476859690385028,0.4814974920834141
B0-EMA,0,2,Drishti_GS,1,5,train_labeled,NULL_AWARE_SPHERE_V2,R95_null_worst_case,15960,15960,0,15960,0,0.0,1.0,PRESENT,0.04376275706266822,0.12536015597448635,0.5007197938457922,0.04376275706266822,0.12536015597448635,0.5007197938457922,0,0.361244208956143,0.36323784432370265
B0-EMA,0,2,Drishti_GS,1,5,val,NULL_AWARE_SPHERE_V2,R95_null_worst_case,12725,12725,0,12725,0,0.0,1.0,PRESENT,0.049177604029356344,0.13747304350716172,0.5243530175505081,0.049177604029356344,0.13747304350716172,0.5243530175505081,0,0.361244208956143,0.36323784432370265
B0-EMA,0,2,Drishti_GS,2,1,train_labeled,NULL_AWARE_SPHERE_V2,R95_null_worst_case,15960,15960,0,15960,0,0.0,1.0,PRESENT,0.10983398893300118,0.31194942534373826,0.7898726800488016,0.10983398893300118,0.31194942534373826,0.7898726800488016,0,,
B0-EMA,0,2,Drishti_GS,2,1,val,NULL_AWARE_SPHERE_V2,R95_null_worst_case,12725,12725,0,12725,0,0.0,1.0,PRESENT,0.10440180314282889,0.24736070574322389,0.7033643518735135,0.10440180314282889,0.24736070574322389,0.7033643518735135,0,,
B0-EMA,0,2,Drishti_GS,2,2,train_labeled,NULL_AWARE_SPHERE_V2,R95_null_worst_case,15960,15960,0,15960,0,0.0,1.0,PRESENT,0.07075980823502369,0.21358287547570542,0.6535791849129001,0.07075980823502369,0.21358287547570542,0.6535791849129001,0,0.5906893271760982,0.5996325104555749
B0-EMA,0,2,Drishti_GS,2,2,val,NULL_AWARE_SPHERE_V2,R95_null_worst_case,12725,12725,0,12725,0,0.0,1.0,PRESENT,0.05970901478266629,0.15276440353024168,0.5527466029388904,0.05970901478266629,0.15276440353024168,0.5527466029388904,0,0.5906893271760982,0.5996325104555749
B0-EMA,0,2,Drishti_GS,2,3,train_labeled,NULL_AWARE_SPHERE_V2,R95_null_worst_case,15960,15960,0,15960,0,0.0,1.0,PRESENT,0.058595506021686915,0.17485936859962303,0.5913702200815036,0.058595506021686915,0.17485936859962303,0.5913702200815036,0,0.45507724586333753,0.4590985054815827
B0-EMA,0,2,Drishti_GS,2,3,val,NULL_AWARE_SPHERE_V2,R95_null_worst_case,12725,12725,0,12725,0,0.0,1.0,PRESENT,0.048726850713447435,0.12479103820288773,0.49958190159950294,0.048726850713447435,0.12479103820288773,0.49958190159950294,0,0.45507724586333753,0.4590985054815827
B0-EMA,0,2,Drishti_GS,2,5,train_labeled,NULL_AWARE_SPHERE_V2,R95_null_worst_case,15960,15960,0,15960,0,0.0,1.0,PRESENT,0.04458381575809873,0.11901211946594858,0.48787727855670543,0.04458381575809873,0.11901211946594858,0.48787727855670543,0,0.3465847471773817,0.34834328753877397
B0-EMA,0,2,Drishti_GS,2,5,val,NULL_AWARE_SPHERE_V2,R95_null_worst_case,12725,12725,0,12725,0,0.0,1.0,PRESENT,0.03940230063552077,0.10708048368663636,0.4627752882050561,0.03940230063552077,0.10708048368663636,0.4627752882050561,0,0.3465847471773817,0.34834328753877397
B0-EMA,1,0,REFUGE,0,1,train_labeled,NULL_AWARE_SPHERE_V2,R95_null_worst_case,56000,56000,0,56000,0,0.0,1.0,PRESENT,0.2825527139023082,0.41932688955563013,0.915780420794887,0.2825527139023082,0.41932688955563013,0.915780420794887,0,,
B0-EMA,1,0,REFUGE,0,1,val,NULL_AWARE_SPHERE_V2,R95_null_worst_case,142500,142500,0,142500,0,0.0,1.0,PRESENT,0.280447506349505,0.41424809527213424,0.9102176610812759,0.280447506349505,0.41424809527213424,0.9102176610812759,0,,
B0-EMA,1,0,REFUGE,0,2,train_labeled,NULL_AWARE_SPHERE_V2,R95_null_worst_case,56000,56000,0,56000,0,0.0,1.0,PRESENT,0.17864884083431704,0.3201802251743975,0.8002252497570886,0.17864884083431704,0.3201802251743975,0.8002252497570886,0,0.9742961575060856,1.0176423130570937
B0-EMA,1,0,REFUGE,0,2,val,NULL_AWARE_SPHERE_V2,R95_null_worst_case,142500,142500,0,142500,0,0.0,1.0,PRESENT,0.1773623332096843,0.3194823832659738,0.7993527172230964,0.1773623332096843,0.3194823832659738,0.7993527172230964,0,0.9742961575060856,1.0176423130570937
B0-EMA,1,0,REFUGE,0,3,train_labeled,NULL_AWARE_SPHERE_V2,R95_null_worst_case,56000,56000,0,56000,0,0.0,1.0,PRESENT,0.1460643086766205,0.28219929867695726,0.7512646653170336,0.1460643086766205,0.28219929867695726,0.7512646653170336,0,0.7665174315757561,0.7866436887033416
B0-EMA,1,0,REFUGE,0,3,val,NULL_AWARE_SPHERE_V2,R95_null_worst_case,142500,142500,0,142500,0,0.0,1.0,PRESENT,0.1454813718715822,0.28164271459438694,0.7505234368017922,0.1454813718715822,0.28164271459438694,0.7505234368017922,0,0.7665174315757561,0.7866436887033416
B0-EMA,1,0,REFUGE,0,5,train_labeled,NULL_AWARE_SPHERE_V2,R95_null_worst_case,56000,56000,0,56000,0,0.0,1.0,PRESENT,0.09416546063370247,0.2112133269060147,0.6499435774065541,0.09416546063370247,0.2112133269060147,0.6499435774065541,0,0.7739337270962954,0.7946798227462283
B0-EMA,1,0,REFUGE,0,5,val,NULL_AWARE_SPHERE_V2,R95_null_worst_case,142500,142500,0,142500,0,0.0,1.0,PRESENT,0.09388376838142541,0.2108743996086,0.6494218961639652,0.09388376838142541,0.2108743996086,0.6494218961639652,0,0.7739337270962954,0.7946798227462283
B0-EMA,1,0,REFUGE,1,1,train_labeled,NULL_AWARE_SPHERE_V2,R95_null_worst_case,56000,56000,0,56000,0,0.0,1.0,PRESENT,0.2232462802580003,0.49055991133143173,0.990514928036354,0.2232462802580003,0.49055991133143173,0.990514928036354,0,,
B0-EMA,1,0,REFUGE,1,1,val,NULL_AWARE_SPHERE_V2,R95_null_worst_case,142500,142500,0,142500,0,0.0,1.0,PRESENT,0.2167508118867702,0.4751127679594285,0.9747951251000678,0.2167508118867702,0.4751127679594285,0.9747951251000678,0,,
B0-EMA,1,0,REFUGE,1,2,train_labeled,NULL_AWARE_SPHERE_V2,R95_null_worst_case,56000,56000,0,56000,0,0.0,1.0,PRESENT,0.15297970031270317,0.31963467345471397,0.7995432114085066,0.15297970031270317,0.31963467345471397,0.7995432114085066,0,0.8383106638273546,0.8650295625890094
B0-EMA,1,0,REFUGE,1,2,val,NULL_AWARE_SPHERE_V2,R95_null_worst_case,142500,142500,0,142500,0,0.0,1.0,PRESENT,0.15414461968659365,0.3191808071539577,0.79897535275371,0.15414461968659365,0.3191808071539577,0.79897535275371,0,0.8383106638273546,0.8650295625890094
B0-EMA,1,0,REFUGE,1,3,train_labeled,NULL_AWARE_SPHERE_V2,R95_null_worst_case,56000,56000,0,56000,0,0.0,1.0,PRESENT,0.1285648518949507,0.280340633209895,0.7487865292723889,0.1285648518949507,0.280340633209895,0.7487865292723889,0,0.5789755861884727,0.58738334918107
B0-EMA,1,0,REFUGE,1,3,val,NULL_AWARE_SPHERE_V2,R95_null_worst_case,142500,142500,0,142500,0,0.0,1.0,PRESENT,0.12883765324858698,0.27658321445361256,0.7437515908602986,0.12883765324858698,0.27658321445361256,0.7437515908602986,0,0.5789755861884727,0.58738334918107
B0-EMA,1,0,REFUGE,1,5,train_labeled,NULL_AWARE_SPHERE_V2,R95_null_worst_case,56000,56000,0,56000,0,0.0,1.0,PRESENT,0.09457370189136412,0.22645523083914776,0.6729862269603261,0.09457370189136412,0.22645523083914776,0.6729862269603261,0,0.5970653554371538,0.6063097071267377
B0-EMA,1,0,REFUGE,1,5,val,NULL_AWARE_SPHERE_V2,R95_null_worst_case,142500,142500,0,142500,0,0.0,1.0,PRESENT,0.09501560593182286,0.2226693658510973,0.667337045054592,0.09501560593182286,0.2226693658510973,0.667337045054592,0,0.5970653554371538,0.6063097071267377
B0-EMA,1,0,REFUGE,2,1,train_labeled,NULL_AWARE_SPHERE_V2,R95_null_worst_case,56000,56000,0,56000,0,0.0,1.0,PRESENT,0.19300013634999383,0.39667399414309734,0.8907008410719026,0.19300013634999383,0.39667399414309734,0.8907008410719026,0,,
B0-EMA,1,0,REFUGE,2,1,val,NULL_AWARE_SPHERE_V2,R95_null_worst_case,142500,142500,0,142500,0,0.0,1.0,PRESENT,0.18802796351737766,0.3656169571677075,0.8551221633985492,0.18802796351737766,0.3656169571677075,0.8551221633985492,0,,
