arm,Incoming,Old,dominated_on_mean_Incoming_Old
SCALE_LU,0.5679946134088063,0.5497440343752643,False
AFFINE_LU,0.6231805684036688,0.497483054362154,False
ISO_GLOBAL_LU,0.6011944277084996,0.5111009650406328,True
ISO_COND_L,0.6096881259790149,0.5178063103836809,False
ISO_COND_LU,0.6100212447166582,0.5171867706716148,False
ISO_RANDOM_LU,0.5957874995209945,0.5052580090528302,True
F_FULL,0.7180769807011003,0.4822123171184045,True
F_CONV,0.7196766584236701,0.4940808265838801,False
STATIC_SOURCE,0.41842019683904524,0.6848186941100093,False
