arm,order,seed,domain,metric,source_score,old_score,absolute_forget
SCALE_LU,O1,61,RIM_ONE_r3,rim_dice,0.7330696983532834,0.7074118336242036,0.025657864729079827
SCALE_LU,O1,61,RIM_ONE_r3,cup_dice,0.6843997261414897,0.6808635574116867,0.003536168729803002
SCALE_LU,O2,61,Drishti_GS,rim_dice,0.6503829136719266,0.585238025783143,0.06514488788878359
SCALE_LU,O2,61,Drishti_GS,cup_dice,0.7484186011624524,0.427366215992917,0.3210523851695354
SCALE_LU,O1,62,RIM_ONE_r3,rim_dice,0.7218951195876834,0.6635876715370733,0.058307448050610056
SCALE_LU,O1,62,RIM_ONE_r3,cup_dice,0.6675720556087968,0.6453452925663063,0.022226763042490494
SCALE_LU,O2,62,Drishti_GS,rim_dice,0.651530646158902,0.6016254165074273,0.0499052296514747
SCALE_LU,O2,62,Drishti_GS,cup_dice,0.7189161741429807,0.22363767927335224,0.4952784948696285
SCALE_LU,O1,63,RIM_ONE_r3,rim_dice,0.7231632762247024,0.7109577094870921,0.012205566737610307
SCALE_LU,O1,63,RIM_ONE_r3,cup_dice,0.6465945539123543,0.6731738401404266,-0.026579286228072263
SCALE_LU,O2,63,Drishti_GS,rim_dice,0.578734016718385,0.40728754739819395,0.17144646932019103
SCALE_LU,O2,63,Drishti_GS,cup_dice,0.6931475476371536,0.2704336227813488,0.4227139248558048
AFFINE_LU,O1,61,RIM_ONE_r3,rim_dice,0.7330696983532834,0.5854350173496566,0.14763468100362676
AFFINE_LU,O1,61,RIM_ONE_r3,cup_dice,0.6843997261414897,0.598681752643001,0.08571797349848864
AFFINE_LU,O2,61,Drishti_GS,rim_dice,0.6503829136719266,0.5246917236302848,0.12569119004164175
AFFINE_LU,O2,61,Drishti_GS,cup_dice,0.7484186011624524,0.4609506231398363,0.2874679780226161
AFFINE_LU,O1,62,RIM_ONE_r3,rim_dice,0.7218951195876834,0.6275943881457156,0.09430073144196782
AFFINE_LU,O1,62,RIM_ONE_r3,cup_dice,0.6675720556087968,0.633615568695373,0.03395648691342379
AFFINE_LU,O2,62,Drishti_GS,rim_dice,0.651530646158902,0.49855686408030936,0.15297378207859263
AFFINE_LU,O2,62,Drishti_GS,cup_dice,0.7189161741429807,0.1928338618172768,0.5260823123257039
AFFINE_LU,O1,63,RIM_ONE_r3,rim_dice,0.7231632762247024,0.4818771340759156,0.24128614214878685
AFFINE_LU,O1,63,RIM_ONE_r3,cup_dice,0.6465945539123543,0.5581652360825256,0.08842931782982877
AFFINE_LU,O2,63,Drishti_GS,rim_dice,0.578734016718385,0.33889922126442235,0.23983479545396263
AFFINE_LU,O2,63,Drishti_GS,cup_dice,0.6931475476371536,0.4684952614215316,0.224652286215622
