arm,baseline,order,seed,domain,role,metric,delta
ISO_COND_LU,SCALE_LU,O1,61,RIM_ONE_r3,old,rim_dice,-0.1261245456174631
ISO_COND_LU,SCALE_LU,O1,61,RIM_ONE_r3,old,cup_dice,-0.07392168528417942
ISO_COND_LU,SCALE_LU,O1,61,Drishti_GS,current,rim_dice,0.07771034784020331
ISO_COND_LU,SCALE_LU,O1,61,Drishti_GS,current,cup_dice,0.1796041513067903
ISO_COND_LU,SCALE_LU,O1,62,RIM_ONE_r3,old,rim_dice,-0.014995900684159125
ISO_COND_LU,SCALE_LU,O1,62,RIM_ONE_r3,old,cup_dice,-0.00235531228752639
ISO_COND_LU,SCALE_LU,O1,62,Drishti_GS,current,rim_dice,0.029955678912085726
ISO_COND_LU,SCALE_LU,O1,62,Drishti_GS,current,cup_dice,0.021361263493620886
ISO_COND_LU,SCALE_LU,O1,63,RIM_ONE_r3,old,rim_dice,-0.12148138967773792
ISO_COND_LU,SCALE_LU,O1,63,RIM_ONE_r3,old,cup_dice,-0.07540052378105189
ISO_COND_LU,SCALE_LU,O1,63,Drishti_GS,current,rim_dice,0.12813496392714396
ISO_COND_LU,SCALE_LU,O1,63,Drishti_GS,current,cup_dice,0.05964509536018192
ISO_COND_LU,SCALE_LU,O2,61,RIM_ONE_r3,current,rim_dice,-0.00040959539402296574
ISO_COND_LU,SCALE_LU,O2,61,RIM_ONE_r3,current,cup_dice,0.0037916476690631473
ISO_COND_LU,SCALE_LU,O2,61,Drishti_GS,old,rim_dice,-0.038911482839879774
ISO_COND_LU,SCALE_LU,O2,61,Drishti_GS,old,cup_dice,0.030890586468982795
ISO_COND_LU,SCALE_LU,O2,62,RIM_ONE_r3,current,rim_dice,0.0008429964188055861
ISO_COND_LU,SCALE_LU,O2,62,RIM_ONE_r3,current,cup_dice,-0.0007148527375823166
ISO_COND_LU,SCALE_LU,O2,62,Drishti_GS,old,rim_dice,-0.10797151350038098
ISO_COND_LU,SCALE_LU,O2,62,Drishti_GS,old,cup_dice,-0.03676421112618214
ISO_COND_LU,SCALE_LU,O2,63,RIM_ONE_r3,current,rim_dice,-0.010529639484551545
ISO_COND_LU,SCALE_LU,O2,63,RIM_ONE_r3,current,cup_dice,0.014927518382485128
ISO_COND_LU,SCALE_LU,O2,63,Drishti_GS,old,rim_dice,-0.03501767763020058
ISO_COND_LU,SCALE_LU,O2,63,Drishti_GS,old,cup_dice,0.2113664915159853
ISO_COND_LU,AFFINE_LU,O1,61,RIM_ONE_r3,old,rim_dice,-0.004147729342916184
ISO_COND_LU,AFFINE_LU,O1,61,RIM_ONE_r3,old,cup_dice,0.008260119484506223
ISO_COND_LU,AFFINE_LU,O1,61,Drishti_GS,current,rim_dice,-0.062383771008371
ISO_COND_LU,AFFINE_LU,O1,61,Drishti_GS,current,cup_dice,-0.01252993429830973
ISO_COND_LU,AFFINE_LU,O1,62,RIM_ONE_r3,old,rim_dice,0.020997382707198642
ISO_COND_LU,AFFINE_LU,O1,62,RIM_ONE_r3,old,cup_dice,0.009374411583406905
ISO_COND_LU,AFFINE_LU,O1,62,Drishti_GS,current,rim_dice,-0.006494476717890385
ISO_COND_LU,AFFINE_LU,O1,62,Drishti_GS,current,cup_dice,-0.003052095681056244
ISO_COND_LU,AFFINE_LU,O1,63,RIM_ONE_r3,old,rim_dice,0.10759918573343863
ISO_COND_LU,AFFINE_LU,O1,63,RIM_ONE_r3,old,cup_dice,0.039608080276849145
ISO_COND_LU,AFFINE_LU,O1,63,Drishti_GS,current,rim_dice,-0.04769720222378748
ISO_COND_LU,AFFINE_LU,O1,63,Drishti_GS,current,cup_dice,-0.027971364276168198
ISO_COND_LU,AFFINE_LU,O2,61,RIM_ONE_r3,current,rim_dice,-0.0022807446962279654
ISO_COND_LU,AFFINE_LU,O2,61,RIM_ONE_r3,current,cup_dice,-0.004519983027436725
ISO_COND_LU,AFFINE_LU,O2,61,Drishti_GS,old,rim_dice,0.021634819312978393
ISO_COND_LU,AFFINE_LU,O2,61,Drishti_GS,old,cup_dice,-0.002693820677936498
ISO_COND_LU,AFFINE_LU,O2,62,RIM_ONE_r3,current,rim_dice,0.0024233802904899404
ISO_COND_LU,AFFINE_LU,O2,62,RIM_ONE_r3,current,cup_dice,-0.001989414754151486
ISO_COND_LU,AFFINE_LU,O2,62,Drishti_GS,old,rim_dice,-0.004902961073263046
ISO_COND_LU,AFFINE_LU,O2,62,Drishti_GS,old,cup_dice,-0.005960393670106701
ISO_COND_LU,AFFINE_LU,O2,63,RIM_ONE_r3,current,rim_dice,0.0028880213860503767
ISO_COND_LU,AFFINE_LU,O2,63,RIM_ONE_r3,current,cup_dice,0.005695700762731071
ISO_COND_LU,AFFINE_LU,O2,63,Drishti_GS,old,rim_dice,0.03337064850357102
ISO_COND_LU,AFFINE_LU,O2,63,Drishti_GS,old,cup_dice,0.01330485287580252
ISO_COND_LU,ISO_GLOBAL_LU,O1,61,RIM_ONE_r3,old,rim_dice,-0.011646183613891026
ISO_COND_LU,ISO_GLOBAL_LU,O1,61,RIM_ONE_r3,old,cup_dice,0.0002591585816822395
ISO_COND_LU,ISO_GLOBAL_LU,O1,61,Drishti_GS,current,rim_dice,-0.017628813405670574
ISO_COND_LU,ISO_GLOBAL_LU,O1,61,Drishti_GS,current,cup_dice,-0.0012276187174876663
ISO_COND_LU,ISO_GLOBAL_LU,O1,62,RIM_ONE_r3,old,rim_dice,0.018569306647577166
ISO_COND_LU,ISO_GLOBAL_LU,O1,62,RIM_ONE_r3,old,cup_dice,0.013356808576721835
ISO_COND_LU,ISO_GLOBAL_LU,O1,62,Drishti_GS,current,rim_dice,-0.0015791009511290088
ISO_COND_LU,ISO_GLOBAL_LU,O1,62,Drishti_GS,current,cup_dice,-0.003896624985913144
ISO_COND_LU,ISO_GLOBAL_LU,O1,63,RIM_ONE_r3,old,rim_dice,-0.06840483822111454
ISO_COND_LU,ISO_GLOBAL_LU,O1,63,RIM_ONE_r3,old,cup_dice,-0.05553282056882025
ISO_COND_LU,ISO_GLOBAL_LU,O1,63,Drishti_GS,current,rim_dice,-0.0024579536918021283
ISO_COND_LU,ISO_GLOBAL_LU,O1,63,Drishti_GS,current,cup_dice,0.017063140925318576
ISO_COND_LU,ISO_GLOBAL_LU,O2,61,RIM_ONE_r3,current,rim_dice,0.014283328047436594
ISO_COND_LU,ISO_GLOBAL_LU,O2,61,RIM_ONE_r3,current,cup_dice,0.009571087916707355
ISO_COND_LU,ISO_GLOBAL_LU,O2,61,Drishti_GS,old,rim_dice,0.062069087526885613
ISO_COND_LU,ISO_GLOBAL_LU,O2,61,Drishti_GS,old,cup_dice,0.016945679172739647
ISO_COND_LU,ISO_GLOBAL_LU,O2,62,RIM_ONE_r3,current,rim_dice,-0.003053434970917812
ISO_COND_LU,ISO_GLOBAL_LU,O2,62,RIM_ONE_r3,current,cup_dice,-0.0004041230983673483
ISO_COND_LU,ISO_GLOBAL_LU,O2,62,Drishti_GS,old,rim_dice,-0.0008685984365531807
ISO_COND_LU,ISO_GLOBAL_LU,O2,62,Drishti_GS,old,cup_dice,-0.017166341917132427
ISO_COND_LU,ISO_GLOBAL_LU,O2,63,RIM_ONE_r3,current,rim_dice,0.05964031735520381
ISO_COND_LU,ISO_GLOBAL_LU,O2,63,RIM_ONE_r3,current,cup_dice,0.03561159967452343
ISO_COND_LU,ISO_GLOBAL_LU,O2,63,Drishti_GS,old,rim_dice,0.06274730274869927
ISO_COND_LU,ISO_GLOBAL_LU,O2,63,Drishti_GS,old,cup_dice,0.052701107074988984
ISO_COND_LU,ISO_COND_L,O1,61,RIM_ONE_r3,old,rim_dice,-0.0006375009110956009
ISO_COND_LU,ISO_COND_L,O1,61,RIM_ONE_r3,old,cup_dice,-0.0005302812746843522
ISO_COND_LU,ISO_COND_L,O1,61,Drishti_GS,current,rim_dice,0.0005480070261071335
ISO_COND_LU,ISO_COND_L,O1,61,Drishti_GS,current,cup_dice,0.0002916786131998972
