task_id,arm,epoch,steps,loss,CE,GT_Dice,L_view,lambda_view,anchor_label_records,U_image_records,donor_context_records,view_error_before,view_error_after,distance_relative_mean,Q_batch_variance,b_batch_variance
O1_s61_SCALE_LU,SCALE_LU,46,21,24.737791041501097,10.341583177447319,14.06279032689728,0.33341753715649247,21.0,42,41,42,0.9244880373589694,0.33341753715649247,7.9600760647977085,0.0,0.0
O1_s61_SCALE_LU,SCALE_LU,47,21,26.232274077932466,11.160137131810188,14.612531836244392,0.4596051098778844,21.0,42,41,42,1.166660824790597,0.4596051098778844,8.076720821218936,0.0,0.0
O1_s61_SCALE_LU,SCALE_LU,48,21,26.102829345713705,11.343620896339417,14.397382542935539,0.361825906438753,21.0,42,41,42,1.0413418374955654,0.361825906438753,8.140553622432941,0.0,0.0
O1_s61_SCALE_LU,SCALE_LU,49,21,24.549141288849036,10.198238879442215,14.030103971364415,0.32079843804240227,21.0,42,41,42,0.903143341653049,0.32079843804240227,8.26232681189856,0.0,0.0
O1_s61_SCALE_LU,SCALE_LU,50,21,25.1624794005013,10.388434261083603,14.367610384809494,0.406434754608199,21.0,42,41,42,1.1320018130354583,0.406434754608199,8.296185827328806,0.0,0.0
O1_s61_SCALE_LU,SCALE_LU,51,21,25.1665679358041,10.40548200905323,14.441856758864795,0.31922916788607836,21.0,42,41,42,0.9893404226750135,0.31922916788607836,8.31867523501037,0.0,0.0
O1_s61_SCALE_LU,SCALE_LU,52,21,25.46107858225914,10.645280733704567,14.464687571904866,0.35111027664970607,21.0,42,41,42,0.9470456480048597,0.35111027664970607,8.43251543680588,0.0,0.0
O1_s61_SCALE_LU,SCALE_LU,53,21,23.663077543100336,9.485267892479897,13.959389202140263,0.21842044848017395,21.0,42,41,42,0.6574977370910347,0.21842044848017395,8.523698844184679,0.0,0.0
O1_s61_SCALE_LU,SCALE_LU,54,21,24.53854588206345,9.990091070532799,14.28889050401234,0.2595643075183034,21.0,42,41,42,0.7770684873685241,0.2595643075183034,8.505137961605373,0.0,0.0
O1_s61_SCALE_LU,SCALE_LU,55,21,25.473087175567755,10.65985406935215,14.412017239774704,0.4012158664409071,21.0,42,41,42,1.2347712177434005,0.4012158664409071,8.548502983263068,0.0,0.0
O1_s61_SCALE_LU,SCALE_LU,56,21,24.098547357523934,9.542031064629555,14.312574185121925,0.24394210777245462,21.0,42,41,42,0.7822721423581243,0.24394210777245462,8.596761412631183,0.0,0.0
O1_s61_SCALE_LU,SCALE_LU,57,21,25.318629213206084,10.385090366005898,14.579232442255675,0.35430640494450927,21.0,42,41,42,1.1252271984703839,0.35430640494450927,8.636016638793434,0.0,0.0
O1_s61_SCALE_LU,SCALE_LU,58,21,24.787707774150373,9.987395152449608,14.51820234105242,0.28211028064833954,21.0,42,41,42,0.897067794110626,0.28211028064833954,8.722905723515176,0.0,0.0
O1_s61_SCALE_LU,SCALE_LU,59,21,25.443725880026832,10.354210823774338,14.707096754131854,0.3824183021206409,21.0,42,41,42,1.1468613483011723,0.3824183021206409,8.755085693977225,0.0,0.0
O1_s61_SCALE_LU,SCALE_LU,60,21,24.011795035792726,9.457555517554283,14.309314731155741,0.24492478708270937,21.0,42,41,42,0.8215627828612924,0.24492478708270937,8.826710339426812,0.0,0.0
O1_s61_SCALE_LU,SCALE_LU,61,21,24.92799449291819,10.044308617711067,14.579527727317004,0.30415814789012074,21.0,42,41,42,1.064858608879149,0.30415814789012074,8.819824219829776,0.0,0.0
O1_s61_SCALE_LU,SCALE_LU,62,21,24.60744893414823,9.96901749074459,14.259000639933326,0.37943080347031355,21.0,42,41,42,1.1255660699680448,0.37943080347031355,8.897981664356161,0.0,0.0
O1_s61_SCALE_LU,SCALE_LU,63,21,25.179740967151698,10.302172243595123,14.630602320055003,0.24696640350157395,21.0,42,41,42,0.8907463815994561,0.24696640350157395,8.958450695759446,0.0,0.0
O1_s61_SCALE_LU,SCALE_LU,64,21,24.532884115808073,9.957680031657219,14.343971885729943,0.23123219842091203,21.0,42,41,42,0.7881547794677317,0.23123219842091203,8.951645258592384,0.0,0.0
O1_s61_SCALE_LU,SCALE_LU,65,21,24.84866240362592,9.988465592265129,14.579775995788648,0.2804208155721426,21.0,42,41,42,0.9516009101644158,0.2804208155721426,9.047999153208117,0.0,0.0
O1_s61_SCALE_LU,SCALE_LU,66,21,24.90134154615814,9.971986219286919,14.646346990781671,0.28300833608955145,21.0,42,41,42,0.9274319326505065,0.28300833608955145,9.04524997815578,0.0,0.0
O1_s61_SCALE_LU,SCALE_LU,67,21,23.838309753568662,9.307398170232773,14.251020423484789,0.279891159851104,21.0,42,41,42,0.9312313525006175,0.279891159851104,9.05925371237565,0.0,0.0
O1_s61_SCALE_LU,SCALE_LU,68,21,25.280050071035873,10.221954703330994,14.70208745015356,0.35600791755132377,21.0,42,41,42,1.1924302505794913,0.35600791755132377,9.161319120196666,0.0,0.0
O1_s61_SCALE_LU,SCALE_LU,69,21,24.31452219255892,9.534886956214905,14.5091174688206,0.2705177675234154,21.0,42,41,42,0.8533056864980608,0.2705177675234154,9.161122398619177,0.0,0.0
O1_s61_SCALE_LU,SCALE_LU,70,21,23.914758386288202,9.23343200981617,14.403970712528002,0.27735566394403577,21.0,42,41,42,1.0230572931468487,0.27735566394403577,9.179352585347521,0.0,0.0
O1_s61_SCALE_LU,SCALE_LU,71,21,25.16441113053296,10.248602882027626,14.577945501249616,0.33786274725571275,21.0,42,41,42,1.1577593991532922,0.33786274725571275,9.199092174192147,0.0,0.0
O1_s61_SCALE_LU,SCALE_LU,72,21,24.50394447381287,9.688378185033798,14.645669639349498,0.1698966494295746,21.0,42,41,42,0.6239659584825858,0.1698966494295746,9.21712615145261,0.0,0.0
O1_s61_SCALE_LU,SCALE_LU,73,21,24.272309233259033,9.639941290020943,14.36629193491451,0.26607600832358,21.0,42,41,42,0.9384854193776846,0.26607600832358,9.285787812195375,0.0,0.0
O1_s61_SCALE_LU,SCALE_LU,74,21,24.55391701305145,9.80930870771408,14.45809519494744,0.286513110389933,21.0,42,41,42,0.9800043264403939,0.286513110389933,9.323252485822636,0.0,0.0
O1_s61_SCALE_LU,SCALE_LU,75,21,24.017433729158814,9.369011402130127,14.396093699285856,0.25232862774282694,21.0,42,41,42,0.9403111818246543,0.25232862774282694,9.263091343962435,0.0,0.0
O1_s61_SCALE_LU,SCALE_LU,76,21,26.401738907676744,10.864248842000961,15.154555209447253,0.3829348562285304,21.0,42,41,42,1.254583667498082,0.3829348562285304,9.357189308994672,0.0,0.0
O1_s61_SCALE_LU,SCALE_LU,77,21,24.049441596633535,9.408294841647148,14.454554876860481,0.18659187812590972,21.0,42,41,42,0.7142591529991478,0.18659187812590972,9.410311809522193,0.0,0.0
O1_s61_SCALE_LU,SCALE_LU,78,21,25.061445641185113,10.066370368003845,14.78338332250058,0.21169195068068802,21.0,42,41,42,0.7645077053457499,0.21169195068068802,9.39935921075485,0.0,0.0
O1_s61_SCALE_LU,SCALE_LU,79,21,24.014140113030756,9.25012794137001,14.542077398632847,0.22193477302789688,21.0,42,41,42,0.8777009691111743,0.22193477302789688,9.43537347449673,0.0,0.0
O1_s61_SCALE_LU,SCALE_LU,80,21,24.893680490372574,10.065123051404953,14.60569566353771,0.22286177542991936,21.0,42,41,42,0.8776783524081111,0.22286177542991936,9.424627951878618,0.0,0.0
O1_s61_SCALE_LU,SCALE_LU,81,21,23.838899919778292,9.16082789003849,14.355219102363286,0.32285292737651616,21.0,42,41,42,1.093092605471611,0.32285292737651616,9.4206296773454,0.0,0.0
O1_s61_SCALE_LU,SCALE_LU,82,21,24.639969154807336,9.934315353631973,14.475279850034573,0.23037395114079118,21.0,42,41,42,0.8405391653068364,0.23037395114079118,9.48911014067537,0.0,0.0
O1_s61_SCALE_LU,SCALE_LU,83,21,25.253687796803,10.058503121137619,14.931164901159518,0.26401977450586855,21.0,42,41,42,1.0304656084626913,0.26401977450586855,9.423324936227802,0.0,0.0
O1_s61_SCALE_LU,SCALE_LU,84,21,23.939517783384908,9.290580004453659,14.422948073048278,0.22598970588296652,21.0,42,41,42,0.8751676008105278,0.22598970588296652,9.502652680549822,0.0,0.0
O1_s61_SCALE_LU,SCALE_LU,85,21,25.354022826268444,10.198619619011879,14.897162098637885,0.25824110861867666,21.0,42,41,42,1.0193189268466085,0.25824110861867666,9.530081486870856,0.0,0.0
O1_s61_SCALE_LU,SCALE_LU,86,21,24.65383592599587,9.710253491997719,14.66880371726634,0.27477871673181653,21.0,42,41,42,1.0139268841594458,0.27477871673181653,9.513335939811483,0.0,0.0
O1_s61_SCALE_LU,SCALE_LU,87,21,24.61492102141062,9.724996656179428,14.64116616607213,0.24875819915905595,21.0,42,41,42,0.9103517257608473,0.24875819915905595,9.48240934227373,0.0,0.0
O1_s61_SCALE_LU,SCALE_LU,88,21,25.274986753385235,10.169257685542107,14.874234559275857,0.23149450856726617,21.0,42,41,42,0.8358790460042655,0.23149450856726617,9.569139953668358,0.0,0.0
O1_s61_SCALE_LU,SCALE_LU,89,21,23.55578319474618,8.933976203203201,14.362648010510316,0.25915898103266954,21.0,42,41,42,0.8963063405826688,0.25915898103266954,9.55414792707158,0.0,0.0
O1_s61_SCALE_LU,SCALE_LU,90,21,24.067596827751593,9.268911331892014,14.491087630741863,0.3075978651177138,21.0,42,41,42,1.1984089482575655,0.3075978651177138,9.552050894949044,0.0,0.0
O1_s61_SCALE_LU,SCALE_LU,91,21,22.946356702906055,8.53450359404087,14.105908673799572,0.3059444350656122,21.0,42,41,42,1.176765801385045,0.3059444350656122,9.576347990479915,0.0,0.0
O1_s61_SCALE_LU,SCALE_LU,92,21,24.40358596366246,9.645505711436272,14.564674011560832,0.19340624066535383,21.0,42,41,42,0.7470038752071559,0.19340624066535383,9.529660990199533,0.0,0.0
O1_s61_SCALE_LU,SCALE_LU,93,21,24.4253736884421,9.656237408518791,14.526761003639017,0.24237527628429234,21.0,42,41,42,0.9779367251321673,0.24237527628429234,9.604364655413576,0.0,0.0
O1_s61_SCALE_LU,SCALE_LU,94,21,24.680865125728566,9.757228627800941,14.735417675224854,0.18821882270276546,21.0,42,41,42,0.7226535454392433,0.18821882270276546,9.593065397113966,0.0,0.0
O1_s61_SCALE_LU,SCALE_LU,95,21,24.945467834557803,10.057491451501846,14.609540690864833,0.27843569219112396,21.0,42,41,42,1.0455080424435437,0.27843569219112396,9.635480810694006,0.0,0.0
O1_s61_SCALE_LU,SCALE_LU,96,21,25.436878750148132,10.14985591173172,15.062276519183905,0.22474631923250854,21.0,42,41,42,0.8473522821441293,0.22474631923250854,9.641034630488194,0.0,0.0
O1_s61_SCALE_LU,SCALE_LU,97,21,25.774259427061057,10.405665412545204,15.02646486248051,0.34212915203534067,21.0,42,41,42,1.2471763803623617,0.34212915203534067,9.565555060268007,0.0,0.0
O1_s61_SCALE_LU,SCALE_LU,98,21,25.29809405143143,10.230180725455284,14.849664431537999,0.21824889443814754,21.0,42,41,42,0.8162365718744695,0.21824889443814754,9.602938520253893,0.0,0.0
O1_s61_SCALE_LU,SCALE_LU,99,21,24.93139912343544,9.819142431020737,14.798599041923476,0.31365765049122274,21.0,42,41,42,1.2131925700232387,0.31365765049122274,9.654930840536519,0.0,0.0
O1_s61_SCALE_LU,SCALE_LU,100,21,24.55378669358773,9.603889644145966,14.757286911229436,0.19261013821233064,21.0,42,41,42,0.72310427762568,0.19261013821233064,9.591187785242424,0.0,0.0
O1_s61_AFFINE_LU,AFFINE_LU,1,21,28.239849807098487,16.747250229120255,11.492599577978229,0.0,0.0,42,0,0,,,,,
O1_s61_AFFINE_LU,AFFINE_LU,2,21,18.371947002689964,7.905321910977364,10.466625091712597,0.0,0.0,42,0,0,,,,,
O1_s61_AFFINE_LU,AFFINE_LU,3,21,17.74705094425042,7.793782085180283,9.953268859070139,0.0,0.0,42,0,0,,,,,
O1_s61_AFFINE_LU,AFFINE_LU,4,21,17.50357006714193,7.277341157197952,10.22622890994398,0.0,0.0,42,0,0,,,,,
O1_s61_AFFINE_LU,AFFINE_LU,5,21,16.992342933775266,6.980740875005722,10.011602058769544,0.0,0.0,42,0,0,,,,,
O1_s61_AFFINE_LU,AFFINE_LU,6,21,16.623161523111428,6.8290610164403915,9.794100506671038,0.0,0.0,42,0,0,,,,,
O1_s61_AFFINE_LU,AFFINE_LU,7,21,16.722233090877694,6.747593089938164,9.974640000939527,0.0,0.0,42,0,0,,,,,
O1_s61_AFFINE_LU,AFFINE_LU,8,21,16.53814435206378,6.620235174894333,9.917909177169445,0.0,0.0,42,0,0,,,,,
O1_s61_AFFINE_LU,AFFINE_LU,9,21,16.301467704675186,6.330081611871719,9.971386092803465,0.0,0.0,42,0,0,,,,,
O1_s61_AFFINE_LU,AFFINE_LU,10,21,16.440862553629596,6.547629132866859,9.893233420762737,0.0,0.0,42,0,0,,,,,
O1_s61_AFFINE_LU,AFFINE_LU,11,21,15.993715715199231,6.0741299241781235,9.919585791021108,0.0,0.0,42,0,0,,,,,
O1_s61_AFFINE_LU,AFFINE_LU,12,21,15.772396426147353,5.97511588037014,9.797280545777213,0.0,0.0,42,0,0,,,,,
O1_s61_AFFINE_LU,AFFINE_LU,13,21,16.13256510054055,6.193537697196007,9.93902740334454,0.0,0.0,42,0,0,,,,,
O1_s61_AFFINE_LU,AFFINE_LU,14,21,15.759558798628941,5.892661690711975,9.866897107916964,0.0,0.0,42,0,0,,,,,
O1_s61_AFFINE_LU,AFFINE_LU,15,21,15.161885314064815,5.590210393071175,9.571674920993642,0.0,0.0,42,0,0,,,,,
O1_s61_AFFINE_LU,AFFINE_LU,16,21,15.34069013798249,5.706052765250206,9.634637372732282,0.0,0.0,42,0,0,,,,,
O1_s61_AFFINE_LU,AFFINE_LU,17,21,15.068024681950936,5.547957822680473,9.520066859270461,0.0,0.0,42,0,0,,,,,
O1_s61_AFFINE_LU,AFFINE_LU,18,21,14.959669090591587,5.435362309217453,9.524306781374136,0.0,0.0,42,0,0,,,,,
O1_s61_AFFINE_LU,AFFINE_LU,19,21,14.947164112187465,5.486092150211334,9.46107196197613,0.0,0.0,42,0,0,,,,,
O1_s61_AFFINE_LU,AFFINE_LU,20,21,14.83024955485843,5.360873714089394,9.469375840769036,0.0,0.0,42,0,0,,,,,
O1_s61_AFFINE_LU,AFFINE_LU,21,21,20.009716943946618,7.765144854784012,12.137234243702327,2.146756887435913,1.0500000000000003,42,41,42,1.2481646807864308,2.146756887435913,17.063062056879602,0.1467293905962256,0.006473172486112739
O1_s61_AFFINE_LU,AFFINE_LU,22,21,20.648289436967072,7.613788306713104,12.869137982981242,1.6536314655095339,2.1000000000000005,42,41,42,1.0619858726859093,1.6536314655095339,15.000219428332745,0.1329119748150289,0.006209332625031829
O1_s61_AFFINE_LU,AFFINE_LU,23,21,19.816574516775063,7.211421728134155,12.415077190565853,1.2671705912798643,3.149999999999999,42,41,42,0.9031553850509226,1.2671705912798643,13.388263188807645,0.15228827991211322,0.007590761685369422
O1_s61_AFFINE_LU,AFFINE_LU,24,21,20.279709516970474,7.484796494245529,12.547963603578543,1.234747065231204,4.200000000000001,42,41,42,0.9332488509826362,1.234747065231204,12.756645876510037,0.18410481559611636,0.00936180653524131
O1_s61_AFFINE_LU,AFFINE_LU,25,21,18.696722708644227,6.641784876585007,11.826743807645396,0.9127760976552963,5.25,42,41,42,0.7698549572378397,0.9127760976552963,11.85063076815365,0.086654827268494,0.0047127125887543465
O1_s61_AFFINE_LU,AFFINE_LU,26,21,20.624018925464018,7.434915333986282,12.858418695617702,1.102282939478755,6.299999999999998,42,41,42,1.0728418314829469,1.102282939478755,10.847517145809762,0.14264344287279432,0.008048509026910143
O1_s61_AFFINE_LU,AFFINE_LU,27,21,20.263552347912466,7.121727719902992,12.807798592389569,0.954360119998455,7.349999999999997,42,41,42,1.0294575938023627,0.954360119998455,10.115473561972562,0.1514179882493954,0.00884839148024923
O1_s61_AFFINE_LU,AFFINE_LU,28,21,18.59121863113306,6.512358784675598,11.823652054532989,0.6380194686353207,8.400000000000002,42,41,42,0.8160018678754568,0.6380194686353207,9.404381567081208,0.16070478894665433,0.009992763284474664
O1_s61_AFFINE_LU,AFFINE_LU,29,21,18.93558451978556,6.510960265994072,12.117005077917792,0.6835981793701649,9.45,42,41,42,0.9326375536620617,0.6835981793701649,9.55262036505275,0.11034234911702444,0.007122188660879982
O1_s61_AFFINE_LU,AFFINE_LU,30,21,18.892195631570054,6.568214640021324,12.004932314908938,0.6380973532795906,10.5,42,41,42,0.9579807305708528,0.6380973532795906,9.98149800113931,0.18660828481026026,0.012237861611897674
O1_s61_AFFINE_LU,AFFINE_LU,31,21,19.160533211443553,6.647958874702454,12.178118891099446,0.6081008035689592,11.550000000000002,42,41,42,1.07461157720536,0.6081008035689592,10.305154587794737,0.1969503086664773,0.013667530470396717
O1_s61_AFFINE_LU,AFFINE_LU,32,21,19.263072001589197,6.752380982041359,12.218685658490017,0.48667557816952467,12.599999999999996,42,41,42,0.8596215667203069,0.48667557816952467,10.41953373692222,0.1600751048403266,0.011386060009255787
O1_s61_AFFINE_LU,AFFINE_LU,33,21,19.09681877369759,6.789406329393387,11.979973082120983,0.5037528804969043,13.650000000000004,42,41,42,1.0864347582682967,0.5037528804969043,11.059491934413682,0.13669061418323325,0.010312782340689462
O1_s61_AFFINE_LU,AFFINE_LU,34,21,18.32883648920205,6.310350269079208,11.67286323915568,0.49374712724238634,14.699999999999994,42,41,42,1.0956104807555676,0.49374712724238634,11.29722903411741,0.15955572398102044,0.012250056432258162
O1_s61_AFFINE_LU,AFFINE_LU,35,21,19.08363859934359,6.728480473160744,12.067537966501893,0.3834935469785705,15.75,42,41,42,0.9605844803154469,0.3834935469785705,11.636219120794317,0.14988091535102696,0.011417223677322487
O1_s61_AFFINE_LU,AFFINE_LU,36,21,18.37447949675417,6.188384592533112,11.869805619954521,0.3953615997452289,16.800000000000004,42,41,42,0.9807068593800068,0.3953615997452289,11.841828477378247,0.2300310253794995,0.017411329542917416
O1_s61_AFFINE_LU,AFFINE_LU,37,21,18.738616294298282,6.470174968242645,12.02200285398956,0.28992760879918933,17.849999999999998,42,41,42,0.7469126423820853,0.28992760879918933,11.928180218523297,0.16824449875497996,0.013236029503602663
O1_s61_AFFINE_LU,AFFINE_LU,38,21,18.34381072934832,6.309885591268539,11.598909511246006,0.4833507138537243,18.9,42,41,42,1.2761657941155136,0.4833507138537243,12.00544486001618,0.22142228679840115,0.018414889699599243
O1_s61_AFFINE_LU,AFFINE_LU,39,21,18.949415992697997,6.603528708219528,11.98959160711087,0.37504808383528143,19.949999999999992,42,41,42,1.0607896414585412,0.37504808383528143,12.092664584610427,0.18531328876812247,0.015631327250008584
O1_s61_AFFINE_LU,AFFINE_LU,40,21,18.113317406471495,6.028316259384155,11.712925292286702,0.37207585480064154,21.0,42,41,42,1.0238634319975972,0.37207585480064154,12.340911374555619,0.16721889773333085,0.014534304204403298
O1_s61_AFFINE_LU,AFFINE_LU,41,21,18.85787222127815,6.653919041156769,11.863486705007148,0.34046647511422634,21.0,42,41,42,0.963339654263109,0.34046647511422634,12.323730176440591,0.19329601493993723,0.016607325824327876
O1_s61_AFFINE_LU,AFFINE_LU,42,21,19.37574405944905,7.086577072739601,11.898174337344233,0.3909926493652165,21.0,42,41,42,1.1149912513792515,0.3909926493652165,12.345183999259287,0.19221168760457005,0.01763619589579439
O1_s61_AFFINE_LU,AFFINE_LU,43,21,18.729543694653085,6.402217581868172,12.033768100323622,0.29355801246128976,21.0,42,41,42,0.917381496168673,0.29355801246128976,12.446128770656577,0.23721295355898558,0.022233225775895732
