arm,Final,Incoming,Old,Forget,Final_seed_SD,Incoming_seed_SD,Old_seed_SD,Forget_seed_SD
SCALE_LU,0.5588693238920353,0.5679946134088062,0.5497440343752643,0.13507465973474497,0.03559461387310107,0.04573997216795735,0.04463893744356249,0.027645977840555568
AFFINE_LU,0.5603318113829114,0.6231805684036689,0.497483054362154,0.1873356397478552,0.03759864092821945,0.03502612584777869,0.0410929913939239,0.022323744848636792
ISO_GLOBAL_LU,0.5561476963745663,0.6011944277084996,0.5111009650406328,0.1737177290693764,0.027833526419367257,0.05149981190023194,0.02090363311939593,0.02624598494456954
ISO_COND_L,0.563747218181348,0.6096881259790149,0.517806310383681,0.1670123837263283,0.026858226335769675,0.03607012714292536,0.029388279180854456,0.02634737560074113
ISO_COND_LU,0.5636040076941365,0.6100212447166582,0.5171867706716148,0.16763192343839442,0.026221259841104832,0.03559767170944933,0.028219779319343146,0.02555545686296422
ISO_RANDOM_LU,0.5505227542869123,0.5957874995209945,0.5052580090528302,0.179560685057179,0.029466275152477878,0.03193702751910266,0.04361038006369176,0.027597725246843924
F_FULL,0.6001446489097524,0.7180769807011003,0.4822123171184045,0.2026063769916047,0.021018892397414148,0.008664638095723194,0.033499901317032524,0.03644254276258535
F_CONV,0.606878742503775,0.7196766584236701,0.4940808265838801,0.19073786752612917,0.015824867677824567,0.002348003397645524,0.029345024001035575,0.02627301387533794
STATIC_SOURCE,0.5516194454745272,0.41842019683904524,0.6848186941100093,0.0,0.022414635382823945,0.023701211463583637,0.022281616771881473,0.0
