trained_domain,REFUGE,RIM_ONE_r3,Drishti_GS
REFUGE,0.8853852080270234,,
RIM_ONE_r3,0.7971642823129796,0.804385555489541,
Drishti_GS,0.61628354739643,0.5848293262784089,0.8531821637798499
