node_id,arm,lambda_align,seed,order,origin,Final,Old,Incoming,Forget
D1__C0__S163__O1__STAGE2,C0,0.0,163,1,historical_import,0.6683732324349658,0.6405721650060532,0.7239753672927911,0.12319837079138385
D1__C2__S163__O1__STAGE2,C2,0.05,163,1,historical_import,0.668217954084049,0.6402865354736152,0.7240807913049168,0.12348400032382179
D1__C3__S163__O1__STAGE2,C3,0.05,163,1,historical_import,0.6682968675222024,0.6403736412218297,0.7241433201229477,0.12339689457560726
DOSE__C2__L0p5__S163__O1__STAGE2,C2,0.5,163,1,new_execution,0.6673112474535099,0.6386751606957489,0.7245834209690319,0.1250953751016881
DOSE__C3__L0p5__S163__O1__STAGE2,C3,0.5,163,1,new_execution,0.6679428712241903,0.6395668377530475,0.7246949381664758,0.12420369804438952
DOSE__C2__L2p0__S163__O1__STAGE2,C2,2.0,163,1,new_execution,0.6644618201306217,0.6339327213054418,0.7255200177809815,0.12983781449199527
DOSE__C3__L2p0__S163__O1__STAGE2,C3,2.0,163,1,new_execution,0.6679369969126076,0.638138897040567,0.7275331966566885,0.12563163875686995
