epoch,domain,arm,seed,model,n_cases,n_evaluable,background_dice,rim_dice,cup_dice,macro_fg_dice,evaluable_only_background_dice,evaluable_only_rim_dice,evaluable_only_cup_dice,evaluable_only_macro_fg_dice
20,Drishti_GS,MT_PAS_G0,11,student,25,25,0.9863442848980073,0.642551097044278,0.7392846667452068,0.6909178818947425,0.9863442848980073,0.642551097044278,0.7392846667452068,0.6909178818947425
20,Drishti_GS,MT_PAS_G0,11,ema,25,25,0.9878202762170999,0.6746792589382277,0.7458205168267193,0.7102498878824737,0.9878202762170999,0.6746792589382277,0.7458205168267193,0.7102498878824737
40,Drishti_GS,MT_PAS_G0,11,student,25,25,0.9860778652165468,0.6680813584453269,0.7111819870860627,0.6896316727656946,0.9860778652165468,0.6680813584453269,0.7111819870860627,0.6896316727656946
40,Drishti_GS,MT_PAS_G0,11,ema,25,25,0.9877029886293157,0.657418521121825,0.7436368707322838,0.7005276959270543,0.9877029886293157,0.657418521121825,0.7436368707322838,0.7005276959270543
60,Drishti_GS,MT_PAS_G0,11,student,25,25,0.9877420481608804,0.654264495739137,0.7284619336925405,0.6913632147158388,0.9877420481608804,0.654264495739137,0.7284619336925405,0.6913632147158388
60,Drishti_GS,MT_PAS_G0,11,ema,25,25,0.9873872107144479,0.659208211864225,0.7394985330815419,0.6993533724728835,0.9873872107144479,0.659208211864225,0.7394985330815419,0.6993533724728835
80,Drishti_GS,MT_PAS_G0,11,student,25,25,0.9868138828129278,0.6535594248291453,0.7362183215016135,0.6948888731653795,0.9868138828129278,0.6535594248291453,0.7362183215016135,0.6948888731653795
80,Drishti_GS,MT_PAS_G0,11,ema,25,25,0.9860518252997624,0.653368713754288,0.7381614064835709,0.6957650601189294,0.9860518252997624,0.653368713754288,0.7381614064835709,0.6957650601189294
100,Drishti_GS,MT_PAS_G0,11,student,25,25,0.9840630764052166,0.6387483176747055,0.7345938212775939,0.6866710694761496,0.9840630764052166,0.6387483176747055,0.7345938212775939,0.6866710694761496
100,Drishti_GS,MT_PAS_G0,11,ema,25,25,0.9843233802795877,0.640759600834049,0.7352984674113414,0.6880290341226953,0.9843233802795877,0.640759600834049,0.7352984674113414,0.6880290341226953
20,Drishti_GS,MT_PAS_G1,11,student,25,25,0.9887340528104239,0.7115811925754311,0.5877602577937517,0.6496707251845913,0.9887340528104239,0.7115811925754311,0.5877602577937517,0.6496707251845913
20,Drishti_GS,MT_PAS_G1,11,ema,25,25,0.9885230323835382,0.7207367443152232,0.738845526317932,0.7297911353165777,0.9885230323835382,0.7207367443152232,0.738845526317932,0.7297911353165777
40,Drishti_GS,MT_PAS_G1,11,student,25,25,0.9883786743331313,0.5855269537170114,0.7265336277502964,0.6560302907336538,0.9883786743331313,0.5855269537170114,0.7265336277502964,0.6560302907336538
40,Drishti_GS,MT_PAS_G1,11,ema,25,25,0.9897473606990874,0.7117609095199878,0.7370278738724678,0.7243943916962279,0.9897473606990874,0.7117609095199878,0.7370278738724678,0.7243943916962279
60,Drishti_GS,MT_PAS_G1,11,student,25,25,0.9891962135075754,0.6776335255989665,0.7520182976586091,0.7148259116287876,0.9891962135075754,0.6776335255989665,0.7520182976586091,0.7148259116287876
60,Drishti_GS,MT_PAS_G1,11,ema,25,25,0.9893825698186839,0.6927871186820586,0.7378757427424947,0.7153314307122766,0.9893825698186839,0.6927871186820586,0.7378757427424947,0.7153314307122766
80,Drishti_GS,MT_PAS_G1,11,student,25,25,0.9880255808904909,0.6861604214436902,0.7535710149653103,0.7198657182045003,0.9880255808904909,0.6861604214436902,0.7535710149653103,0.7198657182045003
80,Drishti_GS,MT_PAS_G1,11,ema,25,25,0.9886278528308662,0.6875951223860158,0.7502745955857002,0.718934858985858,0.9886278528308662,0.6875951223860158,0.7502745955857002,0.718934858985858
100,Drishti_GS,MT_PAS_G1,11,student,25,25,0.9883336726705738,0.6925749017788633,0.7541647153390163,0.7233698085589398,0.9883336726705738,0.6925749017788633,0.7541647153390163,0.7233698085589398
100,Drishti_GS,MT_PAS_G1,11,ema,25,25,0.9884639927629663,0.6913527342770134,0.7542651086449118,0.7228089214609625,0.9884639927629663,0.6913527342770134,0.7542651086449118,0.7228089214609625
20,Drishti_GS,SUP_G0,11,student,25,25,0.9863442848980073,0.642551097044278,0.7392846667452068,0.6909178818947425,0.9863442848980073,0.642551097044278,0.7392846667452068,0.6909178818947425
20,Drishti_GS,SUP_G0,11,ema,25,25,0.9878202762170999,0.6746792589382277,0.7458205168267193,0.7102498878824737,0.9878202762170999,0.6746792589382277,0.7458205168267193,0.7102498878824737
40,Drishti_GS,SUP_G0,11,student,25,25,0.9873936278453667,0.6665100795604689,0.7542551965366731,0.7103826380485709,0.9873936278453667,0.6665100795604689,0.7542551965366731,0.7103826380485709
40,Drishti_GS,SUP_G0,11,ema,25,25,0.9890646932525441,0.6667281233082919,0.749939640394264,0.708333881851278,0.9890646932525441,0.6667281233082919,0.749939640394264,0.708333881851278
60,Drishti_GS,SUP_G0,11,student,25,25,0.9877032680358844,0.6488932412672416,0.7360932286363241,0.6924932349517827,0.9877032680358844,0.6488932412672416,0.7360932286363241,0.6924932349517827
60,Drishti_GS,SUP_G0,11,ema,25,25,0.9878063633466675,0.6551853214342498,0.7411634230007738,0.6981743722175118,0.9878063633466675,0.6551853214342498,0.7411634230007738,0.6981743722175118
80,Drishti_GS,SUP_G0,11,student,25,25,0.9866982637124494,0.6600550403126956,0.7330133807864843,0.6965342105495901,0.9866982637124494,0.6600550403126956,0.7330133807864843,0.6965342105495901
80,Drishti_GS,SUP_G0,11,ema,25,25,0.9871295086566368,0.6605756651069364,0.738517513365727,0.6995465892363317,0.9871295086566368,0.6605756651069364,0.738517513365727,0.6995465892363317
100,Drishti_GS,SUP_G0,11,student,25,25,0.985940011420436,0.656034676094526,0.718599875871886,0.687317275983206,0.985940011420436,0.656034676094526,0.718599875871886,0.687317275983206
100,Drishti_GS,SUP_G0,11,ema,25,25,0.9860414135211272,0.6560852999266958,0.7199558376079396,0.6880205687673177,0.9860414135211272,0.6560852999266958,0.7199558376079396,0.6880205687673177
20,Drishti_GS,SUP_G1,11,student,25,25,0.9887340528104239,0.7115811925754311,0.5877602577937517,0.6496707251845913,0.9887340528104239,0.7115811925754311,0.5877602577937517,0.6496707251845913
20,Drishti_GS,SUP_G1,11,ema,25,25,0.9885230323835382,0.7207367443152232,0.738845526317932,0.7297911353165777,0.9885230323835382,0.7207367443152232,0.738845526317932,0.7297911353165777
40,Drishti_GS,SUP_G1,11,student,25,25,0.9883909096532753,0.6416730784003277,0.7157845424562612,0.6787288104282945,0.9883909096532753,0.6416730784003277,0.7157845424562612,0.6787288104282945
40,Drishti_GS,SUP_G1,11,ema,25,25,0.989121147843271,0.6788317139322703,0.7265308814825526,0.7026812977074115,0.989121147843271,0.6788317139322703,0.7265308814825526,0.7026812977074115
60,Drishti_GS,SUP_G1,11,student,25,25,0.9886001259752517,0.6689893685894083,0.750433900049041,0.7097116343192247,0.9886001259752517,0.6689893685894083,0.750433900049041,0.7097116343192247
60,Drishti_GS,SUP_G1,11,ema,25,25,0.9885094492357167,0.6785034858140646,0.7460072084312271,0.7122553471226459,0.9885094492357167,0.6785034858140646,0.7460072084312271,0.7122553471226459
80,Drishti_GS,SUP_G1,11,student,25,25,0.9879007066717197,0.6957113894165134,0.7529764062560846,0.7243438978362992,0.9879007066717197,0.6957113894165134,0.7529764062560846,0.7243438978362992
80,Drishti_GS,SUP_G1,11,ema,25,25,0.9880568369242861,0.6812508803079982,0.7544207749919747,0.7178358276499865,0.9880568369242861,0.6812508803079982,0.7544207749919747,0.7178358276499865
100,Drishti_GS,SUP_G1,11,student,25,25,0.9866362641491523,0.669165596906178,0.7522147190393889,0.7106901579727836,0.9866362641491523,0.669165596906178,0.7522147190393889,0.7106901579727836
100,Drishti_GS,SUP_G1,11,ema,25,25,0.9874196747876662,0.6821542969668691,0.7557413536527763,0.7189478253098227,0.9874196747876662,0.6821542969668691,0.7557413536527763,0.7189478253098227
20,RIM_ONE_r3,MT_CONF_G0,11,student,40,40,0.9877736343937371,0.7135172977244484,0.4255719469936684,0.5695446223590583,0.9877736343937371,0.7135172977244484,0.4255719469936684,0.5695446223590583
20,RIM_ONE_r3,MT_CONF_G0,11,ema,40,40,0.9874657573773277,0.7164716273073612,0.5939143600598699,0.6551929936836155,0.9874657573773277,0.7164716273073612,0.5939143600598699,0.6551929936836155
40,RIM_ONE_r3,MT_CONF_G0,11,student,40,40,0.9895398561960453,0.7542342195739853,0.6402566504831025,0.6972454350285439,0.9895398561960453,0.7542342195739853,0.6402566504831025,0.6972454350285439
40,RIM_ONE_r3,MT_CONF_G0,11,ema,40,40,0.989723061559069,0.749552024954216,0.6355423645204041,0.6925471947373101,0.989723061559069,0.749552024954216,0.6355423645204041,0.6925471947373101
60,RIM_ONE_r3,MT_CONF_G0,11,student,40,40,0.9899397534581482,0.7474791512348004,0.6742117928617481,0.7108454720482743,0.9899397534581482,0.7474791512348004,0.6742117928617481,0.7108454720482743
60,RIM_ONE_r3,MT_CONF_G0,11,ema,40,40,0.9901091038440863,0.7539143988625714,0.6629977696799048,0.7084560842712381,0.9901091038440863,0.7539143988625714,0.6629977696799048,0.7084560842712381
80,RIM_ONE_r3,MT_CONF_G0,11,student,40,40,0.9898989170159943,0.7482695805104285,0.6694551176077628,0.7088623490590956,0.9898989170159943,0.7482695805104285,0.6694551176077628,0.7088623490590956
80,RIM_ONE_r3,MT_CONF_G0,11,ema,40,40,0.9900449929074544,0.7529934713491832,0.6702762722498246,0.7116348717995039,0.9900449929074544,0.7529934713491832,0.6702762722498246,0.7116348717995039
100,RIM_ONE_r3,MT_CONF_G0,11,student,40,40,0.9897788441196012,0.7466548929530805,0.6661677955311749,0.7064113442421277,0.9897788441196012,0.7466548929530805,0.6661677955311749,0.7064113442421277
100,RIM_ONE_r3,MT_CONF_G0,11,ema,40,40,0.9898016755006637,0.7474805050326218,0.6674350126400579,0.7074577588363399,0.9898016755006637,0.7474805050326218,0.6674350126400579,0.7074577588363399
20,RIM_ONE_r3,MT_CONF_G1,11,student,40,40,0.9836984409204781,0.6968576711152639,0.5827919870368938,0.6398248290760788,0.9836984409204781,0.6968576711152639,0.5827919870368938,0.6398248290760788
20,RIM_ONE_r3,MT_CONF_G1,11,ema,40,40,0.9843354332977118,0.6828816373193293,0.5833750138976548,0.6331283256084921,0.9843354332977118,0.6828816373193293,0.5833750138976548,0.6331283256084921
40,RIM_ONE_r3,MT_CONF_G1,11,student,40,40,0.9852660485034794,0.6696328858324319,0.5309267938486837,0.6002798398405578,0.9852660485034794,0.6696328858324319,0.5309267938486837,0.6002798398405578
40,RIM_ONE_r3,MT_CONF_G1,11,ema,40,40,0.9858187684294638,0.6844719497854189,0.5890232623246042,0.6367476060550116,0.9858187684294638,0.6844719497854189,0.5890232623246042,0.6367476060550116
60,RIM_ONE_r3,MT_CONF_G1,11,student,40,40,0.9850646858832761,0.6669610090140212,0.26240327049156426,0.4646821397527928,0.9850646858832761,0.6669610090140212,0.26240327049156426,0.4646821397527928
60,RIM_ONE_r3,MT_CONF_G1,11,ema,40,40,0.9862903098850222,0.70239603719539,0.5487070016608626,0.6255515194281263,0.9862903098850222,0.70239603719539,0.5487070016608626,0.6255515194281263
80,RIM_ONE_r3,MT_CONF_G1,11,student,40,40,0.9861272976362592,0.7153404369376685,0.545966959851054,0.6306536983943613,0.9861272976362592,0.7153404369376685,0.545966959851054,0.6306536983943613
80,RIM_ONE_r3,MT_CONF_G1,11,ema,40,40,0.986779034031478,0.7212142657917312,0.6198196386130905,0.6705169522024107,0.986779034031478,0.7212142657917312,0.6198196386130905,0.6705169522024107
100,RIM_ONE_r3,MT_CONF_G1,11,student,40,40,0.9866159882506433,0.7231654963855514,0.6698164599965789,0.6964909781910651,0.9866159882506433,0.7231654963855514,0.6698164599965789,0.6964909781910651
100,RIM_ONE_r3,MT_CONF_G1,11,ema,40,40,0.9866918537397712,0.7232509789251281,0.6668585393199914,0.6950547591225599,0.9866918537397712,0.7232509789251281,0.6668585393199914,0.6950547591225599
20,RIM_ONE_r3,MT_PAS_G0,11,student,40,40,0.9877736343937371,0.7135172977244484,0.4255719469936684,0.5695446223590583,0.9877736343937371,0.7135172977244484,0.4255719469936684,0.5695446223590583
20,RIM_ONE_r3,MT_PAS_G0,11,ema,40,40,0.9874657573773277,0.7164716273073612,0.5939143600598699,0.6551929936836155,0.9874657573773277,0.7164716273073612,0.5939143600598699,0.6551929936836155
40,RIM_ONE_r3,MT_PAS_G0,11,student,40,40,0.9897987258302952,0.7591495859265912,0.6221447887208746,0.690647187323733,0.9897987258302952,0.7591495859265912,0.6221447887208746,0.690647187323733
40,RIM_ONE_r3,MT_PAS_G0,11,ema,40,40,0.9896497491134312,0.7495296501197644,0.6349126262176087,0.6922211381686866,0.9896497491134312,0.7495296501197644,0.6349126262176087,0.6922211381686866
60,RIM_ONE_r3,MT_PAS_G0,11,student,40,40,0.989300456729362,0.74721460504762,0.6510002650638851,0.6991074350557526,0.989300456729362,0.74721460504762,0.6510002650638851,0.6991074350557526
60,RIM_ONE_r3,MT_PAS_G0,11,ema,40,40,0.9897604503251651,0.7538038062592076,0.6571053876734307,0.7054545969663192,0.9897604503251651,0.7538038062592076,0.6571053876734307,0.7054545969663192
80,RIM_ONE_r3,MT_PAS_G0,11,student,40,40,0.9898775294992308,0.7497789986994406,0.6785270145206012,0.7141530066100209,0.9898775294992308,0.7497789986994406,0.6785270145206012,0.7141530066100209
80,RIM_ONE_r3,MT_PAS_G0,11,ema,40,40,0.989954363663454,0.752714462108865,0.6684520395679203,0.7105832508383927,0.989954363663454,0.752714462108865,0.6684520395679203,0.7105832508383927
100,RIM_ONE_r3,MT_PAS_G0,11,student,40,40,0.9896524855063241,0.7478021826780525,0.6689444326074642,0.7083733076427585,0.9896524855063241,0.7478021826780525,0.6689444326074642,0.7083733076427585
100,RIM_ONE_r3,MT_PAS_G0,11,ema,40,40,0.9896988069130057,0.7484717283142881,0.669920547198925,0.7091961377566066,0.9896988069130057,0.7484717283142881,0.669920547198925,0.7091961377566066
20,RIM_ONE_r3,MT_PAS_G1,11,student,40,40,0.9836984409204781,0.6968576711152639,0.5827919870368938,0.6398248290760788,0.9836984409204781,0.6968576711152639,0.5827919870368938,0.6398248290760788
20,RIM_ONE_r3,MT_PAS_G1,11,ema,40,40,0.9843354332977118,0.6828816373193293,0.5833750138976548,0.6331283256084921,0.9843354332977118,0.6828816373193293,0.5833750138976548,0.6331283256084921
40,RIM_ONE_r3,MT_PAS_G1,11,student,40,40,0.9856132937903567,0.6744865801401765,0.6670858748598738,0.6707862275000251,0.9856132937903567,0.6744865801401765,0.6670858748598738,0.6707862275000251
40,RIM_ONE_r3,MT_PAS_G1,11,ema,40,40,0.9858112052298302,0.7013961583165391,0.5867467942531229,0.6440714762848311,0.9858112052298302,0.7013961583165391,0.5867467942531229,0.6440714762848311
60,RIM_ONE_r3,MT_PAS_G1,11,student,40,40,0.9860691062196342,0.6918445666417555,0.6297666400291527,0.6608056033354541,0.9860691062196342,0.6918445666417555,0.6297666400291527,0.6608056033354541
60,RIM_ONE_r3,MT_PAS_G1,11,ema,40,40,0.9873533519512605,0.7178667517873576,0.6178070774859552,0.6678369146366565,0.9873533519512605,0.7178667517873576,0.6178070774859552,0.6678369146366565
80,RIM_ONE_r3,MT_PAS_G1,11,student,40,40,0.9877940783732821,0.724527944690536,0.5581181287189855,0.6413230367047608,0.9877940783732821,0.724527944690536,0.5581181287189855,0.6413230367047608
80,RIM_ONE_r3,MT_PAS_G1,11,ema,40,40,0.987699046029235,0.7197129136674905,0.6533835561286772,0.6865482348980837,0.987699046029235,0.7197129136674905,0.6533835561286772,0.6865482348980837
100,RIM_ONE_r3,MT_PAS_G1,11,student,40,40,0.9884978631241308,0.7308117767781332,0.6717753564641864,0.7012935666211598,0.9884978631241308,0.7308117767781332,0.6717753564641864,0.7012935666211598
100,RIM_ONE_r3,MT_PAS_G1,11,ema,40,40,0.9885657600304922,0.7305764096443015,0.6752534516093242,0.702914930626813,0.9885657600304922,0.7305764096443015,0.6752534516093242,0.702914930626813
20,RIM_ONE_r3,SUP_G0,11,student,40,40,0.9877736343937371,0.7135172977244484,0.4255719469936684,0.5695446223590583,0.9877736343937371,0.7135172977244484,0.4255719469936684,0.5695446223590583
20,RIM_ONE_r3,SUP_G0,11,ema,40,40,0.9874657573773277,0.7164716273073612,0.5939143600598699,0.6551929936836155,0.9874657573773277,0.7164716273073612,0.5939143600598699,0.6551929936836155
40,RIM_ONE_r3,SUP_G0,11,student,40,40,0.9894958057996275,0.7486254536261711,0.6295374751196695,0.6890814643729202,0.9894958057996275,0.7486254536261711,0.6295374751196695,0.6890814643729202
40,RIM_ONE_r3,SUP_G0,11,ema,40,40,0.9896448815478827,0.7486204447902083,0.6351581025548854,0.6918892736725468,0.9896448815478827,0.7486204447902083,0.6351581025548854,0.6918892736725468
60,RIM_ONE_r3,SUP_G0,11,student,40,40,0.9899722070221081,0.7502578829169584,0.6706235774690625,0.7104407301930105,0.9899722070221081,0.7502578829169584,0.6706235774690625,0.7104407301930105
60,RIM_ONE_r3,SUP_G0,11,ema,40,40,0.9899023303593651,0.752885231347005,0.6556502716942901,0.7042677515206475,0.9899023303593651,0.752885231347005,0.6556502716942901,0.7042677515206475
80,RIM_ONE_r3,SUP_G0,11,student,40,40,0.9898486974224611,0.7448930379153983,0.6592167620071839,0.7020548999612911,0.9898486974224611,0.7448930379153983,0.6592167620071839,0.7020548999612911
80,RIM_ONE_r3,SUP_G0,11,ema,40,40,0.9900578959165914,0.7524566937019042,0.6583157816335965,0.7053862376677504,0.9900578959165914,0.7524566937019042,0.6583157816335965,0.7053862376677504
100,RIM_ONE_r3,SUP_G0,11,student,40,40,0.9898559356442835,0.7479144932615617,0.6616141737785024,0.704764333520032,0.9898559356442835,0.7479144932615617,0.6616141737785024,0.704764333520032
100,RIM_ONE_r3,SUP_G0,11,ema,40,40,0.9898704705648452,0.7482629313622704,0.6619605969551741,0.7051117641587222,0.9898704705648452,0.7482629313622704,0.6619605969551741,0.7051117641587222
20,RIM_ONE_r3,SUP_G1,11,student,40,40,0.9836984409204781,0.6968576711152639,0.5827919870368938,0.6398248290760788,0.9836984409204781,0.6968576711152639,0.5827919870368938,0.6398248290760788
20,RIM_ONE_r3,SUP_G1,11,ema,40,40,0.9843354332977118,0.6828816373193293,0.5833750138976548,0.6331283256084921,0.9843354332977118,0.6828816373193293,0.5833750138976548,0.6331283256084921
40,RIM_ONE_r3,SUP_G1,11,student,40,40,0.9851236070300102,0.6612152113770164,0.6777515053375837,0.6694833583573001,0.9851236070300102,0.6612152113770164,0.6777515053375837,0.6694833583573001
40,RIM_ONE_r3,SUP_G1,11,ema,40,40,0.9859002917699735,0.6934164251971288,0.5959876935669548,0.6447020593820418,0.9859002917699735,0.6934164251971288,0.5959876935669548,0.6447020593820418
60,RIM_ONE_r3,SUP_G1,11,student,40,40,0.9874209728560054,0.7175014062718585,0.4911442822368655,0.604322844254362,0.9874209728560054,0.7175014062718585,0.4911442822368655,0.604322844254362
60,RIM_ONE_r3,SUP_G1,11,ema,40,40,0.9871496022822145,0.7079271328153794,0.6121108828713325,0.660019007843356,0.9871496022822145,0.7079271328153794,0.6121108828713325,0.660019007843356
80,RIM_ONE_r3,SUP_G1,11,student,40,40,0.9879881215224593,0.709497626985335,0.46563853726658844,0.5875680821259617,0.9879881215224593,0.709497626985335,0.46563853726658844,0.5875680821259617
80,RIM_ONE_r3,SUP_G1,11,ema,40,40,0.9877730155568039,0.7218687720566461,0.6756793061228187,0.6987740390897323,0.9877730155568039,0.7218687720566461,0.6756793061228187,0.6987740390897323
100,RIM_ONE_r3,SUP_G1,11,student,40,40,0.9885859021882194,0.7264578538277252,0.6736200383349521,0.7000389460813385,0.9885859021882194,0.7264578538277252,0.6736200383349521,0.7000389460813385
100,RIM_ONE_r3,SUP_G1,11,ema,40,40,0.9885703167271507,0.7236960752592481,0.681378611087412,0.70253734317333,0.9885703167271507,0.7236960752592481,0.681378611087412,0.70253734317333
