arm,Final,Incoming,Old,Forget,Final_paired_seed_SD,Incoming_paired_seed_SD,Old_paired_seed_SD,Forget_paired_seed_SD
F_FULL,0.6001446489097524,0.7180769807011003,0.4822123171184045,0.2026063769916047,0.021018892397414148,0.008664638095723194,0.033499901317032524,0.03644254276258535
F_CONV,0.606878742503775,0.7196766584236701,0.4940808265838801,0.19073786752612917,0.015824867677824567,0.002348003397645524,0.029345024001035575,0.02627301387533794
LR_FREE,0.5963717745162411,0.7083987870802032,0.48434476195227893,0.20047393215773027,0.021970838481683422,0.012185155974433204,0.036742206697511826,0.017647402719232343
LR_RAND,0.5875293619561699,0.7014667088430603,0.47359201506927945,0.21122667904072986,0.03721327650888121,0.018713449292654036,0.05596842162265741,0.03375738040052018
LR_SRC_A,0.5839801042547267,0.708804696613389,0.45915551189606446,0.2256631822139448,0.040014655783878715,0.027615927438687182,0.06215347758943212,0.048398495753286246
LR_SRC_AB,0.5725623394234468,0.6848907074897205,0.46023397135717325,0.22458472275283603,0.005750526919325447,0.013090501636569395,0.019894378184550705,0.029771161764866938
STATIC_SOURCE,0.5516194454745272,0.41842019683904524,0.6848186941100093,0.0,0.022414635382823945,0.023701211463583637,0.022281616771881473,0.0
