arm,baseline,metric,scope,order,seed,delta,sample_SD
LR_SRC_A,F_FULL,Final,seed_order,O1,61,0.02478164144718986,
LR_SRC_A,F_FULL,Final,seed_order,O1,62,-0.015453794659227582,
LR_SRC_A,F_FULL,Final,seed_order,O1,63,-0.08986620627957664,
LR_SRC_A,F_FULL,Final,order_mean,O1,,-0.026846119830538123,0.05816675211580596
LR_SRC_A,F_FULL,Final,seed_order,O2,61,-0.005528527540165307,
LR_SRC_A,F_FULL,Final,seed_order,O2,62,0.005402345414804222,
LR_SRC_A,F_FULL,Final,seed_order,O2,63,-0.01632272631317888,
LR_SRC_A,F_FULL,Final,order_mean,O2,,-0.005482969479513322,0.01086260751611557
LR_SRC_A,F_FULL,Final,seed_order_average,both,61,0.009626556953512277,
LR_SRC_A,F_FULL,Final,seed_order_average,both,62,-0.00502572462221168,
LR_SRC_A,F_FULL,Final,seed_order_average,both,63,-0.05309446629637776,
LR_SRC_A,F_FULL,Final,overall,both,,-0.01616454465502572,0.032810618299125
LR_SRC_A,F_FULL,Incoming,seed_order,O1,61,0.012668357589645796,
LR_SRC_A,F_FULL,Incoming,seed_order,O1,62,0.024546945889468152,
LR_SRC_A,F_FULL,Incoming,seed_order,O1,63,-0.0245537641543081,
LR_SRC_A,F_FULL,Incoming,order_mean,O1,,0.004220513108268616,0.02561726935071142
LR_SRC_A,F_FULL,Incoming,seed_order,O2,61,-0.009903381984261328,
LR_SRC_A,F_FULL,Incoming,seed_order,O2,62,0.005545739314918419,
LR_SRC_A,F_FULL,Incoming,seed_order,O2,63,-0.0639376011817312,
LR_SRC_A,F_FULL,Incoming,order_mean,O2,,-0.02276508128369137,0.03648357347211285
LR_SRC_A,F_FULL,Incoming,seed_order_average,both,61,0.0013824878026922338,
LR_SRC_A,F_FULL,Incoming,seed_order_average,both,62,0.015046342602193286,
LR_SRC_A,F_FULL,Incoming,seed_order_average,both,63,-0.04424568266801965,
LR_SRC_A,F_FULL,Incoming,overall,both,,-0.009272284087711377,0.031048819433084626
LR_SRC_A,F_FULL,Old,seed_order,O1,61,0.03689492530473382,
LR_SRC_A,F_FULL,Old,seed_order,O1,62,-0.05545453520792332,
LR_SRC_A,F_FULL,Old,seed_order,O1,63,-0.15517864840484524,
LR_SRC_A,F_FULL,Old,order_mean,O1,,-0.05791275276934491,0.09606037973366927
LR_SRC_A,F_FULL,Old,seed_order,O2,61,-0.001153673096069452,
LR_SRC_A,F_FULL,Old,seed_order,O2,62,0.0052589515146901356,
LR_SRC_A,F_FULL,Old,seed_order,O2,63,0.03129214855537349,
LR_SRC_A,F_FULL,Old,order_mean,O2,,0.011799142324664724,0.017183230416090798
LR_SRC_A,F_FULL,Old,seed_order_average,both,61,0.017870626104332182,
LR_SRC_A,F_FULL,Old,seed_order_average,both,62,-0.02509779184661659,
LR_SRC_A,F_FULL,Old,seed_order_average,both,63,-0.06194324992473588,
LR_SRC_A,F_FULL,Old,overall,both,,-0.023056805222340094,0.039946062653235526
LR_SRC_A,F_FULL,Forget,seed_order,O1,61,-0.03689492530473382,
LR_SRC_A,F_FULL,Forget,seed_order,O1,62,0.05545453520792332,
LR_SRC_A,F_FULL,Forget,seed_order,O1,63,0.15517864840484524,
LR_SRC_A,F_FULL,Forget,order_mean,O1,,0.05791275276934491,0.09606037973366927
LR_SRC_A,F_FULL,Forget,seed_order,O2,61,0.001153673096069452,
LR_SRC_A,F_FULL,Forget,seed_order,O2,62,-0.0052589515146901356,
LR_SRC_A,F_FULL,Forget,seed_order,O2,63,-0.03129214855537349,
LR_SRC_A,F_FULL,Forget,order_mean,O2,,-0.011799142324664724,0.017183230416090798
LR_SRC_A,F_FULL,Forget,seed_order_average,both,61,-0.017870626104332182,
LR_SRC_A,F_FULL,Forget,seed_order_average,both,62,0.02509779184661659,
