arm,baseline,order,metric,lower_95,upper_95,contains_zero,resampling,replicates,analysis_seed,condition
LR_SRC_A,F_FULL,both,Final,-0.02759634825961092,-0.004353643131150685,False,paired_patient_within_physical_domain,2000,2026091011,fixed trained models and repeatedly exposed development cohort
LR_SRC_A,F_FULL,both,Incoming,-0.02516303425180736,0.007429546949999618,True,paired_patient_within_physical_domain,2000,2026091011,fixed trained models and repeatedly exposed development cohort
LR_SRC_A,F_FULL,both,Old,-0.04230721632204708,-0.002444866150754491,False,paired_patient_within_physical_domain,2000,2026091011,fixed trained models and repeatedly exposed development cohort
LR_SRC_A,F_FULL,both,Forget,0.0024448661507544857,0.042307216322047064,False,paired_patient_within_physical_domain,2000,2026091011,fixed trained models and repeatedly exposed development cohort
LR_SRC_A,F_FULL,O1,Final,-0.046721814104162006,-0.0062000589858475725,False,paired_patient_within_physical_domain,2000,2026091011,fixed trained models and repeatedly exposed development cohort
LR_SRC_A,F_FULL,O1,Incoming,-0.023073386509987363,0.03247960291709913,True,paired_patient_within_physical_domain,2000,2026091011,fixed trained models and repeatedly exposed development cohort
LR_SRC_A,F_FULL,O1,Old,-0.08745106218641881,-0.027317889948014266,False,paired_patient_within_physical_domain,2000,2026091011,fixed trained models and repeatedly exposed development cohort
LR_SRC_A,F_FULL,O1,Forget,0.027317889948014262,0.0874510621864188,False,paired_patient_within_physical_domain,2000,2026091011,fixed trained models and repeatedly exposed development cohort
LR_SRC_A,F_FULL,O2,Final,-0.020338358895529977,0.009033503318473392,True,paired_patient_within_physical_domain,2000,2026091011,fixed trained models and repeatedly exposed development cohort
LR_SRC_A,F_FULL,O2,Incoming,-0.04089297466071778,-0.0043017684494480665,False,paired_patient_within_physical_domain,2000,2026091011,fixed trained models and repeatedly exposed development cohort
LR_SRC_A,F_FULL,O2,Old,-0.011848635118793683,0.035661166313372475,True,paired_patient_within_physical_domain,2000,2026091011,fixed trained models and repeatedly exposed development cohort
LR_SRC_A,F_FULL,O2,Forget,-0.035661166313372475,0.011848635118793673,True,paired_patient_within_physical_domain,2000,2026091011,fixed trained models and repeatedly exposed development cohort
LR_SRC_A,F_CONV,both,Final,-0.03437436025208046,-0.01101288986137009,False,paired_patient_within_physical_domain,2000,2026091011,fixed trained models and repeatedly exposed development cohort
LR_SRC_A,F_CONV,both,Incoming,-0.02567363400343149,0.004304647315295096,True,paired_patient_within_physical_domain,2000,2026091011,fixed trained models and repeatedly exposed development cohort
LR_SRC_A,F_CONV,both,Old,-0.053335138072189286,-0.016384800772063054,False,paired_patient_within_physical_domain,2000,2026091011,fixed trained models and repeatedly exposed development cohort
LR_SRC_A,F_CONV,both,Forget,0.016384800772063043,0.05333513807218927,False,paired_patient_within_physical_domain,2000,2026091011,fixed trained models and repeatedly exposed development cohort
LR_SRC_A,F_CONV,O1,Final,-0.05114397496925139,-0.01588008494453841,False,paired_patient_within_physical_domain,2000,2026091011,fixed trained models and repeatedly exposed development cohort
LR_SRC_A,F_CONV,O1,Incoming,-0.023356194419710284,0.027851926768613446,True,paired_patient_within_physical_domain,2000,2026091011,fixed trained models and repeatedly exposed development cohort
LR_SRC_A,F_CONV,O1,Old,-0.0955517252348561,-0.04095648515750612,False,paired_patient_within_physical_domain,2000,2026091011,fixed trained models and repeatedly exposed development cohort
LR_SRC_A,F_CONV,O1,Forget,0.04095648515750611,0.09555172523485608,False,paired_patient_within_physical_domain,2000,2026091011,fixed trained models and repeatedly exposed development cohort
LR_SRC_A,F_CONV,O2,Final,-0.026294093263083237,0.002129863511333973,True,paired_patient_within_physical_domain,2000,2026091011,fixed trained models and repeatedly exposed development cohort
LR_SRC_A,F_CONV,O2,Incoming,-0.03870797148396502,-0.008277919794743802,False,paired_patient_within_physical_domain,2000,2026091011,fixed trained models and repeatedly exposed development cohort
LR_SRC_A,F_CONV,O2,Old,-0.02467326484791034,0.023102551171121873,True,paired_patient_within_physical_domain,2000,2026091011,fixed trained models and repeatedly exposed development cohort
