seed,transition,layer,partition,class_id,region,cell_count,old_current_cosine,old_current_l2,old_current_normalized_l2,hidden_gt_usage
2,REFUGE->RIM_ONE_r3,dec1,plastic,0,all,783808,0.43336554469892496,6.823247051573855,1.02789841140544,partition_only
2,REFUGE->RIM_ONE_r3,dec1,plastic,1,all,571776,0.6023728674040402,7.851626226879057,0.8206741848807487,partition_only
2,REFUGE->RIM_ONE_r3,dec1,plastic,1,boundary,73042,0.5886441278273544,7.814852309394766,0.8414470003800254,post_hoc_boundary_only
2,REFUGE->RIM_ONE_r3,dec1,plastic,1,interior,498734,0.60438350215245,7.857011766292252,0.8176318845566976,post_hoc_boundary_only
2,REFUGE->RIM_ONE_r3,dec1,plastic,2,all,19232,0.7823797850164518,4.747872184397972,0.5925747147217368,partition_only
2,REFUGE->RIM_ONE_r3,dec1,plastic,2,boundary,2906,0.7290522062770268,5.46104332437535,0.6785069522739523,post_hoc_boundary_only
2,REFUGE->RIM_ONE_r3,dec1,plastic,2,interior,16326,0.791872017175912,4.620928977322348,0.5772789267367422,post_hoc_boundary_only
2,REFUGE->RIM_ONE_r3,dec1,rejected,0,all,85984,0.7490129431783821,5.127002677732921,0.6613284310843806,partition_only
2,REFUGE->RIM_ONE_r3,dec1,rejected,1,all,264480,0.6543540793047915,6.854370131957047,0.7392383037735604,partition_only
2,REFUGE->RIM_ONE_r3,dec1,rejected,1,boundary,45010,0.6276472714179835,7.240918836612697,0.788898219015566,post_hoc_boundary_only
2,REFUGE->RIM_ONE_r3,dec1,rejected,1,interior,219470,0.6598312638650784,6.775094884124254,0.72905379338933,post_hoc_boundary_only
2,REFUGE->RIM_ONE_r3,dec1,rejected,2,all,91392,0.7933007234952697,4.945362582594073,0.5746776169421626,partition_only
2,REFUGE->RIM_ONE_r3,dec1,rejected,2,boundary,11620,0.809480956006994,5.273504654429661,0.5670580977211721,post_hoc_boundary_only
2,REFUGE->RIM_ONE_r3,dec1,rejected,2,interior,79772,0.7909438215442331,4.897563671698716,0.5757875123545464,post_hoc_boundary_only
2,REFUGE->RIM_ONE_r3,dec1,stable,0,all,15932192,0.9712838595906954,1.1201544842354398,0.20119694609505082,partition_only
2,REFUGE->RIM_ONE_r3,dec1,stable,1,all,513632,0.9457477809380062,3.5267647088528364,0.2850432022510158,partition_only
2,REFUGE->RIM_ONE_r3,dec1,stable,1,boundary,74848,0.9253889722363364,3.6649469748273167,0.3455391688548688,post_hoc_boundary_only
2,REFUGE->RIM_ONE_r3,dec1,stable,1,interior,438784,0.9492206039339687,3.503193609355628,0.27472375849720476,post_hoc_boundary_only
2,REFUGE->RIM_ONE_r3,dec1,stable,2,all,316960,0.9091637092909989,4.088632117420179,0.3880679181102308,partition_only
2,REFUGE->RIM_ONE_r3,dec1,stable,2,boundary,40114,0.8956397089340302,3.964098108963672,0.41408668187511294,post_hoc_boundary_only
2,REFUGE->RIM_ONE_r3,dec1,stable,2,interior,276846,0.9111232619088094,4.106676664327821,0.38429789736300823,post_hoc_boundary_only
2,REFUGE->RIM_ONE_r3,dec3,plastic,0,all,48988,0.40259544090357585,5.974322055752174,1.0811617419779462,partition_only
2,REFUGE->RIM_ONE_r3,dec3,plastic,1,all,35736,0.8167925702930431,9.042360666589714,0.5790305409838162,partition_only
2,REFUGE->RIM_ONE_r3,dec3,plastic,1,boundary,4562,0.8267134382556479,8.922662316054328,0.5619795923429537,post_hoc_boundary_only
2,REFUGE->RIM_ONE_r3,dec3,plastic,1,interior,31174,0.8153407524599827,9.059877215137213,0.5815257863373725,post_hoc_boundary_only
2,REFUGE->RIM_ONE_r3,dec3,plastic,2,all,1202,0.8955120279665993,9.755104007816156,0.44930912641042875,partition_only
2,REFUGE->RIM_ONE_r3,dec3,plastic,2,boundary,196,0.9026727718966348,9.866453997942866,0.43506727960644936,post_hoc_boundary_only
2,REFUGE->RIM_ONE_r3,dec3,plastic,2,interior,1006,0.8941168775615351,9.733409390534844,0.45208387393837657,post_hoc_boundary_only
2,REFUGE->RIM_ONE_r3,dec3,rejected,0,all,5374,0.598124042336365,6.444934499986916,0.8864071260032753,partition_only
2,REFUGE->RIM_ONE_r3,dec3,rejected,1,all,16530,0.8145813542139292,9.094790869111085,0.5710077635389491,partition_only
2,REFUGE->RIM_ONE_r3,dec3,rejected,1,boundary,2862,0.796085466962024,9.256007846962897,0.5943317240055919,post_hoc_boundary_only
2,REFUGE->RIM_ONE_r3,dec3,rejected,1,interior,13668,0.8184542902945635,9.061033191407393,0.5661238619274377,post_hoc_boundary_only
2,REFUGE->RIM_ONE_r3,dec3,rejected,2,all,5712,0.8608207141651827,10.939465584207316,0.5040769637131891,partition_only
2,REFUGE->RIM_ONE_r3,dec3,rejected,2,boundary,766,0.8953831700058581,12.131240117643271,0.45026789881853146,post_hoc_boundary_only
2,REFUGE->RIM_ONE_r3,dec3,rejected,2,interior,4946,0.8554679054602697,10.75489246261973,0.5124104935969604,post_hoc_boundary_only
2,REFUGE->RIM_ONE_r3,dec3,stable,0,all,995762,0.6372257502294725,2.2646547631361713,0.8440870298951958,partition_only
2,REFUGE->RIM_ONE_r3,dec3,stable,1,all,32102,0.7564126251716939,7.250237858768535,0.6818456979534959,partition_only
2,REFUGE->RIM_ONE_r3,dec3,stable,1,boundary,4710,0.7232956046005217,7.188440122827097,0.7254282487678932,post_hoc_boundary_only
