protocol_id,seed,transition,update_batch,variant,relation_form,fixed_relation_scale,relation_loss,relation_gradient_norm,relation_gradient_norm_ratio_to_x0,cos_relation_with_sup,cos_relation_with_assim,sup_gradient_norm,assim_gradient_norm,total_gradient_norm,b0_r0_loss_abs_error,old_model_gradient_nonnull,optimizer_step_called,all_finite,hidden_gt_usage
bprcseg_x1_exploratory,2,REFUGE->RIM_ONE_r3,0,X0,categorical_pixel_mean,1.0,0.008674604818224907,0.1412057876586914,1.0,-0.4894590675830841,0.32418328523635864,0.40912291407585144,0.23792782425880432,0.3662495017051697,0.0,0,False,True,none
bprcseg_x1_exploratory,2,REFUGE->RIM_ONE_r3,0,X1,top2_pairwise_class_balanced_div_num_classes,0.3333333333333333,0.008285142481327057,0.2832370698451996,2.0058460389018338,-0.07325582206249237,-0.37029239535331726,0.40912291407585144,0.23792782425880432,0.4028734862804413,0.0,0,False,True,none
bprcseg_x1_exploratory,2,REFUGE->RIM_ONE_r3,1,X0,categorical_pixel_mean,1.0,0.010296196676790714,0.23053573071956635,1.0,0.1997591108083725,-0.08168482780456543,0.34570538997650146,1.4411078691482544,1.4018545150756836,9.313225746154785e-10,0,False,True,none
bprcseg_x1_exploratory,2,REFUGE->RIM_ONE_r3,1,X1,top2_pairwise_class_balanced_div_num_classes,0.3333333333333333,0.010337899439036846,0.40304458141326904,1.748295503500713,0.04809406399726868,0.46135666966438293,0.34570538997650146,1.4411078691482544,1.6267203092575073,9.313225746154785e-10,0,False,True,none
bprcseg_x1_exploratory,2,REFUGE->RIM_ONE_r3,2,X0,categorical_pixel_mean,1.0,0.00873619131743908,0.2471446394920349,1.0,-0.5024861097335815,-0.5221604704856873,0.5206117630004883,0.44799280166625977,0.6433818936347961,9.313225746154785e-10,0,False,True,none
bprcseg_x1_exploratory,2,REFUGE->RIM_ONE_r3,2,X1,top2_pairwise_class_balanced_div_num_classes,0.3333333333333333,0.00981361698359251,0.49530795216560364,2.004121769274978,-0.45430290699005127,-0.45975935459136963,0.5206117630004883,0.44799280166625977,0.636223554611206,9.313225746154785e-10,0,False,True,none
bprcseg_x1_exploratory,2,REFUGE->RIM_ONE_r3,3,X0,categorical_pixel_mean,1.0,0.0074373395182192326,0.15186725556850433,1.0,0.5677042603492737,-0.5730860233306885,0.7910531759262085,0.5380769371986389,0.5587551593780518,0.0,0,False,True,none
bprcseg_x1_exploratory,2,REFUGE->RIM_ONE_r3,3,X1,top2_pairwise_class_balanced_div_num_classes,0.3333333333333333,0.009254798293113708,0.2849007844924927,1.8759855995684305,0.3995588421821594,-0.49261224269866943,0.7910531759262085,0.5380769371986389,0.5971992611885071,0.0,0,False,True,none
bprcseg_x1_exploratory,2,REFUGE->RIM_ONE_r3,4,X0,categorical_pixel_mean,1.0,0.009628050960600376,0.17649045586585999,1.0,0.02097328007221222,0.12273180484771729,0.5870376825332642,0.49939003586769104,0.8942210674285889,9.313225746154785e-10,0,False,True,none
bprcseg_x1_exploratory,2,REFUGE->RIM_ONE_r3,4,X1,top2_pairwise_class_balanced_div_num_classes,0.3333333333333333,0.010677575133740902,0.22369839251041412,1.2674815270488853,0.10202288627624512,0.022014064714312553,0.5870376825332642,0.49939003586769104,0.9078843593597412,9.313225746154785e-10,0,False,True,none
