protocol_id,seed,transition,update_batch,variant,class_id,region,margin_agreement_before,margin_agreement_after,margin_agreement_delta,margin_abs_error_after,metric_function,hidden_gt_usage
bprcseg_x1_exploratory,2,REFUGE->RIM_ONE_r3,0,X0,0,all,0.9858688770736153,0.9858411968791803,-2.768019443499803e-05,0.01415880312081974,scripts.audit_tarc_relation_fidelity._margin,post_hoc_visible_previous_val_only
bprcseg_x1_exploratory,2,REFUGE->RIM_ONE_r3,0,X0,0,boundary,0.7900103838259293,0.7898718551638907,-0.00013852866203856173,0.2101281448361093,scripts.audit_tarc_relation_fidelity._margin,post_hoc_visible_previous_val_only
bprcseg_x1_exploratory,2,REFUGE->RIM_ONE_r3,0,X0,0,interior,0.9895561858344788,0.9895306120668278,-2.557376765099928e-05,0.010469387933172203,scripts.audit_tarc_relation_fidelity._margin,post_hoc_visible_previous_val_only
bprcseg_x1_exploratory,2,REFUGE->RIM_ONE_r3,0,X0,1,all,0.7421564007558914,0.7415460094213583,-0.0006103913345331113,0.2584539905786417,scripts.audit_tarc_relation_fidelity._margin,post_hoc_visible_previous_val_only
bprcseg_x1_exploratory,2,REFUGE->RIM_ONE_r3,0,X0,1,boundary,0.6965889292883222,0.6960554066526154,-0.000533522635706718,0.30394459334738455,scripts.audit_tarc_relation_fidelity._margin,post_hoc_visible_previous_val_only
bprcseg_x1_exploratory,2,REFUGE->RIM_ONE_r3,0,X0,1,interior,0.7606998472456371,0.7600581859629717,-0.0006416612826654067,0.2399418140370283,scripts.audit_tarc_relation_fidelity._margin,post_hoc_visible_previous_val_only
bprcseg_x1_exploratory,2,REFUGE->RIM_ONE_r3,0,X0,2,all,0.8096246803024836,0.8091991534634784,-0.00042552683900520805,0.19080084653652163,scripts.audit_tarc_relation_fidelity._margin,post_hoc_visible_previous_val_only
bprcseg_x1_exploratory,2,REFUGE->RIM_ONE_r3,0,X0,2,boundary,0.7189722916832857,0.7182579264287557,-0.0007143652545299473,0.28174207357124426,scripts.audit_tarc_relation_fidelity._margin,post_hoc_visible_previous_val_only
bprcseg_x1_exploratory,2,REFUGE->RIM_ONE_r3,0,X0,2,interior,0.83876587570492,0.83843320021625,-0.00033267548866999785,0.16156679978375,scripts.audit_tarc_relation_fidelity._margin,post_hoc_visible_previous_val_only
bprcseg_x1_exploratory,2,REFUGE->RIM_ONE_r3,0,X1,0,all,0.9858688770736153,0.9858217103217457,-4.716675186955399e-05,0.014178289678254297,scripts.audit_tarc_relation_fidelity._margin,post_hoc_visible_previous_val_only
bprcseg_x1_exploratory,2,REFUGE->RIM_ONE_r3,0,X1,0,boundary,0.7900103838259293,0.7892094540709753,-0.0008009297549539385,0.2107905459290247,scripts.audit_tarc_relation_fidelity._margin,post_hoc_visible_previous_val_only
bprcseg_x1_exploratory,2,REFUGE->RIM_ONE_r3,0,X1,0,interior,0.9895561858344788,0.9895232175640728,-3.296827040599748e-05,0.010476782435927201,scripts.audit_tarc_relation_fidelity._margin,post_hoc_visible_previous_val_only
bprcseg_x1_exploratory,2,REFUGE->RIM_ONE_r3,0,X1,1,all,0.7421564007558914,0.7425663609297684,0.0004099601738769554,0.25743363907023165,scripts.audit_tarc_relation_fidelity._margin,post_hoc_visible_previous_val_only
bprcseg_x1_exploratory,2,REFUGE->RIM_ONE_r3,0,X1,1,boundary,0.6965889292883222,0.6958665474472969,-0.0007223818410252436,0.3041334525527031,scripts.audit_tarc_relation_fidelity._margin,post_hoc_visible_previous_val_only
