step,full_objective,full_support_error,AA_conditional_term,AA_weighted_term,support_constant_term,regularization,W_frobenius_norm,b_norm,minimum_raw_output_norm,finite,gradient_finite,gradient_evaluated
0,0.03428930159471734,0.03428930159471734,0.03428930159471734,0.03428930159471734,0.0,0.0,0.0,0.0,0.9999999999999998,True,True,False
1,0.03339262753685703,0.03339260033957184,0.03339260033957184,0.03339260033957184,0.0,2.719728519321966e-08,0.01599915288201299,0.0039999948737682285,0.9956827109035371,True,True,True
2,0.03260561326942205,0.032605516527527176,0.032605516527527176,0.032605516527527176,0.0,9.674189487498169e-08,0.030135370428796642,0.007699246578011755,0.9919856297771219,True,True,True
3,0.031921089399465814,0.031920881183885724,0.031920881183885724,0.031920881183885724,0.0,2.082155800901339e-07,0.04421045890603294,0.011295624118184515,0.9886601529268678,True,True,True
4,0.03133074083877989,0.03133038385880073,0.03133038385880073,0.03133038385880073,0.0,3.569799791625542e-07,0.05789006494247866,0.0147831042944689,0.9857822665136081,True,True,True
5,0.030820112330779185,0.030819575751120775,0.030819575751120775,0.030819575751120775,0.0,5.365796584104152e-07,0.07097447071826472,0.018122391960399026,0.9833662535452231,True,True,True
6,0.030373439131764716,0.03037269803162344,0.03037269803162344,0.03037269803162344,0.0,7.411001412744061e-07,0.08341658260758257,0.021276164100147668,0.9814013233465387,True,True,True
7,0.029977121064106164,0.029976154957801107,0.029976154957801107,0.029976154957801107,0.0,9.66106305056376e-07,0.09525877861664611,0.02422453605393852,0.9798724300841339,True,True,True
8,0.02962019916058535,0.02961899081694331,0.02961899081694331,0.02961899081694331,0.0,1.2083436420421635e-06,0.10656704211094686,0.02696111934147602,0.9787619230953712,True,True,True
9,0.029294019705940057,0.029292554226160082,0.029292554226160082,0.029292554226160082,0.0,1.465479779973569e-06,0.11741036871022519,0.029489033878115852,0.9780464953229085,True,True,True
10,0.028992080163361616,0.028990344061411363,0.028990344061411363,0.028990344061411363,0.0,1.7361019502519966e-06,0.12786162998763226,0.03181859644022331,0.9776965104556283,True,True,True
11,0.028709839416088526,0.028707819821087843,0.028707819821087843,0.028707819821087843,0.0,2.0195950006842796e-06,0.13799402514117134,0.033964673297126845,0.9776771545847047,True,True,True
12,0.02844391827286152,0.02844160251643617,0.02844160251643617,0.02844160251643617,0.0,2.3157564253504075e-06,0.14787045312256583,0.03594291789533973,0.9779498427676295,True,True,True
13,0.02819137529420476,0.02818875084787704,0.02818875084787704,0.02818875084787704,0.0,2.6244463277181737e-06,0.15753722265677464,0.03776885959056143,0.9784737720786545,True,True,True
14,0.027949567482283427,0.02794662201341387,0.02794662201341387,0.02794662201341387,0.0,2.9454688695549866e-06,0.16702581592581206,0.039459669408987826,0.9792078036730842,True,True,True
15,0.027716430847496233,0.027713152223402506,0.027713152223402506,0.027713152223402506,0.0,3.2786240937259884e-06,0.17635855880053697,0.04103534665452969,0.9801122374204034,True,True,True
16,0.02749057690913331,0.027486953192894743,0.027486953192894743,0.027486953192894743,0.0,3.623716238567087e-06,0.18555165028264117,0.04251761356260828,0.9811494775746483,True,True,True
17,0.02727100556509019,0.027267025085321667,0.027267025085321667,0.027267025085321667,0.0,3.980479768522839e-06,0.1946154786991056,0.04392736204174299,0.9817208210012811,True,True,True
18,0.027056840451168556,0.027052491888740093,0.027052491888740093,0.027052491888740093,0.0,4.348562428462884e-06,0.20355620933565088,0.04528237985717531,0.9817031083065283,True,True,True
19,0.02684740056545819,0.026842672927415392,0.026842672927415392,0.026842672927415392,0.0,4.7276380427969775e-06,0.21237973699396562,0.04659643486731323,0.9814197954070354,True,True,True
20,0.02664247473689647,0.026637357168056805,0.026637357168056805,0.026637357168056805,0.0,5.1175688396638876e-06,0.22109552697656934,0.047879602625669065,0.9809264845281113,True,True,True
21,0.026442389149629646,0.026436870689479086,0.026436870689479086,0.026436870689479086,0.0,5.518460150560705e-06,0.22971719575917016,0.04913869634158138,0.9802209780021851,True,True,True
22,0.026247731961495335,0.02624180140667976,0.02624180140667976,0.02624180140667976,0.0,5.93055481557299e-06,0.23825968731638802,0.05037727221304169,0.9793129607778961,True,True,True
23,0.026059007376498987,0.026052653312078268,0.026052653312078268,0.026052653312078268,0.0,6.354064420717187e-06,0.24673571049093396,0.05159586587805164,0.9782212375804191,True,True,True
24,0.025876509203700184,0.025869720144090766,0.025869720144090766,0.025869720144090766,0.0,6.789059609416731e-06,0.25515383956578547,0.05279312691065675,0.976971180819855,True,True,True
25,0.025700401868194993,0.025693166418298972,0.025693166418298972,0.025693166418298972,0.0,7.235449896021397e-06,0.26351851264451476,0.05396751294840899,0.9755927122314972,True,True,True
26,0.025530765817127297,0.025523072825438153,0.025523072825438153,0.025523072825438153,0.0,7.692991689145377e-06,0.27183059669625037,0.0551184505516462,0.97411865934467,True,True,True
27,0.025367508330526343,0.025359347043558897,0.025359347043558897,0.025359347043558897,0.0,8.16128696744729e-06,0.280087851629188,0.05624646694876818,0.972583209199227,True,True,True
28,0.025210287281141632,0.025201647474745723,0.025201647474745723,0.025201647474745723,0.0,8.639806395909745e-06,0.288285833374102,0.05735278750764383,0.9710203798898059,True,True,True
29,0.025058591718951095,0.025049463750981917,0.025049463750981917,0.025049463750981917,0.0,9.127967969177522e-06,0.29641957926067053,0.058438965790834,0.9694625610896918,True,True,True
30,0.02491192164498185,0.024902296409194544,0.024902296409194544,0.024902296409194544,0.0,9.625235787307066e-06,0.30448533858341725,0.059506608547390726,0.9679390987780253,True,True,True
31,0.02476989507620107,0.024759763905221843,0.024759763905221843,0.024759763905221843,0.0,1.0131170979226874e-05,0.31248127888921573,0.060557081634016414,0.966474902767563,True,True,True
32,0.024632227704102668,0.02462158228966345,0.02462158228966345,0.02462158228966345,0.0,1.0645414439218594e-05,0.32040701469156113,0.06159130887249984,0.9650892367194905,True,True,True
33,0.024498682599059025,0.02448751495868516,0.02448751495868516,0.02448751495868516,0.0,1.1167640373865432e-05,0.3282627092254315,0.06260988317058312,0.9637949427666237,True,True,True
34,0.024369074451275397,0.02435737693044194,0.02435737693044194,0.02435737693044194,0.0,1.1697520833458195e-05,0.3360483946379761,0.06361355827039597,0.9625982540307039,True,True,True
35,0.02424329232007661,0.024231057618174887,0.024231057618174887,0.024231057618174887,0.0,1.2234701901724117e-05,0.34376351495672575,0.06460390701682177,0.9614991721861201,True,True,True
36,0.024121272159800106,0.02410849338020893,0.02410849338020893,0.02410849338020893,0.0,1.27787795911777e-05,0.35140655689985567,0.06558374554388806,0.9604922804569263,True,True,True
37,0.02400293726137178,0.023989607975566027,0.023989607975566027,0.023989607975566027,0.0,1.3329285805752079e-05,0.35897495096519627,0.06655706301404625,0.9595678862950471,True,True,True
38,0.0238881750098802,0.02387428930839163,0.02387428930839163,0.02387428930839163,0.0,1.3885701488567782e-05,0.3664654369305617,0.06752850080499583,0.958713417709292,True,True,True
39,0.023776861272171115,0.023762413780318247,0.023762413780318247,0.023762413780318247,0.0,1.4447491852868925e-05,0.3738747377204705,0.0685025475667778,0.9579149208882501,True,True,True
40,0.023668880175017847,0.02365386603418162,0.02365386603418162,0.02365386603418162,0.0,1.5014140836227094e-05,0.38120017590331096,0.06948261835564143,0.9571584394311751,True,True,True
41,0.023564115106751812,0.023548529935801393,0.023548529935801393,0.023548529935801393,0.0,1.5585170950419277e-05,0.3884400179465038,0.07047029134261172,0.9564311309753313,True,True,True
