step,full_objective,full_support_error,AA_conditional_term,AA_weighted_term,support_constant_term,regularization,W_frobenius_norm,b_norm,minimum_raw_output_norm,finite,gradient_finite,gradient_evaluated
31,3.5378545267725214e-07,3.5337778296377193e-07,3.5337778296377193e-07,3.5337778296377193e-07,0.0,4.0766971348018257e-10,0.0019633377715959003,0.0004711708070611656,0.9995644245518039,True,True,True
32,3.9276754945660157e-07,3.9239316962912783e-07,3.9239316962912783e-07,3.9239316962912783e-07,0.0,3.7437982747376127e-10,0.0018691041283845063,0.0005002479705042366,0.9995823665639102,True,True,True
33,3.133116800692391e-07,3.12975456928427e-07,3.12975456928427e-07,3.12975456928427e-07,0.0,3.362231408121298e-10,0.0017669858230572066,0.0004898903032681334,0.9994842354223389,True,True,True
34,2.2060791833442296e-07,2.2029818642758416e-07,2.2029818642758416e-07,2.2029818642758416e-07,0.0,3.0973190683880165e-10,0.0017013765084552045,0.00045015224631761474,0.9995752865216674,True,True,True
35,2.109828876372511e-07,2.106930886325059e-07,2.106930886325059e-07,2.106930886325059e-07,0.0,2.897990047451874e-10,0.0016506022473113946,0.00041653603520277506,0.9995952444163085,True,True,True
36,2.3270178638567925e-07,2.3244095392469814e-07,2.3244095392469814e-07,2.3244095392469814e-07,0.0,2.608324609811078e-10,0.0015605210588002165,0.0004160512406568801,0.9995048828810222,True,True,True
37,2.2132711018949076e-07,2.2109327587993816e-07,2.2109327587993816e-07,2.2109327587993816e-07,0.0,2.3383430955259e-10,0.0014675493976905496,0.00042969973337669777,0.9994447753722003,True,True,True
38,1.8891216961626943e-07,1.8869412042596683e-07,1.8869412042596683e-07,1.8869412042596683e-07,0.0,2.1804919030260813e-10,0.0014123128589152007,0.00043111981115329627,0.9994985717488389,True,True,True
39,1.2734686703204914e-07,1.2715264171540712e-07,1.2715264171540712e-07,1.2715264171540712e-07,0.0,1.9422531664201207e-10,0.0013305379223634095,0.000414634783361192,0.9997061618023753,True,True,True
40,1.2306715476283724e-07,1.2288649664282173e-07,1.2288649664282173e-07,1.2288649664282173e-07,0.0,1.8065812001552603e-10,0.0012797469277235683,0.00041088806399961056,0.9997504657749345,True,True,True
41,1.694864912164942e-07,1.693059834141392e-07,1.693059834141392e-07,1.693059834141392e-07,0.0,1.805078023550156e-10,0.001276054235229422,0.0004204326489501148,0.9997138810135796,True,True,True
42,1.3149849665308162e-07,1.3133618965741965e-07,1.3133618965741965e-07,1.3133618965741965e-07,0.0,1.6230699566196944e-10,0.0012072324749134455,0.0004070131547432478,0.9997906676554256,True,True,True
43,7.518621290743566e-08,7.504007678200607e-08,7.504007678200607e-08,7.504007678200607e-08,0.0,1.4613612542959075e-10,0.0011446743849285509,0.0003886924321161283,0.9997912741878986,True,True,True
44,9.970172061754106e-08,9.954999403796977e-08,9.954999403796977e-08,9.954999403796977e-08,0.0,1.5172657957129092e-10,0.001166869220258843,0.000394565607377821,0.9996759172087306,True,True,True
45,1.0599006772128796e-07,1.0584697630817812e-07,1.0584697630817812e-07,1.0584697630817812e-07,0.0,1.4309141310983855e-10,0.0011310585137411773,0.0003893851173221505,0.9996235768452797,True,True,True
46,7.544278127313184e-08,7.532720933906413e-08,7.532720933906413e-08,7.532720933906413e-08,0.0,1.1557193406771916e-10,0.0010097382452060432,0.00036898240723022633,0.9996295939990196,True,True,True
47,6.859955850785373e-08,6.849868381935223e-08,6.849868381935223e-08,6.849868381935223e-08,0.0,1.008746885015055e-10,0.0009374992458685384,0.0003603360223610414,0.9996954663521509,True,True,True
48,6.563937801759657e-08,6.553522772799405e-08,6.553522772799405e-08,6.553522772799405e-08,0.0,1.0415028960252343e-10,0.0009563190218984618,0.000356310011619662,0.9997317097755147,True,True,True
49,5.469986699817079e-08,5.4592941994918927e-08,5.4592941994918927e-08,5.4592941994918927e-08,0.0,1.0692500325185846e-10,0.0009726777402273462,0.00035092455910752066,0.9997468290906616,True,True,True
50,5.8603901088456086e-08,5.850218107275899e-08,5.850218107275899e-08,5.850218107275899e-08,0.0,1.017200156970947e-10,0.00094671016297647,0.00034776432290850736,0.9998161412338967,True,True,True
51,5.9326136448558164e-08,5.923460571418586e-08,5.923460571418586e-08,5.923460571418586e-08,0.0,9.153073437230358e-11,0.0008932162108514855,0.00034274209603599946,0.999820936508739,True,True,True
52,3.309421433237301e-08,3.301242976019121e-08,3.301242976019121e-08,3.301242976019121e-08,0.0,8.178457218179736e-11,0.000839112058945192,0.00033724868324536784,0.9998503843192629,True,True,True
53,3.014526789786219e-08,3.005910562925776e-08,3.005910562925776e-08,3.005910562925776e-08,0.0,8.616226860443003e-11,0.0008643304220821526,0.00033846064395670606,0.999848775907357,True,True,True
54,5.074532496809973e-08,5.06566294983257e-08,5.06566294983257e-08,5.06566294983257e-08,0.0,8.86954697740297e-11,0.000878693156623892,0.0003388997406942614,0.9997857784928228,True,True,True
55,3.9966915126959716e-08,3.989787723967468e-08,3.989787723967468e-08,3.989787723967468e-08,0.0,6.903788728504178e-11,0.0007619085883618455,0.00033147273768875397,0.9997664586197167,True,True,True
56,1.4257588638597365e-08,1.4206361823728646e-08,1.4206361823728646e-08,1.4206361823728646e-08,0.0,5.1226814868717425e-11,0.000640996046457563,0.00031842144574910185,0.9998093391346978,True,True,True
57,2.3331432312573373e-08,2.327209769098352e-08,2.327209769098352e-08,2.327209769098352e-08,0.0,5.933462158985233e-11,0.0007069272853921233,0.0003059412183192168,0.9998238502147475,True,True,True
58,3.632182123397747e-08,3.625307608207508e-08,3.625307608207508e-08,3.625307608207508e-08,0.0,6.874515190238857e-11,0.0007748619334071391,0.00029502627540684587,0.9998501377697193,True,True,True
59,2.3025410451051904e-08,2.296758542116102e-08,2.296758542116102e-08,2.296758542116102e-08,0.0,5.7825029890884016e-11,0.0007028748707813833,0.00029020202434320425,0.999874121028842,True,True,True
60,1.31779353621787e-08,1.3134027008710955e-08,1.3134027008710955e-08,1.3134027008710955e-08,0.0,4.3908353467743823e-11,0.0005907871455018556,0.00030009012544102067,0.9998519587428969,True,True,True
61,1.6669289434591348e-08,1.6626642145662e-08,1.6626642145662e-08,1.6626642145662e-08,0.0,4.2647288929348444e-11,0.0005741648578597796,0.0003111392056497277,0.9998386286249032,True,True,True
62,2.037008321626326e-08,2.0321539742337637e-08,2.0321539742337637e-08,2.0321539742337637e-08,0.0,4.854347392562285e-11,0.0006285111547913542,0.0003006800085789988,0.9998470034982054,True,True,True
63,1.7217160426302867e-08,1.716884207002018e-08,1.716884207002018e-08,1.716884207002018e-08,0.0,4.8318356282688285e-11,0.0006385250083063936,0.0002747169026365194,0.9998713702275089,True,True,True
64,9.44535359146348e-09,9.4043957730495e-09,9.4043957730495e-09,9.4043957730495e-09,0.0,4.095781841397967e-11,0.0005844775328853282,0.0002606994393781404,0.9999148915619757,True,True,True
65,9.360635391495523e-09,9.323432365497889e-09,9.323432365497889e-09,9.323432365497889e-09,0.0,3.720302599763353e-11,0.0005462071067414962,0.00027145544113430273,0.9999028915101849,True,True,True
66,1.5092327371550058e-08,1.5055303083529557e-08,1.5055303083529557e-08,1.5055303083529557e-08,0.0,3.702428802049963e-11,0.0005361053684541212,0.00028780881522230537,0.9998794663904047,True,True,True
67,1.2557246922913287e-08,1.2523171177173743e-08,1.2523171177173743e-08,1.2523171177173743e-08,0.0,3.4075745739544225e-11,0.0005095683359957365,0.00028477634793988506,0.9998679570500495,True,True,True
68,4.415811767086252e-09,4.385281292524193e-09,4.385281292524193e-09,4.385281292524193e-09,0.0,3.053047456205944e-11,0.0004856728619908479,0.0002634893104970545,0.9999175359128726,True,True,True
69,7.348655443964656e-09,7.315030260087764e-09,7.315030260087764e-09,7.315030260087764e-09,0.0,3.36251838768915e-11,0.0005243782211515429,0.00024754660157404423,0.9999170859438687,True,True,True
70,1.0785279925855017e-08,1.0748694817209937e-08,1.0748694817209937e-08,1.0748694817209937e-08,0.0,3.6585108645079566e-11,0.000551596078851842,0.0002481790729414312,0.9998822311854516,True,True,True
71,5.928193947597095e-09,5.896799265109853e-09,5.896799265109853e-09,5.896799265109853e-09,0.0,3.1394682487241533e-11,0.0004981011540773999,0.000256597087238296,0.9998638968227209,True,True,True
72,4.862828017125035e-09,4.837415990674357e-09,4.837415990674357e-09,4.837415990674357e-09,0.0,2.5412026450678402e-11,0.00043180380564585556,0.00026012638838945244,0.9998845803846189,True,True,True
73,5.992975441211975e-09,5.96816126220809e-09,5.96816126220809e-09,5.96816126220809e-09,0.0,2.481417900388517e-11,0.0004296257365054121,0.00025211806077913944,0.9999036595865733,True,True,True
74,5.013820566900576e-09,4.986556892034884e-09,4.986556892034884e-09,4.986556892034884e-09,0.0,2.7263674865692668e-11,0.00046424084996629606,0.00023899201216672004,0.999919335795175,True,True,True
75,4.647948337274848e-09,4.620633375192673e-09,4.620633375192673e-09,4.620633375192673e-09,0.0,2.7314962082174467e-11,0.0004683096183436563,0.0002320252619620622,0.9999055736233511,True,True,True
76,3.926141488980128e-09,3.902078899875204e-09,3.902078899875204e-09,3.902078899875204e-09,0.0,2.4062589104923583e-11,0.0004319390581072011,0.00023249632498321298,0.999907974573846,True,True,True
77,3.771444364373082e-09,3.74947037348858e-09,3.74947037348858e-09,3.74947037348858e-09,0.0,2.1973990884502015e-11,0.0004051029259953859,0.0002358633676410922,0.9999163315688975,True,True,True
78,3.191831066296473e-09,3.1699817960027022e-09,3.1699817960027022e-09,3.1699817960027022e-09,0.0,2.184927029377098e-11,0.00040339798237637724,0.00023614142108570834,0.9999151087174779,True,True,True
79,3.0330487674945176e-09,3.0110105174463183e-09,3.0110105174463183e-09,3.0110105174463183e-09,0.0,2.2038250048199517e-11,0.00040961302236088677,0.00022934618460827906,0.9999174099653197,True,True,True
80,3.0142100187668604e-09,2.992320726910797e-09,2.992320726910797e-09,2.992320726910797e-09,0.0,2.1889291856063494e-11,0.0004136865509363405,0.00021853227710118582,0.999918816096061,True,True,True
81,2.281243420606039e-09,2.260206838654083e-09,2.260206838654083e-09,2.260206838654083e-09,0.0,2.1036581951956375e-11,0.000405630723279856,0.00021407834045279926,0.9999294394368866,True,True,True
82,2.0916428788843344e-09,2.072463833799592e-09,2.072463833799592e-09,2.072463833799592e-09,0.0,1.917904508474236e-11,0.0003797764767407417,0.0002180831918369971,0.9999270768262618,True,True,True
83,2.4710408809426442e-09,2.453682908691102e-09,2.453682908691102e-09,2.453682908691102e-09,0.0,1.735797225154201e-11,0.00035382983552724803,0.00021996401979910423,0.9999238412583652,True,True,True
84,1.8551051860079322e-09,1.8381654291082292e-09,1.8381654291082292e-09,1.8381654291082292e-09,0.0,1.6939756899703036e-11,0.00035234680151171536,0.00021271882958848334,0.9999172679581395,True,True,True
85,1.0680482334874671e-09,1.0500904178915425e-09,1.0500904178915425e-09,1.0500904178915425e-09,0.0,1.7957815595924644e-11,0.00037265885430062216,0.00020175116919263217,0.9999315225262753,True,True,True
86,1.9964296698923465e-09,1.9779996045850984e-09,1.9779996045850984e-09,1.9779996045850984e-09,0.0,1.8430065307247854e-11,0.0003810441044588281,0.00019775248046395824,0.9999366538617653,True,True,True
87,1.6489447533269888e-09,1.6321886680669556e-09,1.6321886680669556e-09,1.6321886680669556e-09,0.0,1.6756085260033125e-11,0.0003573730245181226,0.00019961306056243065,0.9999407016053922,True,True,True
88,7.956578063809544e-10,7.807391546102697e-10,7.807391546102697e-10,7.807391546102697e-10,0.0,1.491865177068473e-11,0.0003300342359716313,0.0002006587172127563,0.9999308638733692,True,True,True
89,1.2528377102269038e-09,1.2383186104888804e-09,1.2383186104888804e-09,1.2383186104888804e-09,0.0,1.451909973802339e-11,0.00032516234337519583,0.00019864653994214223,0.999943770063781,True,True,True
90,1.2513221121481592e-09,1.237067778846841e-09,1.237067778846841e-09,1.237067778846841e-09,0.0,1.4254333301318143e-11,0.00032358995629684737,0.00019450674332008612,0.9999454114461909,True,True,True
91,7.739816776955106e-10,7.602066138233127e-10,7.602066138233127e-10,7.602066138233127e-10,0.0,1.3775063872197872e-11,0.00031893455265567485,0.0001898193610891767,0.9999449898917934,True,True,True
92,8.850917524764567e-10,8.71276018950479e-10,8.71276018950479e-10,8.71276018950479e-10,0.0,1.3815733525977694e-11,0.0003224202039647565,0.00018493930716616667,0.9999340526514668,True,True,True
93,8.031015036035572e-10,7.893121965524189e-10,7.893121965524189e-10,7.893121965524189e-10,0.0,1.3789307051138406e-11,0.000324554553313041,0.0001804367269575584,0.9999367903750445,True,True,True
94,7.900336803774065e-10,7.768655087920986e-10,7.768655087920986e-10,7.768655087920986e-10,0.0,1.3168171585307847e-11,0.00031584745307392567,0.00017866757467372967,0.9999430370073673,True,True,True
95,6.064478691550954e-10,5.943010929101815e-10,5.943010929101815e-10,5.943010929101815e-10,0.0,1.2146776244913944e-11,0.0002988990327900549,0.00017924042693072656,0.999946054725977,True,True,True
96,4.81523800994494e-10,4.701174579973492e-10,4.701174579973492e-10,4.701174579973492e-10,0.0,1.1406342997144837e-11,0.0002866904554065359,0.00017852734454486626,0.9999466015152483,True,True,True
97,7.088955128661418e-10,6.976769625411695e-10,6.976769625411695e-10,6.976769625411695e-10,0.0,1.121855032497232e-11,0.00028596137027390143,0.000174389214003607,0.9999427572316373,True,True,True
98,5.108288099571316e-10,4.998210676549972e-10,4.998210676549972e-10,4.998210676549972e-10,0.0,1.1007742302134389e-11,0.000285408293372072,0.00016917307438178573,0.9999449513470653,True,True,True
99,2.744601069381248e-10,2.6377124083131093e-10,2.6377124083131093e-10,2.6377124083131093e-10,0.0,1.0688866106813886e-11,0.00028167469137331395,0.0001659759901548631,0.9999458787415996,True,True,True
100,5.328526236559062e-10,5.224153150167315e-10,5.224153150167315e-10,5.224153150167315e-10,0.0,1.0437308639174728e-11,0.00027821464436861965,0.0001642245354707687,0.9999413431929763,True,True,True
101,4.192096853029374e-10,4.091814113753312e-10,4.091814113753312e-10,4.091814113753312e-10,0.0,1.0028273927606224e-11,0.0002722121075121509,0.00016181256996863818,0.9999460176965975,True,True,True
102,2.8287382161373144e-10,2.732652011204657e-10,2.732652011204657e-10,2.732652011204657e-10,0.0,9.608620493265741e-12,0.00026592036523882947,0.00015928767775287876,0.9999468202442965,True,True,True
103,2.983084897719816e-10,2.8903902214477867e-10,2.8903902214477867e-10,2.8903902214477867e-10,0.0,9.269467627202917e-12,0.00026055914507086775,0.00015749161308453114,0.9999548233879817,True,True,True
104,3.326339212361693e-10,3.2373903643577105e-10,3.2373903643577105e-10,3.2373903643577105e-10,0.0,8.894884800398249e-12,0.0002540464341102316,0.00015623462266686674,0.9999545414984526,True,True,True
105,2.9171749080509276e-10,2.832307272320356e-10,2.832307272320356e-10,2.832307272320356e-10,0.0,8.486763573057141e-12,0.00024688247511502986,0.0001546501833547186,0.9999554212578635,True,True,True
106,2.0080454015360137e-10,1.9250456705912843e-10,1.9250456705912843e-10,1.9250456705912843e-10,0.0,8.299973094472935e-12,0.0002449295386982127,0.00015168800881351852,0.9999513001332768,True,True,True
107,2.0548816054825063e-10,1.970725988485484e-10,1.970725988485484e-10,1.970725988485484e-10,0.0,8.41556169970223e-12,0.00024993699154715013,0.00014726546524349192,0.9999524930853039,True,True,True
108,2.7735300516771855e-10,2.6891919847958464e-10,2.6891919847958464e-10,2.6891919847958464e-10,0.0,8.433806688133899e-12,0.00025252715388963937,0.00014341584093027302,0.9999552159603889,True,True,True
109,1.6694017113539512e-10,1.5895864802282882e-10,1.5895864802282882e-10,1.5895864802282882e-10,0.0,7.981523112566303e-12,0.0002440898059022472,0.00014225117848463086,0.9999567774973758,True,True,True
110,1.3005615369359325e-10,1.2266643184934493e-10,1.2266643184934493e-10,1.2266643184934493e-10,0.0,7.389721844248317e-12,0.00023140906017518875,0.0001426431397274998,0.9999564100576025,True,True,True
111,2.096321864852218e-10,2.0249072137687278e-10,2.0249072137687278e-10,2.0249072137687278e-10,0.0,7.141465108349015e-12,0.00022688031865483388,0.00014120896604171844,0.9999568564205511,True,True,True
112,1.583938943386935e-10,1.5122527094826344e-10,1.5122527094826344e-10,1.5122527094826344e-10,0.0,7.168623390430042e-12,0.00023002560802509527,0.00013701990204705898,0.9999615076029433,True,True,True
113,1.1026755556844329e-10,1.0315406948654787e-10,1.0315406948654787e-10,1.0315406948654787e-10,0.0,7.113486081895414e-12,0.00023119348197831393,0.0001329828361469899,0.9999615102758355,True,True,True
114,1.262991223342928e-10,1.1948665366054262e-10,1.1948665366054262e-10,1.1948665366054262e-10,0.0,6.812468673750182e-12,0.00022543261949736266,0.00013154778905044023,0.9999572206398383,True,True,True
115,1.5224956389258243e-10,1.4580177260404421e-10,1.4580177260404421e-10,1.4580177260404421e-10,0.0,6.447791288538223e-12,0.00021742829074377672,0.0001311596403991027,0.9999553854135291,True,True,True
116,8.92162992291345e-11,8.302101625308824e-11,8.302101625308824e-11,8.302101625308824e-11,0.0,6.1952829760462594e-12,0.00021270763059807592,0.00012926056492919668,0.9999583393980204,True,True,True
117,9.500500014542022e-11,8.892456196526663e-11,8.892456196526663e-11,8.892456196526663e-11,0.0,6.080438180153588e-12,0.00021166378314812226,0.00012650227154071406,0.9999624065944772,True,True,True
118,1.1701981901394787e-10,1.1110942614318138e-10,1.1110942614318138e-10,1.1110942614318138e-10,0.0,5.910392870766482e-12,0.00020872131258113237,0.00012465689865416213,0.9999629023061892,True,True,True
119,7.755407375945879e-11,7.192369939749457e-11,7.192369939749457e-11,7.192369939749457e-11,0.0,5.630374361964225e-12,0.0002025886593167272,0.0001235377623882401,0.9999635263070566,True,True,True
120,8.421280775930549e-11,7.878836725074868e-11,7.878836725074868e-11,7.878836725074868e-11,0.0,5.424440508556812e-12,0.00019852639435452162,0.00012178536788202881,0.9999625284278743,True,True,True
121,8.048898456441151e-11,7.513336682299886e-11,7.513336682299886e-11,7.513336682299886e-11,0.0,5.355617741412646e-12,0.0001985359452994181,0.0001189102848293322,0.9999640294358351,True,True,True
122,6.933405485337302e-11,6.402523941247997e-11,6.402523941247997e-11,6.402523941247997e-11,0.0,5.308815440893052e-12,0.00019914028331846599,0.0001158934940743941,0.9999636688363658,True,True,True
123,7.431357936489103e-11,6.917110340347483e-11,6.917110340347483e-11,6.917110340347483e-11,0.0,5.142475961416203e-12,0.00019599521626366705,0.00011406416972879966,0.9999645405549897,True,True,True
124,5.867480406499781e-11,5.380542921688651e-11,5.380542921688651e-11,5.380542921688651e-11,0.0,4.869374848111304e-12,0.00018927421243121833,0.00011344170745213187,0.9999649144458848,True,True,True
125,5.974876049298986e-11,5.510987465418699e-11,5.510987465418699e-11,5.510987465418699e-11,0.0,4.63888583880287e-12,0.00018352910103838083,0.00011272057247935042,0.9999667866004895,True,True,True
126,6.009287882377421e-11,5.557058651889553e-11,5.557058651889553e-11,5.557058651889553e-11,0.0,4.522292304878683e-12,0.00018145130287187936,0.00011089791582750482,0.9999676996463448,True,True,True
127,5.199236168007242e-11,4.752749071254905e-11,4.752749071254905e-11,4.752749071254905e-11,0.0,4.464870967523369e-12,0.000181427398614937,0.00010831809039606658,0.9999671884469683,True,True,True
128,4.826656983966769e-11,4.3878706491818836e-11,4.3878706491818836e-11,4.3878706491818836e-11,0.0,4.387863347848854e-12,0.00018073471888537714,0.00010589426267703189,0.9999668025228962,True,True,True
129,4.807779335578461e-11,4.3812796848624256e-11,4.3812796848624256e-11,4.3812796848624256e-11,0.0,4.26499650716035e-12,0.00017837441459864578,0.00010407945660981286,0.9999676572269054,True,True,True
130,4.587874185251361e-11,4.1775806209525327e-11,4.1775806209525327e-11,4.1775806209525327e-11,0.0,4.102935642988284e-12,0.0001745169779245311,0.00010282597359603052,0.9999688349944627,True,True,True
131,4.0628690078148676e-11,3.669983668201128e-11,3.669983668201128e-11,3.669983668201128e-11,0.0,3.9288533961373906e-12,0.0001700646917148253,0.00010181618041016531,0.9999694147434863,True,True,True
132,3.923185783639319e-11,3.5448609348462734e-11,3.5448609348462734e-11,3.5448609348462734e-11,0.0,3.783248487930455e-12,0.00016646872479218104,0.0001006014341118934,0.9999698610118346,True,True,True
133,4.134734084955332e-11,3.76543904260021e-11,3.76543904260021e-11,3.76543904260021e-11,0.0,3.692950423551223e-12,0.000164811951490556,9.882572985506784e-05,0.9999703841037983,True,True,True
134,3.084782411799628e-11,2.721928661522481e-11,2.721928661522481e-11,2.721928661522481e-11,0.0,3.628537502771467e-12,0.00016413133952088732,9.667615225480316e-05,0.9999705369129561,True,True,True
135,3.7118301022156025e-11,3.357224900315224e-11,3.357224900315224e-11,3.357224900315224e-11,0.0,3.546052019003785e-12,0.00016267956981403048,9.48466011787446e-05,0.9999706904086441,True,True,True
136,3.324563022821574e-11,2.982113877017523e-11,2.982113877017523e-11,2.982113877017523e-11,0.0,3.4244914580405063e-12,0.0001596511085016553,9.35758416184313e-05,0.9999710539301571,True,True,True
137,2.787849070660931e-11,2.4586342894320628e-11,2.4586342894320628e-11,2.4586342894320628e-11,0.0,3.2921478122886855e-12,0.00015607647533982173,9.25289790735036e-05,0.9999712051830024,True,True,True
138,3.134796634690704e-11,2.816497389913214e-11,2.816497389913214e-11,2.816497389913214e-11,0.0,3.1829924477748992e-12,0.00015326407605139583,9.132386035347471e-05,0.999971972496918,True,True,True
139,2.8322666435310434e-11,2.5223815613246648e-11,2.5223815613246648e-11,2.5223815613246648e-11,0.0,3.0988508220637854e-12,0.00015139803104816931,8.981728350031197e-05,0.9999731688913824,True,True,True
140,2.523818895459351e-11,2.2205921235921715e-11,2.2205921235921715e-11,2.2205921235921715e-11,0.0,3.032267718671794e-12,0.0001502090650133453,8.809037390393203e-05,0.9999734809807976,True,True,True
