step,full_objective,full_support_error,AA_conditional_term,AA_weighted_term,support_constant_term,regularization,W_frobenius_norm,b_norm,minimum_raw_output_norm,finite,gradient_finite,gradient_evaluated
0,0.0037558883041860433,0.0037558883041860433,0.0037254275715745255,0.0037253707260610433,3.0517578125e-05,0.0,0.0,0.0,0.9999999999999998,True,True,False
1,0.0035603207147614927,0.003560293595008209,0.003529829877812741,0.003529776016883209,3.0517578125e-05,2.7119753283622155e-08,0.015974917834018797,0.00399994162864531,0.9950100324571145,True,True,True
2,0.0034310803364793955,0.003431001138156161,0.003400535448084263,0.003400483560031161,3.0517578125e-05,7.919832323479997e-08,0.027306000554736014,0.006809226538510548,0.9917523802260224,True,True,True
3,0.003342993862964547,0.0033428411803376277,0.0033123741450310027,0.0033123236022126277,3.0517578125e-05,1.5268262691916832e-07,0.038013813239045416,0.009043023400315781,0.9899040049427065,True,True,True
4,0.003272953706823119,0.003272710885875216,0.0032422427804488924,0.003242193307750216,3.0517578125e-05,2.4282094790320414e-07,0.04808585614007424,0.010768468707672672,0.9890791995178814,True,True,True
5,0.0032088832376603654,0.0032085360898340583,0.0031780670051631166,0.0031780185117090583,3.0517578125e-05,3.4714782630725573e-07,0.05766047296559031,0.012113963862294859,0.9886370051603065,True,True,True
6,0.003148509129593089,0.0031480440786318367,0.0031175740709119713,0.0031175265005068367,3.0517578125e-05,4.650509612524806e-07,0.0669018571736431,0.013215563523447068,0.9880153585625417,True,True,True
7,0.0030923115426662747,0.0030917157823521246,0.003061244915117553,0.0030611982042271246,3.0517578125e-05,5.957603141499673e-07,0.07587393443553937,0.014168599605153131,0.9877420491391601,True,True,True
8,0.003039939602289616,0.0030392021687461624,0.003008730500205211,0.0030086845906211624,3.0517578125e-05,7.374335434534367e-07,0.08454806095299407,0.01503199333498942,0.9876546854598192,True,True,True
9,0.0029893473675309252,0.002988459632739233,0.0029579871899168136,0.002957942054614233,3.0517578125e-05,8.877347916922506e-07,0.09288068839439623,0.015828001778669828,0.9875979181078451,True,True,True
10,0.0029391811683499116,0.002938135850923441,0.0029076626402093327,0.002907618272798441,3.0517578125e-05,1.0453174264706283e-06,0.10088994728687788,0.01656480610080553,0.9874457984098487,True,True,True
11,0.0028901002520254613,0.0028888901385876265,0.0028584161764321154,0.0028583725604626265,3.0517578125e-05,1.2101134378347349e-06,0.10864307859840643,0.01725734194503403,0.9870299265972884,True,True,True
12,0.002843704577151314,0.0028423220680300195,0.0028118473952913003,0.0028118044899050195,3.0517578125e-05,1.3825091212946758e-06,0.11620514379508337,0.01792918761435541,0.9865144524071714,True,True,True
13,0.002801110991907021,0.0027995483580069607,0.0027690730325832637,0.0027690307798819607,3.0517578125e-05,1.5626339000599443e-06,0.12361256403072732,0.01860841246180833,0.9859358083197134,True,True,True
14,0.0027623992237164035,0.0027606489816389044,0.0027301730626487714,0.0027301314035139044,3.0517578125e-05,1.7502420774993164e-06,0.13087890009913947,0.019316684079640423,0.9853360566961167,True,True,True
15,0.002727192035199458,0.00272524706899954,0.002694770609810847,0.00269472949087454,3.0517578125e-05,1.9449661999178656e-06,0.13801124146310012,0.020063878712565264,0.9847451999644274,True,True,True
16,0.002695263486365598,0.002693117087019526,0.0026626401375587348,0.002662599508894526,3.0517578125e-05,2.1463993460717046e-06,0.14501474450003693,0.020849876218003074,0.9841770518352643,True,True,True
17,0.0026663284295831606,0.0026639745156241666,0.00263349712147624,0.0026334569374991666,3.0517578125e-05,2.3539139589939835e-06,0.15188713147879626,0.021666538281015113,0.9833727754421367,True,True,True
