step,full_objective,full_support_error,AA_conditional_term,AA_weighted_term,support_constant_term,regularization,W_frobenius_norm,b_norm,minimum_raw_output_norm,finite,gradient_finite,gradient_evaluated
0,0.011224964046137166,0.011224964046137166,0.011224964046137166,0.011224964046137166,0.0,0.0,0.0,0.0,0.9999999999999998,True,True,False
1,0.010856093034915517,0.010856065899253892,0.010856065899253892,0.010856065899253892,0.0,2.7135661625967807e-08,0.01597988599233408,0.003999982491422075,0.9952773555634522,True,True,True
2,0.010551963936468099,0.010551878238523844,0.010551878238523844,0.010551878238523844,0.0,8.569794425531516e-08,0.028372816954858597,0.007208515838870028,0.9915185436644521,True,True,True
3,0.010300900934203917,0.010300725408102193,0.010300725408102193,0.010300725408102193,0.0,1.7552610172448737e-07,0.040665726154510015,0.010077684931137388,0.9884772221517036,True,True,True
4,0.010087220296676238,0.010086927053777773,0.010086927053777773,0.010086927053777773,0.0,2.9324289846582813e-07,0.05265499048481666,0.012644404363280569,0.9861527597069822,True,True,True
5,0.009899423387781913,0.009898987335268512,0.009898987335268512,0.009898987335268512,0.0,4.360525134003965e-07,0.06430902310892135,0.014995822110847596,0.984463628582614,True,True,True
6,0.009732020780727107,0.009731418407865207,0.009731418407865207,0.009731418407865207,0.0,6.023728619006012e-07,0.07568226777187949,0.017202411572554067,0.9832804547766608,True,True,True
7,0.009581433007972541,0.009580642261645445,0.009580642261645445,0.009580642261645445,0.0,7.907463270957525e-07,0.08680553284585682,0.01929411149300219,0.9824675322025018,True,True,True
8,0.009443259768485125,0.009442260730174061,0.009442260730174061,0.009442260730174061,0.0,9.990383110639184e-07,0.09766172422445338,0.021273709882058643,0.9818859263917373,True,True,True
9,0.00931220726096192,0.009310982649761596,0.009310982649761596,0.009310982649761596,0.0,1.2246112003235366e-06,0.10821747299553672,0.023132024159066695,0.9814079137148592,True,True,True
10,0.009184717945368447,0.009183252425545694,0.009183252425545694,0.009183252425545694,0.0,1.4655198227529745e-06,0.11847822080412815,0.024861806503510553,0.9809502615785642,True,True,True
11,0.009060390384174805,0.009058669369814499,0.009058669369814499,0.009058669369814499,0.0,1.7210143603066224e-06,0.12849022986082284,0.026465155079446277,0.9804843774635257,True,True,True
12,0.008940764913787657,0.008938773887582999,0.008938773887582999,0.008938773887582999,0.0,1.9910262046573516e-06,0.13830693267287336,0.02795450627707088,0.9800246285073696,True,True,True
13,0.008827365592019059,0.008825090159541506,0.008825090159541506,0.008825090159541506,0.0,2.275432477553365e-06,0.14796286834394595,0.029348157812131393,0.9796114842190542,True,True,True
14,0.008720663740088069,0.008718090080373267,0.008718090080373267,0.008718090080373267,0.0,2.5736597148028125e-06,0.1574682564655824,0.030665051014431576,0.979293079376078,True,True,True
15,0.008620435806972313,0.008617551015030634,0.008617551015030634,0.008617551015030634,0.0,2.884791941678907e-06,0.166819622276904,0.03192386317756893,0.9791088868664282,True,True,True
16,0.008526529088252846,0.008523321277350485,0.008523321277350485,0.008523321277350485,0.0,3.2078109023611287e-06,0.1760103833284943,0.03314293264283943,0.9790779619848226,True,True,True
17,0.00843891192343788,0.00843537032271951,0.00843537032271951,0.00843537032271951,0.0,3.541600718369696e-06,0.18503220831636372,0.03433786640527829,0.9791939029957185,True,True,True
18,0.00835723173420196,0.008353346887059344,0.008353346887059344,0.008353346887059344,0.0,3.884847142616328e-06,0.1938733973564794,0.035518688371333755,0.9794272291541123,True,True,True
19,0.008280603366665659,0.00827636731470472,0.00827636731470472,0.00827636731470472,0.0,4.2360519609379935e-06,0.20252022646819018,0.03668892858415068,0.9797327829818783,True,True,True
20,0.008207954850005791,0.008203361134838875,0.008203361134838875,0.008203361134838875,0.0,4.593715166915545e-06,0.21096137153353486,0.0378477395605778,0.980059335995301,True,True,True
21,0.008138568811168435,0.008133612262851067,0.008133612262851067,0.008133612262851067,0.0,4.956548317367368e-06,0.2191916562690669,0.0389936019841321,0.9803592410619368,True,True,True
22,0.008072207196067918,0.008066883671423643,0.008066883671423643,0.008066883671423643,0.0,5.323524644275576e-06,0.22721164306187636,0.040126247019603614,0.9805957703845619,True,True,True
23,0.008008801977050214,0.008003108209969943,0.008003108209969943,0.008003108209969943,0.0,5.693767080272695e-06,0.2350244196414064,0.04124552066524366,0.9807466908034626,True,True,True
24,0.007948167214534478,0.007942100781040766,0.007942100781040766,0.007942100781040766,0.0,6.0664334937125134e-06,0.2426332116224148,0.04234925684020456,0.9806337059426451,True,True,True
25,0.007890036647878533,0.00788359594177907,0.00788359594177907,0.00788359594177907,0.0,6.440706099463849e-06,0.2500413305724565,0.043432637499857644,0.9803020504958851,True,True,True
26,0.007834297157579617,0.007827481313379323,0.007827481313379323,0.007827481313379323,0.0,6.815844200294005e-06,0.25725307249546475,0.04448930989106478,0.9798956147981286,True,True,True
27,0.007781072734516357,0.007773881540287577,0.007773881540287577,0.007773881540287577,0.0,7.191194228780065e-06,0.26427357796533335,0.04551283640031161,0.9794387678164523,True,True,True
28,0.007730549222344094,0.007722983092951556,0.007722983092951556,0.007722983092951556,0.0,7.566129392537751e-06,0.2711074520485501,0.046497778109503306,0.9789601555813311,True,True,True
29,0.0076827579796563215,0.00767481798741933,0.00767481798741933,0.00767481798741933,0.0,7.939992236991709e-06,0.27775757586708444,0.04744103095800022,0.9784905619735116,True,True,True
30,0.007637537708769663,0.0076292256001808875,0.0076292256001808875,0.0076292256001808875,0.0,8.312108588775717e-06,0.28422525339280813,0.04834347134361751,0.9780612414787194,True,True,True
31,0.007594648119652212,0.007585966265010526,0.007585966265010526,0.007585966265010526,0.0,8.681854641685259e-06,0.2905113868979813,0.049210573045474756,0.9777017319112551,True,True,True
32,0.007553876906231235,0.00754482819251785,0.00754482819251785,0.00754482819251785,0.0,9.04871371338539e-06,0.29661766555911206,0.0500509501619762,0.9773701096523386,True,True,True
33,0.00751505818279543,0.007505645892498155,0.007505645892498155,0.007505645892498155,0.0,9.412290297274228e-06,0.30254719863209295,0.050873328696038306,0.976845973037787,True,True,True
34,0.007478043540848065,0.007468271245778247,0.007468271245778247,0.007468271245778247,0.0,9.772295069818054e-06,0.3083046870508241,0.05168336909174888,0.9764030769051848,True,True,True
35,0.00744268574305189,0.007432557219494801,0.007432557219494801,0.007432557219494801,0.0,1.0128523557088761e-05,0.3138963183843566,0.052481776605162796,0.9760449927007573,True,True,True
36,0.00740883632772194,0.00739835549305061,0.00739835549305061,0.00739835549305061,0.0,1.0480834671330265e-05,0.3193293569815781,0.053264514294551556,0.9757632446104302,True,True,True
37,0.00737635038068935,0.0073655212473859935,0.0073655212473859935,0.0073655212473859935,0.0,1.0829133303356347e-05,0.3246115197441272,0.05402494130465657,0.9755379321693693,True,True,True
38,0.0073451079054705935,0.007333934541070685,0.007333934541070685,0.007333934541070685,0.0,1.11733643999082e-05,0.3297503874830461,0.054756971737514384,0.9753416414281139,True,True,True
39,0.007315038917179882,0.007303525401776468,0.007303525401776468,0.007303525401776468,0.0,1.1513515403413568e-05,0.3347529813949117,0.05545805154667423,0.9751453675300251,True,True,True
40,0.007286117292977179,0.0072742676790418775,0.0072742676790418775,0.0072742676790418775,0.0,1.1849613935301586e-05,0.3396255001866306,0.05613073111938598,0.9749245639391146,True,True,True
41,0.007258322138150619,0.007246140420191027,0.007246140420191027,0.007246140420191027,0.0,1.2181717959592171e-05,0.3443732943016943,0.05678216064681227,0.97466334332109,True,True,True
