step,full_objective,full_support_error,AA_conditional_term,AA_weighted_term,support_constant_term,regularization,W_frobenius_norm,b_norm,minimum_raw_output_norm,finite,gradient_finite,gradient_evaluated
0,0.004879293160887483,0.004879293160887483,0.004879293160887483,0.004879293160887483,0.0,0.0,0.0,0.0,0.9999999999999998,True,True,False
1,0.0046702724356511875,0.004670245343302569,0.004670245343302569,0.004670245343302569,0.0,2.7092348618523552e-08,0.015966332611768438,0.003999963639286641,0.9948604411705648,True,True,True
2,0.004512883968373435,0.004512800961099086,0.004512800961099086,0.004512800961099086,0.0,8.30072743493099e-08,0.028138833649510787,0.006186985076615126,0.9913999913703108,True,True,True
3,0.00439569278463378,0.004395526882029941,0.004395526882029941,0.004395526882029941,0.0,1.6590260383977365e-07,0.039856495835505726,0.008395580868054978,0.9887342846465528,True,True,True
4,0.004301985296275161,0.004301713880255637,0.004301713880255637,0.004301713880255637,0.0,2.714160195236506e-07,0.051040077978097106,0.010443688774866481,0.986338014198398,True,True,True
5,0.004217120102058944,0.004216724382058355,0.004216724382058355,0.004216724382058355,0.0,3.9572000058859065e-07,0.06171549978472189,0.012181834517341733,0.9841615153388108,True,True,True
6,0.004135823950811291,0.004135286585016075,0.004135286585016075,0.004135286585016075,0.0,5.373657952161837e-07,0.07202814235988843,0.013623680132236082,0.9823983649624813,True,True,True
7,0.004058285786649168,0.004057590264426449,0.004057590264426449,0.004057590264426449,0.0,6.955222227186065e-07,0.08206507453636427,0.014850783431423436,0.9811949462218506,True,True,True
8,0.003985232969611411,0.003984364176367515,0.003984364176367515,0.003984364176367515,0.0,8.687932438960121e-07,0.09184047786222381,0.015914115275392972,0.980382944722107,True,True,True
9,0.003916497241875369,0.003915441552600527,0.003915441552600527,0.003915441552600527,0.0,1.0556892748418861e-06,0.10135951864184996,0.01682678606006897,0.9797860190141112,True,True,True
10,0.0038526261331041593,0.0038513704125100892,0.0038513704125100892,0.0038513704125100892,0.0,1.2557205940698176e-06,0.11066893778080449,0.017595230921093455,0.9792838652981889,True,True,True
11,0.003794612819019574,0.0037931438357458012,0.0037931438357458012,0.0037931438357458012,0.0,1.468983273772822e-06,0.11982264328068795,0.01823093236664621,0.9788322932074723,True,True,True
12,0.0037425221078657266,0.0037408269483989545,0.0037408269483989545,0.0037408269483989545,0.0,1.6951594667721396e-06,0.1288401675210698,0.018756489566655914,0.978429937781793,True,True,True
13,0.003695401457755549,0.003693468317853277,0.003693468317853277,0.003693468317853277,0.0,1.9331399022722168e-06,0.1377036877775152,0.019211803538313952,0.9780839814195138,True,True,True
