step,full_objective,full_support_error,AA_conditional_term,AA_weighted_term,support_constant_term,regularization,W_frobenius_norm,b_norm,minimum_raw_output_norm,finite,gradient_finite,gradient_evaluated
0,0.03054010957143839,0.03054010957143839,0.03054010957143839,0.03054010957143839,0.0,0.0,0.0,0.0,0.9999999999999998,True,True,False
1,0.02967171257733267,0.02967168538358507,0.02967168538358507,0.02967168538358507,0.0,2.7193747601502813e-08,0.015998047759356048,0.003999992988042729,0.99608083044794,True,True,True
2,0.028902035050208406,0.028901935547284374,0.028901935547284374,0.028901935547284374,0.0,9.950292403174029e-08,0.0305709127528297,0.007774865514996203,0.9923020685230656,True,True,True
3,0.028215488790869124,0.028215277008150526,0.028215277008150526,0.028215277008150526,0.0,2.1178271859874114e-07,0.04462267085707781,0.011253640813901514,0.988749824483467,True,True,True
4,0.02760009371202273,0.027599733462062653,0.027599733462062653,0.027599733462062653,0.0,3.602499600769949e-07,0.05826413034955741,0.014414947637079126,0.9854363162625309,True,True,True
5,0.02704679951595045,0.027046257575871736,0.027046257575871736,0.027046257575871736,0.0,5.419400787135977e-07,0.07155806418523132,0.01728711188134938,0.9823864630441279,True,True,True
6,0.026547757767052454,0.02654700392861358,0.02654700392861358,0.02654700392861358,0.0,7.538384388731411e-07,0.08450939514323226,0.01991347587078765,0.979632081015017,True,True,True
7,0.026095689302253255,0.026094696292060446,0.026094696292060446,0.026094696292060446,0.0,9.930101928110709e-07,0.09711444805668694,0.022335754000162248,0.9771857142960803,True,True,True
8,0.025684539464267565,0.02568328240883005,0.02568328240883005,0.02568328240883005,0.0,1.2570554375136675e-06,0.10938736644879521,0.024595902840385195,0.9750414695863177,True,True,True
9,0.025309367702069995,0.025307823799325804,0.025307823799325804,0.025307823799325804,0.0,1.543902744191708e-06,0.12134397660581042,0.026733252391088015,0.9731844025970179,True,True,True
10,0.02496564659380119,0.024963795156155256,0.024963795156155256,0.024963795156155256,0.0,1.8514376459323853e-06,0.13298904885957197,0.028780016378560962,0.9715969057163731,True,True,True
11,0.024648916633638437,0.0246467391953477,0.0246467391953477,0.0246467391953477,0.0,2.1774382907345096e-06,0.14431983462566125,0.030759847869696617,0.9702616220014362,True,True,True
12,0.02435488155150357,0.024352361827991227,0.024352361827991227,0.024352361827991227,0.0,2.5197235123423516e-06,0.15533397691898368,0.032689306171226076,0.9691631720070732,True,True,True
13,0.02407969855213464,0.024076822211784584,0.024076822211784584,0.024076822211784584,0.0,2.876340350055995e-06,0.16603494380887507,0.03458035475445064,0.9682892512535312,True,True,True
14,0.023820178923421573,0.02381693324461595,0.02381693324461595,0.02381693324461595,0.0,3.2456788056232106e-06,0.1764335285247646,0.03644170781581427,0.967629600960687,True,True,True
