trained_domain,REFUGE,RIM_ONE_r3,Drishti_GS
REFUGE,0.8570647420527033,,
RIM_ONE_r3,0.692988252588779,0.7351356412562202,
Drishti_GS,0.7463499450547311,0.5326034218956872,0.7834543768073974
