trained_domain,REFUGE,RIM_ONE_r3,Drishti_GS
REFUGE,0.9021477742517465,,
RIM_ONE_r3,0.7889996372714781,0.8195356693166523,
Drishti_GS,0.8260868623896395,0.6777343277553117,0.8529639691347256
