trained_domain,REFUGE,RIM_ONE_r3,Drishti_GS
REFUGE,0.828274330261372,,
RIM_ONE_r3,0.6743945063238189,0.7140547042829534,
Drishti_GS,0.7207939151849567,0.5555300333084888,0.7573651991473355
