arm,baseline,scope,order,seed,metric,delta,SD
DPR_FINITE_SIGN_U,F_CONV,overall,both,,Final,-0.00018358664948292525,0.010541408771583681
DPR_FINITE_SIGN_U,F_CONV,order,O1,,Final,-0.0031287238554531895,
DPR_FINITE_SIGN_U,F_CONV,seed_order,O1,71,Final,0.003505720292198311,
DPR_FINITE_SIGN_U,F_CONV,seed_order,O1,72,Final,-0.004342582956845642,
DPR_FINITE_SIGN_U,F_CONV,seed_order,O1,73,Final,-0.008549308901712238,
DPR_FINITE_SIGN_U,F_CONV,order,O2,,Final,0.002761550556487339,
DPR_FINITE_SIGN_U,F_CONV,seed_order,O2,71,Final,0.019151061638151945,
DPR_FINITE_SIGN_U,F_CONV,seed_order,O2,72,Final,-0.0006876038192373812,
DPR_FINITE_SIGN_U,F_CONV,seed_order,O2,73,Final,-0.010178806149452546,
DPR_FINITE_SIGN_U,F_CONV,seed_order_average,both,71,Final,0.011328390965175128,
DPR_FINITE_SIGN_U,F_CONV,seed_order_average,both,72,Final,-0.0025150933880415116,
DPR_FINITE_SIGN_U,F_CONV,seed_order_average,both,73,Final,-0.009364057525582392,
DPR_FINITE_SIGN_U,F_CONV,overall,both,,Incoming,0.002157354060149571,0.004932437973922059
DPR_FINITE_SIGN_U,F_CONV,order,O1,,Incoming,-0.003966790171180475,
DPR_FINITE_SIGN_U,F_CONV,seed_order,O1,71,Incoming,0.0072636416306073315,
DPR_FINITE_SIGN_U,F_CONV,seed_order,O1,72,Incoming,-0.007600508638619274,
DPR_FINITE_SIGN_U,F_CONV,seed_order,O1,73,Incoming,-0.011563503505529482,
DPR_FINITE_SIGN_U,F_CONV,order,O2,,Incoming,0.008281498291479616,
DPR_FINITE_SIGN_U,F_CONV,seed_order,O2,71,Incoming,0.0057362680013300915,
DPR_FINITE_SIGN_U,F_CONV,seed_order,O2,72,Incoming,0.01395550198774842,
DPR_FINITE_SIGN_U,F_CONV,seed_order,O2,73,Incoming,0.005152724885360338,
DPR_FINITE_SIGN_U,F_CONV,seed_order_average,both,71,Incoming,0.0064999548159687115,
DPR_FINITE_SIGN_U,F_CONV,seed_order_average,both,72,Incoming,0.0031774966745645727,
DPR_FINITE_SIGN_U,F_CONV,seed_order_average,both,73,Incoming,-0.003205389310084572,
DPR_FINITE_SIGN_U,F_CONV,overall,both,,Old,-0.0025245273591153936,0.01658680845283497
DPR_FINITE_SIGN_U,F_CONV,order,O1,,Old,-0.002290657539725812,
DPR_FINITE_SIGN_U,F_CONV,seed_order,O1,71,Old,-0.00025220104621059836,
DPR_FINITE_SIGN_U,F_CONV,seed_order,O1,72,Old,-0.001084657275071954,
DPR_FINITE_SIGN_U,F_CONV,seed_order,O1,73,Old,-0.005535114297894883,
DPR_FINITE_SIGN_U,F_CONV,order,O2,,Old,-0.0027583971785049752,
DPR_FINITE_SIGN_U,F_CONV,seed_order,O2,71,Old,0.03256585527497374,
DPR_FINITE_SIGN_U,F_CONV,seed_order,O2,72,Old,-0.015330709626223349,
DPR_FINITE_SIGN_U,F_CONV,seed_order,O2,73,Old,-0.02551033718426532,
DPR_FINITE_SIGN_U,F_CONV,seed_order_average,both,71,Old,0.016156827114381572,
DPR_FINITE_SIGN_U,F_CONV,seed_order_average,both,72,Old,-0.008207683450647651,
DPR_FINITE_SIGN_U,F_CONV,seed_order_average,both,73,Old,-0.015522725741080101,
DPR_FINITE_SIGN_U,F_CONV,overall,both,,Forget,0.0025245273591153936,0.01658680845283497
DPR_FINITE_SIGN_U,F_CONV,order,O1,,Forget,0.002290657539725812,
DPR_FINITE_SIGN_U,F_CONV,seed_order,O1,71,Forget,0.00025220104621059836,
DPR_FINITE_SIGN_U,F_CONV,seed_order,O1,72,Forget,0.001084657275071954,
DPR_FINITE_SIGN_U,F_CONV,seed_order,O1,73,Forget,0.005535114297894883,
DPR_FINITE_SIGN_U,F_CONV,order,O2,,Forget,0.0027583971785049752,
DPR_FINITE_SIGN_U,F_CONV,seed_order,O2,71,Forget,-0.03256585527497374,
DPR_FINITE_SIGN_U,F_CONV,seed_order,O2,72,Forget,0.015330709626223349,
DPR_FINITE_SIGN_U,F_CONV,seed_order,O2,73,Forget,0.02551033718426532,
DPR_FINITE_SIGN_U,F_CONV,seed_order_average,both,71,Forget,-0.016156827114381572,
DPR_FINITE_SIGN_U,F_CONV,seed_order_average,both,72,Forget,0.008207683450647651,
DPR_FINITE_SIGN_U,F_CONV,seed_order_average,both,73,Forget,0.015522725741080101,
