arm,order,seed,Final,Incoming,Old,Forget
F_CONV,O1,71,0.5773543510492628,0.6083898434369074,0.5463188586616182,0.1358335109784662
F_CONV,O1,72,0.620446650144551,0.7420714886320819,0.4988218116570201,0.18854638363173737
F_CONV,O1,73,0.6480989668405783,0.7426533431809432,0.5535445905002133,0.1097843785814484
F_CONV,O2,71,0.5665476799359256,0.696967083068852,0.43612827680299915,0.24145736476274282
F_CONV,O2,72,0.5733747254238528,0.7034723236515366,0.44327712719616913,0.1492477951003705
F_CONV,O2,73,0.5885749986763671,0.7004657788850094,0.47668421846772474,0.23126124540995846
DPR_FINITE_SIGN_U,O1,71,0.5808600713414611,0.6156534850675147,0.5460666576154076,0.13608571202467679
DPR_FINITE_SIGN_U,O1,72,0.6161040671877054,0.7344709799934627,0.49773715438194815,0.18963104090680932
DPR_FINITE_SIGN_U,O1,73,0.6395496579388661,0.7310898396754137,0.5480094762023184,0.11531949287934329
DPR_FINITE_SIGN_U,O2,71,0.5856987415740775,0.7027033510701821,0.4686941320779729,0.20889150948776908
DPR_FINITE_SIGN_U,O2,72,0.5726871216046154,0.717427825639285,0.4279464175699458,0.16457850472659385
DPR_FINITE_SIGN_U,O2,73,0.5783961925269145,0.7056185037703697,0.4511738812834594,0.2567715825942238
