seed,variant,site,site_index,epoch,class_id,region,candidate_count,candidate_accuracy,admitted_count,admitted_accuracy,deferred_count,deferred_accuracy,accuracy_gap_admitted_minus_candidate,target_coverage,realized_coverage,checkpoint,checkpoint_sha256,gate_scope,hidden_gt_scope
0,R1,REFUGE,0,199,1,all,121325,0.8338594683700804,97124,0.8820888760759441,24201,0.6403041196644766,0.0482294077058637,0.8,0.8005275087574696,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_v0_2a_r1_progressive_uniform_full200e/checkpoint_final_site0_REFUGE.pt,9bdadf34a5a32d936b14cfff3f4c9ffa2ee62c5f24142ca12b4a3b9815c46b32,site_final_checkpoint,independent_post_hoc_frozen_checkpoint_only
0,R1,REFUGE,0,199,1,boundary,22373,0.6382693425110625,13410,0.677703206562267,8963,0.5792703335936629,0.039433864051204526,0.8,0.59938318508917,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_v0_2a_r1_progressive_uniform_full200e/checkpoint_final_site0_REFUGE.pt,9bdadf34a5a32d936b14cfff3f4c9ffa2ee62c5f24142ca12b4a3b9815c46b32,site_final_checkpoint,independent_post_hoc_frozen_checkpoint_only
0,R1,REFUGE,0,199,1,interior,98952,0.8780823025305199,83714,0.914829060850037,15238,0.6762042262764142,0.036746758319517125,0.8,0.8460061443932412,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_v0_2a_r1_progressive_uniform_full200e/checkpoint_final_site0_REFUGE.pt,9bdadf34a5a32d936b14cfff3f4c9ffa2ee62c5f24142ca12b4a3b9815c46b32,site_final_checkpoint,independent_post_hoc_frozen_checkpoint_only
0,R1,REFUGE,0,199,2,all,39746,0.852765058119056,31864,0.910525985438112,7882,0.6192590713017001,0.05776092731905602,0.8,0.8016907361747094,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_v0_2a_r1_progressive_uniform_full200e/checkpoint_final_site0_REFUGE.pt,9bdadf34a5a32d936b14cfff3f4c9ffa2ee62c5f24142ca12b4a3b9815c46b32,site_final_checkpoint,independent_post_hoc_frozen_checkpoint_only
0,R1,REFUGE,0,199,2,boundary,6474,0.593141797961075,3804,0.6335436382754994,2670,0.5355805243445693,0.0404018403144244,0.8,0.58758109360519,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_v0_2a_r1_progressive_uniform_full200e/checkpoint_final_site0_REFUGE.pt,9bdadf34a5a32d936b14cfff3f4c9ffa2ee62c5f24142ca12b4a3b9815c46b32,site_final_checkpoint,independent_post_hoc_frozen_checkpoint_only
0,R1,REFUGE,0,199,2,interior,33272,0.903282038951671,28060,0.9480755523877405,5212,0.6621258633921719,0.04479351343606952,0.8,0.8433517672517432,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_v0_2a_r1_progressive_uniform_full200e/checkpoint_final_site0_REFUGE.pt,9bdadf34a5a32d936b14cfff3f4c9ffa2ee62c5f24142ca12b4a3b9815c46b32,site_final_checkpoint,independent_post_hoc_frozen_checkpoint_only
0,R1,RIM_ONE_r3,1,199,1,all,38543,0.7092338427211167,30860,0.7634802333117304,7683,0.4913445268775218,0.05424639059061376,0.8,0.8006641932387204,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_v0_2a_r1_progressive_uniform_full200e/checkpoint_final_site1_RIM_ONE_r3.pt,ab53213f9c9b5c7e7e48f1b8bc751f45ca55ad24937093d97f7f491b6cc30b6b,site_final_checkpoint,independent_post_hoc_frozen_checkpoint_only
0,R1,RIM_ONE_r3,1,199,1,boundary,7132,0.611749859786876,4688,0.6450511945392492,2444,0.5478723404255319,0.03330133475237318,0.8,0.6573191250701066,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_v0_2a_r1_progressive_uniform_full200e/checkpoint_final_site1_RIM_ONE_r3.pt,ab53213f9c9b5c7e7e48f1b8bc751f45ca55ad24937093d97f7f491b6cc30b6b,site_final_checkpoint,independent_post_hoc_frozen_checkpoint_only
0,R1,RIM_ONE_r3,1,199,1,interior,31411,0.7313679921046767,26172,0.7846935656426716,5239,0.46497423172361135,0.05332557353799483,0.8,0.833211295406068,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_v0_2a_r1_progressive_uniform_full200e/checkpoint_final_site1_RIM_ONE_r3.pt,ab53213f9c9b5c7e7e48f1b8bc751f45ca55ad24937093d97f7f491b6cc30b6b,site_final_checkpoint,independent_post_hoc_frozen_checkpoint_only
0,R1,RIM_ONE_r3,1,199,2,all,12469,0.7860293527949315,9995,0.8414207103551776,2474,0.5622473726758286,0.05539135756024616,0.8,0.8015879380864545,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_v0_2a_r1_progressive_uniform_full200e/checkpoint_final_site1_RIM_ONE_r3.pt,ab53213f9c9b5c7e7e48f1b8bc751f45ca55ad24937093d97f7f491b6cc30b6b,site_final_checkpoint,independent_post_hoc_frozen_checkpoint_only
