seed,variant,run_dir,final_average_dice,bwt,incoming_dice,previous_site_dice
0,R0,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_uniform_relation_kd_full200e,0.6551054533448878,-0.11846211039977567,0.7340801936114051,0.6759458886019506
0,R1,/home/jiangsuiyang/SSL_CL/runs/fundus_seed0_lcrseg_v0_2a_r1_progressive_uniform_full200e,0.6616491375160981,-0.1162918644571595,0.7391770471542044,0.6826418676928568
1,R0,/home/jiangsuiyang/SSL_CL/runs/fundus_seed1_lcrseg_v0_3_r0_legacy_uniform_full200e,0.6740484328959672,-0.1176235441996269,0.7524641290290518,0.6528927820226977
1,R1,/home/jiangsuiyang/SSL_CL/runs/fundus_seed1_lcrseg_v0_3_r1_progressive_uniform_full200e,0.6751040479657299,-0.137909775545976,0.7670438983297139,0.642121167175974
2,R0,/home/jiangsuiyang/SSL_CL/runs/fundus_seed2_lcrseg_v0_3_r0_legacy_uniform_full200e,0.717026194427422,-0.08372183278062045,0.7728407496145023,0.6903552050217913
2,R1,/home/jiangsuiyang/SSL_CL/runs/fundus_seed2_lcrseg_v0_3_r1_progressive_uniform_full200e,0.7027884135049635,-0.09343681961913392,0.7650796265843861,0.6778119041817688
