seed,transition,update_batch,variant,virtual_step_norm,raw_gradient_norm,objective,loss_sup,loss_assim_r0,loss_relation_r0,loss_ifc_continuous,loss_pfc_continuous,kappa_i,kappa_p,previous_val_loss_before,previous_val_loss_after,previous_val_loss_delta,previous_val_dice_before,previous_val_dice_after,previous_val_dice_delta,current_val_loss_before,current_val_loss_after,current_val_loss_delta,current_val_dice_before,current_val_dice_after,current_val_dice_delta,checkpoint_or_model_mutated
2,REFUGE->RIM_ONE_r3,0,C0,0.001,0.7783676385879517,0.04957108944654465,0.020761940628290176,0.017053082585334778,0.011756064370274544,0.5597135424613953,0.2390303611755371,0.05835294909775257,0.9416470509022474,0.5228780768811703,0.5192838180810213,-0.003594258800148964,0.7309217378497124,0.732813585549593,0.0018918476998806,0.4883819632232189,0.48658238537609577,-0.001799577847123146,0.7302324771881104,0.7313069514930248,0.0010744743049144745,False
2,REFUGE->RIM_ONE_r3,0,C1,0.001,0.7606905698776245,0.0822320282459259,0.020761940628290176,0.017053082585334778,0.011756064370274544,0.5597135424613953,0.2390303611755371,0.05835294909775257,0.9416470509022474,0.5228780768811703,0.5188864395022392,-0.0039916373789310455,0.7309217378497124,0.7329795770347118,0.002057839184999466,0.4883819632232189,0.48650141432881355,-0.001880548894405365,0.7302324771881104,0.7313445657491684,0.0011120885610580444,False
2,REFUGE->RIM_ONE_r3,0,C2,0.001,1.978600025177002,0.2746533155441284,0.020761940628290176,0.017053082585334778,0.011756064370274544,0.5597135424613953,0.2390303611755371,0.05835294909775257,0.9416470509022474,0.5228780768811703,0.5244030468165874,0.0015249699354171753,0.7309217378497124,0.7304079942405224,-0.0005137436091899872,0.4883819632232189,0.4881257079541683,-0.00025625526905059814,0.7302324771881104,0.7304471358656883,0.0002146586775779724,False
2,REFUGE->RIM_ONE_r3,0,C3,0.001,1.9593327045440674,0.30731427669525146,0.020761940628290176,0.017053082585334778,0.011756064370274544,0.5597135424613953,0.2390303611755371,0.05835294909775257,0.9416470509022474,0.5228780768811703,0.5242897402495146,0.001411663368344307,0.7309217378497124,0.7304521016776562,-0.0004696361720561981,0.4883819632232189,0.4881042316555977,-0.0002777315676212311,0.7302324771881104,0.7304541952908039,0.00022171810269355774,False
2,REFUGE->RIM_ONE_r3,0,C4,0.001,1.67289137840271,0.4038273096084595,0.020761940628290176,0.017053082585334778,0.011756064370274544,0.5597135424613953,0.2390303611755371,0.05835294909775257,0.9416470509022474,0.5228780768811703,0.517191207036376,-0.005686869844794273,0.7309217378497124,0.7334549650549889,0.0025332272052764893,0.4883819632232189,0.48617412708699703,-0.0022078361362218857,0.7302324771881104,0.7312364131212234,0.0010039359331130981,False
2,REFUGE->RIM_ONE_r3,0,C5,0.001,1.5108052492141724,0.3905726671218872,0.020761940628290176,0.017053082585334778,0.011756064370274544,0.5597135424613953,0.2390303611755371,0.05835294909775257,0.9416470509022474,0.5228780768811703,0.5189491435885429,-0.003928933292627335,0.7309217378497124,0.7327387221157551,0.0018169842660427094,0.4883819632232189,0.48634330928325653,-0.002038653939962387,0.7302324771881104,0.7312445975840092,0.001012120395898819,False
2,REFUGE->RIM_ONE_r3,1,C0,0.001,1.1768358945846558,0.03814593702554703,0.01748701184988022,0.012885987758636475,0.007772939279675484,0.5827823281288147,0.18655946850776672,0.05835294909775257,0.9416470509022474,0.5228780768811703,0.5197638105601072,-0.0031142663210630417,0.7309217378497124,0.7321915961802006,0.001269858330488205,0.4883819632232189,0.4868917800486088,-0.001490183174610138,0.7302324771881104,0.7309155501425266,0.000683072954416275,False
2,REFUGE->RIM_ONE_r3,1,C1,0.001,1.210271954536438,0.0721530020236969,0.01748701184988022,0.012885987758636475,0.007772939279675484,0.5827823281288147,0.18655946850776672,0.05835294909775257,0.9416470509022474,0.5228780768811703,0.5194891914725304,-0.003388885408639908,0.7309217378497124,0.7323198728263378,0.0013981349766254425,0.4883819632232189,0.48680529184639454,-0.001576671376824379,0.7302324771881104,0.7309538759291172,0.0007213987410068512,False
2,REFUGE->RIM_ONE_r3,1,C2,0.001,2.315781831741333,0.21381911635398865,0.01748701184988022,0.012885987758636475,0.007772939279675484,0.5827823281288147,0.18655946850776672,0.05835294909775257,0.9416470509022474,0.5228780768811703,0.5189220756292343,-0.003956001251935959,0.7309217378497124,0.7328650243580341,0.001943286508321762,0.4883819632232189,0.48571911454200745,-0.0026628486812114716,0.7302324771881104,0.7316236682236195,0.0013911910355091095,False
2,REFUGE->RIM_ONE_r3,1,C3,0.001,2.3340885639190674,0.24782617390155792,0.01748701184988022,0.012885987758636475,0.007772939279675484,0.5827823281288147,0.18655946850776672,0.05835294909775257,0.9416470509022474,0.5228780768811703,0.5187649447470903,-0.004113132134079933,0.7309217378497124,0.7329357713460922,0.0020140334963798523,0.4883819632232189,0.48566946759819984,-0.0027124956250190735,0.7302324771881104,0.7316450551152229,0.0014125779271125793,False
