seed,transition,update_batch,lambda_relation,lambda_assim,kappa_i,kappa_p,relation_gradient_norm,assimilation_gradient_norm,kappa_ifc_gradient_norm,kappa_pfc_gradient_norm,c0_total_gradient_norm,c3_total_gradient_norm,ifc_to_relation_ratio,pfc_to_assimilation_ratio,c3_to_c0_total_ratio,ifc_supervised_cosine,ifc_relation_cosine,ifc_assimilation_cosine,pfc_supervised_cosine,pfc_relation_cosine,pfc_assimilation_cosine,c3_supervised_cosine,c3_relation_cosine,c3_assimilation_cosine,finite,old_model_gradient_nonnull,pseudo_valid_pixels
2,REFUGE->RIM_ONE_r3,0,1.0,1.0,0.05835294909775257,0.9416470509022474,0.3235316872596741,0.7000811696052551,0.05837687477469444,1.8481595516204834,0.7783676385879517,1.9593327045440674,0.1804363438683513,2.6399218145841274,2.5172329981479216,0.026967763900756836,0.7024534940719604,-0.7147248387336731,-0.2575610280036926,-0.36205971240997314,0.27494311332702637,0.009340820834040642,-0.30926990509033203,0.5291492938995361,True,0,36164
2,REFUGE->RIM_ONE_r3,1,1.0,1.0,0.05835294909775257,0.9416470509022474,0.3906630575656891,0.47322967648506165,0.06770453602075577,2.1179633140563965,1.1768358945846558,2.3340885639190674,0.17330672739479958,4.475550497567441,1.9833594256086524,0.48736244440078735,0.6362304091453552,0.04302847012877464,-0.07754815369844437,0.21106386184692383,-0.33119046688079834,0.3924720287322998,0.5827993750572205,0.08909620344638824,True,0,36456
2,REFUGE->RIM_ONE_r3,2,1.0,1.0,0.05835294909775257,0.9416470509022474,0.22573283314704895,0.33445513248443604,0.11828061193227768,6.205115795135498,0.529854416847229,6.653613567352295,0.5239849705657406,18.552909471120927,12.557437205002497,0.6698707938194275,0.2319190353155136,-0.3028069734573364,0.6936237215995789,0.12342140823602676,-0.09921044111251831,0.7278257012367249,0.1341080367565155,-0.08515004068613052,True,0,36301
2,REFUGE->RIM_ONE_r3,3,1.0,1.0,0.05835294909775257,0.9416470509022474,0.11655177175998688,0.4783255457878113,0.08087620884180069,2.942964792251587,0.7253029942512512,2.8913652896881104,0.6939080171886852,6.152639803932002,3.9864240360305425,-0.42965078353881836,0.26604053378105164,-0.42810219526290894,-0.20512691140174866,-0.084687739610672,-0.1951776146888733,-0.015715567395091057,-0.10712119936943054,0.010977019555866718,True,0,36462
2,REFUGE->RIM_ONE_r3,4,1.0,1.0,0.05835294909775257,0.9416470509022474,0.1935553103685379,0.9376255869865417,0.048075344413518906,1.3947904109954834,0.9608107805252075,1.9640039205551147,0.2483803948441472,1.487577163373106,2.044111036599248,0.09078038483858109,-0.26361140608787537,0.5546761155128479,0.5657505989074707,0.005588748957961798,-0.015633301809430122,0.6236331462860107,-0.050591275095939636,0.3757324516773224,True,0,36131
2,REFUGE->RIM_ONE_r3,5,1.0,1.0,0.05835294909775257,0.9416470509022474,0.09779652953147888,0.3383358418941498,0.05720750242471695,5.988483428955078,0.8632072806358337,5.609508514404297,0.5849645452531413,17.699819786839516,6.498449028687946,0.07486800849437714,0.24263840913772583,0.33594927191734314,-0.2887427806854248,-0.10570866614580154,-0.5156524181365967,-0.16780412197113037,-0.10963038355112076,-0.4795393645763397,True,0,36413
2,REFUGE->RIM_ONE_r3,6,1.0,1.0,0.05835294909775257,0.9416470509022474,0.25765442848205566,0.2633339464664459,0.04977160319685936,1.693115234375,0.7332638502120972,1.96550714969635,0.1931719298988323,6.42953655270851,2.68049099806001,-0.06583548337221146,0.5408528447151184,-0.13507507741451263,0.2120412141084671,-0.2409253567457199,0.14863182604312897,0.5187807679176331,-0.08678821474313736,0.15834450721740723,True,0,36040
2,REFUGE->RIM_ONE_r3,7,1.0,1.0,0.05835294909775257,0.9416470509022474,0.1492043286561966,0.4211229979991913,0.033440057188272476,1.5935198068618774,0.7503469586372375,2.0386428833007812,0.22412256728373195,3.7839771620949034,2.7169336262831214,-0.2045043706893921,0.6704272627830505,0.6237363815307617,-0.02530881017446518,0.5189717411994934,0.5862624049186707,0.24555444717407227,0.5400210618972778,0.6760651469230652,True,0,35930
2,REFUGE->RIM_ONE_r3,8,1.0,1.0,0.05835294909775257,0.9416470509022474,0.20048104226589203,0.4516746699810028,0.07181893289089203,1.9900113344192505,0.5697275400161743,2.2342450618743896,0.3582330382921729,4.405851084150788,3.9216027047085706,0.16398221254348755,-0.07949450612068176,0.34544724225997925,-0.06156789883971214,0.03042798861861229,0.339557409286499,0.07724311947822571,0.09856924414634705,0.5193805694580078,True,0,35805
2,REFUGE->RIM_ONE_r3,9,1.0,1.0,0.05835294909775257,0.9416470509022474,0.07848477363586426,0.6311594247817993,0.06977376341819763,2.8122212886810303,0.885571300983429,3.3451945781707764,0.8890101886758063,4.455643341859712,3.7774423973043505,0.5096522569656372,-0.026082251220941544,0.5197792053222656,0.34274381399154663,-0.24193966388702393,0.4538377821445465,0.5156306624412537,-0.23835071921348572,0.6384961009025574,True,0,36302
