candidate,seed,stage_index,class_id,bin,lower,upper,count,mass,mean_confidence,accuracy,empty
R0,0,0,1,13,0.8666666666666667,0.9333333333333333,204515,0.1468141072632262,0.9013698133067269,0.4929881051536279,False
R0,0,0,1,14,0.9333333333333333,1.0,397862,0.2302236882484758,0.9713692985525909,0.44463950898853477,False
R0,0,0,2,0,0.0,0.06666666666666667,0,0.0,,,True
R0,0,0,2,1,0.06666666666666667,0.13333333333333333,0,0.0,,,True
R0,0,0,2,2,0.13333333333333333,0.2,0,0.0,,,True
R0,0,0,2,3,0.2,0.26666666666666666,0,0.0,,,True
R0,0,0,2,4,0.26666666666666666,0.3333333333333333,0,0.0,,,True
R0,0,0,2,5,0.3333333333333333,0.4,4909,0.005704211043468059,0.3780814793508189,0.12522159305312078,False
R0,0,0,2,6,0.4,0.4666666666666667,16845,0.019505091858718578,0.43795825448772785,0.1297577174592549,False
R0,0,0,2,7,0.4666666666666667,0.5333333333333333,71214,0.0743790192473291,0.5070623926576239,0.12869767518778027,False
R0,0,0,2,8,0.5333333333333333,0.6,99269,0.09838915562296066,0.5665517385930484,0.1322926185142993,False
R0,0,0,2,9,0.6,0.6666666666666666,97799,0.09418318018829076,0.6331494346220757,0.14165363457248736,False
R0,0,0,2,10,0.6666666666666666,0.7333333333333333,99647,0.0942283455314685,0.700142675530345,0.15805049501075144,False
R0,0,0,2,11,0.7333333333333333,0.8,105524,0.0974243850540167,0.7670094204601432,0.16937876834061508,False
R0,0,0,2,12,0.8,0.8666666666666667,118065,0.10619384529695951,0.834073055029555,0.19511880631900602,False
R0,0,0,2,13,0.8666666666666667,0.9333333333333333,145759,0.12716660626077322,0.9013494304883134,0.2548818459275446,False
R0,0,0,2,14,0.9333333333333333,1.0,356782,0.2828261598960154,0.9764695249677603,0.48177491966027597,False
R1,0,0,overall,0,0.0,0.06666666666666667,11616388,0.7877867296006971,0.0,0.7923960528866859,False
R1,0,0,overall,1,0.06666666666666667,0.13333333333333333,0,0.0,,,True
R1,0,0,overall,2,0.13333333333333333,0.2,0,0.0,,,True
R1,0,0,overall,3,0.2,0.26666666666666666,0,0.0,,,True
R1,0,0,overall,4,0.26666666666666666,0.3333333333333333,0,0.0,,,True
R1,0,0,overall,5,0.3333333333333333,0.4,0,0.0,,,True
R1,0,0,overall,6,0.4,0.4666666666666667,0,0.0,,,True
R1,0,0,overall,7,0.4666666666666667,0.5333333333333333,0,0.0,,,True
R1,0,0,overall,8,0.5333333333333333,0.6,0,0.0,,,True
R1,0,0,overall,9,0.6,0.6666666666666666,0,0.0,,,True
R1,0,0,overall,10,0.6666666666666666,0.7333333333333333,0,0.0,,,True
R1,0,0,overall,11,0.7333333333333333,0.8,0,0.0,,,True
R1,0,0,overall,12,0.8,0.8666666666666667,0,0.0,,,True
R1,0,0,overall,13,0.8666666666666667,0.9333333333333333,0,0.0,,,True
R1,0,0,overall,14,0.9333333333333333,1.0,3129212,0.21221327039931306,1.0,0.9288252122259505,False
R1,0,0,0,0,0.0,0.06666666666666667,9612986,0.7836752726937616,0.0,0.9232219248386051,False
R1,0,0,0,1,0.06666666666666667,0.13333333333333333,0,0.0,,,True
R1,0,0,0,2,0.13333333333333333,0.2,0,0.0,,,True
R1,0,0,0,3,0.2,0.26666666666666666,0,0.0,,,True
R1,0,0,0,4,0.26666666666666666,0.3333333333333333,0,0.0,,,True
R1,0,0,0,5,0.3333333333333333,0.4,0,0.0,,,True
R1,0,0,0,6,0.4,0.4666666666666667,0,0.0,,,True
R1,0,0,0,7,0.4666666666666667,0.5333333333333333,0,0.0,,,True
R1,0,0,0,8,0.5333333333333333,0.6,0,0.0,,,True
R1,0,0,0,9,0.6,0.6666666666666666,0,0.0,,,True
R1,0,0,0,10,0.6666666666666666,0.7333333333333333,0,0.0,,,True
R1,0,0,0,11,0.7333333333333333,0.8,0,0.0,,,True
R1,0,0,0,12,0.8,0.8666666666666667,0,0.0,,,True
R1,0,0,0,13,0.8666666666666667,0.9333333333333333,0,0.0,,,True
R1,0,0,0,14,0.9333333333333333,1.0,2626552,0.21632472730623262,1.0,0.9884208620192102,False
R1,0,0,1,0,0.0,0.06666666666666667,1084013,0.7215454606841193,0.0,0.38803757967733515,False
R1,0,0,1,1,0.06666666666666667,0.13333333333333333,0,0.0,,,True
R1,0,0,1,2,0.13333333333333333,0.2,0,0.0,,,True
R1,0,0,1,3,0.2,0.26666666666666666,0,0.0,,,True
R1,0,0,1,4,0.26666666666666666,0.3333333333333333,0,0.0,,,True
R1,0,0,1,5,0.3333333333333333,0.4,0,0.0,,,True
R1,0,0,1,6,0.4,0.4666666666666667,0,0.0,,,True
R1,0,0,1,7,0.4666666666666667,0.5333333333333333,0,0.0,,,True
R1,0,0,1,8,0.5333333333333333,0.6,0,0.0,,,True
R1,0,0,1,9,0.6,0.6666666666666666,0,0.0,,,True
R1,0,0,1,10,0.6666666666666666,0.7333333333333333,0,0.0,,,True
R1,0,0,1,11,0.7333333333333333,0.8,0,0.0,,,True
R1,0,0,1,12,0.8,0.8666666666666667,0,0.0,,,True
R1,0,0,1,13,0.8666666666666667,0.9333333333333333,0,0.0,,,True
R1,0,0,1,14,0.9333333333333333,1.0,306236,0.2784545393158814,1.0,0.651052576577506,False
R1,0,0,2,0,0.0,0.06666666666666667,919389,0.7123632448308298,0.0,0.10173885703764768,False
R1,0,0,2,1,0.06666666666666667,0.13333333333333333,0,0.0,,,True
R1,0,0,2,2,0.13333333333333333,0.2,0,0.0,,,True
R1,0,0,2,3,0.2,0.26666666666666666,0,0.0,,,True
R1,0,0,2,4,0.26666666666666666,0.3333333333333333,0,0.0,,,True
R1,0,0,2,5,0.3333333333333333,0.4,0,0.0,,,True
R1,0,0,2,6,0.4,0.4666666666666667,0,0.0,,,True
R1,0,0,2,7,0.4666666666666667,0.5333333333333333,0,0.0,,,True
R1,0,0,2,8,0.5333333333333333,0.6,0,0.0,,,True
R1,0,0,2,9,0.6,0.6666666666666666,0,0.0,,,True
R1,0,0,2,10,0.6666666666666666,0.7333333333333333,0,0.0,,,True
R1,0,0,2,11,0.7333333333333333,0.8,0,0.0,,,True
R1,0,0,2,12,0.8,0.8666666666666667,0,0.0,,,True
R1,0,0,2,13,0.8666666666666667,0.9333333333333333,0,0.0,,,True
R1,0,0,2,14,0.9333333333333333,1.0,196424,0.2876367551691705,1.0,0.65181532512419,False
R2,0,0,overall,0,0.0,0.06666666666666667,3442031,0.23342766655816802,0.005353095662238166,0.4970170227984563,False
R2,0,0,overall,1,0.06666666666666667,0.13333333333333333,194914,0.013218451605903197,0.09647320287876573,0.7282493817786302,False
R2,0,0,overall,2,0.13333333333333333,0.2,124934,0.008472629123264158,0.16505689581935123,0.7245985880544927,False
R2,0,0,overall,3,0.2,0.26666666666666666,100494,0.006815185546875217,0.23251055220670586,0.7237048978048438,False
R2,0,0,overall,4,0.26666666666666666,0.3333333333333333,90575,0.006142510308159917,0.2995958345664612,0.719613579906155,False
R2,0,0,overall,5,0.3333333333333333,0.4,92214,0.006253662109375198,0.36706185230442984,0.7167566746914784,False
R2,0,0,overall,6,0.4,0.4666666666666667,107225,0.007271660698784953,0.4345830033427723,0.707586850081604,False
R2,0,0,overall,7,0.4666666666666667,0.5333333333333333,194127,0.013165079752604584,0.5047853354641867,0.7224754928474657,False
R2,0,0,overall,8,0.5333333333333333,0.6,248683,0.016864895290799146,0.5669342265652613,0.751225455700631,False
R2,0,0,overall,9,0.6,0.6666666666666666,264407,0.017931247287326958,0.6337897073904999,0.7678276293744114,False
R2,0,0,overall,10,0.6666666666666666,0.7333333333333333,294088,0.019944118923611743,0.700764239726317,0.7840850357716059,False
R2,0,0,overall,11,0.7333333333333333,0.8,349923,0.023730672200521583,0.7678506775583895,0.8068946596822728,False
R2,0,0,overall,12,0.8,0.8666666666666667,457610,0.031033664279514872,0.8351853116465188,0.8313651362513933,False
R2,0,0,overall,13,0.8666666666666667,0.9333333333333333,733630,0.04975246853298758,0.903466779964852,0.8689707345664724,False
R2,0,0,overall,14,0.9333333333333333,1.0,8050745,0.5459760877821235,0.9915800761301233,0.9722335013716269,False
R2,0,0,0,0,0.0,0.06666666666666667,2173587,0.176574664999858,0.006393787722140123,0.72891745266761,False
R2,0,0,0,1,0.06666666666666667,0.13333333333333333,131068,0.010684326134584556,0.09629820559929819,0.9124000951552533,False
R2,0,0,0,2,0.13333333333333333,0.2,80713,0.006585325746936599,0.16480777864036417,0.912174755105398,False
R2,0,0,0,3,0.2,0.26666666666666666,62499,0.005101168371220375,0.23232740183560252,0.9156469708569666,False
R2,0,0,0,4,0.26666666666666666,0.3333333333333333,54048,0.004411265114386435,0.2993347633018755,0.9154531346628991,False
R2,0,0,0,5,0.3333333333333333,0.4,51802,0.004286115264192946,0.3669319621393273,0.9225680658357595,False
R2,0,0,0,6,0.4,0.4666666666666667,56637,0.004823267133505321,0.4346493236369277,0.9315911323293334,False
R2,0,0,0,7,0.4666666666666667,0.5333333333333333,112119,0.010016396455917707,0.5061169031999161,0.9621329540504547,False
R2,0,0,0,8,0.5333333333333333,0.6,156484,0.014027219092990888,0.5671330010614957,0.9699154392344346,False
R2,0,0,0,9,0.6,0.6666666666666666,172787,0.015366699129440001,0.6339501782851368,0.9711571539086984,False
R2,0,0,0,10,0.6666666666666666,0.7333333333333333,200055,0.017696539301121358,0.7009694037932396,0.9719560667991121,False
R2,0,0,0,11,0.7333333333333333,0.8,250414,0.021980564485924798,0.7681217301250552,0.9736193708497373,False
R2,0,0,0,12,0.8,0.8666666666666667,346020,0.03005697433396885,0.8354315905765871,0.974539272179742,False
R2,0,0,0,13,0.8666666666666667,0.9333333333333333,596909,0.05115662344537121,0.9038175655995492,0.977131831472286,False
R2,0,0,0,14,0.9333333333333333,1.0,7794396,0.6272328509905798,0.9919046856239496,0.9879272280485321,False
R2,0,0,1,0,0.0,0.06666666666666667,501911,0.3538334114823953,0.007009752510055256,0.3886482573267464,False
R2,0,0,1,1,0.06666666666666667,0.13333333333333333,41957,0.03468879337215522,0.0973944728812117,0.562750356658751,False
R2,0,0,1,2,0.13333333333333333,0.2,30144,0.025810935507984425,0.16592723717573138,0.5944349079565063,False
R2,0,0,1,3,0.2,0.26666666666666666,26267,0.022770185900667157,0.23331647286373636,0.6135874006518798,False
R2,0,0,1,4,0.26666666666666666,0.3333333333333333,25674,0.022794913435631444,0.3003081168014098,0.6315639561341286,False
R2,0,0,1,5,0.3333333333333333,0.4,29107,0.02631764907691501,0.36763851038659584,0.6456211780780989,False
R2,0,0,1,6,0.4,0.4666666666666667,37353,0.033810244281647014,0.43463159964895753,0.6295709048776811,False
R2,0,0,1,7,0.4666666666666667,0.5333333333333333,63219,0.054351074749027,0.5031530437541606,0.5188422606129554,False
R2,0,0,1,8,0.5333333333333333,0.6,72094,0.0592094747640045,0.5663828931398196,0.4897590114256308,False
R2,0,0,1,9,0.6,0.6666666666666666,71293,0.0567011149393089,0.6332470849255397,0.4908142216511669,False
R2,0,0,1,10,0.6666666666666666,0.7333333333333333,72715,0.05591966148259878,0.69997186079378,0.4871559325312784,False
R2,0,0,1,11,0.7333333333333333,0.8,76496,0.05586174871442012,0.7668852341833027,0.4840024999897086,False
R2,0,0,1,12,0.8,0.8666666666666667,84594,0.058579593256288295,0.8337614726936984,0.4771727006315412,False
R2,0,0,1,13,0.8666666666666667,0.9333333333333333,100333,0.06306933460914006,0.9005329901384876,0.44686418784214377,False
R2,0,0,1,14,0.9333333333333333,1.0,157092,0.07628186442781715,0.9685463780058804,0.35141817705955186,False
R2,0,0,2,0,0.0,0.06666666666666667,766533,0.5151378725575492,0.0029334650745651207,0.024311626931316912,False
R2,0,0,2,1,0.06666666666666667,0.13333333333333333,21889,0.024879079265303958,0.09664645831514619,0.2219266283936407,False
R2,0,0,2,2,0.13333333333333333,0.2,14077,0.016760535194545245,0.16550106088450972,0.23967619921674327,False
R2,0,0,2,3,0.2,0.26666666666666666,11728,0.01451541001749177,0.23244014806759614,0.25970105926079734,False
R2,0,0,2,4,0.26666666666666666,0.3333333333333333,10853,0.013680753138063186,0.2999873825241713,0.25966218469275976,False
R2,0,0,2,5,0.3333333333333333,0.4,11305,0.014678644691617001,0.36714614321857925,0.2672233136003359,False
R2,0,0,2,6,0.4,0.4666666666666667,13235,0.017870638751579525,0.4343630319246954,0.29937741070411045,False
R2,0,0,2,7,0.4666666666666667,0.5333333333333333,18789,0.02599103759991956,0.5017275489166231,0.33815744692413585,False
R2,0,0,2,8,0.5333333333333333,0.6,20105,0.02799366833362921,0.5666122490863443,0.3692740895984962,False
R2,0,0,2,9,0.6,0.6666666666666666,20327,0.027858118027307883,0.6335365800196214,0.38035274442552824,False
R2,0,0,2,10,0.6666666666666666,0.7333333333333333,21318,0.029949505436026706,0.700511545343005,0.3950137183483844,False
R2,0,0,2,11,0.7333333333333333,0.8,23013,0.032353532994434636,0.7674415267485069,0.4090078782367192,False
R2,0,0,2,12,0.8,0.8666666666666667,26996,0.03822935148416042,0.8346124882261023,0.4410818275908912,False
R2,0,0,2,13,0.8666666666666667,0.9333333333333333,36388,0.05231953403337785,0.9024408447646868,0.5348281397293146,False
R2,0,0,2,14,0.9333333333333333,1.0,99257,0.14778231847499443,0.9768718399620914,0.823335000330177,False
R3,0,0,overall,0,0.0,0.06666666666666667,3442031,0.23342766655816802,0.005353095662238166,0.4970170227984563,False
R3,0,0,overall,1,0.06666666666666667,0.13333333333333333,194914,0.013218451605903197,0.09647320287876573,0.7282493817786302,False
R3,0,0,overall,2,0.13333333333333333,0.2,124934,0.008472629123264158,0.16505689581935123,0.7245985880544927,False
R3,0,0,overall,3,0.2,0.26666666666666666,100494,0.006815185546875217,0.23251055220670586,0.7237048978048438,False
R3,0,0,overall,4,0.26666666666666666,0.3333333333333333,90575,0.006142510308159917,0.2995958345664612,0.719613579906155,False
R3,0,0,overall,5,0.3333333333333333,0.4,92214,0.006253662109375198,0.36706185230442984,0.7167566746914784,False
R3,0,0,overall,6,0.4,0.4666666666666667,107225,0.007271660698784953,0.4345830033427723,0.707586850081604,False
R3,0,0,overall,7,0.4666666666666667,0.5333333333333333,194127,0.013165079752604584,0.5047853354641867,0.7224754928474657,False
R3,0,0,overall,8,0.5333333333333333,0.6,248683,0.016864895290799146,0.5669342265652613,0.751225455700631,False
R3,0,0,overall,9,0.6,0.6666666666666666,264407,0.017931247287326958,0.6337897073904999,0.7678276293744114,False
R3,0,0,overall,10,0.6666666666666666,0.7333333333333333,294088,0.019944118923611743,0.700764239726317,0.7840850357716059,False
R3,0,0,overall,11,0.7333333333333333,0.8,349923,0.023730672200521583,0.7678506775583895,0.8068946596822728,False
R3,0,0,overall,12,0.8,0.8666666666666667,457610,0.031033664279514872,0.8351853116465188,0.8313651362513933,False
R3,0,0,overall,13,0.8666666666666667,0.9333333333333333,733630,0.04975246853298758,0.903466779964852,0.8689707345664724,False
R3,0,0,overall,14,0.9333333333333333,1.0,8050745,0.5459760877821235,0.9915800761301233,0.9722335013716269,False
R3,0,0,0,0,0.0,0.06666666666666667,2173587,0.176574664999858,0.006393787722140123,0.72891745266761,False
R3,0,0,0,1,0.06666666666666667,0.13333333333333333,131068,0.010684326134584556,0.09629820559929819,0.9124000951552533,False
R3,0,0,0,2,0.13333333333333333,0.2,80713,0.006585325746936599,0.16480777864036417,0.912174755105398,False
R3,0,0,0,3,0.2,0.26666666666666666,62499,0.005101168371220375,0.23232740183560252,0.9156469708569666,False
R3,0,0,0,4,0.26666666666666666,0.3333333333333333,54048,0.004411265114386435,0.2993347633018755,0.9154531346628991,False
R3,0,0,0,5,0.3333333333333333,0.4,51802,0.004286115264192946,0.3669319621393273,0.9225680658357595,False
R3,0,0,0,6,0.4,0.4666666666666667,56637,0.004823267133505321,0.4346493236369277,0.9315911323293334,False
R3,0,0,0,7,0.4666666666666667,0.5333333333333333,112119,0.010016396455917707,0.5061169031999161,0.9621329540504547,False
R3,0,0,0,8,0.5333333333333333,0.6,156484,0.014027219092990888,0.5671330010614957,0.9699154392344346,False
R3,0,0,0,9,0.6,0.6666666666666666,172787,0.015366699129440001,0.6339501782851368,0.9711571539086984,False
R3,0,0,0,10,0.6666666666666666,0.7333333333333333,200055,0.017696539301121358,0.7009694037932396,0.9719560667991121,False
R3,0,0,0,11,0.7333333333333333,0.8,250414,0.021980564485924798,0.7681217301250552,0.9736193708497373,False
R3,0,0,0,12,0.8,0.8666666666666667,346020,0.03005697433396885,0.8354315905765871,0.974539272179742,False
R3,0,0,0,13,0.8666666666666667,0.9333333333333333,596909,0.05115662344537121,0.9038175655995492,0.977131831472286,False
R3,0,0,0,14,0.9333333333333333,1.0,7794396,0.6272328509905798,0.9919046856239496,0.9879272280485321,False
R3,0,0,1,0,0.0,0.06666666666666667,501911,0.3538334114823953,0.007009752510055256,0.3886482573267464,False
R3,0,0,1,1,0.06666666666666667,0.13333333333333333,41957,0.03468879337215522,0.0973944728812117,0.562750356658751,False
R3,0,0,1,2,0.13333333333333333,0.2,30144,0.025810935507984425,0.16592723717573138,0.5944349079565063,False
R3,0,0,1,3,0.2,0.26666666666666666,26267,0.022770185900667157,0.23331647286373636,0.6135874006518798,False
R3,0,0,1,4,0.26666666666666666,0.3333333333333333,25674,0.022794913435631444,0.3003081168014098,0.6315639561341286,False
R3,0,0,1,5,0.3333333333333333,0.4,29107,0.02631764907691501,0.36763851038659584,0.6456211780780989,False
R3,0,0,1,6,0.4,0.4666666666666667,37353,0.033810244281647014,0.43463159964895753,0.6295709048776811,False
R3,0,0,1,7,0.4666666666666667,0.5333333333333333,63219,0.054351074749027,0.5031530437541606,0.5188422606129554,False
R3,0,0,1,8,0.5333333333333333,0.6,72094,0.0592094747640045,0.5663828931398196,0.4897590114256308,False
R3,0,0,1,9,0.6,0.6666666666666666,71293,0.0567011149393089,0.6332470849255397,0.4908142216511669,False
R3,0,0,1,10,0.6666666666666666,0.7333333333333333,72715,0.05591966148259878,0.69997186079378,0.4871559325312784,False
R3,0,0,1,11,0.7333333333333333,0.8,76496,0.05586174871442012,0.7668852341833027,0.4840024999897086,False
R3,0,0,1,12,0.8,0.8666666666666667,84594,0.058579593256288295,0.8337614726936984,0.4771727006315412,False
R3,0,0,1,13,0.8666666666666667,0.9333333333333333,100333,0.06306933460914006,0.9005329901384876,0.44686418784214377,False
R3,0,0,1,14,0.9333333333333333,1.0,157092,0.07628186442781715,0.9685463780058804,0.35141817705955186,False
R3,0,0,2,0,0.0,0.06666666666666667,766533,0.5151378725575492,0.0029334650745651207,0.024311626931316912,False
R3,0,0,2,1,0.06666666666666667,0.13333333333333333,21889,0.024879079265303958,0.09664645831514619,0.2219266283936407,False
R3,0,0,2,2,0.13333333333333333,0.2,14077,0.016760535194545245,0.16550106088450972,0.23967619921674327,False
R3,0,0,2,3,0.2,0.26666666666666666,11728,0.01451541001749177,0.23244014806759614,0.25970105926079734,False
R3,0,0,2,4,0.26666666666666666,0.3333333333333333,10853,0.013680753138063186,0.2999873825241713,0.25966218469275976,False
R3,0,0,2,5,0.3333333333333333,0.4,11305,0.014678644691617001,0.36714614321857925,0.2672233136003359,False
R3,0,0,2,6,0.4,0.4666666666666667,13235,0.017870638751579525,0.4343630319246954,0.29937741070411045,False
R3,0,0,2,7,0.4666666666666667,0.5333333333333333,18789,0.02599103759991956,0.5017275489166231,0.33815744692413585,False
R3,0,0,2,8,0.5333333333333333,0.6,20105,0.02799366833362921,0.5666122490863443,0.3692740895984962,False
R3,0,0,2,9,0.6,0.6666666666666666,20327,0.027858118027307883,0.6335365800196214,0.38035274442552824,False
R3,0,0,2,10,0.6666666666666666,0.7333333333333333,21318,0.029949505436026706,0.700511545343005,0.3950137183483844,False
R3,0,0,2,11,0.7333333333333333,0.8,23013,0.032353532994434636,0.7674415267485069,0.4090078782367192,False
R3,0,0,2,12,0.8,0.8666666666666667,26996,0.03822935148416042,0.8346124882261023,0.4410818275908912,False
R3,0,0,2,13,0.8666666666666667,0.9333333333333333,36388,0.05231953403337785,0.9024408447646868,0.5348281397293146,False
R3,0,0,2,14,0.9333333333333333,1.0,99257,0.14778231847499443,0.9768718399620914,0.823335000330177,False
R0,0,1,overall,0,0.0,0.06666666666666667,0,0.0,,,True
R0,0,1,overall,1,0.06666666666666667,0.13333333333333333,0,0.0,,,True
R0,0,1,overall,2,0.13333333333333333,0.2,0,0.0,,,True
R0,0,1,overall,3,0.2,0.26666666666666666,0,0.0,,,True
R0,0,1,overall,4,0.26666666666666666,0.3333333333333333,0,0.0,,,True
R0,0,1,overall,5,0.3333333333333333,0.4,3872,0.0006564670138888908,0.3783194571733476,0.36880165289256206,False
R0,0,1,overall,6,0.4,0.4666666666666667,15624,0.002648925781250008,0.43947041821339417,0.3874167946748593,False
R0,0,1,overall,7,0.4666666666666667,0.5333333333333333,65520,0.011108398437500035,0.5073228281791867,0.44555860805860814,False
R0,0,1,overall,8,0.5333333333333333,0.6,91111,0.015447150336371578,0.5668903375208117,0.4837505899397439,False
R0,0,1,overall,9,0.6,0.6666666666666666,94583,0.01603580050998269,0.6336503971315336,0.5054925303701511,False
R0,0,1,overall,10,0.6666666666666666,0.7333333333333333,103892,0.01761406792534728,0.7006663456694006,0.5359315442959997,False
R0,0,1,overall,11,0.7333333333333333,0.8,119874,0.020323689778645897,0.7675013466188992,0.5663112935248679,False
R0,0,1,overall,12,0.8,0.8666666666666667,149450,0.025338066948784797,0.8348812618328206,0.6110070257611242,False
R0,0,1,overall,13,0.8666666666666667,0.9333333333333333,221723,0.03759138319227442,0.9029430473419581,0.6783238545392223,False
R0,0,1,overall,14,0.9333333333333333,1.0,5032591,0.8532360500759549,0.9962741967817396,0.9692347341558284,False
R0,0,1,0,0,0.0,0.06666666666666667,0,0.0,,,True
R0,0,1,0,1,0.06666666666666667,0.13333333333333333,0,0.0,,,True
R0,0,1,0,2,0.13333333333333333,0.2,0,0.0,,,True
R0,0,1,0,3,0.2,0.26666666666666666,0,0.0,,,True
R0,0,1,0,4,0.26666666666666666,0.3333333333333333,0,0.0,,,True
R0,0,1,0,5,0.3333333333333333,0.4,1292,0.00024761059548055267,0.3781512940835868,0.5143879697394498,False
R0,0,1,0,6,0.4,0.4666666666666667,4266,0.0008155340294490042,0.4385158745296365,0.5141524108399452,False
R0,0,1,0,7,0.4666666666666667,0.5333333333333333,21245,0.004133933763452257,0.5096432093656117,0.6796435443256504,False
R0,0,1,0,8,0.5333333333333333,0.6,32632,0.006374587974096697,0.5669572664412548,0.732610265672808,False
R0,0,1,0,9,0.6,0.6666666666666666,34179,0.006668809157862587,0.6337108602185557,0.7557497325945742,False
R0,0,1,0,10,0.6666666666666666,0.7333333333333333,38440,0.007487761858220714,0.7007184428288646,0.7747259724905005,False
R0,0,1,0,11,0.7333333333333333,0.8,46453,0.009033586705064192,0.7678496727480859,0.7976682880104126,False
R0,0,1,0,12,0.8,0.8666666666666667,63538,0.012339747400550022,0.8354637293208784,0.821639569958236,False
R0,0,1,0,13,0.8666666666666667,0.9333333333333333,112173,0.021744646492836524,0.9042004423997905,0.8550618061786687,False
R0,0,1,0,14,0.9333333333333333,1.0,4888558,0.9311537820229879,0.9970789991766306,0.981430424688851,False
R0,0,1,1,0,0.0,0.06666666666666667,0,0.0,,,True
R0,0,1,1,1,0.06666666666666667,0.13333333333333333,0,0.0,,,True
R0,0,1,1,2,0.13333333333333333,0.2,0,0.0,,,True
