candidate,seed,stage_index,class_id,maximum_supported_coverage,common_upper_bound,common_support_AURC,reference_common_support_AURC,full_support_AURC,actual_shared_points,reliability_ECE_15,probability_ECE_15,multiclass_Brier,calibration_probability_available_mass,positive_pixel_count,full_valid_pixel_count,null_count,null_case_balanced_mass,case_count,ranked_coverage_sha256,ranked_risk_sha256,full_curve_storage
R0,2,0,1,1.0,0.020920392287295857,0.2598374744133651,0.3574171625705023,0.45903688840196294,[],0.3674119680087793,0.3674119680087793,0.8117503286743138,0.9999999999999988,1101280,1101280,1,1.2782819890067749e-06,100,9ba5d5192ab31c2d111a4da26c165d869e8b6e9b7a9529b02a330c2c722aafaa,9fd760470a7da578334a2592654b0efaf4e57f93c7a12f70c0c9525ed2e747ef,exact ranked steps reconstructible from immutable per-pixel caches and full SHA tie rule
R0,2,0,2,0.9999999999995092,0.08071509077891019,0.2298126305349275,0.2964234587019944,0.5346827309794387,[0.05],0.4465091441979484,0.4465091441979484,0.9318934124679191,1.0000000000000013,565767,565767,0,0.0,100,e102a00b578fd0387dd4967be40374a1f8e48bfbed7f6f5b0aa6683c3dbf87d7,aa32ead6556cb5ad417eaf26b452f63bf3bf043f9b078092ad084b2d0b87a19a,exact ranked steps reconstructible from immutable per-pixel caches and full SHA tie rule
R0,2,0,foreground_macro,0.9999999999995092,,0.2448250524741463,0.3269203106362484,0.49685980969070087,[],0.40696055610336385,0.40696055610336385,0.8718218705711165,1.0,1667047,1667047,1,6.391409945033874e-07,100,,,equal rim/cup macro; class-specific common-support bounds and raw curve hashes are reported separately
R1,2,0,overall,0.24137946235922106,0.24137946235922106,0.009027025436447688,0.009027025436447688,0.009027025436447688,"[0.05, 0.1, 0.2]",0.623928493923632,0.0842294705281661,0.22513321715302806,0.9999999999999684,3559285,14745600,86,5.832248263888887e-06,100,9899479b4657d231a92cf7da00b2df6624b2b3a48a66f56ea4b6977796799662,f325891088082972e2153f93e55841c66c1500b3bdd4d814d2ed6505004a2a56,exact ranked steps reconstructible from immutable per-pixel caches and full SHA tie rule
R1,2,0,0,0.26834666801240437,0.26834666801240437,0.0025476618188912175,0.0025476618188912175,0.0025476618188912175,"[0.05, 0.1, 0.2]",0.6620234613049034,0.03887242746037624,0.12921875308315245,0.9999999999999996,3495826,13078553,85,6.274718326661365e-06,100,4e03d9041ed4a0f48a0d8bb7934b5117dbbf1fa3346290b4ea921fbedbd1ca17,4bfb496454622d09393d6b9e983a6b46a75f86e54d82f79d9f4ac6f5b78641ab,exact ranked steps reconstructible from immutable per-pixel caches and full SHA tie rule
R1,2,0,1,0.020920392287295857,0.020920392287295857,0.3574171625705023,0.3574171625705023,0.3574171625705023,[],0.45541605504602356,0.3674119680087793,0.8117503286743138,0.9999999999999988,22325,1101280,1,1.2782819890067749e-06,100,722c7d3f84bb9c801c2a1f079630fac1806c171f02b5121a372f5c92ebe3204e,26d92d683a1c4826354ed8b59221962ede01a0c33c5aac75e6a2bbfb1c82c167,exact ranked steps reconstructible from immutable per-pixel caches and full SHA tie rule
R1,2,0,2,0.08071509077891019,0.08071509077891019,0.2964234587019944,0.2964234587019944,0.2964234587019944,[0.05],0.2870209533226942,0.4465091441979484,0.9318934124679191,1.0000000000000013,41134,565767,0,0.0,100,7cd39334abdf2a448d362951cf15f559d7390ad05b62d717bab7391f4073dd07,57be37f3fe664b1d83768930fb7d87b3c567a6c0dc7ebfdcf5dcc9d6b29354a6,exact ranked steps reconstructible from immutable per-pixel caches and full SHA tie rule
R1,2,0,foreground_macro,0.020920392287295857,,0.3269203106362484,0.3269203106362484,0.3269203106362484,[],0.37121850418435887,0.40696055610336385,0.8718218705711165,1.0,63459,1667047,1,6.391409945033874e-07,100,,,equal rim/cup macro; class-specific common-support bounds and raw curve hashes are reported separately
R2,2,0,overall,0.9999941675069716,0.24137946235922106,0.003667826403359876,0.009027025436447688,0.037626176935690155,"[0.05, 0.1, 0.2]",0.20418956454877438,0.0842294705281661,0.22513321715302806,0.9999999999999684,14745514,14745600,86,5.832248263888887e-06,100,f01162b7f2e348da583e58a78a894307e61a9725fe2d3a0ec6d6afa04bbf0e15,b9342433e08cb8ba32e270b997c73af1751038ff9c54a16d10133666dcedd4e1,exact ranked steps reconstructible from immutable per-pixel caches and full SHA tie rule
R2,2,0,0,0.9999937252926308,0.26834666801240437,0.0030872857394248477,0.0025476618188912175,0.013442733062061955,"[0.05, 0.1, 0.2]",0.22338095291107926,0.03887242746037624,0.12921875308315245,0.9999999999999996,13078468,13078553,85,6.274718326661365e-06,100,c501a819c1ce2c2316ec85d59db79824901e96e5c28e551a392db6249588eb26,968723c45a84063491dbce37f62982480d16b48797ded8bb41857d376abf111e,exact ranked steps reconstructible from immutable per-pixel caches and full SHA tie rule
R2,2,0,1,0.9999987217196956,0.020920392287295857,0.1976571814897602,0.3574171625705023,0.41044223642581057,[],0.2645469913944596,0.3674119680087793,0.8117503286743138,0.9999999999999988,1101279,1101280,1,1.2782819890067749e-06,100,6f76fa5fa3d66f9e96e858ba11c29f4d8bbaf3241c8df559c7931afbf9140e42,a81699ea354f38c06cc4e92c6e966a35a0a4a151c33ee1cb8fbf4f385d9fecd7,exact ranked steps reconstructible from immutable per-pixel caches and full SHA tie rule
R2,2,0,2,0.9999999999972079,0.08071509077891019,0.06525128823912828,0.2964234587019944,0.41871596952147294,[0.05],0.14974248318318595,0.4465091441979484,0.9318934124679191,1.0000000000000013,565767,565767,0,0.0,100,3d161a620563a8814651dcaef37e8783432462e5bcba1c9e63741a7d8a68bb0d,fedfae7c6156411d1d0905662f07e4f9c427f9c6034d287af9d40d17af9a8d1a,exact ranked steps reconstructible from immutable per-pixel caches and full SHA tie rule
R2,2,0,foreground_macro,0.9999987217196956,,0.13145423486444424,0.3269203106362484,0.41457910297364176,[],0.20714473728882277,0.40696055610336385,0.8718218705711165,1.0,1667046,1667047,1,6.391409945033874e-07,100,,,equal rim/cup macro; class-specific common-support bounds and raw curve hashes are reported separately
R3,2,0,overall,0.9999941675069716,0.24137946235922106,0.003667826403359876,0.009027025436447688,0.037626176935690155,"[0.05, 0.1, 0.2]",0.20418956454877438,0.0842294705281661,0.22513321715302806,0.9999999999999684,14745514,14745600,86,5.832248263888887e-06,100,f01162b7f2e348da583e58a78a894307e61a9725fe2d3a0ec6d6afa04bbf0e15,b9342433e08cb8ba32e270b997c73af1751038ff9c54a16d10133666dcedd4e1,exact ranked steps reconstructible from immutable per-pixel caches and full SHA tie rule
R3,2,0,0,0.9999937252926308,0.26834666801240437,0.0030872857394248477,0.0025476618188912175,0.013442733062061955,"[0.05, 0.1, 0.2]",0.22338095291107926,0.03887242746037624,0.12921875308315245,0.9999999999999996,13078468,13078553,85,6.274718326661365e-06,100,c501a819c1ce2c2316ec85d59db79824901e96e5c28e551a392db6249588eb26,968723c45a84063491dbce37f62982480d16b48797ded8bb41857d376abf111e,exact ranked steps reconstructible from immutable per-pixel caches and full SHA tie rule
R3,2,0,1,0.9999987217196956,0.020920392287295857,0.1976571814897602,0.3574171625705023,0.41044223642581057,[],0.2645469913944596,0.3674119680087793,0.8117503286743138,0.9999999999999988,1101279,1101280,1,1.2782819890067749e-06,100,6f76fa5fa3d66f9e96e858ba11c29f4d8bbaf3241c8df559c7931afbf9140e42,a81699ea354f38c06cc4e92c6e966a35a0a4a151c33ee1cb8fbf4f385d9fecd7,exact ranked steps reconstructible from immutable per-pixel caches and full SHA tie rule
R3,2,0,2,0.9999999999972079,0.08071509077891019,0.06525128823912828,0.2964234587019944,0.41871596952147294,[0.05],0.14974248318318595,0.4465091441979484,0.9318934124679191,1.0000000000000013,565767,565767,0,0.0,100,3d161a620563a8814651dcaef37e8783432462e5bcba1c9e63741a7d8a68bb0d,fedfae7c6156411d1d0905662f07e4f9c427f9c6034d287af9d40d17af9a8d1a,exact ranked steps reconstructible from immutable per-pixel caches and full SHA tie rule
R3,2,0,foreground_macro,0.9999987217196956,,0.13145423486444424,0.3269203106362484,0.41457910297364176,[],0.20714473728882277,0.40696055610336385,0.8718218705711165,1.0,1667046,1667047,1,6.391409945033874e-07,100,,,equal rim/cup macro; class-specific common-support bounds and raw curve hashes are reported separately
R0,2,1,overall,0.9999999999859658,0.3519407484220456,0.0024179511699936053,0.041945701682451215,0.015828038954735817,"[0.05, 0.1, 0.2, 0.3]",0.072899906610258,0.072899906610258,0.17554148813092632,0.9999999999999968,5898240,5898240,0,0.0,40,d1e71ffee26ad414f93462c3eb97ddfa99f503222f32c6ce2b8a74986d95e1b2,11821fae9e092bdcb6e6f5c9f42bd0bc749c072e535316250bb41febd5aee47c,exact ranked steps reconstructible from immutable per-pixel caches and full SHA tie rule
R0,2,1,0,1.0,0.3655551578850116,0.0020675706834585856,0.0031753706038338612,0.005012754186166894,"[0.05, 0.1, 0.2, 0.3]",0.024038544420489028,0.024038544420489028,0.07387968555118388,1.0,5253937,5253937,0,0.0,40,880aedb976dba548cf5420a31405cf35a49afaa589fbb2e5a5f7f3fd18ec6097,18c167ab18855e7d43a7f7b718e9a6b13a50e7dc0f205a8e46984803e9a13a4d,exact ranked steps reconstructible from immutable per-pixel caches and full SHA tie rule
R0,2,1,1,1.0,0.07636148975015432,0.6646399663184204,0.5396275997732684,0.6426571745439694,[0.05],0.465547329913629,0.465547329913629,0.9766075794184268,0.9999999999999993,383432,383432,0,0.0,40,ad207f65cd956d978ccf9f8dcfd7b7a66c9e192fcb8f4a8fff0809147aad68ec,5e6934817078ce0383c7c94394cb47deccb64ae71365bcf54c69206516fb52d5,exact ranked steps reconstructible from immutable per-pixel caches and full SHA tie rule
R0,2,1,2,1.0,0.4389496754835934,0.4002211129629395,0.4891758774045837,0.4918852316950254,"[0.05, 0.1, 0.2, 0.3, 0.4]",0.41933927528315507,0.41933927528315507,0.9548093348239107,1.000000000000001,260871,260871,0,0.0,40,57ec00c13d7cb902bec0ad61260e26532847863b699edb0a7e5b63225d18e58b,582382f6f99e2578ba228aa962075a03540030050159a0e963ef8c5eb16406a2,exact ranked steps reconstructible from immutable per-pixel caches and full SHA tie rule
R0,2,1,foreground_macro,1.0,,0.5324305396406799,0.514401738588926,0.5672712031194974,[0.05],0.44244330259839204,0.44244330259839204,0.9657084571211687,1.0000000000000002,644303,644303,0,0.0,40,,,equal rim/cup macro; class-specific common-support bounds and raw curve hashes are reported separately
R1,2,1,overall,0.3519407484220456,0.3519407484220456,0.041945701682451215,0.041945701682451215,0.041945701682451215,"[0.05, 0.1, 0.2, 0.3]",0.56543426513672,0.072899906610258,0.17554148813092632,0.9999999999999968,2075831,5898240,0,0.0,40,b134d94b0fa3299bbc7e94ece73a09c4cd256fa526d313580e7151a01a4a9924,1cfb9fb9525a0df36cd1b708ff6299cf9f46cfb88bde27490d1038f792017663,exact ranked steps reconstructible from immutable per-pixel caches and full SHA tie rule
R1,2,1,0,0.3655551578850116,0.3655551578850116,0.0031753706038338612,0.0031753706038338612,0.0031753706038338612,"[0.05, 0.1, 0.2, 0.3]",0.5911213071795728,0.024038544420489028,0.07387968555118388,1.0,1922800,5253937,0,0.0,40,39f56db80a8681b8edd14ce82261e86517e48b808032785660bb97ef23d12675,bcaa45bf77561da730bc261e971810ee9f3b5e666f8864c7f5510af5ff0ae91e,exact ranked steps reconstructible from immutable per-pixel caches and full SHA tie rule
R1,2,1,1,0.07636148975015432,0.07636148975015432,0.5396275997732684,0.5396275997732684,0.5396275997732684,[0.05],0.3535434401397327,0.465547329913629,0.9766075794184268,0.9999999999999993,37284,383432,0,0.0,40,4d9365e79c712ca4b4f288c3318793d841386a3b35e752eb3b785ef10f8c285b,222478e1857fee8cfe44fa43f8e146a1350dcb4f9d1e0ab20515d0d220d026b9,exact ranked steps reconstructible from immutable per-pixel caches and full SHA tie rule
R1,2,1,2,0.4389496754835934,0.4389496754835934,0.4891758774045837,0.4891758774045837,0.4891758774045837,"[0.05, 0.1, 0.2, 0.3, 0.4]",0.36723212097686286,0.41933927528315507,0.9548093348239107,1.000000000000001,115747,260871,0,0.0,40,01f7b2c09a663df41bc6ccb53467bbe3aa58dde617ea861a991f904370993f42,08d9867acd98d45f92a95b71e0e084eebce11fe1043df3a3ea3aff18a747bef3,exact ranked steps reconstructible from immutable per-pixel caches and full SHA tie rule
R1,2,1,foreground_macro,0.07636148975015432,,0.514401738588926,0.514401738588926,0.514401738588926,[0.05],0.3603877805582978,0.44244330259839204,0.9657084571211687,1.0000000000000002,153031,644303,0,0.0,40,,,equal rim/cup macro; class-specific common-support bounds and raw curve hashes are reported separately
R2,2,1,overall,0.9999999999859658,0.3519407484220456,0.00177551948456183,0.041945701682451215,0.016566123626774648,"[0.05, 0.1, 0.2, 0.3]",0.09416233347820402,0.072899906610258,0.17554148813092632,0.9999999999999968,5898240,5898240,0,0.0,40,d1e71ffee26ad414f93462c3eb97ddfa99f503222f32c6ce2b8a74986d95e1b2,d6c1f7551140e4a6d747ec87b63a1114de1ff122b0ff4711d4c7623c6875e7be,exact ranked steps reconstructible from immutable per-pixel caches and full SHA tie rule
R2,2,1,0,1.0,0.3655551578850116,0.001650980965250998,0.0031753706038338612,0.0037294943768314067,"[0.05, 0.1, 0.2, 0.3]",0.07941725674478917,0.024038544420489028,0.07387968555118388,1.0,5253937,5253937,0,0.0,40,64ff1302c55853b145cd15130289bc438d87d6e835043b65f4c42c80236f6e94,ce846bce3b2d6b91097baa525e0176815756ce5cbafbafaa7c397833a8f2dc9b,exact ranked steps reconstructible from immutable per-pixel caches and full SHA tie rule
R2,2,1,1,1.0,0.07636148975015432,0.5312020969933191,0.5396275997732684,0.5822364623945716,[0.05],0.32428117980640425,0.465547329913629,0.9766075794184268,0.9999999999999993,383432,383432,0,0.0,40,c4d5149ac42c2d6bd40e86ce5d7dc882d84bd3a282ed81bd7845f1209f364168,d61a8fd3a9e9d7a5e4c82e102b17677c616415eab58489c61582a9deea3f153c,exact ranked steps reconstructible from immutable per-pixel caches and full SHA tie rule
R2,2,1,2,1.0,0.4389496754835934,0.3404381949989909,0.4891758774045837,0.4402495597946508,"[0.05, 0.1, 0.2, 0.3, 0.4]",0.23065249055071377,0.41933927528315507,0.9548093348239107,1.000000000000001,260871,260871,0,0.0,40,a2c0f17c5ecfa661fcf8329a5e66a12dc91750ff4fff0f4702e9fe7d0fe0f44d,e69b41e56d92550f85f046390548ac595f291c0882a5ed2d969f72e5be891645,exact ranked steps reconstructible from immutable per-pixel caches and full SHA tie rule
R2,2,1,foreground_macro,1.0,,0.43582014599615504,0.514401738588926,0.5112430110946112,[0.05],0.277466835178559,0.44244330259839204,0.9657084571211687,1.0000000000000002,644303,644303,0,0.0,40,,,equal rim/cup macro; class-specific common-support bounds and raw curve hashes are reported separately
R3,2,1,overall,0.9999999999859658,0.3519407484220456,0.0016761497986648034,0.041945701682451215,0.021495665228927898,"[0.05, 0.1, 0.2, 0.3]",0.1801594822908054,0.072899906610258,0.17554148813092632,0.9999999999999968,5898240,5898240,0,0.0,40,d1e71ffee26ad414f93462c3eb97ddfa99f503222f32c6ce2b8a74986d95e1b2,6c63d5822ecb76d04739aa981369458a8ed97106567b0aa479ab88e6a27316d8,exact ranked steps reconstructible from immutable per-pixel caches and full SHA tie rule
R3,2,1,0,0.9999999999999597,0.3655551578850116,0.0016411730702607286,0.0031753706038338612,0.004045239356710089,"[0.05, 0.1, 0.2, 0.3]",0.1829220469912523,0.024038544420489028,0.07387968555118388,1.0,5253937,5253937,0,0.0,40,7077c847a9e7eefbf59391fb49dec4b8c9379e8e58d016bd6caf016466336316,38e8813a8a9c58783cbfebabb4c72766fb51aab328c4519266be7e1516a81e03,exact ranked steps reconstructible from immutable per-pixel caches and full SHA tie rule
R3,2,1,1,1.0,0.07636148975015432,0.38681451395978705,0.5396275997732684,0.569395093174777,[0.05],0.30469379353092785,0.465547329913629,0.9766075794184268,0.9999999999999993,383432,383432,0,0.0,40,d78373caf067a40f2cb10b5121c8e0c63684a00277de7ee2ba77d65ed31a0a32,3fdc29cbd691aae6d3075215d2b265cc2bc38c61d375aa17a92ac116378c8ebb,exact ranked steps reconstructible from immutable per-pixel caches and full SHA tie rule
R3,2,1,2,1.0,0.4389496754835934,0.34028764248341986,0.4891758774045837,0.44024247686132983,"[0.05, 0.1, 0.2, 0.3, 0.4]",0.2306473278861761,0.41933927528315507,0.9548093348239107,1.000000000000001,260871,260871,0,0.0,40,18f2ed1ae943ca6c65899d6ef8be5816ccaaa273c99f7239d5327f849fb34d23,776dc527157591e48b18a29a48a8894fca5e779103e1f32ef358833f34a7de00,exact ranked steps reconstructible from immutable per-pixel caches and full SHA tie rule
R3,2,1,foreground_macro,1.0,,0.3635510782216035,0.514401738588926,0.5048187850180534,[0.05],0.267670560708552,0.44244330259839204,0.9657084571211687,1.0000000000000002,644303,644303,0,0.0,40,,,equal rim/cup macro; class-specific common-support bounds and raw curve hashes are reported separately
R0,2,2,overall,1.0,0.2950840928813456,0.002532606525395218,0.02630638002532383,0.010903490002444378,"[0.05, 0.1, 0.2]",0.043374536214831574,0.043374536214831574,0.12301642721139253,1.000000000000004,3686400,3686400,5,1.3563368055555556e-06,25,be3fa21b7ed4817a005d1838bd123c7496335ecf2d2650f4661c4ed07ce5a42c,f3a16aebbc7c0946acba30c3619a61b839f0ba0df725829576597c347c22a456,exact ranked steps reconstructible from immutable per-pixel caches and full SHA tie rule
R0,2,2,0,1.0,0.2978308025395069,0.0010671571218753744,0.0005708410214768306,0.002916311841859793,"[0.05, 0.1, 0.2]",0.026215525550463345,0.026215525550463345,0.05909229927017221,0.999999999999999,3162241,3162241,5,1.5450778950388333e-06,25,834164980bc5dd6920cf3ab0c92e5cf6a799a16b65f8a4c098ba25cd6ae40b5d,a7a3d2ca2b76a204c1cd20344a326e5f9fbaf6e6af1f2d61595e16b22df846fd,exact ranked steps reconstructible from immutable per-pixel caches and full SHA tie rule
R0,2,2,1,1.0,0.20186702947453639,0.3044167716873894,0.2214829611161617,0.29750861170454135,"[0.05, 0.1, 0.2]",0.1935503549457627,0.1935503549457627,0.5677520992900965,0.9999999999999999,378752,378752,0,0.0,25,fac9f5c4ce2f852041a18e677bdcff8a9931f6afb50b096b94a199f3d6f5bd48,7ca1e2de5430d72ddf45fbafb3cd92e168a416dabb5c5bb93b05909fcb60eef7,exact ranked steps reconstructible from immutable per-pixel caches and full SHA tie rule
R0,2,2,2,1.0,0.44660332087895077,0.052042668814150456,0.1889415456268946,0.13814082799681984,"[0.05, 0.1, 0.2, 0.3, 0.4]",0.08177967625933791,0.08177967625933791,0.4016166700031567,1.0000000000000004,145407,145407,0,0.0,25,68e572d8df6b3c5dc2f1cc96879773e1de5fd4cd5bfb34f95908fdc6c141736a,5a89612e9929fddda7cdebe0569ab0026254eed51e35aaefe056efcb07d8663a,exact ranked steps reconstructible from immutable per-pixel caches and full SHA tie rule
R0,2,2,foreground_macro,1.0,,0.17822972025076994,0.20521225337152815,0.21782471985068058,"[0.05, 0.1, 0.2]",0.1376650156025503,0.1376650156025503,0.4846843846466266,1.0000000000000002,524159,524159,0,0.0,25,,,equal rim/cup macro; class-specific common-support bounds and raw curve hashes are reported separately
R1,2,2,overall,0.2950840928813456,0.2950840928813456,0.02630638002532383,0.02630638002532383,0.02630638002532383,"[0.05, 0.1, 0.2]",0.6420328776041648,0.043374536214831574,0.12301642721139253,1.000000000000004,1087798,3686400,5,1.3563368055555556e-06,25,e118afe0a7747b7ac60f38c744d63fc430939078e9708a15cb4f03677722481a,a5e657ad75a9e7a5f11c4c24529aa3f20740a263b77c63333a96ac6481ad2490,exact ranked steps reconstructible from immutable per-pixel caches and full SHA tie rule
R1,2,2,0,0.2978308025395069,0.2978308025395069,0.0005708410214768306,0.0005708410214768306,0.0005708410214768306,"[0.05, 0.1, 0.2]",0.6618476436669307,0.026215525550463345,0.05909229927017221,0.999999999999999,941160,3162241,5,1.5450778950388333e-06,25,d2b8accfcbc92b676bfd9f41d9379fde7df5b32f92f131b9f644984825ff7fa1,a84762d0731d174696d172476a00ace751a88d97cfbebd03be3f9c79c2512510,exact ranked steps reconstructible from immutable per-pixel caches and full SHA tie rule
R1,2,2,1,0.20186702947453639,0.20186702947453639,0.2214829611161617,0.2214829611161617,0.2214829611161617,"[0.05, 0.1, 0.2]",0.5589927610805471,0.1935503549457627,0.5677520992900965,0.9999999999999999,77597,378752,0,0.0,25,85e4c6172426d8680e71f90efe8fef923b1bb6b72fb3e94468dab97446e229e5,6a7a70302c991c5d29352bec0435979c5d7e88a0a96d4eb28ad0dce01ad3c5c5,exact ranked steps reconstructible from immutable per-pixel caches and full SHA tie rule
R1,2,2,2,0.44660332087895077,0.44660332087895077,0.1889415456268946,0.1889415456268946,0.1889415456268946,"[0.05, 0.1, 0.2, 0.3, 0.4]",0.4365153893145027,0.08177967625933791,0.4016166700031567,1.0000000000000004,69041,145407,0,0.0,25,58a0b1e9cecf3ddc91f6608e65d67885cdef950709c1acf2b61079b08b61302f,a22a63b4ff9fa98d06c384ec7569f179db7f96ffce390fc256cbefc3525b393a,exact ranked steps reconstructible from immutable per-pixel caches and full SHA tie rule
R1,2,2,foreground_macro,0.20186702947453639,,0.20521225337152815,0.20521225337152815,0.20521225337152815,"[0.05, 0.1, 0.2]",0.4977540751975249,0.1376650156025503,0.4846843846466266,1.0000000000000002,146638,524159,0,0.0,25,,,equal rim/cup macro; class-specific common-support bounds and raw curve hashes are reported separately
R2,2,2,overall,0.9999986437100382,0.2950840928813456,0.0010063923594333278,0.02630638002532383,0.009732377006377123,"[0.05, 0.1, 0.2]",0.11674823096009918,0.043374536214831574,0.12301642721139253,1.000000000000004,3686395,3686400,5,1.3563368055555556e-06,25,32251f9cb498b87ef3fd64c9a70f4a7b147d1624d100b9cb18aff60959ee4325,bbb2eb901f66b73810ee271a672c08b447f7b59e8c3d650648c13401bcdad5a0,exact ranked steps reconstructible from immutable per-pixel caches and full SHA tie rule
R2,2,2,0,0.9999984549277758,0.2978308025395069,0.0010435466566746212,0.0005708410214768306,0.002800128938613899,"[0.05, 0.1, 0.2]",0.08436370798794895,0.026215525550463345,0.05909229927017221,0.999999999999999,3162236,3162241,5,1.5450778950388333e-06,25,13850095bcb76869bc7713bcdbc774bccae36e3529fe547774323f3a7a435438,ecc2ac9fb77529fc66c3e61231484b838e0307c2c5c8d573e6cf27e29810a250,exact ranked steps reconstructible from immutable per-pixel caches and full SHA tie rule
R2,2,2,1,0.9999999999999389,0.20186702947453639,0.23817711407108202,0.2214829611161617,0.2738305384233867,"[0.05, 0.1, 0.2]",0.34546549277748345,0.1935503549457627,0.5677520992900965,0.9999999999999999,378752,378752,0,0.0,25,adae9745c008bcd02bd0b1749d35b4b7661e963c68c6f5f5d1b80290e68d020d,9845f7dc9b11a09218093958215917bab0e353563cf37862ecd7a31d8ff55935,exact ranked steps reconstructible from immutable per-pixel caches and full SHA tie rule
R2,2,2,2,1.0,0.44660332087895077,0.043382341300465116,0.1889415456268946,0.11204759489126748,"[0.05, 0.1, 0.2, 0.3, 0.4]",0.25712756831818034,0.08177967625933791,0.4016166700031567,1.0000000000000004,145407,145407,0,0.0,25,9323803478d945838031bb68bd92eade80a0bf822ab1ddccb1a379fa6ec1e201,982675312ce02df7a0fef7bf1a6458e50315399c1b459e0c01ca9060e7ec07c7,exact ranked steps reconstructible from immutable per-pixel caches and full SHA tie rule
R2,2,2,foreground_macro,0.9999999999999389,,0.14077972768577357,0.20521225337152815,0.1929390666573271,"[0.05, 0.1, 0.2]",0.3012965305478319,0.1376650156025503,0.4846843846466266,1.0000000000000002,524159,524159,0,0.0,25,,,equal rim/cup macro; class-specific common-support bounds and raw curve hashes are reported separately
R3,2,2,overall,0.9999986437100382,0.2950840928813456,0.001097075760958279,0.02630638002532383,0.010704560077479601,"[0.05, 0.1, 0.2]",0.15578686516769005,0.043374536214831574,0.12301642721139253,1.000000000000004,3686395,3686400,5,1.3563368055555556e-06,25,32251f9cb498b87ef3fd64c9a70f4a7b147d1624d100b9cb18aff60959ee4325,f6e9f3a834f55ff33d1741f52a5ff6e1e59cfa52291611db8c1a413332bdda46,exact ranked steps reconstructible from immutable per-pixel caches and full SHA tie rule
R3,2,2,0,0.9999984549289213,0.2978308025395069,0.001136120632353775,0.0005708410214768306,0.0029911856885821444,"[0.05, 0.1, 0.2]",0.12375856892945775,0.026215525550463345,0.05909229927017221,0.999999999999999,3162236,3162241,5,1.5450778950388333e-06,25,14b9b16a07b42b6faec40547eb1f1697058cded6cf349857d170dbc92c032efd,01f483f32b73c6fa0ab3d30cc3960c43bb6353d65685fea8ab8af1fce2ab5c0d,exact ranked steps reconstructible from immutable per-pixel caches and full SHA tie rule
R3,2,2,1,0.9999999999999355,0.20186702947453639,0.2276792937168736,0.2214829611161617,0.26976533814667036,"[0.05, 0.1, 0.2]",0.3707136972530351,0.1935503549457627,0.5677520992900965,0.9999999999999999,378752,378752,0,0.0,25,d618c20edfd8af382e2fee848f005318f1177b3eb34364ac0b40e95f4577f791,766fd81b6b71516265eedfbdd096607927c886276aecc67fcb9c3a732e085048,exact ranked steps reconstructible from immutable per-pixel caches and full SHA tie rule
R3,2,2,2,1.0,0.44660332087895077,0.030414648776433417,0.1889415456268946,0.10584288125690713,"[0.05, 0.1, 0.2, 0.3, 0.4]",0.378195400944348,0.08177967625933791,0.4016166700031567,1.0000000000000004,145407,145407,0,0.0,25,89ae24aee61aab361b696e035a245e3cf0ffb92b3b818e80f6a71f243cb1cb66,4ebe0c915cf0302f81ff5577e3ec690ec63a066d91c4c0dc6d958aeadc38964b,exact ranked steps reconstructible from immutable per-pixel caches and full SHA tie rule
R3,2,2,foreground_macro,0.9999999999999355,,0.1290469712466535,0.20521225337152815,0.18780410970178874,"[0.05, 0.1, 0.2]",0.3744545490986916,0.1376650156025503,0.4846843846466266,1.0000000000000002,524159,524159,0,0.0,25,,,equal rim/cup macro; class-specific common-support bounds and raw curve hashes are reported separately
PoE,0,0,overall,0.9999999997552335,0.21221327040847338,0.004454262570102512,0.0709875924232228,0.04128305519183863,"[0.05, 0.1, 0.2]",0.200341195068165,0.08380453967285997,0.2243023064623816,0.9999999999999684,14745600,14745600,0,0.0,100,5774ed8874f968377d2431020f35100ea922d2522cda6d9d3b06a19ddb28bf88,6e37145d2d4cc5eba90b7670e5c0f263200341d20c8010b5be1430fbbfe7de7b,exact ranked steps reconstructible from immutable per-pixel caches and full SHA tie rule
PoE,0,0,0,1.0,0.2163247273069945,0.004159826386487218,0.011622642334453433,0.012834439752435832,"[0.05, 0.1, 0.2]",0.22056596179534022,0.03396093062613605,0.09031187274648529,1.000000000000002,12473831,12473831,0,0.0,100,498d8a47d7e9303fe8da41460c6f99f38656f8ae55c02d5b59127f341ca3babc,ab5d7413a95c4df7e94213e7e6edf7176a83eff813d0125a924703c5aff15bf5,exact ranked steps reconstructible from immutable per-pixel caches and full SHA tie rule
PoE,0,0,1,0.9999999999974005,0.27845453931592545,0.6197057691236753,0.34773124399998984,0.5544824584844945,"[0.05, 0.1, 0.2]",0.3909804396351671,0.331948428982929,0.7816938807738659,0.999999999999998,1475959,1475959,0,0.0,100,35beae587ac899c46ada21b7f8ffca0450b65872a91d53e695b2c19b2b0bb8cd,86336957f68aa4281362fcea03ef40ba7238d67549e843190c2ccae49ede04ef,exact ranked steps reconstructible from immutable per-pixel caches and full SHA tie rule
PoE,0,0,2,0.9999999999994359,0.2876367551692614,0.1498381382637827,0.34557340220609417,0.4208400976226804,"[0.05, 0.1, 0.2]",0.17730657908837796,0.47985813259075905,0.913069560101193,0.9999999999999994,795810,795810,0,0.0,100,40c27a7d8323c80f6d1cd4955d3a1f4b52cd96f9c251654b4dab5a3aaebe7788,f1bbecbeeffd9c340d3cb4d11dab21fa3bb29a95de97627d1b3dd3261e41854a,exact ranked steps reconstructible from immutable per-pixel caches and full SHA tie rule
