phase,batch_id,seed,stage_index,domain,pair_index,candidate,normalization,draw_index,teacher_kind,block,loss,cosine,zero_gradient,supervised_zero,unsupervised_zero,supervised_norm,unsupervised_norm,norm_ratio,negative_cosine,undefined_reason
draw0,B0/seed0/stage0/REFUGE/pair00,0,0,REFUGE,0,R0,pixel_normalized,0,stochastic,encoder,0.2179462006323361,-0.21951838205194033,False,False,False,0.3421462687844098,0.3929411128738768,0.5742297209172159,True,
draw0,B0/seed0/stage0/REFUGE/pair00,0,0,REFUGE,0,R0,pixel_normalized,0,stochastic,bottleneck,0.2179462006323361,-0.6677629480069485,False,False,False,0.05273349924161261,0.054031839817278104,0.5123103965632624,True,
draw0,B0/seed0/stage0/REFUGE/pair00,0,0,REFUGE,0,R0,pixel_normalized,0,stochastic,dec3,0.2179462006323361,-0.6908958451238107,False,False,False,0.029282876828770215,0.020034776645740663,0.3420903069546883,True,
draw0,B0/seed0/stage0/REFUGE/pair00,0,0,REFUGE,0,R0,pixel_normalized,0,stochastic,dec2,0.2179462006323361,-0.4260957061892443,False,False,False,0.027415237284410737,0.020438089224525616,0.3727505440222367,True,
draw0,B0/seed0/stage0/REFUGE/pair00,0,0,REFUGE,0,R0,pixel_normalized,0,stochastic,dec1,0.2179462006323361,-0.1281767256900737,False,False,False,0.49600768933092376,0.419542040007529,0.42291888717840137,True,
draw0,B0/seed0/stage0/REFUGE/pair00,0,0,REFUGE,0,R0,pixel_normalized,0,stochastic,classifier.mu,0.2179462006323361,-0.8213812949775688,False,False,False,0.829207198203823,0.6843672761308884,0.4126636126732391,True,
draw0,B0/seed0/stage0/REFUGE/pair00,0,0,REFUGE,0,R0,class_balanced,0,stochastic,encoder,0.5717785816142849,0.5983447436280541,False,False,False,0.3421462687844098,0.695750300223725,1.0167439538294731,False,
draw0,B0/seed0/stage0/REFUGE/pair00,0,0,REFUGE,0,R0,class_balanced,0,stochastic,bottleneck,0.5717785816142849,-0.6040044621601639,False,False,False,0.05273349924161261,0.030614746969339322,0.2902779770888111,True,
draw0,B0/seed0/stage0/REFUGE/pair00,0,0,REFUGE,0,R0,class_balanced,0,stochastic,dec3,0.5717785816142849,0.34195601465260966,False,False,False,0.029282876828770215,0.022936584983092003,0.39163817676132445,False,
draw0,B0/seed0/stage0/REFUGE/pair00,0,0,REFUGE,0,R0,class_balanced,0,stochastic,dec2,0.5717785816142849,0.6895293131229877,False,False,False,0.027415237284410737,0.04266685816167438,0.7781595635857627,False,
draw0,B0/seed0/stage0/REFUGE/pair00,0,0,REFUGE,0,R0,class_balanced,0,stochastic,dec1,0.5717785816142849,0.8938018468865452,False,False,False,0.49600768933092376,1.3375267582497454,1.3482923622151566,False,
draw0,B0/seed0/stage0/REFUGE/pair00,0,0,REFUGE,0,R0,class_balanced,0,stochastic,classifier.mu,0.5717785816142849,0.39008714763931607,False,False,False,0.829207198203823,0.7635489044471236,0.46040899433885507,False,
draw0,B0/seed0/stage0/REFUGE/pair00,0,0,REFUGE,0,R1,pixel_normalized,0,stochastic,encoder,0.08475336714362883,-0.43148407094265095,False,False,False,0.3421462687844098,0.2246016869754919,0.3282246621795194,True,
draw0,B0/seed0/stage0/REFUGE/pair00,0,0,REFUGE,0,R1,pixel_normalized,0,stochastic,bottleneck,0.08475336714362883,-0.8061948307887761,False,False,False,0.05273349924161261,0.015066304377284317,0.14285325830791185,True,
draw0,B0/seed0/stage0/REFUGE/pair00,0,0,REFUGE,0,R1,pixel_normalized,0,stochastic,dec3,0.08475336714362883,-0.9105833973830874,False,False,False,0.029282876828770215,0.01034608105908537,0.17665752445675728,True,
draw0,B0/seed0/stage0/REFUGE/pair00,0,0,REFUGE,0,R1,pixel_normalized,0,stochastic,dec2,0.08475336714362883,-0.2877327057842433,False,False,False,0.027415237284410737,0.006358413452202696,0.1159649538364257,True,
draw0,B0/seed0/stage0/REFUGE/pair00,0,0,REFUGE,0,R1,pixel_normalized,0,stochastic,dec1,0.08475336714362883,-0.6053770378527873,False,False,False,0.49600768933092376,0.18614402575795816,0.18764227829718944,True,
draw0,B0/seed0/stage0/REFUGE/pair00,0,0,REFUGE,0,R1,pixel_normalized,0,stochastic,classifier.mu,0.08475336714362883,-0.9371044414743164,False,False,False,0.829207198203823,0.2978959219110624,0.17962695123507488,True,
draw0,B0/seed0/stage0/REFUGE/pair00,0,0,REFUGE,0,R1,class_balanced,0,stochastic,encoder,0.35097732122097974,-0.3081668663896122,False,False,False,0.3421462687844098,0.9788576628912188,1.4304666632328642,True,
draw0,B0/seed0/stage0/REFUGE/pair00,0,0,REFUGE,0,R1,class_balanced,0,stochastic,bottleneck,0.35097732122097974,-0.9184932164722786,False,False,False,0.05273349924161261,0.054532883170176044,0.5170611087301364,True,
draw0,B0/seed0/stage0/REFUGE/pair00,0,0,REFUGE,0,R1,class_balanced,0,stochastic,dec3,0.35097732122097974,-0.9171862923520325,False,False,False,0.029282876828770215,0.038932487438370716,0.6647654133510514,True,
draw0,B0/seed0/stage0/REFUGE/pair00,0,0,REFUGE,0,R1,class_balanced,0,stochastic,dec2,0.35097732122097974,0.10475731336119844,False,False,False,0.027415237284410737,0.02433876778811754,0.443891248060753,False,
draw0,B0/seed0/stage0/REFUGE/pair00,0,0,REFUGE,0,R1,class_balanced,0,stochastic,dec1,0.35097732122097974,-0.08915013627982744,False,False,False,0.49600768933092376,0.6441824345551854,0.6493673872517359,True,
draw0,B0/seed0/stage0/REFUGE/pair00,0,0,REFUGE,0,R1,class_balanced,0,stochastic,classifier.mu,0.35097732122097974,-0.8983219959135555,False,False,False,0.829207198203823,0.9793865577953362,0.5905559912629933,True,
draw0,B0/seed0/stage0/REFUGE/pair00,0,0,REFUGE,0,R2,pixel_normalized,0,stochastic,encoder,0.043917271289522594,-0.2739026603942794,False,False,False,0.3421462687844098,0.18643052231394505,0.27244272307323775,True,
draw0,B0/seed0/stage0/REFUGE/pair00,0,0,REFUGE,0,R2,pixel_normalized,0,stochastic,bottleneck,0.043917271289522594,-0.6987221599737569,False,False,False,0.05273349924161261,0.023412006881269036,0.2219841961748136,True,
draw0,B0/seed0/stage0/REFUGE/pair00,0,0,REFUGE,0,R2,pixel_normalized,0,stochastic,dec3,0.043917271289522594,-0.8267155541836614,False,False,False,0.029282876828770215,0.012965039408900366,0.22137578019934007,True,
draw0,B0/seed0/stage0/REFUGE/pair00,0,0,REFUGE,0,R2,pixel_normalized,0,stochastic,dec2,0.043917271289522594,-0.44470124007025835,False,False,False,0.027415237284410737,0.008467178257968928,0.15442467577662847,True,
draw0,B0/seed0/stage0/REFUGE/pair00,0,0,REFUGE,0,R2,pixel_normalized,0,stochastic,dec1,0.043917271289522594,-0.3621534421055075,False,False,False,0.49600768933092376,0.14115266655434922,0.14228878865240305,True,
draw0,B0/seed0/stage0/REFUGE/pair00,0,0,REFUGE,0,R2,pixel_normalized,0,stochastic,classifier.mu,0.043917271289522594,-0.8581864185546849,False,False,False,0.829207198203823,0.23568417063449631,0.14211416105951605,True,
draw0,B0/seed0/stage0/REFUGE/pair00,0,0,REFUGE,0,R2,class_balanced,0,stochastic,encoder,0.35540644737819777,-0.339512645218963,False,False,False,0.3421462687844098,1.669860700982911,2.4402731424131194,True,
draw0,B0/seed0/stage0/REFUGE/pair00,0,0,REFUGE,0,R2,class_balanced,0,stochastic,bottleneck,0.35540644737819777,-0.8600770703663339,False,False,False,0.05273349924161261,0.11231064427838348,1.0648889784821816,True,
draw0,B0/seed0/stage0/REFUGE/pair00,0,0,REFUGE,0,R2,class_balanced,0,stochastic,dec3,0.35540644737819777,-0.8899628376657117,False,False,False,0.029282876828770215,0.07241494772012759,1.2364725662640568,True,
draw0,B0/seed0/stage0/REFUGE/pair00,0,0,REFUGE,0,R2,class_balanced,0,stochastic,dec2,0.35540644737819777,0.18347468592397856,False,False,False,0.027415237284410737,0.03441249062433217,0.6276161367368562,False,
draw0,B0/seed0/stage0/REFUGE/pair00,0,0,REFUGE,0,R2,class_balanced,0,stochastic,dec1,0.35540644737819777,-0.26335218437237107,False,False,False,0.49600768933092376,0.8079963058212942,0.8144997781296688,True,
draw0,B0/seed0/stage0/REFUGE/pair00,0,0,REFUGE,0,R2,class_balanced,0,stochastic,classifier.mu,0.35540644737819777,-0.9143682437459836,False,False,False,0.829207198203823,0.9723599596643543,0.5863190537724587,True,
draw0,B0/seed0/stage0/REFUGE/pair00,0,0,REFUGE,0,R3,pixel_normalized,0,stochastic,encoder,0.043917271289522594,-0.2739026603942794,False,False,False,0.3421462687844098,0.18643052231394505,0.27244272307323775,True,
draw0,B0/seed0/stage0/REFUGE/pair00,0,0,REFUGE,0,R3,pixel_normalized,0,stochastic,bottleneck,0.043917271289522594,-0.6987221599737569,False,False,False,0.05273349924161261,0.023412006881269036,0.2219841961748136,True,
draw0,B0/seed0/stage0/REFUGE/pair00,0,0,REFUGE,0,R3,pixel_normalized,0,stochastic,dec3,0.043917271289522594,-0.8267155541836614,False,False,False,0.029282876828770215,0.012965039408900366,0.22137578019934007,True,
draw0,B0/seed0/stage0/REFUGE/pair00,0,0,REFUGE,0,R3,pixel_normalized,0,stochastic,dec2,0.043917271289522594,-0.44470124007025835,False,False,False,0.027415237284410737,0.008467178257968928,0.15442467577662847,True,
draw0,B0/seed0/stage0/REFUGE/pair00,0,0,REFUGE,0,R3,pixel_normalized,0,stochastic,dec1,0.043917271289522594,-0.3621534421055075,False,False,False,0.49600768933092376,0.14115266655434922,0.14228878865240305,True,
draw0,B0/seed0/stage0/REFUGE/pair00,0,0,REFUGE,0,R3,pixel_normalized,0,stochastic,classifier.mu,0.043917271289522594,-0.8581864185546849,False,False,False,0.829207198203823,0.23568417063449631,0.14211416105951605,True,
draw0,B0/seed0/stage0/REFUGE/pair00,0,0,REFUGE,0,R3,class_balanced,0,stochastic,encoder,0.35540644737819777,-0.339512645218963,False,False,False,0.3421462687844098,1.669860700982911,2.4402731424131194,True,
draw0,B0/seed0/stage0/REFUGE/pair00,0,0,REFUGE,0,R3,class_balanced,0,stochastic,bottleneck,0.35540644737819777,-0.8600770703663339,False,False,False,0.05273349924161261,0.11231064427838348,1.0648889784821816,True,
draw0,B0/seed0/stage0/REFUGE/pair00,0,0,REFUGE,0,R3,class_balanced,0,stochastic,dec3,0.35540644737819777,-0.8899628376657117,False,False,False,0.029282876828770215,0.07241494772012759,1.2364725662640568,True,
draw0,B0/seed0/stage0/REFUGE/pair00,0,0,REFUGE,0,R3,class_balanced,0,stochastic,dec2,0.35540644737819777,0.18347468592397856,False,False,False,0.027415237284410737,0.03441249062433217,0.6276161367368562,False,
draw0,B0/seed0/stage0/REFUGE/pair00,0,0,REFUGE,0,R3,class_balanced,0,stochastic,dec1,0.35540644737819777,-0.26335218437237107,False,False,False,0.49600768933092376,0.8079963058212942,0.8144997781296688,True,
draw0,B0/seed0/stage0/REFUGE/pair00,0,0,REFUGE,0,R3,class_balanced,0,stochastic,classifier.mu,0.35540644737819777,-0.9143682437459836,False,False,False,0.829207198203823,0.9723599596643543,0.5863190537724587,True,
draw0,B0/seed0/stage0/REFUGE/pair01,0,0,REFUGE,1,R0,pixel_normalized,0,stochastic,encoder,0.22667567511876874,0.10012576122381776,False,False,False,0.47404364402795984,0.274037611548926,0.28904259660610787,False,
draw0,B0/seed0/stage0/REFUGE/pair01,0,0,REFUGE,1,R0,pixel_normalized,0,stochastic,bottleneck,0.22667567511876874,0.23499893174150568,False,False,False,0.0420147308940321,0.045487154192468904,0.5413238788461459,False,
draw0,B0/seed0/stage0/REFUGE/pair01,0,0,REFUGE,1,R0,pixel_normalized,0,stochastic,dec3,0.22667567511876874,0.5520081045131053,False,False,False,0.01550592537568423,0.01858857758861856,0.5994023941895277,False,
draw0,B0/seed0/stage0/REFUGE/pair01,0,0,REFUGE,1,R0,pixel_normalized,0,stochastic,dec2,0.22667567511876874,0.3099038691006637,False,False,False,0.03372105047006569,0.02005652097797612,0.29738873342306427,False,
draw0,B0/seed0/stage0/REFUGE/pair01,0,0,REFUGE,1,R0,pixel_normalized,0,stochastic,dec1,0.22667567511876874,-0.17009597973034654,False,False,False,0.6698791514408009,0.3399045849522702,0.25370589920673814,True,
draw0,B0/seed0/stage0/REFUGE/pair01,0,0,REFUGE,1,R0,pixel_normalized,0,stochastic,classifier.mu,0.22667567511876874,0.1171889000773652,False,False,False,0.3299205968766626,0.5340224750421745,0.8093196970691303,False,
draw0,B0/seed0/stage0/REFUGE/pair01,0,0,REFUGE,1,R0,class_balanced,0,stochastic,encoder,0.7714406902837385,0.6452614688888619,False,False,False,0.47404364402795984,0.9936005149022047,1.0480053128226317,False,
draw0,B0/seed0/stage0/REFUGE/pair01,0,0,REFUGE,1,R0,class_balanced,0,stochastic,bottleneck,0.7714406902837385,0.6221966187504547,False,False,False,0.0420147308940321,0.09442908420623862,1.123761621184769,False,
draw0,B0/seed0/stage0/REFUGE/pair01,0,0,REFUGE,1,R0,class_balanced,0,stochastic,dec3,0.7714406902837385,0.6414941144419639,False,False,False,0.01550592537568423,0.0358624599776323,1.156411472025732,False,
draw0,B0/seed0/stage0/REFUGE/pair01,0,0,REFUGE,1,R0,class_balanced,0,stochastic,dec2,0.7714406902837385,0.5881916939850691,False,False,False,0.03372105047006569,0.040955563351851035,0.6072699809308647,False,
draw0,B0/seed0/stage0/REFUGE/pair01,0,0,REFUGE,1,R0,class_balanced,0,stochastic,dec1,0.7714406902837385,0.7556481621621226,False,False,False,0.6698791514408009,0.612507433182914,0.45717756095671164,False,
draw0,B0/seed0/stage0/REFUGE/pair01,0,0,REFUGE,1,R0,class_balanced,0,stochastic,classifier.mu,0.7714406902837385,0.47019968447047417,False,False,False,0.3299205968766626,0.6461396988543359,0.9792351629017702,False,
draw0,B0/seed0/stage0/REFUGE/pair01,0,0,REFUGE,1,R1,pixel_normalized,0,stochastic,encoder,0.1794948106034014,0.4322437013436648,False,False,False,0.47404364402795984,0.29704352660885747,0.3133082052159499,False,
draw0,B0/seed0/stage0/REFUGE/pair01,0,0,REFUGE,1,R1,pixel_normalized,0,stochastic,bottleneck,0.1794948106034014,0.6001222647135681,False,False,False,0.0420147308940321,0.037577854808903396,0.44719856594679597,False,
draw0,B0/seed0/stage0/REFUGE/pair01,0,0,REFUGE,1,R1,pixel_normalized,0,stochastic,dec3,0.1794948106034014,0.7124237312762087,False,False,False,0.01550592537568423,0.014416254795479483,0.4648627684641922,False,
draw0,B0/seed0/stage0/REFUGE/pair01,0,0,REFUGE,1,R1,pixel_normalized,0,stochastic,dec2,0.1794948106034014,0.3556007463737944,False,False,False,0.03372105047006569,0.01435105192566286,0.21279070084726967,False,
draw0,B0/seed0/stage0/REFUGE/pair01,0,0,REFUGE,1,R1,pixel_normalized,0,stochastic,dec1,0.1794948106034014,0.16960443995116292,False,False,False,0.6698791514408009,0.195794575886237,0.14614171486387864,False,
draw0,B0/seed0/stage0/REFUGE/pair01,0,0,REFUGE,1,R1,pixel_normalized,0,stochastic,classifier.mu,0.1794948106034014,0.2553054919181566,False,False,False,0.3299205968766626,0.334778631699164,0.5073624303370146,False,
draw0,B0/seed0/stage0/REFUGE/pair01,0,0,REFUGE,1,R1,class_balanced,0,stochastic,encoder,0.6381192152012176,0.5134661578413224,False,False,False,0.47404364402795984,0.7702240234651065,0.8123977962456106,False,
