phase,batch_id,seed,stage_index,domain,pair_index,candidate,normalization,draw_index,teacher_kind,block,loss,cosine,zero_gradient,supervised_zero,unsupervised_zero,supervised_norm,unsupervised_norm,norm_ratio,negative_cosine,undefined_reason
draw0,B0/seed0/stage0/REFUGE/pair00,0,0,REFUGE,0,R0,pixel_normalized,0,stochastic,global,0.2179462006323361,-0.570388916281997,False,False,False,1.0271621968922553,0.895832215115914,0.4360714490010981,True,
draw0,B0/seed0/stage0/REFUGE/pair00,0,0,REFUGE,0,R0,class_balanced,0,stochastic,global,0.5717785816142849,0.5656354524074813,False,False,False,1.0271621968922553,1.690957435663579,0.8231209446666157,False,
draw0,B0/seed0/stage0/REFUGE/pair00,0,0,REFUGE,0,R1,pixel_normalized,0,stochastic,global,0.08475336714362883,-0.7498983189313597,False,False,False,1.0271621968922553,0.41738706346909804,0.20317485628459128,True,
draw0,B0/seed0/stage0/REFUGE/pair00,0,0,REFUGE,0,R1,class_balanced,0,stochastic,global,0.35097732122097974,-0.550724903587176,False,False,False,1.0271621968922553,1.52886013497734,0.7442155385016134,True,
draw0,B0/seed0/stage0/REFUGE/pair00,0,0,REFUGE,0,R2,pixel_normalized,0,stochastic,global,0.043917271289522594,-0.6189304447884227,False,False,False,1.0271621968922553,0.3331896616554285,0.1621894101357678,True,
draw0,B0/seed0/stage0/REFUGE/pair00,0,0,REFUGE,0,R2,class_balanced,0,stochastic,global,0.35540644737819777,-0.4840276688471237,False,False,False,1.0271621968922553,2.099004170326714,1.0217491340108626,True,
draw0,B0/seed0/stage0/REFUGE/pair00,0,0,REFUGE,0,R3,pixel_normalized,0,stochastic,global,0.043917271289522594,-0.6189304447884227,False,False,False,1.0271621968922553,0.3331896616554285,0.1621894101357678,True,
draw0,B0/seed0/stage0/REFUGE/pair00,0,0,REFUGE,0,R3,class_balanced,0,stochastic,global,0.35540644737819777,-0.4840276688471237,False,False,False,1.0271621968922553,2.099004170326714,1.0217491340108626,True,
draw0,B0/seed0/stage0/REFUGE/pair01,0,0,REFUGE,1,R0,pixel_normalized,0,stochastic,global,0.22667567511876874,-0.006945173878391262,False,False,False,0.886253820753663,0.6918299095241709,0.390311383332511,True,
draw0,B0/seed0/stage0/REFUGE/pair01,0,0,REFUGE,1,R0,class_balanced,0,stochastic,global,0.7714406902837385,0.6051025859225342,False,False,False,0.886253820753663,1.338575427647975,0.7551873945714905,False,
