arm,order,step,loss,group,status,raw_norm,weighted_norm
A2,1,1050,H,aux_upstream_AB,not_applicable,NA,NA
A2,1,1575,supervised,all_AB,measured,5.240962028503418,5.240962028503418
A2,1,1575,supervised,aux_heads,measured,0.0,0.0
A2,1,1575,supervised,aux_upstream_AB,measured,5.216334819793701,5.216334819793701
A2,1,1575,KL,all_AB,measured,1.8483450412750244,1.8483450412750244
A2,1,1575,KL,aux_heads,measured,0.0,0.0
A2,1,1575,KL,aux_upstream_AB,measured,1.8279504776000977,1.8279504776000977
A2,1,1575,DS,all_AB,measured,4.504067897796631,1.1260169744491577
A2,1,1575,DS,aux_heads,measured,0.14907988905906677,0.03726997226476669
A2,1,1575,DS,aux_upstream_AB,measured,4.504067897796631,1.1260169744491577
A2,1,1575,H,all_AB,not_applicable,NA,NA
A2,1,1575,H,aux_heads,not_applicable,NA,NA
A2,1,1575,H,aux_upstream_AB,not_applicable,NA,NA
A2,1,2100,supervised,all_AB,measured,4.797112941741943,4.797112941741943
A2,1,2100,supervised,aux_heads,measured,0.0,0.0
A2,1,2100,supervised,aux_upstream_AB,measured,4.387752056121826,4.387752056121826
A2,1,2100,KL,all_AB,measured,1.1121490001678467,1.1121490001678467
A2,1,2100,KL,aux_heads,measured,0.0,0.0
A2,1,2100,KL,aux_upstream_AB,measured,1.0954434871673584,1.0954434871673584
A2,1,2100,DS,all_AB,measured,3.1990911960601807,0.7997727990150452
A2,1,2100,DS,aux_heads,measured,0.6007362008094788,0.1501840502023697
A2,1,2100,DS,aux_upstream_AB,measured,3.1990911960601807,0.7997727990150452
A2,1,2100,H,all_AB,not_applicable,NA,NA
A2,1,2100,H,aux_heads,not_applicable,NA,NA
A2,1,2100,H,aux_upstream_AB,not_applicable,NA,NA
A3,1,525,supervised,all_AB,measured,4.272573471069336,4.272573471069336
A3,1,525,supervised,aux_heads,measured,0.0,0.0
A3,1,525,supervised,aux_upstream_AB,measured,4.020178318023682,4.020178318023682
A3,1,525,KL,all_AB,measured,12.230463027954102,3.0576157569885254
A3,1,525,KL,aux_heads,measured,0.0,0.0
A3,1,525,KL,aux_upstream_AB,measured,12.152081489562988,3.038020372390747
A3,1,525,DS,all_AB,measured,1.711220383644104,0.427805095911026
A3,1,525,DS,aux_heads,measured,0.2513754665851593,0.06284386664628983
A3,1,525,DS,aux_upstream_AB,measured,1.711220383644104,0.427805095911026
A3,1,525,H,all_AB,measured,0.5757836699485779,0.07197295874357224
A3,1,525,H,aux_heads,measured,0.0,0.0
A3,1,525,H,aux_upstream_AB,measured,0.5738893747329712,0.0717361718416214
A3,1,1050,supervised,all_AB,measured,3.218461036682129,3.218461036682129
A3,1,1050,supervised,aux_heads,measured,0.0,0.0
A3,1,1050,supervised,aux_upstream_AB,measured,3.0955071449279785,3.0955071449279785
A3,1,1050,KL,all_AB,measured,1.0973154306411743,1.0973154306411743
A3,1,1050,KL,aux_heads,measured,0.0,0.0
A3,1,1050,KL,aux_upstream_AB,measured,1.0787453651428223,1.0787453651428223
A3,1,1050,DS,all_AB,measured,1.714789628982544,0.428697407245636
A3,1,1050,DS,aux_heads,measured,0.5653935670852661,0.14134839177131653
A3,1,1050,DS,aux_upstream_AB,measured,1.714789628982544,0.428697407245636
A3,1,1050,H,all_AB,measured,0.04649794101715088,0.02324897050857544
A3,1,1050,H,aux_heads,measured,0.0,0.0
A3,1,1050,H,aux_upstream_AB,measured,0.0456242635846138,0.0228121317923069
A3,1,1575,supervised,all_AB,measured,5.308191776275635,5.308191776275635
A3,1,1575,supervised,aux_heads,measured,0.0,0.0
A3,1,1575,supervised,aux_upstream_AB,measured,5.283923149108887,5.283923149108887
A3,1,1575,KL,all_AB,measured,1.8499038219451904,1.8499038219451904
A3,1,1575,KL,aux_heads,measured,0.0,0.0
A3,1,1575,KL,aux_upstream_AB,measured,1.8293571472167969,1.8293571472167969
A3,1,1575,DS,all_AB,measured,4.543648719787598,1.1359121799468994
A3,1,1575,DS,aux_heads,measured,0.14865612983703613,0.03716403245925903
A3,1,1575,DS,aux_upstream_AB,measured,4.543648719787598,1.1359121799468994
A3,1,1575,H,all_AB,measured,0.016036827117204666,0.008018413558602333
A3,1,1575,H,aux_heads,measured,0.0,0.0
A3,1,1575,H,aux_upstream_AB,measured,0.015236505307257175,0.007618252653628588
A3,1,2100,supervised,all_AB,measured,4.7951250076293945,4.7951250076293945
A3,1,2100,supervised,aux_heads,measured,0.0,0.0
A3,1,2100,supervised,aux_upstream_AB,measured,4.386903762817383,4.386903762817383
A3,1,2100,KL,all_AB,measured,1.114354133605957,1.114354133605957
A3,1,2100,KL,aux_heads,measured,0.0,0.0
A3,1,2100,KL,aux_upstream_AB,measured,1.0976108312606812,1.0976108312606812
A3,1,2100,DS,all_AB,measured,3.2031960487365723,0.8007990121841431
A3,1,2100,DS,aux_heads,measured,0.6007648706436157,0.15019121766090393
A3,1,2100,DS,aux_upstream_AB,measured,3.2031960487365723,0.8007990121841431
A3,1,2100,H,all_AB,measured,0.00044871965656057,0.000224359828280285
A3,1,2100,H,aux_heads,measured,0.0,0.0
A3,1,2100,H,aux_upstream_AB,measured,0.0003766209410969168,0.0001883104705484584
A4,1,525,supervised,all_AB,measured,4.271036148071289,4.271036148071289
A4,1,525,supervised,aux_heads,measured,0.0,0.0
A4,1,525,supervised,aux_upstream_AB,measured,4.018373966217041,4.018373966217041
A4,1,525,KL,all_AB,measured,12.246735572814941,3.0616838932037354
A4,1,525,KL,aux_heads,measured,0.0,0.0
A4,1,525,KL,aux_upstream_AB,measured,12.168301582336426,3.0420753955841064
A4,1,525,DS,all_AB,measured,1.6966948509216309,0.4241737127304077
A4,1,525,DS,aux_heads,measured,0.25157687067985535,0.06289421766996384
A4,1,525,DS,aux_upstream_AB,measured,1.6966948509216309,0.4241737127304077
A4,1,525,H,all_AB,measured,0.5624802112579346,0.07031002640724182
A4,1,525,H,aux_heads,measured,0.0,0.0
A4,1,525,H,aux_upstream_AB,measured,0.5608152747154236,0.07010190933942795
A4,1,1050,supervised,all_AB,measured,3.1900501251220703,3.1900501251220703
A4,1,1050,supervised,aux_heads,measured,0.0,0.0
A4,1,1050,supervised,aux_upstream_AB,measured,3.065366744995117,3.065366744995117
A4,1,1050,KL,all_AB,measured,1.1005135774612427,1.1005135774612427
A4,1,1050,KL,aux_heads,measured,0.0,0.0
A4,1,1050,KL,aux_upstream_AB,measured,1.0823804140090942,1.0823804140090942
A4,1,1050,DS,all_AB,measured,1.7128114700317383,0.42820286750793457
A4,1,1050,DS,aux_heads,measured,0.5654827952384949,0.14137069880962372
A4,1,1050,DS,aux_upstream_AB,measured,1.7128114700317383,0.42820286750793457
A4,1,1050,H,all_AB,measured,0.017257116734981537,0.008628558367490768
A4,1,1050,H,aux_heads,measured,0.0,0.0
A4,1,1050,H,aux_upstream_AB,measured,0.016944212839007378,0.008472106419503689
A4,1,1575,supervised,all_AB,measured,5.260978698730469,5.260978698730469
A4,1,1575,supervised,aux_heads,measured,0.0,0.0
A4,1,1575,supervised,aux_upstream_AB,measured,5.236765384674072,5.236765384674072
A4,1,1575,KL,all_AB,measured,1.8559895753860474,1.8559895753860474
A4,1,1575,KL,aux_heads,measured,0.0,0.0
A4,1,1575,KL,aux_upstream_AB,measured,1.8353674411773682,1.8353674411773682
A4,1,1575,DS,all_AB,measured,4.509982109069824,1.127495527267456
A4,1,1575,DS,aux_heads,measured,0.14894290268421173,0.03723572567105293
A4,1,1575,DS,aux_upstream_AB,measured,4.509982109069824,1.127495527267456
A4,1,1575,H,all_AB,measured,0.016072355210781097,0.008036177605390549
A4,1,1575,H,aux_heads,measured,0.0,0.0
A4,1,1575,H,aux_upstream_AB,measured,0.015280519612133503,0.0076402598060667515
A4,1,2100,supervised,all_AB,measured,4.788115501403809,4.788115501403809
A4,1,2100,supervised,aux_heads,measured,0.0,0.0
A4,1,2100,supervised,aux_upstream_AB,measured,4.377565860748291,4.377565860748291
A4,1,2100,KL,all_AB,measured,1.1118217706680298,1.1118217706680298
A4,1,2100,KL,aux_heads,measured,0.0,0.0
A4,1,2100,KL,aux_upstream_AB,measured,1.095123291015625,1.095123291015625
A4,1,2100,DS,all_AB,measured,3.200632095336914,0.8001580238342285
A4,1,2100,DS,aux_heads,measured,0.6011297702789307,0.15028244256973267
A4,1,2100,DS,aux_upstream_AB,measured,3.200632095336914,0.8001580238342285
A4,1,2100,H,all_AB,measured,0.00043933375854976475,0.00021966687927488238
A4,1,2100,H,aux_heads,measured,0.0,0.0
A4,1,2100,H,aux_upstream_AB,measured,0.0003683745744638145,0.00018418728723190725
A5,1,525,supervised,all_AB,measured,4.2716522216796875,4.2716522216796875
A5,1,525,supervised,aux_heads,measured,0.0,0.0
A5,1,525,supervised,aux_upstream_AB,measured,4.019137859344482,4.019137859344482
A5,1,525,KL,all_AB,measured,12.206268310546875,3.0515670776367188
A5,1,525,KL,aux_heads,measured,0.0,0.0
A5,1,525,KL,aux_upstream_AB,measured,12.127422332763672,3.031855583190918
A5,1,525,DS,all_AB,measured,1.7167210578918457,0.4291802644729614
A5,1,525,DS,aux_heads,measured,0.2513680160045624,0.0628420040011406
A5,1,525,DS,aux_upstream_AB,measured,1.7167210578918457,0.4291802644729614
A5,1,525,H,all_AB,measured,0.5650466084480286,0.07063082605600357
A5,1,525,H,aux_heads,measured,0.0,0.0
A5,1,525,H,aux_upstream_AB,measured,0.5633587837219238,0.07041984796524048
A5,1,1050,supervised,all_AB,measured,3.2133047580718994,3.2133047580718994
A5,1,1050,supervised,aux_heads,measured,0.0,0.0
A5,1,1050,supervised,aux_upstream_AB,measured,3.089181423187256,3.089181423187256
A5,1,1050,KL,all_AB,measured,1.0898990631103516,1.0898990631103516
A5,1,1050,KL,aux_heads,measured,0.0,0.0
A5,1,1050,KL,aux_upstream_AB,measured,1.07139253616333,1.07139253616333
A5,1,1050,DS,all_AB,measured,1.7165813446044922,0.42914533615112305
A5,1,1050,DS,aux_heads,measured,0.5651871562004089,0.14129678905010223
A5,1,1050,DS,aux_upstream_AB,measured,1.7165813446044922,0.42914533615112305
A5,1,1050,H,all_AB,measured,0.017259594053030014,0.008629797026515007
A5,1,1050,H,aux_heads,measured,0.0,0.0
A5,1,1050,H,aux_upstream_AB,measured,0.016946474090218544,0.008473237045109272
A5,1,1575,supervised,all_AB,measured,5.269221782684326,5.269221782684326
A5,1,1575,supervised,aux_heads,measured,0.0,0.0
A5,1,1575,supervised,aux_upstream_AB,measured,5.244993686676025,5.244993686676025
A5,1,1575,KL,all_AB,measured,1.8602041006088257,1.8602041006088257
A5,1,1575,KL,aux_heads,measured,0.0,0.0
A5,1,1575,KL,aux_upstream_AB,measured,1.8397455215454102,1.8397455215454102
A5,1,1575,DS,all_AB,measured,4.505090236663818,1.1262725591659546
A5,1,1575,DS,aux_heads,measured,0.1488839089870453,0.03722097724676132
A5,1,1575,DS,aux_upstream_AB,measured,4.505090236663818,1.1262725591659546
A5,1,1575,H,all_AB,measured,0.01613311655819416,0.00806655827909708
A5,1,1575,H,aux_heads,measured,0.0,0.0
A5,1,1575,H,aux_upstream_AB,measured,0.015343420207500458,0.007671710103750229
A5,1,2100,supervised,all_AB,measured,4.793081760406494,4.793081760406494
A5,1,2100,supervised,aux_heads,measured,0.0,0.0
A5,1,2100,supervised,aux_upstream_AB,measured,4.382973670959473,4.382973670959473
A5,1,2100,KL,all_AB,measured,1.110243797302246,1.110243797302246
A5,1,2100,KL,aux_heads,measured,0.0,0.0
A5,1,2100,KL,aux_upstream_AB,measured,1.0934871435165405,1.0934871435165405
A5,1,2100,DS,all_AB,measured,3.200446367263794,0.8001115918159485
A5,1,2100,DS,aux_heads,measured,0.6011300683021545,0.15028251707553864
A5,1,2100,DS,aux_upstream_AB,measured,3.200446367263794,0.8001115918159485
A5,1,2100,H,all_AB,measured,0.0004491837171372026,0.0002245918585686013
A5,1,2100,H,aux_heads,measured,0.0,0.0
A5,1,2100,H,aux_upstream_AB,measured,0.00037711093318648636,0.00018855546659324318
A1,2,800,supervised,all_AB,measured,5.251940727233887,5.251940727233887
A1,2,800,supervised,aux_heads,measured,0.0,0.0
A1,2,800,supervised,aux_upstream_AB,measured,4.8609724044799805,4.8609724044799805
A1,2,800,KL,all_AB,measured,3.7940289974212646,0.9485072493553162
A1,2,800,KL,aux_heads,measured,0.0,0.0
A1,2,800,KL,aux_upstream_AB,measured,3.644423723220825,0.9111059308052063
A1,2,800,DS,all_AB,not_applicable,NA,NA
A1,2,800,DS,aux_heads,not_applicable,NA,NA
A1,2,800,DS,aux_upstream_AB,not_applicable,NA,NA
A1,2,800,H,all_AB,measured,0.07865913957357407,0.009832392446696758
A1,2,800,H,aux_heads,measured,0.0,0.0
A1,2,800,H,aux_upstream_AB,measured,0.07841421663761139,0.009801777079701424
A1,2,1600,supervised,all_AB,measured,2.7077457904815674,2.7077457904815674
A1,2,1600,supervised,aux_heads,measured,0.0,0.0
A1,2,1600,supervised,aux_upstream_AB,measured,2.4748106002807617,2.4748106002807617
A1,2,1600,KL,all_AB,measured,1.8326712846755981,1.8326712846755981
A1,2,1600,KL,aux_heads,measured,0.0,0.0
A1,2,1600,KL,aux_upstream_AB,measured,1.569385051727295,1.569385051727295
A1,2,1600,DS,all_AB,not_applicable,NA,NA
A1,2,1600,DS,aux_heads,not_applicable,NA,NA
A1,2,1600,DS,aux_upstream_AB,not_applicable,NA,NA
A1,2,1600,H,all_AB,measured,0.0018315041670575738,0.0009157520835287869
A1,2,1600,H,aux_heads,measured,0.0,0.0
A1,2,1600,H,aux_upstream_AB,measured,0.0012605941155925393,0.0006302970577962697
A1,2,2400,supervised,all_AB,measured,2.041987180709839,2.041987180709839
A1,2,2400,supervised,aux_heads,measured,0.0,0.0
A1,2,2400,supervised,aux_upstream_AB,measured,1.812788486480713,1.812788486480713
A1,2,2400,KL,all_AB,measured,0.5723047852516174,0.5723047852516174
A1,2,2400,KL,aux_heads,measured,0.0,0.0
A1,2,2400,KL,aux_upstream_AB,measured,0.5579009056091309,0.5579009056091309
A1,2,2400,DS,all_AB,not_applicable,NA,NA
A1,2,2400,DS,aux_heads,not_applicable,NA,NA
A1,2,2400,DS,aux_upstream_AB,not_applicable,NA,NA
A1,2,2400,H,all_AB,measured,0.003863584715873003,0.0019317923579365015
A1,2,2400,H,aux_heads,measured,0.0,0.0
A1,2,2400,H,aux_upstream_AB,measured,0.003396818181499839,0.0016984090907499194
A1,2,3200,supervised,all_AB,measured,4.238598823547363,4.238598823547363
A1,2,3200,supervised,aux_heads,measured,0.0,0.0
A1,2,3200,supervised,aux_upstream_AB,measured,3.857692241668701,3.857692241668701
A1,2,3200,KL,all_AB,measured,1.739072561264038,1.739072561264038
A1,2,3200,KL,aux_heads,measured,0.0,0.0
A1,2,3200,KL,aux_upstream_AB,measured,1.7133079767227173,1.7133079767227173
A1,2,3200,DS,all_AB,not_applicable,NA,NA
A1,2,3200,DS,aux_heads,not_applicable,NA,NA
A1,2,3200,DS,aux_upstream_AB,not_applicable,NA,NA
A1,2,3200,H,all_AB,measured,0.004931736271828413,0.0024658681359142065
A1,2,3200,H,aux_heads,measured,0.0,0.0
A1,2,3200,H,aux_upstream_AB,measured,0.004513989202678204,0.002256994601339102
A2,2,800,supervised,all_AB,measured,7.322549819946289,7.322549819946289
A2,2,800,supervised,aux_heads,measured,0.0,0.0
A2,2,800,supervised,aux_upstream_AB,measured,6.998640060424805,6.998640060424805
A2,2,800,KL,all_AB,measured,2.5206751823425293,0.6301687955856323
A2,2,800,KL,aux_heads,measured,0.0,0.0
A2,2,800,KL,aux_upstream_AB,measured,2.4750843048095703,0.6187710762023926
A2,2,800,DS,all_AB,measured,1.446804165840149,0.36170104146003723
A2,2,800,DS,aux_heads,measured,0.16409149765968323,0.04102287441492081
A2,2,800,DS,aux_upstream_AB,measured,1.446804165840149,0.36170104146003723
A2,2,800,H,all_AB,not_applicable,NA,NA
A2,2,800,H,aux_heads,not_applicable,NA,NA
A2,2,800,H,aux_upstream_AB,not_applicable,NA,NA
A2,2,1600,supervised,all_AB,measured,2.3980636596679688,2.3980636596679688
A2,2,1600,supervised,aux_heads,measured,0.0,0.0
A2,2,1600,supervised,aux_upstream_AB,measured,2.222747325897217,2.222747325897217
A2,2,1600,KL,all_AB,measured,2.466033697128296,2.466033697128296
A2,2,1600,KL,aux_heads,measured,0.0,0.0
A2,2,1600,KL,aux_upstream_AB,measured,2.2160706520080566,2.2160706520080566
A2,2,1600,DS,all_AB,measured,2.244382858276367,0.5610957145690918
A2,2,1600,DS,aux_heads,measured,0.19441351294517517,0.04860337823629379
A2,2,1600,DS,aux_upstream_AB,measured,2.244382858276367,0.5610957145690918
A2,2,1600,H,all_AB,not_applicable,NA,NA
A2,2,1600,H,aux_heads,not_applicable,NA,NA
A2,2,1600,H,aux_upstream_AB,not_applicable,NA,NA
A2,2,2400,supervised,all_AB,measured,1.7649587392807007,1.7649587392807007
A2,2,2400,supervised,aux_heads,measured,0.0,0.0
A2,2,2400,supervised,aux_upstream_AB,measured,1.593735694885254,1.593735694885254
A2,2,2400,KL,all_AB,measured,1.4576362371444702,1.4576362371444702
A2,2,2400,KL,aux_heads,measured,0.0,0.0
A2,2,2400,KL,aux_upstream_AB,measured,1.443298578262329,1.443298578262329
A2,2,2400,DS,all_AB,measured,2.1881117820739746,0.5470279455184937
A2,2,2400,DS,aux_heads,measured,0.2535882592201233,0.06339706480503082
A2,2,2400,DS,aux_upstream_AB,measured,2.1881117820739746,0.5470279455184937
A2,2,2400,H,all_AB,not_applicable,NA,NA
A2,2,2400,H,aux_heads,not_applicable,NA,NA
A2,2,2400,H,aux_upstream_AB,not_applicable,NA,NA
A2,2,3200,supervised,all_AB,measured,2.9164066314697266,2.9164066314697266
A2,2,3200,supervised,aux_heads,measured,0.0,0.0
A2,2,3200,supervised,aux_upstream_AB,measured,2.7157342433929443,2.7157342433929443
A2,2,3200,KL,all_AB,measured,1.2080137729644775,1.2080137729644775
A2,2,3200,KL,aux_heads,measured,0.0,0.0
A2,2,3200,KL,aux_upstream_AB,measured,1.1860402822494507,1.1860402822494507
A2,2,3200,DS,all_AB,measured,2.5437002182006836,0.6359250545501709
A2,2,3200,DS,aux_heads,measured,0.1968713104724884,0.0492178276181221
A2,2,3200,DS,aux_upstream_AB,measured,2.5437002182006836,0.6359250545501709
A2,2,3200,H,all_AB,not_applicable,NA,NA
A2,2,3200,H,aux_heads,not_applicable,NA,NA
A2,2,3200,H,aux_upstream_AB,not_applicable,NA,NA
A3,2,800,supervised,all_AB,measured,7.350226402282715,7.350226402282715
A3,2,800,supervised,aux_heads,measured,0.0,0.0
A3,2,800,supervised,aux_upstream_AB,measured,7.026217460632324,7.026217460632324
A3,2,800,KL,all_AB,measured,2.4819817543029785,0.6204954385757446
A3,2,800,KL,aux_heads,measured,0.0,0.0
A3,2,800,KL,aux_upstream_AB,measured,2.4361250400543213,0.6090312600135803
A3,2,800,DS,all_AB,measured,1.447440505027771,0.36186012625694275
A3,2,800,DS,aux_heads,measured,0.1638960838317871,0.04097402095794678
A3,2,800,DS,aux_upstream_AB,measured,1.447440505027771,0.36186012625694275
A3,2,800,H,all_AB,measured,0.11114922910928726,0.013893653638660908
A3,2,800,H,aux_heads,measured,0.0,0.0
A3,2,800,H,aux_upstream_AB,measured,0.11000342667102814,0.013750428333878517
A3,2,1600,supervised,all_AB,measured,2.411114454269409,2.411114454269409
A3,2,1600,supervised,aux_heads,measured,0.0,0.0
A3,2,1600,supervised,aux_upstream_AB,measured,2.230924367904663,2.230924367904663
A3,2,1600,KL,all_AB,measured,2.491008996963501,2.491008996963501
A3,2,1600,KL,aux_heads,measured,0.0,0.0
A3,2,1600,KL,aux_upstream_AB,measured,2.245429754257202,2.245429754257202
A3,2,1600,DS,all_AB,measured,2.258161783218384,0.564540445804596
A3,2,1600,DS,aux_heads,measured,0.194534569978714,0.0486336424946785
A3,2,1600,DS,aux_upstream_AB,measured,2.258161783218384,0.564540445804596
A3,2,1600,H,all_AB,measured,0.003148985793814063,0.0015744928969070315
A3,2,1600,H,aux_heads,measured,0.0,0.0
A3,2,1600,H,aux_upstream_AB,measured,0.002537021180614829,0.0012685105903074145
A3,2,2400,supervised,all_AB,measured,1.7792986631393433,1.7792986631393433
A3,2,2400,supervised,aux_heads,measured,0.0,0.0
A3,2,2400,supervised,aux_upstream_AB,measured,1.605284333229065,1.605284333229065
A3,2,2400,KL,all_AB,measured,1.4335325956344604,1.4335325956344604
A3,2,2400,KL,aux_heads,measured,0.0,0.0
A3,2,2400,KL,aux_upstream_AB,measured,1.4193217754364014,1.4193217754364014
A3,2,2400,DS,all_AB,measured,2.177821636199951,0.5444554090499878
A3,2,2400,DS,aux_heads,measured,0.25333791971206665,0.06333447992801666
A3,2,2400,DS,aux_upstream_AB,measured,2.177821636199951,0.5444554090499878
A3,2,2400,H,all_AB,measured,0.01594022661447525,0.007970113307237625
A3,2,2400,H,aux_heads,measured,0.0,0.0
A3,2,2400,H,aux_upstream_AB,measured,0.015282668173313141,0.0076413340866565704
A3,2,3200,supervised,all_AB,measured,2.9278130531311035,2.9278130531311035
A3,2,3200,supervised,aux_heads,measured,0.0,0.0
A3,2,3200,supervised,aux_upstream_AB,measured,2.7316691875457764,2.7316691875457764
A3,2,3200,KL,all_AB,measured,1.2073192596435547,1.2073192596435547
A3,2,3200,KL,aux_heads,measured,0.0,0.0
A3,2,3200,KL,aux_upstream_AB,measured,1.1847748756408691,1.1847748756408691
A3,2,3200,DS,all_AB,measured,2.5805065631866455,0.6451266407966614
A3,2,3200,DS,aux_heads,measured,0.19705182313919067,0.04926295578479767
A3,2,3200,DS,aux_upstream_AB,measured,2.5805065631866455,0.6451266407966614
A3,2,3200,H,all_AB,measured,0.003052546875551343,0.0015262734377756715
A3,2,3200,H,aux_heads,measured,0.0,0.0
A3,2,3200,H,aux_upstream_AB,measured,0.002645537257194519,0.0013227686285972595
A4,2,800,supervised,all_AB,measured,7.272632122039795,7.272632122039795
A4,2,800,supervised,aux_heads,measured,0.0,0.0
A4,2,800,supervised,aux_upstream_AB,measured,6.9516706466674805,6.9516706466674805
A4,2,800,KL,all_AB,measured,2.506378412246704,0.626594603061676
A4,2,800,KL,aux_heads,measured,0.0,0.0
A4,2,800,KL,aux_upstream_AB,measured,2.4606761932373047,0.6151690483093262
A4,2,800,DS,all_AB,measured,1.4324442148208618,0.35811105370521545
A4,2,800,DS,aux_heads,measured,0.1632799208164215,0.04081998020410538
A4,2,800,DS,aux_upstream_AB,measured,1.4324442148208618,0.35811105370521545
A4,2,800,H,all_AB,measured,0.07520467787981033,0.009400584734976292
A4,2,800,H,aux_heads,measured,0.0,0.0
A4,2,800,H,aux_upstream_AB,measured,0.07490623742341995,0.009363279677927494
A4,2,1600,supervised,all_AB,measured,2.4078617095947266,2.4078617095947266
A4,2,1600,supervised,aux_heads,measured,0.0,0.0
