arm,backbone,checkpoint_sha256,code_commit,config_digest,cup,data_schedule_digest,deployment_equal,disc_union,domain,latency_ms_mean,latency_ms_p95,macro,optimization_seed,prefix_sha256,prefix_source_commit,rim,supported_images,task,training_code_commit
B1,UNET_QUERY_128,d2e7760b4e86b8304c79de8de7d99a987ca2705c57b2b2a3a2e4a9d13a3e1231,e94413b499bcf6b348c841d80fbde93263b4c4ef,01ba70aec7ac60ff6b5b467a83f2817e27b5cd5b54d043d1e6b447bfe65c492b,0.7550396066904068,79692ff73e45595c6063eb33f0a65e0a08b57be4a0d760c3109b49cc260ec962,True,0.9114481210708618,Drishti_GS,11.477561667561531,15.374695323407652,0.7169443979859352,263,bbc5085fd4cee6077406d1562a560c4e882764eb6190648a5ef3f03d8d4c360b,e94413b499bcf6b348c841d80fbde93263b4c4ef,0.6788491892814636,25,s263__UNET_QUERY_128__Drishti_GS__B1,e94413b499bcf6b348c841d80fbde93263b4c4ef
B2,UNET_QUERY_128,b65e8072b421c6c3607c3e465f8926ffffbf6bbd50a2c02c02c55ed8425dac13,e94413b499bcf6b348c841d80fbde93263b4c4ef,01ba70aec7ac60ff6b5b467a83f2817e27b5cd5b54d043d1e6b447bfe65c492b,0.7499925664067268,79692ff73e45595c6063eb33f0a65e0a08b57be4a0d760c3109b49cc260ec962,True,0.9050666177272797,Drishti_GS,11.582193989306688,22.09356725215912,0.709840981811285,263,bbc5085fd4cee6077406d1562a560c4e882764eb6190648a5ef3f03d8d4c360b,e94413b499bcf6b348c841d80fbde93263b4c4ef,0.6696893972158432,25,s263__UNET_QUERY_128__Drishti_GS__B2,e94413b499bcf6b348c841d80fbde93263b4c4ef
B3,UNET_QUERY_128,267e064cd6511a4bb949318284b0cab65a357f7242792c8634952a613901fd3f,e94413b499bcf6b348c841d80fbde93263b4c4ef,01ba70aec7ac60ff6b5b467a83f2817e27b5cd5b54d043d1e6b447bfe65c492b,0.7571851837635041,79692ff73e45595c6063eb33f0a65e0a08b57be4a0d760c3109b49cc260ec962,True,0.9132289099693298,Drishti_GS,9.596840548329055,9.734540130011737,0.7189735919237137,263,bbc5085fd4cee6077406d1562a560c4e882764eb6190648a5ef3f03d8d4c360b,e94413b499bcf6b348c841d80fbde93263b4c4ef,0.6807620000839233,25,s263__UNET_QUERY_128__Drishti_GS__B3,e94413b499bcf6b348c841d80fbde93263b4c4ef
B0,DINOV2_VITS14_QUERY,c6178ff8cd18361e1f9d27556e5047984451e0b1cded415e0766273cc751bcfa,e94413b499bcf6b348c841d80fbde93263b4c4ef,01ba70aec7ac60ff6b5b467a83f2817e27b5cd5b54d043d1e6b447bfe65c492b,0.8081503473222256,522c2beb577b49145aeb2c75807d744ee4d3f02807f75fff090dbcab448fe775,True,0.950894969701767,RIM_ONE_r3,31.109046121127903,43.33970067091286,0.8278808046132327,263,b476bf4158bfeb29a1f87bff3eda53737c9def623fa30c86509343b32330a1e1,e94413b499bcf6b348c841d80fbde93263b4c4ef,0.8476112619042396,40,s263__DINOV2_VITS14_QUERY__RIM_ONE_r3__B0,e94413b499bcf6b348c841d80fbde93263b4c4ef
B1,DINOV2_VITS14_QUERY,457fc5b87b0a88dde3e87cf4a9b08fd85d238928faf5883cb17201c17d68dde4,e94413b499bcf6b348c841d80fbde93263b4c4ef,01ba70aec7ac60ff6b5b467a83f2817e27b5cd5b54d043d1e6b447bfe65c492b,0.8052144482731819,522c2beb577b49145aeb2c75807d744ee4d3f02807f75fff090dbcab448fe775,True,0.952786511182785,RIM_ONE_r3,26.53174032457173,33.03948296234012,0.8267823338508606,263,b476bf4158bfeb29a1f87bff3eda53737c9def623fa30c86509343b32330a1e1,e94413b499bcf6b348c841d80fbde93263b4c4ef,0.8483502194285393,40,s263__DINOV2_VITS14_QUERY__RIM_ONE_r3__B1,e94413b499bcf6b348c841d80fbde93263b4c4ef
B2,DINOV2_VITS14_QUERY,5d5dd1fc40330f867eaaf8122c2a50938c8258292cc21c523c609bf3dc681b64,e94413b499bcf6b348c841d80fbde93263b4c4ef,01ba70aec7ac60ff6b5b467a83f2817e27b5cd5b54d043d1e6b447bfe65c492b,0.8087896637618541,522c2beb577b49145aeb2c75807d744ee4d3f02807f75fff090dbcab448fe775,True,0.9508542463183403,RIM_ONE_r3,25.681364815682173,29.67132618650794,0.8283548582345247,263,b476bf4158bfeb29a1f87bff3eda53737c9def623fa30c86509343b32330a1e1,e94413b499bcf6b348c841d80fbde93263b4c4ef,0.8479200527071953,40,s263__DINOV2_VITS14_QUERY__RIM_ONE_r3__B2,e94413b499bcf6b348c841d80fbde93263b4c4ef
B3,DINOV2_VITS14_QUERY,b9d6f6883dabd8d4b876179dc47fec7373819de2effeb2508eccda72a460159f,e94413b499bcf6b348c841d80fbde93263b4c4ef,01ba70aec7ac60ff6b5b467a83f2817e27b5cd5b54d043d1e6b447bfe65c492b,0.8070005163550377,522c2beb577b49145aeb2c75807d744ee4d3f02807f75fff090dbcab448fe775,True,0.9529208943247796,RIM_ONE_r3,22.052251547574997,22.092598374001682,0.8279540248215198,263,b476bf4158bfeb29a1f87bff3eda53737c9def623fa30c86509343b32330a1e1,e94413b499bcf6b348c841d80fbde93263b4c4ef,0.8489075332880021,40,s263__DINOV2_VITS14_QUERY__RIM_ONE_r3__B3,e94413b499bcf6b348c841d80fbde93263b4c4ef
B0,DINOV2_VITS14_QUERY,cab8ac58aa803836cf7d8373875ff83beafa07c5f5e01f9589b84aed2bba5cc8,e94413b499bcf6b348c841d80fbde93263b4c4ef,01ba70aec7ac60ff6b5b467a83f2817e27b5cd5b54d043d1e6b447bfe65c492b,0.864721132516861,79692ff73e45595c6063eb33f0a65e0a08b57be4a0d760c3109b49cc260ec962,True,0.9657699418067932,Drishti_GS,29.12331661209464,37.65934477560223,0.8592206317186356,263,5edde44253a79221ed5676aeb490281950b4484ec8dd8cc2fd8e76b64047da4c,e94413b499bcf6b348c841d80fbde93263b4c4ef,0.8537201309204101,25,s263__DINOV2_VITS14_QUERY__Drishti_GS__B0,e94413b499bcf6b348c841d80fbde93263b4c4ef
B1,DINOV2_VITS14_QUERY,2a63ac8c845dac55e4d31b6e59cd5ab827075d2676d2ec50abf73f413e761fcd,e94413b499bcf6b348c841d80fbde93263b4c4ef,01ba70aec7ac60ff6b5b467a83f2817e27b5cd5b54d043d1e6b447bfe65c492b,0.8639428955316544,79692ff73e45595c6063eb33f0a65e0a08b57be4a0d760c3109b49cc260ec962,True,0.9660942792892456,Drishti_GS,24.139774055220187,28.551373165100813,0.8602051022648811,263,5edde44253a79221ed5676aeb490281950b4484ec8dd8cc2fd8e76b64047da4c,e94413b499bcf6b348c841d80fbde93263b4c4ef,0.8564673089981079,25,s263__DINOV2_VITS14_QUERY__Drishti_GS__B1,e94413b499bcf6b348c841d80fbde93263b4c4ef
B2,DINOV2_VITS14_QUERY,3420c10c0fe4b9fea5b0053cce6122b4c392cda6495bba3e90725cda11e55b5c,e94413b499bcf6b348c841d80fbde93263b4c4ef,01ba70aec7ac60ff6b5b467a83f2817e27b5cd5b54d043d1e6b447bfe65c492b,0.8645902383327484,79692ff73e45595c6063eb33f0a65e0a08b57be4a0d760c3109b49cc260ec962,True,0.9658245635032654,Drishti_GS,25.59137416537851,29.61677748244256,0.8592940562963486,263,5edde44253a79221ed5676aeb490281950b4484ec8dd8cc2fd8e76b64047da4c,e94413b499bcf6b348c841d80fbde93263b4c4ef,0.8539978742599488,25,s263__DINOV2_VITS14_QUERY__Drishti_GS__B2,e94413b499bcf6b348c841d80fbde93263b4c4ef
B3,DINOV2_VITS14_QUERY,68d1ae962ce6c1d4962bcae06bba98ab6b3504383367f581f76352eabf94cb39,e94413b499bcf6b348c841d80fbde93263b4c4ef,01ba70aec7ac60ff6b5b467a83f2817e27b5cd5b54d043d1e6b447bfe65c492b,0.8645659589767456,79692ff73e45595c6063eb33f0a65e0a08b57be4a0d760c3109b49cc260ec962,True,0.9661087799072265,Drishti_GS,22.408445295877755,22.850673110224307,0.8607112610340119,263,5edde44253a79221ed5676aeb490281950b4484ec8dd8cc2fd8e76b64047da4c,e94413b499bcf6b348c841d80fbde93263b4c4ef,0.8568565630912781,25,s263__DINOV2_VITS14_QUERY__Drishti_GS__B3,e94413b499bcf6b348c841d80fbde93263b4c4ef
