trained_domain,REFUGE,RIM_ONE_r3,Drishti_GS
REFUGE,0.8401486097990628,,
RIM_ONE_r3,0.7391255910513197,0.7047410638678799,
Drishti_GS,0.65412200289093,0.46281967898183246,0.8198410475393247
