trained_domain,REFUGE,RIM_ONE_r3,Drishti_GS
REFUGE,0.8902878983525957,,
RIM_ONE_r3,0.820261389208787,0.7984582174383209,
Drishti_GS,0.7627855425814852,0.6330348116450008,0.8775388004675473
