seed,variant,steps,median_step_seconds,summed_step_seconds,peak_vram_bytes,checkpoint_bytes,inference_overhead
0,L0,1000,0.13437595940195024,135.4172932114452,1719983104.0,90494780,0
0,L1,1000,0.14542932366020977,143.36157317040488,1719196672.0,97923644,0
0,L2,1000,0.15081882663071156,147.10502344975248,1719196160.0,99279100,0
0,L3,1000,0.15249999915249646,149.5453777643852,1719196160.0,99278460,0
0,L4,1000,0.15253837499767542,144.74068494001403,1719196160.0,107054780,0
0,D1,1000,0.14449132303707302,150.28514516120777,1719196672.0,106872508,0
0,D2,1000,0.15111092571169138,140.94675874337554,1719196160.0,107054716,0
