variant,site,eval_step,dice,delta_vs_a1,worst_drop,normalized_auc,recovery_time_to_original_gate
A3,RIM_ONE_r3,400,0.722531914213965,0.008389216031970514,0.007338610424480252,0.7122296580078804,0
A3,RIM_ONE_r3,450,0.7129910595400195,0.002048924950269315,0.007338610424480252,0.7122296580078804,0
A3,RIM_ONE_r3,500,0.7162722735855278,0.008131225977531131,0.007338610424480252,0.7122296580078804,0
A3,RIM_ONE_r3,550,0.7061755651512928,0.012578268683714922,0.007338610424480252,0.7122296580078804,0
A3,RIM_ONE_r3,600,0.7161638201206795,0.00790205357554874,0.007338610424480252,0.7122296580078804,0
A3,RIM_ONE_r3,650,0.7119832097166326,0.008769005392005869,0.007338610424480252,0.7122296580078804,0
A3,RIM_ONE_r3,700,0.7170059075119675,0.004669612954365299,0.007338610424480252,0.7122296580078804,0
A3,RIM_ONE_r3,750,0.714121696569519,0.004869654331500883,0.007338610424480252,0.7122296580078804,0
A3,RIM_ONE_r3,800,0.7097499927277993,0.0035230683415636843,0.007338610424480252,0.7122296580078804,0
A3,RIM_ONE_r3,850,0.710718960282284,0.0030992372624714104,0.007338610424480252,0.7122296580078804,0
A3,RIM_ONE_r3,900,0.7106632202833087,0.0016463324644152566,0.007338610424480252,0.7122296580078804,0
A3,RIM_ONE_r3,950,0.7098096083050877,0.0017791945750751381,0.007338610424480252,0.7122296580078804,0
A3,RIM_ONE_r3,1000,0.7103621153588551,0.0018866323838380161,0.007338610424480252,0.7122296580078804,0
A4,REFUGE,50,0.7328503795111984,0.000344412509187042,0.020377198760569426,0.677741020415809,50
A4,REFUGE,100,0.7351527452914942,0.004330453589272976,0.020377198760569426,0.677741020415809,50
A4,REFUGE,150,0.7315030489924417,0.029570582673845713,0.020377198760569426,0.677741020415809,50
A4,REFUGE,200,0.7598642925311148,0.021115906703883747,0.020377198760569426,0.677741020415809,50
A4,REFUGE,250,0.7216151830928481,0.012465741991317225,0.020377198760569426,0.677741020415809,50
A4,REFUGE,300,0.6962650150418621,-0.012166664161508578,0.020377198760569426,0.677741020415809,50
A4,REFUGE,350,0.7096875149777665,-0.020377198760569426,0.020377198760569426,0.677741020415809,50
A4,REFUGE,400,0.6896923640739625,0.02267054517785405,0.020377198760569426,0.677741020415809,50
A4,REFUGE,450,0.6935239686158734,0.013309098527213403,0.020377198760569426,0.677741020415809,50
A4,REFUGE,500,0.6622939660542383,-0.0058296732811259355,0.020377198760569426,0.677741020415809,50
A4,REFUGE,550,0.6608812789940169,0.036652976481102106,0.020377198760569426,0.677741020415809,50
A4,REFUGE,600,0.6366885469434219,0.01814356001321915,0.020377198760569426,0.677741020415809,50
A4,REFUGE,650,0.6186245758299063,0.003540531022147908,0.020377198760569426,0.677741020415809,50
A4,REFUGE,700,0.6438702292584912,0.024820410050032105,0.020377198760569426,0.677741020415809,50
A4,REFUGE,750,0.6449665464332045,0.027156411087324916,0.020377198760569426,0.677741020415809,50
A4,REFUGE,800,0.6450523876312427,0.03289957891786166,0.020377198760569426,0.677741020415809,50
A4,REFUGE,850,0.6470531224026306,0.031993080910610816,0.020377198760569426,0.677741020415809,50
A4,REFUGE,900,0.6480241590645641,0.031030409417534544,0.020377198760569426,0.677741020415809,50
A4,REFUGE,950,0.6438765648169239,0.030460535802034894,0.020377198760569426,0.677741020415809,50
A4,REFUGE,1000,0.644037376197535,0.029943476072604835,0.020377198760569426,0.677741020415809,50
A4,RIM_ONE_r3,50,0.6828113502895405,0.0005066080201474588,0.00981957308374537,0.7117799867520894,0
A4,RIM_ONE_r3,100,0.6930728732816024,0.0036229805996876863,0.00981957308374537,0.7117799867520894,0
A4,RIM_ONE_r3,150,0.6920864514412046,0.00699849660476759,0.00981957308374537,0.7117799867520894,0
A4,RIM_ONE_r3,200,0.722434528803167,0.0036051757096813297,0.00981957308374537,0.7117799867520894,0
A4,RIM_ONE_r3,250,0.7212872365306509,0.008343031466691242,0.00981957308374537,0.7117799867520894,0
A4,RIM_ONE_r3,300,0.709161980109946,-0.00981957308374537,0.00981957308374537,0.7117799867520894,0
A4,RIM_ONE_r3,350,0.72713082132313,0.0037473679658883707,0.00981957308374537,0.7117799867520894,0
A4,RIM_ONE_r3,400,0.7064033393207179,-0.007739358861276635,0.00981957308374537,0.7117799867520894,0
A4,RIM_ONE_r3,450,0.7287593560591172,0.01781722146936704,0.00981957308374537,0.7117799867520894,0
A4,RIM_ONE_r3,500,0.7206247070549214,0.012483659446924755,0.00981957308374537,0.7117799867520894,0
A4,RIM_ONE_r3,550,0.706650167609322,0.013052871141744138,0.00981957308374537,0.7117799867520894,0
A4,RIM_ONE_r3,600,0.7210254743491882,0.012763707804057445,0.00981957308374537,0.7117799867520894,0
A4,RIM_ONE_r3,650,0.7085070171447981,0.005292812820171355,0.00981957308374537,0.7117799867520894,0
A4,RIM_ONE_r3,700,0.7189029532062772,0.006566658648675006,0.00981957308374537,0.7117799867520894,0
A4,RIM_ONE_r3,750,0.7117083010711347,0.00245625883311662,0.00981957308374537,0.7117799867520894,0
A4,RIM_ONE_r3,800,0.7073529690203542,0.0011260446341185837,0.00981957308374537,0.7117799867520894,0
A4,RIM_ONE_r3,850,0.7108923755240854,0.003272652504272777,0.00981957308374537,0.7117799867520894,0
A4,RIM_ONE_r3,900,0.711648954043109,0.0026320662242155235,0.00981957308374537,0.7117799867520894,0
A4,RIM_ONE_r3,950,0.7097674880060951,0.0017370742760826063,0.00981957308374537,0.7117799867520894,0
A4,RIM_ONE_r3,1000,0.7099941584922189,0.0015186755172018618,0.00981957308374537,0.7117799867520894,0
A5,REFUGE,50,0.7327672249136943,0.0002612579116829661,0.03144590033796735,0.6800426247765676,50
A5,REFUGE,100,0.7389012652875273,0.00807897358530607,0.03144590033796735,0.6800426247765676,50
A5,REFUGE,150,0.7295545025895737,0.0276220362709777,0.03144590033796735,0.6800426247765676,50
A5,REFUGE,200,0.7206361660681417,-0.018112219759089276,0.03144590033796735,0.6800426247765676,50
A5,REFUGE,250,0.706570804297496,-0.0025786368040349172,0.03144590033796735,0.6800426247765676,50
A5,REFUGE,300,0.7152549002438494,0.006823221040478722,0.03144590033796735,0.6800426247765676,50
A5,REFUGE,350,0.6986188134003686,-0.03144590033796735,0.03144590033796735,0.6800426247765676,50
A5,REFUGE,400,0.6799855046482093,0.012963685752100829,0.03144590033796735,0.6800426247765676,50
A5,REFUGE,450,0.6825837167879365,0.0023688466992765056,0.03144590033796735,0.6800426247765676,50
A5,REFUGE,500,0.6755226783339751,0.00739903899861083,0.03144590033796735,0.6800426247765676,50
A5,REFUGE,550,0.6590444564140624,0.03481615390114756,0.03144590033796735,0.6800426247765676,50
A5,REFUGE,600,0.6571112343745028,0.03856624744430004,0.03144590033796735,0.6800426247765676,50
A5,REFUGE,650,0.6615219528397164,0.04643790803195802,0.03144590033796735,0.6800426247765676,50
A5,REFUGE,700,0.6543515215411259,0.03530170233266672,0.03144590033796735,0.6800426247765676,50
A5,REFUGE,750,0.6570262995317723,0.03921616418589269,0.03144590033796735,0.6800426247765676,50
A5,REFUGE,800,0.6497941007099607,0.03764129199657962,0.03144590033796735,0.6800426247765676,50
A5,REFUGE,850,0.6491094863492948,0.03404944485727501,0.03144590033796735,0.6800426247765676,50
A5,REFUGE,900,0.6498361106289103,0.03284236098188076,0.03144590033796735,0.6800426247765676,50
A5,REFUGE,950,0.6458742596297228,0.03245823061483377,0.03144590033796735,0.6800426247765676,50
A5,REFUGE,1000,0.6462569692435873,0.032163069118657184,0.03144590033796735,0.6800426247765676,50
A5,RIM_ONE_r3,50,0.6828152170166264,0.0005104747472333138,0.016930847646963065,0.7067042828337219,50
A5,RIM_ONE_r3,100,0.6942654803955228,0.004815587713608127,0.016930847646963065,0.7067042828337219,50
A5,RIM_ONE_r3,150,0.7055528100092963,0.02046485517285923,0.016930847646963065,0.7067042828337219,50
A5,RIM_ONE_r3,200,0.7018985054465227,-0.016930847646963065,0.016930847646963065,0.7067042828337219,50
A5,RIM_ONE_r3,250,0.7026129110775777,-0.010331293986381884,0.016930847646963065,0.7067042828337219,50
A5,RIM_ONE_r3,300,0.7240175684276144,0.005036015233923052,0.016930847646963065,0.7067042828337219,50
A5,RIM_ONE_r3,350,0.7154702169296987,-0.007913236427542936,0.016930847646963065,0.7067042828337219,50
A5,RIM_ONE_r3,400,0.7066789633164307,-0.0074637348655638425,0.016930847646963065,0.7067042828337219,50
A5,RIM_ONE_r3,450,0.7019155230043264,-0.009026611585423838,0.016930847646963065,0.7067042828337219,50
A5,RIM_ONE_r3,500,0.7109201234627939,0.002779075854797197,0.016930847646963065,0.7067042828337219,50
A5,RIM_ONE_r3,550,0.7051101866170282,0.011512890149450339,0.016930847646963065,0.7067042828337219,50
A5,RIM_ONE_r3,600,0.7072084587356862,-0.0010533078094445703,0.016930847646963065,0.7067042828337219,50
A5,RIM_ONE_r3,650,0.7087360967613834,0.005521892436756604,0.016930847646963065,0.7067042828337219,50
A5,RIM_ONE_r3,700,0.7095027589859801,-0.0028335355716220256,0.016930847646963065,0.7067042828337219,50
A5,RIM_ONE_r3,750,0.7104393224235831,0.0011872801855650206,0.016930847646963065,0.7067042828337219,50
A5,RIM_ONE_r3,800,0.7077154480016962,0.0014885236154605908,0.016930847646963065,0.7067042828337219,50
A5,RIM_ONE_r3,850,0.7064194028565353,-0.001200320163277313,0.016930847646963065,0.7067042828337219,50
A5,RIM_ONE_r3,900,0.7078391530027907,-0.0011777348161028378,0.016930847646963065,0.7067042828337219,50
A5,RIM_ONE_r3,950,0.7064387632270227,-0.0015916505029898165,0.016930847646963065,0.7067042828337219,50
A5,RIM_ONE_r3,1000,0.7064641453018229,-0.002011337673194169,0.016930847646963065,0.7067042828337219,50
