seed,variant,site_step,successful_site_step_before_step,noise_warmup_multiplier,effective_sigma,noise_scale_p10,noise_scale_p50,noise_scale_p90,perturbation_weight_ratio,classifier_angular_drift,raw_noise_checksum
0,D1,201,200,1.0,0.31622776601683794,0.0001648386096348986,0.0008297443855553865,0.022687196731567383,0.39653417468070984,0.026850711554288864,a90da8dd6b684954a66b40d132e1c1fc1a9fac8d1340ed8bdac271f8627aa070
0,D1,250,249,1.0,0.31622776601683794,0.0021130763925611973,0.00805447343736887,0.3466378450393677,0.5339916348457336,0.029484976083040237,fa8636e71afbcb2ac38ac7dada75f8e4238b06d0830e2068b05c7277af8d5dd8
0,D1,300,299,1.0,0.31622776601683794,0.002343721454963088,0.007871383801102638,0.27843740582466125,0.5020775198936462,0.03137251362204552,96a9f6016d3413c073e5594caeaaa6a2cd4cb8f417d24a23bdf31fe43596c46d
0,D1,350,349,1.0,0.31622776601683794,0.0007014895090833306,0.003637510584667325,0.09485989063978195,0.26321515440940857,0.03451245650649071,3db33f2a73b1203622beceee801edb0cc7cbce12c834a4ffc6bcaa303d43b274
0,D1,400,399,1.0,0.31622776601683794,0.0033938465639948845,0.009314196184277534,0.20789866149425507,0.49658387899398804,0.03705268353223801,850765ba251ccd18cc6ca3aeb0b4e43fce429c2dfb27b4b404dd93baef5b05fc
0,D1,450,449,1.0,0.31622776601683794,0.0005171670927666128,0.002390313893556595,0.061321109533309937,0.13864374160766602,0.03889814019203186,5305d3d4799d908554aba06feee0693421e484001347ca308affb018f71518a6
0,D1,500,499,1.0,0.31622776601683794,8.479440293740481e-05,0.00043073476990684867,0.011425018310546875,0.2722567319869995,0.04129321873188019,17871e93ecdc1d2d0bdb05d2fe8796d7890abba10785c999e97512ba49b904aa
0,D1,550,549,1.0,0.31622776601683794,0.0002635454584378749,0.0006090212264098227,0.00761071965098381,0.5229436159133911,0.04336473345756531,ff35c3fe6002d7ae559f6c2cd6869d8d01787983d8e109f6412dc9c7549d6ef1
0,D1,600,599,1.0,0.31622776601683794,5.976128522888757e-05,0.0002601349842734635,0.004120297264307737,0.6131303906440735,0.04553910717368126,fda6e35ca7f53fa6c653761928086d758dedd8a39c2d9509e71aaa3913a9f94d
0,D1,650,649,1.0,0.31622776601683794,0.00020369698177091777,0.0006312730256468058,0.012666691094636917,0.25034070014953613,0.046432457864284515,9c67b7c9af6a9f6b8521c9f60f58e097ed8b96aaf46d9161c385a36b12f6bea3
0,D1,700,699,1.0,0.31622776601683794,0.0003324669669382274,0.0009755095234140754,0.0105983205139637,0.04390682280063629,0.04729503393173218,8ff974cad42f4209d164765a73692ff1016ce16e591e2d2f32f48ddb9141e18a
0,D1,750,749,1.0,0.31622776601683794,0.00010105282126460224,0.0004248802724760026,0.005022373981773853,0.41581785678863525,0.04776065796613693,e5163918c35b55b3e9b74e7cef4d3b4fc0a33316dbc7b78e1e7d4f36b73acd31
0,D1,800,799,1.0,0.31622776601683794,0.0013187418226152658,0.004190766252577305,0.10947095602750778,0.3488501310348511,0.04802973195910454,c7963dd3c0eea46c37225c5598f1e4740556680b403c3a6bc7f53384d60d23fd
0,D1,850,849,1.0,0.31622776601683794,0.0057275788858532906,0.015201130881905556,0.17451801896095276,0.41490891575813293,0.04827447980642319,0d953393a753f5473c72bf2339bbaaa8b51015a35b54f488b73bc13d7ac80d1d
0,D1,900,899,1.0,0.31622776601683794,0.00014212654787115753,0.00030827964656054974,0.01964719034731388,0.4523316025733948,0.048328422009944916,bdad134a9e6dd194bc043430d28a6d99773fffc63fc5cfc2887272b80725565d
0,D1,950,949,1.0,0.31622776601683794,0.0002112088695866987,0.000698989606462419,0.009384959936141968,0.09872792661190033,0.04835378751158714,518c912751a00cbbebeb82bedb1a89bb73e3cff7de5e892e60f174fa9ce18ef7
0,D1,1000,999,1.0,0.31622776601683794,0.000529059732798487,0.0014830190921202302,0.030870435759425163,0.5061632394790649,0.04836763069033623,1c58d86001f9dfb9a5a68333d9e571eb2925f742cdad864a7330a0ff85fb2cf1
0,D2,1,0,1.0,0.31622776601683794,1.0,1.0,1.0,2.90938663482666,0.00032552084303461015,f8185d5b6b087fcae63c6beb32ec0090726291cbfaf15a04fb61ad077fe9a478
0,D2,2,1,1.0,0.31622776601683794,0.0006905221380293369,0.0027033991646021605,0.022832849994301796,0.22169041633605957,0.0036822210531681776,760ab79ed9dc45fd21f94942b201bdc8c6960f37f79d85a5cbacf2bd546d0866
