trained_domain,REFUGE,RIM_ONE_r3,Drishti_GS
REFUGE,0.8334286078194795,,
RIM_ONE_r3,0.7305674631396815,0.7428844306622839,
Drishti_GS,0.5699798374949452,0.42108649176329027,0.8338427741512708
