trained_domain,REFUGE,RIM_ONE_r3,Drishti_GS
REFUGE,0.8857841441751324,,
RIM_ONE_r3,0.8145448084680303,0.8248016090719058,
Drishti_GS,0.7056760904941682,0.6053747717268757,0.8868719662597803
