trained_domain,REFUGE,RIM_ONE_r3,Drishti_GS
REFUGE,0.8034696646274516,,
RIM_ONE_r3,0.7056309990639998,0.7208656210869561,
Drishti_GS,0.5844820084004793,0.49505877102991097,0.8056949290949343
