batch_id,block,domain,norm_ratio,pair_index,projected_cosine,projected_dot,projected_dot_pass,projected_norm,projected_zero,projection_active,projection_coefficient,raw_cosine,raw_dot,raw_norm,seed,stage_index
B0/seed0/stage0/REFUGE/pair00,global,REFUGE,0.7606783913928157,0,-8.088765786414721e-13,-3.5418369626061263e-13,True,0.42629209371448623,False,True,-0.3541588876048597,-0.6491289431754211,-0.3736596475713914,0.5604104159366717,0,0
B0/seed0/stage0/REFUGE/pair00,encoder,REFUGE,0.9178674667837665,0,-0.12190184597936707,-0.015438826285946538,False,0.37016230441032993,False,True,-0.3541588876048597,-0.4123574020387806,-0.0568981068275788,0.4032851340808375,0,0
B0/seed0/stage0/REFUGE/pair00,bottleneck,REFUGE,0.6173720112163614,0,-0.36037747484824995,-0.00036823824140865685,False,0.019376916115209492,False,True,-0.3541588876048597,-0.8175281340750173,-0.001353091047108468,0.03138612661923662,0,0
B0/seed0/stage0/REFUGE/pair00,dec3,REFUGE,0.6330173200339688,0,-0.6440311963935641,-0.00026497555180626797,False,0.014050285842379736,False,True,-0.3541588876048597,-0.8749253802965076,-0.0005686621497226943,0.022195736826957236,0,0
B0/seed0/stage0/REFUGE/pair00,dec2,REFUGE,1.0528003106798114,0,0.5016545209812289,0.00014937944697562008,True,0.010861607568588571,False,True,-0.3541588876048597,-0.41297156747161695,-0.0001168046855087831,0.010316873445425792,0,0
B0/seed0/stage0/REFUGE/pair00,dec1,REFUGE,0.759739744725613,0,0.11488098448499191,0.010230604891119672,True,0.17954146087988926,False,True,-0.3541588876048597,-0.6560588826912483,-0.07690084948174472,0.23631968990214183,0,0
B0/seed0/stage0/REFUGE/pair00,classifier.mu,REFUGE,0.354006168683469,0,0.06324919132603922,0.005692055740711957,True,0.10853032503806308,False,True,-0.3541588876048597,-0.9355110751224562,-0.23782213337972802,0.3065774967754993,0,0
B0/seed0/stage0/REFUGE/pair01,global,REFUGE,1.0,1,0.6491359856381516,0.4520519125000483,True,0.7857683014457286,False,False,0.0,0.6491359856381516,0.4520519125000483,0.7857683014457286,0,0
B0/seed0/stage0/REFUGE/pair01,encoder,REFUGE,1.0,1,0.612430032636371,0.18781735019739237,True,0.6469353780268301,False,False,0.0,0.612430032636371,0.18781735019739237,0.6469353780268301,0,0
B0/seed0/stage0/REFUGE/pair01,bottleneck,REFUGE,1.0,1,0.5900834314144988,0.0013985128919557087,True,0.056409398323130765,False,False,0.0,0.5900834314144988,0.0013985128919557087,0.056409398323130765,0,0
B0/seed0/stage0/REFUGE/pair01,dec3,REFUGE,1.0,1,0.7973446482223017,0.0002810113697702939,True,0.022728989016103585,False,False,0.0,0.7973446482223017,0.0002810113697702939,0.022728989016103585,0,0
B0/seed0/stage0/REFUGE/pair01,dec2,REFUGE,1.0,1,0.566966655863616,0.00040209585694662574,True,0.021031535670899933,False,False,0.0,0.566966655863616,0.00040209585694662574,0.021031535670899933,0,0
B0/seed0/stage0/REFUGE/pair01,dec1,REFUGE,1.0,1,0.8231216581584379,0.21184431188939556,True,0.3841990767518542,False,False,0.0,0.8231216581584379,0.21184431188939556,0.3841990767518542,0,0
B0/seed0/stage0/REFUGE/pair01,classifier.mu,REFUGE,1.0,1,0.7022019315029956,0.05030863029458691,True,0.21715560546222584,False,False,0.0,0.7022019315029956,0.05030863029458691,0.21715560546222584,0,0
B0/seed0/stage0/REFUGE/pair02,global,REFUGE,0.9350031741235955,2,-4.4207043579691843e-13,-2.206620303146778e-13,True,0.5395135023024739,False,True,-0.22117820444150757,-0.3546393440931216,-0.18932587295129288,0.5770178297075568,0,0
B0/seed0/stage0/REFUGE/pair02,encoder,REFUGE,1.0430377245253273,2,0.31123248284182925,0.055260008468803676,True,0.4612732802364573,False,True,-0.22117820444150757,0.13211789294998363,0.022489906630489,0.4422402655152063,0,0
B0/seed0/stage0/REFUGE/pair02,bottleneck,REFUGE,0.854797719764416,2,-0.8271666694161206,-0.0014078194625688307,False,0.043505132777839656,False,True,-0.22117820444150757,-0.877071810345492,-0.0017463276741760503,0.05089523728471077,0,0
B0/seed0/stage0/REFUGE/pair02,dec3,REFUGE,0.921261565699533,2,-0.5658769158147408,-0.00031066169097668136,False,0.02943577648214783,False,True,-0.22117820444150757,-0.6504247468273152,-0.00038759648282231797,0.03195159504976921,0,0
B0/seed0/stage0/REFUGE/pair02,dec2,REFUGE,0.9765789321767667,2,0.15256493891002515,5.045230410515527e-05,True,0.01318787208168701,False,True,-0.22117820444150757,-0.261709987248374,-8.86215232763145e-05,0.013504153783342035,0,0
B0/seed0/stage0/REFUGE/pair02,dec1,REFUGE,0.7931730506143929,2,0.030339683223202598,0.003687057822120484,True,0.18344415213928073,False,True,-0.22117820444150757,-0.6094715888959324,-0.09338011876097872,0.23127885144002894,0,0
B0/seed0/stage0/REFUGE/pair02,classifier.mu,REFUGE,0.7217189397311456,2,-0.5432846047675803,-0.05727903744170451,False,0.20424725620510734,False,True,-0.22117820444150757,-0.7955270154494384,-0.11621311514052834,0.2830011032843248,0,0
B0/seed0/stage0/REFUGE/pair03,global,REFUGE,1.0,3,0.17781832583812765,0.35752818560960975,True,2.2186184155732476,False,False,0.0,0.17781832583812765,0.35752818560960975,2.2186184155732476,0,0
