seed,stage_index,case_id,class_id,pixels,active_pixels,null_pixels,target_active_count,selected_active_count,R1_mass,MMPR_mass,mass_difference,R1_null_mass,MMPR_null_mass,newly_selected,deselected,tied_score_rows,tied_score_groups,cutoff_score,cutoff_tie_rows,hash_collisions,stratum_mask_sha256,GT_received_by_builder,candidate
0,0,REFUGE_test_n0024,1,6773,6773,0,1050,1050,1050,1050,0,0,0,965,965,0,0,0.8592082952170801,1,0,7de872f42bb36d25ec917ab9853c45891f8ecfd1470ee84d2de335bad3326f41,False,Q2
0,0,REFUGE_test_n0024,2,3738,3738,0,1415,1415,1415,1415,0,0,0,260,260,0,0,0.6018698052254671,1,0,34852e0a484a77087e649453c38710800b49ecd35ec08820a7d61d8dc494b22d,False,Q2
0,0,REFUGE_test_n0045,0,145068,145068,0,27316,27316,27316,27316,0,0,0,15753,15753,40458,7407,0.9999629259109497,16,0,aa361a8bbee8107576b0b56b91015f4687ecbb9a325e2064d740d65b655bf852,False,Q1
0,0,REFUGE_test_n0045,1,1205,1205,0,435,435,435,435,0,0,0,198,198,0,0,0.4599728993744496,1,0,86f00d5fe4492a79daeb9b49bc53e8fed549f72217801ca22e895e6d305f9f61,False,Q1
0,0,REFUGE_test_n0045,2,1183,1183,0,519,519,519,519,0,0,0,117,117,0,0,0.775243652804673,1,0,795b59137f0e08c8485add6cc730d2dbe70b9e9b50f66a417681f5d4e7db8e8b,False,Q1
0,0,REFUGE_test_n0045,0,145068,145068,0,27316,27316,27316,27316,0,0,0,15753,15753,40458,7407,0.9999629259109497,16,0,aa361a8bbee8107576b0b56b91015f4687ecbb9a325e2064d740d65b655bf852,False,Q2
0,0,REFUGE_test_n0045,1,1205,1205,0,435,435,435,435,0,0,0,198,198,0,0,0.4599728993744496,1,0,86f00d5fe4492a79daeb9b49bc53e8fed549f72217801ca22e895e6d305f9f61,False,Q2
0,0,REFUGE_test_n0045,2,1183,1183,0,519,519,519,519,0,0,0,117,117,0,0,0.775243652804673,1,0,795b59137f0e08c8485add6cc730d2dbe70b9e9b50f66a417681f5d4e7db8e8b,False,Q2
0,0,REFUGE_test_n0064,0,143406,143406,0,26627,26627,26627,26627,0,0,0,19857,19857,38049,2098,0.9999951485945113,1,0,1e3af487df67d846db276b164c168650695bdc535e1dea91a511614336d0f92f,False,Q1
0,0,REFUGE_test_n0064,1,1984,1984,0,718,718,718,718,0,0,0,287,287,0,0,0.47506462264207694,1,0,5722a270d5af69c8e91ec7da1ceba4ecfa1095736e0ba94e697336203c3bd4c3,False,Q1
0,0,REFUGE_test_n0064,2,2066,2066,0,840,840,840,840,0,0,0,112,112,0,0,0.6576470661841871,1,0,2660b67b70e6a85a25dc67d86554e7e2db0aa8a3b53e9538a9fc3abb43770a4c,False,Q1
0,0,REFUGE_test_n0064,0,143406,143406,0,26627,26627,26627,26627,0,0,0,19857,19857,38049,2098,0.9999951485945113,1,0,1e3af487df67d846db276b164c168650695bdc535e1dea91a511614336d0f92f,False,Q2
0,0,REFUGE_test_n0064,1,1984,1984,0,718,718,718,718,0,0,0,287,287,0,0,0.47506462264207694,1,0,5722a270d5af69c8e91ec7da1ceba4ecfa1095736e0ba94e697336203c3bd4c3,False,Q2
0,0,REFUGE_test_n0064,2,2066,2066,0,840,840,840,840,0,0,0,112,112,0,0,0.6576470661841871,1,0,2660b67b70e6a85a25dc67d86554e7e2db0aa8a3b53e9538a9fc3abb43770a4c,False,Q2
0,0,REFUGE_test_n0107,0,121004,121004,0,28222,28222,28222,28222,0,0,0,16590,16590,5685,2205,0.9973136782646133,1,0,ae763bbd3c246cdecdb67f24ea87fae804a014be5631e68154afa3ec0af41bd5,False,Q1
0,0,REFUGE_test_n0107,1,4054,4054,0,1183,1183,1183,1183,0,0,0,660,660,0,0,0.20979476368232747,1,0,c394d5262efb00b1d98553ee3fc8273e451b6dc353bea6e41c96cfc1b18badcc,False,Q1
0,0,REFUGE_test_n0107,2,22398,22398,0,1212,1212,1212,1212,0,0,0,332,332,0,0,0.9186612735018582,1,0,6e9fecfedf41bd2af3c3ba99dcf429b276322c06f3d34a2c224fffb9f642605c,False,Q1
0,0,REFUGE_test_n0107,0,121004,121004,0,28222,28222,28222,28222,0,0,0,16590,16590,5685,2205,0.9973136782646133,1,0,ae763bbd3c246cdecdb67f24ea87fae804a014be5631e68154afa3ec0af41bd5,False,Q2
0,0,REFUGE_test_n0107,1,4054,4054,0,1183,1183,1183,1183,0,0,0,660,660,0,0,0.20979476368232747,1,0,c394d5262efb00b1d98553ee3fc8273e451b6dc353bea6e41c96cfc1b18badcc,False,Q2
0,0,REFUGE_test_n0107,2,22398,22398,0,1212,1212,1212,1212,0,0,0,332,332,0,0,0.9186612735018582,1,0,6e9fecfedf41bd2af3c3ba99dcf429b276322c06f3d34a2c224fffb9f642605c,False,Q2
0,0,REFUGE_test_n0128,0,128755,128755,0,39314,39314,39314,39314,0,0,0,18240,18240,4831,2235,0.9962716081279388,1,0,bc5600619c3520a581d22b54766be1bc4397164495b8e88af66da93d7b5613b7,False,Q1
0,0,REFUGE_test_n0128,1,8240,8240,0,1688,1688,1688,1688,0,0,0,1116,1116,0,0,0.5836523073024519,1,0,915867d33c53deb88c6717f23481d007e27c8cfb61ef279aea15c5e65b266852,False,Q1
0,0,REFUGE_test_n0128,2,10461,10461,0,1651,1651,1651,1651,0,0,0,497,497,0,0,0.8576675233683803,1,0,0e5943cd3bf6014508fce9e1b7a64a4dd4bf43ff845ce8f51b0bb9fe08b04d3c,False,Q1
0,0,REFUGE_test_n0128,0,128755,128755,0,39314,39314,39314,39314,0,0,0,18240,18240,4831,2235,0.9962716081279388,1,0,bc5600619c3520a581d22b54766be1bc4397164495b8e88af66da93d7b5613b7,False,Q2
0,0,REFUGE_test_n0128,1,8240,8240,0,1688,1688,1688,1688,0,0,0,1116,1116,0,0,0.5836523073024519,1,0,915867d33c53deb88c6717f23481d007e27c8cfb61ef279aea15c5e65b266852,False,Q2
0,0,REFUGE_test_n0128,2,10461,10461,0,1651,1651,1651,1651,0,0,0,497,497,0,0,0.8576675233683803,1,0,0e5943cd3bf6014508fce9e1b7a64a4dd4bf43ff845ce8f51b0bb9fe08b04d3c,False,Q2
0,0,REFUGE_test_n0138,0,125138,125138,0,10593,10593,10593,10593,0,0,0,8674,8674,5570,1904,0.9993721456576828,1,0,4c8c314062b9cfd44bc0f8e359aa18e3cd9d02e23ac208c1b6317bebbdace9e7,False,Q1
0,0,REFUGE_test_n0138,1,14285,14285,0,1547,1547,1547,1547,0,0,0,1110,1110,0,0,0.6396324638933503,1,0,7a06a73f89e80a6b75eaafbf7999f15846d1f580fedf45994918dbb66960cb50,False,Q1
0,0,REFUGE_test_n0138,2,8033,8033,0,1576,1576,1576,1576,0,0,0,388,388,0,0,0.7420388847651088,1,0,2bd6457066ec01f4eb5870656f9bf48664e00fe2eb56691aa6bb824ccab6d1f5,False,Q1
0,0,REFUGE_test_n0138,0,125138,125138,0,10593,10593,10593,10593,0,0,0,8674,8674,5570,1904,0.9993721456576828,1,0,4c8c314062b9cfd44bc0f8e359aa18e3cd9d02e23ac208c1b6317bebbdace9e7,False,Q2
0,0,REFUGE_test_n0138,1,14285,14285,0,1547,1547,1547,1547,0,0,0,1110,1110,0,0,0.6396324638933503,1,0,7a06a73f89e80a6b75eaafbf7999f15846d1f580fedf45994918dbb66960cb50,False,Q2
0,0,REFUGE_test_n0138,2,8033,8033,0,1576,1576,1576,1576,0,0,0,388,388,0,0,0.7420388847651088,1,0,2bd6457066ec01f4eb5870656f9bf48664e00fe2eb56691aa6bb824ccab6d1f5,False,Q2
0,0,REFUGE_test_n0147,0,94266,94266,0,13127,13127,13127,13127,0,0,0,11853,11853,24048,4844,0.9999171495437622,10,0,a66a3d25d2a02fda7cce9c79f8573ca33fba3f83daaf53e041d353792cd74875,False,Q1
0,0,REFUGE_test_n0147,1,41482,41482,0,3013,3013,3013,3013,0,0,0,2687,2687,0,0,0.9668045073440055,1,0,95b070395e01e270ad30f8cd7439537c434fb7848ffc23c4f0e6e97f116d1dc5,False,Q1
0,0,REFUGE_test_n0147,2,11708,11708,0,2828,2828,2828,2828,0,0,0,443,443,0,0,0.6583509406231313,1,0,f46671ce3966d4827a50464585fdfadaec8abdb2d6e1c4853fb32428f712d1fa,False,Q1
0,0,REFUGE_test_n0147,0,94266,94266,0,13127,13127,13127,13127,0,0,0,11853,11853,24048,4844,0.9999171495437622,10,0,a66a3d25d2a02fda7cce9c79f8573ca33fba3f83daaf53e041d353792cd74875,False,Q2
0,0,REFUGE_test_n0147,1,41482,41482,0,3013,3013,3013,3013,0,0,0,2687,2687,0,0,0.9668045073440055,1,0,95b070395e01e270ad30f8cd7439537c434fb7848ffc23c4f0e6e97f116d1dc5,False,Q2
0,0,REFUGE_test_n0147,2,11708,11708,0,2828,2828,2828,2828,0,0,0,443,443,0,0,0.6583509406231313,1,0,f46671ce3966d4827a50464585fdfadaec8abdb2d6e1c4853fb32428f712d1fa,False,Q2
0,0,REFUGE_test_n0159,0,133111,133111,0,17899,17899,17899,17899,0,0,0,15207,15207,45456,3915,0.9999963045120239,163,0,f415e5c7f5065ded080e6686f758ca3d238168337d2ad6e18c06b38145d4323d,False,Q1
0,0,REFUGE_test_n0159,1,11969,11969,0,1162,1162,1162,1162,0,0,0,1079,1079,0,0,0.9862324122607968,1,0,63fb337469567865e3521fab474f2258abf547476576f769b9c341b0e705da1e,False,Q1
0,0,REFUGE_test_n0159,2,2376,2376,0,955,955,955,955,0,0,0,308,308,0,0,0.7748508388720958,1,0,37485a16924f941ae8f4bbd017fdd44682281687c88a77cb24643cfe626b1a5f,False,Q1
0,0,REFUGE_test_n0159,0,133111,133111,0,17899,17899,17899,17899,0,0,0,15207,15207,45456,3915,0.9999963045120239,163,0,f415e5c7f5065ded080e6686f758ca3d238168337d2ad6e18c06b38145d4323d,False,Q2
0,0,REFUGE_test_n0159,1,11969,11969,0,1162,1162,1162,1162,0,0,0,1079,1079,0,0,0.9862324122607968,1,0,63fb337469567865e3521fab474f2258abf547476576f769b9c341b0e705da1e,False,Q2
0,0,REFUGE_test_n0159,2,2376,2376,0,955,955,955,955,0,0,0,308,308,0,0,0.7748508388720958,1,0,37485a16924f941ae8f4bbd017fdd44682281687c88a77cb24643cfe626b1a5f,False,Q2
0,0,REFUGE_test_n0170,0,143977,143977,0,21688,21688,21688,21688,0,0,0,15713,15713,18321,2950,0.9999738931655884,9,0,7aee840f8ac5383624788e77c046ba07bbb066a4b5f18e9cb76cb80619b6fe5e,False,Q1
0,0,REFUGE_test_n0170,1,610,610,0,245,245,245,245,0,0,0,125,125,0,0,0.14894574652140116,1,0,c37768e213d5aee2ff8761747b9409f828ce46cf9ce53c70f38950927552a8ca,False,Q1
0,0,REFUGE_test_n0170,2,2869,2869,0,1111,1111,1111,1111,0,0,0,201,201,0,0,0.72762046015495,1,0,36dafc88feb294aa7092260eab886b259bce223a892d5f7d602edf3a20e029a0,False,Q1
0,0,REFUGE_test_n0170,0,143977,143977,0,21688,21688,21688,21688,0,0,0,15713,15713,18321,2950,0.9999738931655884,9,0,7aee840f8ac5383624788e77c046ba07bbb066a4b5f18e9cb76cb80619b6fe5e,False,Q2
0,0,REFUGE_test_n0170,1,610,610,0,245,245,245,245,0,0,0,125,125,0,0,0.14894574652140116,1,0,c37768e213d5aee2ff8761747b9409f828ce46cf9ce53c70f38950927552a8ca,False,Q2
0,0,REFUGE_test_n0170,2,2869,2869,0,1111,1111,1111,1111,0,0,0,201,201,0,0,0.72762046015495,1,0,36dafc88feb294aa7092260eab886b259bce223a892d5f7d602edf3a20e029a0,False,Q2
0,0,REFUGE_test_n0176,0,120633,120633,0,32822,32822,32822,32822,0,0,0,21929,21929,18567,6256,0.9983284531941597,1,0,406a0861282add99b25bc8f9e0bea0013c14b51af49adfc852f734dfb0237398,False,Q1
0,0,REFUGE_test_n0176,1,21906,21906,0,5253,5253,5253,5253,0,0,0,3248,3248,0,0,0.712476619763398,1,0,e4f594c1630ac41680a0a1bae6ed7374ec3801c91a95411af84423ebfc1009e8,False,Q1
0,0,REFUGE_test_n0176,2,4917,4917,0,3003,3003,3003,3003,0,0,0,563,563,0,0,0.6965450561787262,1,0,d7d43b182be245d6b0e776d06621b495b8cba3976fd7df414ac9755c2c96c5a1,False,Q1
0,0,REFUGE_test_n0176,0,120633,120633,0,32822,32822,32822,32822,0,0,0,21929,21929,18567,6256,0.9983284531941597,1,0,406a0861282add99b25bc8f9e0bea0013c14b51af49adfc852f734dfb0237398,False,Q2
0,0,REFUGE_test_n0176,1,21906,21906,0,5253,5253,5253,5253,0,0,0,3248,3248,0,0,0.712476619763398,1,0,e4f594c1630ac41680a0a1bae6ed7374ec3801c91a95411af84423ebfc1009e8,False,Q2
0,0,REFUGE_test_n0176,2,4917,4917,0,3003,3003,3003,3003,0,0,0,563,563,0,0,0.6965450561787262,1,0,d7d43b182be245d6b0e776d06621b495b8cba3976fd7df414ac9755c2c96c5a1,False,Q2
0,0,REFUGE_test_n0184,0,57794,57794,0,17370,17370,17370,17370,0,0,0,8941,8941,46,23,0.9416208962113428,1,0,95582c27f019904fc437817eaf8a5a80ce6a564fec798d8b6ac6dfaa67d22bf8,False,Q1
0,0,REFUGE_test_n0184,1,47106,47106,0,7204,7204,7204,7204,0,0,0,4523,4523,0,0,0.714776373078352,1,0,1c2bee3f43461a90ec9a0e011d7f1c58887b7899ea7f37f5c946a34a66dd37b9,False,Q1
0,0,REFUGE_test_n0184,2,42556,42556,0,1013,1013,1013,1013,0,0,0,151,151,0,0,0.6518663709729773,1,0,7b8ba3ed912166eb639e2e470533a2c7cabcd57459ef3baf13091aa464e4fc4f,False,Q1
0,0,REFUGE_test_n0184,0,57794,57794,0,17370,17370,17370,17370,0,0,0,8941,8941,46,23,0.9416208962113428,1,0,95582c27f019904fc437817eaf8a5a80ce6a564fec798d8b6ac6dfaa67d22bf8,False,Q2
0,0,REFUGE_test_n0184,1,47106,47106,0,7204,7204,7204,7204,0,0,0,4523,4523,0,0,0.714776373078352,1,0,1c2bee3f43461a90ec9a0e011d7f1c58887b7899ea7f37f5c946a34a66dd37b9,False,Q2
0,0,REFUGE_test_n0184,2,42556,42556,0,1013,1013,1013,1013,0,0,0,151,151,0,0,0.6518663709729773,1,0,7b8ba3ed912166eb639e2e470533a2c7cabcd57459ef3baf13091aa464e4fc4f,False,Q2
0,0,REFUGE_test_n0228,0,135689,135689,0,32169,32169,32169,32169,0,0,0,18921,18921,38256,5369,0.9999581575393677,24,0,53772a30ae4f39354d67b334066715b0434354d258a603504cb8f6c41b9a1808,False,Q1
0,0,REFUGE_test_n0228,1,8428,8428,0,4260,4260,4260,4260,0,0,0,1747,1747,0,0,0.39129356588862824,1,0,50179ce60ccde7799197ddbee44a9646e58ba0f823299aae7127a28ef65ca8ca,False,Q1
0,0,REFUGE_test_n0228,2,3339,3339,0,2060,2060,2060,2060,0,0,0,217,217,0,0,0.6668129491808676,1,0,32f9a444c0a4469cd8c551a7754cad76024b36a4898bef6ccefb5282adb11370,False,Q1
0,0,REFUGE_test_n0228,0,135689,135689,0,32169,32169,32169,32169,0,0,0,18921,18921,38256,5369,0.9999581575393677,24,0,53772a30ae4f39354d67b334066715b0434354d258a603504cb8f6c41b9a1808,False,Q2
0,0,REFUGE_test_n0228,1,8428,8428,0,4260,4260,4260,4260,0,0,0,1747,1747,0,0,0.39129356588862824,1,0,50179ce60ccde7799197ddbee44a9646e58ba0f823299aae7127a28ef65ca8ca,False,Q2
0,0,REFUGE_test_n0228,2,3339,3339,0,2060,2060,2060,2060,0,0,0,217,217,0,0,0.6668129491808676,1,0,32f9a444c0a4469cd8c551a7754cad76024b36a4898bef6ccefb5282adb11370,False,Q2
0,0,REFUGE_test_n0243,0,124335,124335,0,18785,18785,18785,18785,0,0,0,16626,16626,39678,1368,0.9999988079071045,480,0,b8e8712ebf1521e3d4b590584e63b43ffa80156579407594de7ada20413323c0,False,Q1
0,0,REFUGE_test_n0243,1,18906,18906,0,3915,3915,3915,3915,0,0,0,3372,3372,0,0,0.9660563265384768,1,0,eeffa5ef74a5729af8810184313d95539ed3aae2acfaf861e3b15f17e97b16ea,False,Q1
0,0,REFUGE_test_n0243,2,4215,4215,0,2736,2736,2736,2736,0,0,0,360,360,0,0,0.6637351216440593,1,0,1794cdf75b180d86c5c65b5a869d48bacdbe05e2604fdfde1bb702973871b82c,False,Q1
0,0,REFUGE_test_n0243,0,124335,124335,0,18785,18785,18785,18785,0,0,0,16626,16626,39678,1368,0.9999988079071045,480,0,b8e8712ebf1521e3d4b590584e63b43ffa80156579407594de7ada20413323c0,False,Q2
0,0,REFUGE_test_n0243,1,18906,18906,0,3915,3915,3915,3915,0,0,0,3372,3372,0,0,0.9660563265384768,1,0,eeffa5ef74a5729af8810184313d95539ed3aae2acfaf861e3b15f17e97b16ea,False,Q2
0,0,REFUGE_test_n0243,2,4215,4215,0,2736,2736,2736,2736,0,0,0,360,360,0,0,0.6637351216440593,1,0,1794cdf75b180d86c5c65b5a869d48bacdbe05e2604fdfde1bb702973871b82c,False,Q2
0,0,REFUGE_test_n0268,0,120721,120721,0,22707,22707,22707,22707,0,0,0,13041,13041,3497,1609,0.9965491294829251,1,0,0a51c40591cd9d11df5245d427299338b9e5cb8f3c584df4494ecac432290fea,False,Q1
0,0,REFUGE_test_n0268,1,22491,22491,0,3976,3976,3976,3976,0,0,0,3378,3378,0,0,0.9302219844595667,1,0,a874a1ed901ee8684048a1a7495dfee9b4cc6f56bdea8f500d6a125ae263f88d,False,Q1
0,0,REFUGE_test_n0268,2,4244,4244,0,1749,1749,1749,1749,0,0,0,289,289,0,0,0.628149252259535,1,0,a26ffcb232b813733f5c1d7ec7ea1644648b44ccf8d820eae78d2f53ab3e4758,False,Q1
0,0,REFUGE_test_n0268,0,120721,120721,0,22707,22707,22707,22707,0,0,0,13041,13041,3497,1609,0.9965491294829251,1,0,0a51c40591cd9d11df5245d427299338b9e5cb8f3c584df4494ecac432290fea,False,Q2
0,0,REFUGE_test_n0268,1,22491,22491,0,3976,3976,3976,3976,0,0,0,3378,3378,0,0,0.9302219844595667,1,0,a874a1ed901ee8684048a1a7495dfee9b4cc6f56bdea8f500d6a125ae263f88d,False,Q2
0,0,REFUGE_test_n0268,2,4244,4244,0,1749,1749,1749,1749,0,0,0,289,289,0,0,0.628149252259535,1,0,a26ffcb232b813733f5c1d7ec7ea1644648b44ccf8d820eae78d2f53ab3e4758,False,Q2
0,0,REFUGE_test_n0275,0,131116,131116,0,19281,19281,19281,19281,0,0,0,17460,17460,41727,1266,0.9999994039535522,1481,0,847d2cf57e3ce66ecd2b620e7a9f51ed352bbfe187e8dfb09cc402b43fcd6ff7,False,Q1
0,0,REFUGE_test_n0275,1,7427,7427,0,3810,3810,3810,3810,0,0,0,1996,1996,0,0,0.4145152251240504,1,0,02f68af6b40ca367626027f9c7ee9fdc7db0712618bc64101f4678473afe56ab,False,Q1
0,0,REFUGE_test_n0275,2,8913,8913,0,3502,3502,3502,3502,0,0,0,966,966,0,0,0.4906081094036533,1,0,6c623bc676d849d215b46d709136b79be2fbc7682d0fcf98b88d7975521509a3,False,Q1
0,0,REFUGE_test_n0275,0,131116,131116,0,19281,19281,19281,19281,0,0,0,17460,17460,41727,1266,0.9999994039535522,1481,0,847d2cf57e3ce66ecd2b620e7a9f51ed352bbfe187e8dfb09cc402b43fcd6ff7,False,Q2
0,0,REFUGE_test_n0275,1,7427,7427,0,3810,3810,3810,3810,0,0,0,1996,1996,0,0,0.4145152251240504,1,0,02f68af6b40ca367626027f9c7ee9fdc7db0712618bc64101f4678473afe56ab,False,Q2
0,0,REFUGE_test_n0275,2,8913,8913,0,3502,3502,3502,3502,0,0,0,966,966,0,0,0.4906081094036533,1,0,6c623bc676d849d215b46d709136b79be2fbc7682d0fcf98b88d7975521509a3,False,Q2
0,0,REFUGE_test_n0277,0,140359,140359,0,16825,16825,16825,16825,0,0,0,13967,13967,34230,4121,0.999995370928128,1,0,cf1fa639c2e7b26b166890021782bf5c0acc31085b969f2f11c64eb231817e35,False,Q1
0,0,REFUGE_test_n0277,1,4411,4411,0,2140,2140,2140,2140,0,0,0,1108,1108,0,0,0.31764587384192416,1,0,dd67d9ee7e595a6ba9e334e87de9dae8b2d8d7b6d8a8f80845aa271b5538fd2a,False,Q1
0,0,REFUGE_test_n0277,2,2686,2686,0,1555,1555,1555,1555,0,0,0,229,229,0,0,0.6739963243684542,1,0,8a941282287281e4f22c89fbce1987208054331ca35d9d3973ac499bd9ea34ac,False,Q1
0,0,REFUGE_test_n0277,0,140359,140359,0,16825,16825,16825,16825,0,0,0,13967,13967,34230,4121,0.999995370928128,1,0,cf1fa639c2e7b26b166890021782bf5c0acc31085b969f2f11c64eb231817e35,False,Q2
0,0,REFUGE_test_n0277,1,4411,4411,0,2140,2140,2140,2140,0,0,0,1108,1108,0,0,0.31764587384192416,1,0,dd67d9ee7e595a6ba9e334e87de9dae8b2d8d7b6d8a8f80845aa271b5538fd2a,False,Q2
0,0,REFUGE_test_n0277,2,2686,2686,0,1555,1555,1555,1555,0,0,0,229,229,0,0,0.6739963243684542,1,0,8a941282287281e4f22c89fbce1987208054331ca35d9d3973ac499bd9ea34ac,False,Q2
0,0,REFUGE_test_n0301,0,127456,127456,0,24470,24470,24470,24470,0,0,0,14405,14405,7719,3229,0.9991611242294312,2,0,781269a80a9118670749d65e3833b827d063e6b4a893ce437de8cb9081ce2478,False,Q1
0,0,REFUGE_test_n0301,1,13705,13705,0,6872,6872,6872,6872,0,0,0,2597,2597,0,0,0.6156028932856636,1,0,d421cb713ebf33fb5250c92a14295c82072403f18b0d2e3703fd5dec19eec61f,False,Q1
0,0,REFUGE_test_n0301,2,6295,6295,0,2876,2876,2876,2876,0,0,0,528,528,0,0,0.5318593868702002,1,0,94484d959f010cdebfb5367571782c5af5f0e9028d6dbcdb00997a4f483e46ee,False,Q1
0,0,REFUGE_test_n0301,0,127456,127456,0,24470,24470,24470,24470,0,0,0,14405,14405,7719,3229,0.9991611242294312,2,0,781269a80a9118670749d65e3833b827d063e6b4a893ce437de8cb9081ce2478,False,Q2
0,0,REFUGE_test_n0301,1,13705,13705,0,6872,6872,6872,6872,0,0,0,2597,2597,0,0,0.6156028932856636,1,0,d421cb713ebf33fb5250c92a14295c82072403f18b0d2e3703fd5dec19eec61f,False,Q2
0,0,REFUGE_test_n0301,2,6295,6295,0,2876,2876,2876,2876,0,0,0,528,528,0,0,0.5318593868702002,1,0,94484d959f010cdebfb5367571782c5af5f0e9028d6dbcdb00997a4f483e46ee,False,Q2
0,0,REFUGE_test_n0316,0,115815,115815,0,23975,23975,23975,23975,0,0,0,15797,15797,27048,5493,0.9998202825002876,1,0,c7d88f16d2e5783b00f0afb1f29df10c00c730f28ad1f3270f5768cd7a6dd1e9,False,Q1
0,0,REFUGE_test_n0316,1,30221,30221,0,4557,4557,4557,4557,0,0,0,3675,3675,0,0,0.9490586051183904,1,0,5c15af22d067c769bcc6bece3f8cb3fa2687c9b685194952ec7728f96877bd63,False,Q1
0,0,REFUGE_test_n0316,2,1420,1420,0,595,595,595,595,0,0,0,107,107,0,0,0.6316952770389633,1,0,74fe67575a9c41031517ac2ad161d9a677d5629c7ef67bc97bf0de9902ec8a24,False,Q1
0,0,REFUGE_test_n0316,0,115815,115815,0,23975,23975,23975,23975,0,0,0,15797,15797,27048,5493,0.9998202825002876,1,0,c7d88f16d2e5783b00f0afb1f29df10c00c730f28ad1f3270f5768cd7a6dd1e9,False,Q2
0,0,REFUGE_test_n0316,1,30221,30221,0,4557,4557,4557,4557,0,0,0,3675,3675,0,0,0.9490586051183904,1,0,5c15af22d067c769bcc6bece3f8cb3fa2687c9b685194952ec7728f96877bd63,False,Q2
0,0,REFUGE_test_n0316,2,1420,1420,0,595,595,595,595,0,0,0,107,107,0,0,0.6316952770389633,1,0,74fe67575a9c41031517ac2ad161d9a677d5629c7ef67bc97bf0de9902ec8a24,False,Q2
0,0,REFUGE_test_n0328,0,100251,100251,0,17030,17030,17030,17030,0,0,0,11037,11037,3319,1431,0.9965293633817787,1,0,1a5d2b29f154e5ac0c420b18a47c6b96623839dcd64ec139c358ac93bf1e3ce7,False,Q1
0,0,REFUGE_test_n0328,1,21856,21856,0,2498,2498,2498,2498,0,0,0,2354,2354,0,0,0.9780048454471002,1,0,42999c55b85bf2501d3f99431cb33232aee55400d5e31d2e3175df2355512353,False,Q1
0,0,REFUGE_test_n0328,2,25349,25349,0,665,665,665,665,0,0,0,658,658,0,0,0.9705580398751366,1,0,856614e9325e585f3f7bfdf98ca57a2bdaeaaceb5c892670cf852256f0b66628,False,Q1
0,0,REFUGE_test_n0328,0,100251,100251,0,17030,17030,17030,17030,0,0,0,11037,11037,3319,1431,0.9965293633817787,1,0,1a5d2b29f154e5ac0c420b18a47c6b96623839dcd64ec139c358ac93bf1e3ce7,False,Q2
0,0,REFUGE_test_n0328,1,21856,21856,0,2498,2498,2498,2498,0,0,0,2354,2354,0,0,0.9780048454471002,1,0,42999c55b85bf2501d3f99431cb33232aee55400d5e31d2e3175df2355512353,False,Q2
