GT_received_by_builder,MMPR_mass,MMPR_null_mass,R1_mass,R1_null_mass,active_pixels,case_id,class_id,cutoff_score,cutoff_tie_rows,deselected,hash_collisions,mass_difference,newly_selected,null_pixels,pixels,seed,selected_active_count,stage_index,stratum_mask_sha256,target_active_count,tied_score_groups,tied_score_rows
False,5185,0,5185,0,9725,Drishti_GS_train_gdrishtiGS_012,1,5.988891699300332e-11,1,3141,0,0,3141,0,9725,0,5185,2,f0f72b10ed15faa1b614952dd78cbc3afef7f2bb28eea55af02edc5ab97cdc5f,5185,0,0
False,1753,0,1753,0,3055,Drishti_GS_train_gdrishtiGS_012,2,0.6790838292813612,1,64,0,0,64,0,3055,0,1753,2,d0757196773e168b43d51ca3a7f6e68138e0cc4ac4e5616519f5636ca0b8af56,1753,0,0
False,50540,0,50540,0,127993,Drishti_GS_test_gdrishtiGS_020,0,0.9999980926513672,624,23359,0,0,23359,0,127993,0,50540,2,a8bc814d8783e870523174282ff5af0eaff5fc876c00fab8c634ea2b7fc63ed0,50540,1727,57149
False,7374,0,7374,0,13542,Drishti_GS_test_gdrishtiGS_020,1,7.378165800344908e-14,1,3975,0,0,3975,0,13542,0,7374,2,abe09be2b6f1d26e626e0d61b03f2eff0528d83a31c31713483f04617b656698,7374,0,0
False,3519,0,3519,0,5921,Drishti_GS_test_gdrishtiGS_020,2,0.6636327697932527,1,192,0,0,192,0,5921,0,3519,2,c0564a15c01063184c744bae5ae740cd73df20c0d10b9709833ddeddba4d4374,3519,0,0
False,50788,0,50788,0,144564,Drishti_GS_train_gdrishtiGS_032,0,0.9999953508377075,212,25440,0,0,25440,0,144564,0,50788,2,d5451c346bb667bb5b97338e3fcda012bcb02865ffedd5f6866b7e4b3e33ac87,50788,2916,56269
False,408,0,408,0,1714,Drishti_GS_train_gdrishtiGS_032,1,0.19585607640512712,1,380,0,0,380,0,1714,0,408,2,f3b7ab91c4597294f1aa7cc906b38a87cb261f0d80d1328fab85439de6c6d190,408,0,0
False,669,0,669,0,1178,Drishti_GS_train_gdrishtiGS_032,2,0.684101202672595,1,6,0,0,6,0,1178,0,669,2,9ea9c63c6b6abc0e32fad020229d28056f41df075a933d74b39b6ae1672bb997,669,0,0
False,65214,0,65214,0,132542,Drishti_GS_test_gdrishtiGS_071,0,0.999992847442627,160,23071,0,0,23071,0,132542,0,65214,2,54cfb5926f4bf6668448433415aa8abd2ee4f9c34ff36a2f7ff2d97788031167,65214,2913,63720
False,6289,0,6289,0,12864,Drishti_GS_test_gdrishtiGS_071,1,9.109941309811806e-11,1,3639,0,0,3639,0,12864,0,6289,2,540411a7a0835234e66c9ebd6895529f6548b09ac16cff9a6a90e9733562562c,6289,0,0
False,968,0,968,0,2050,Drishti_GS_test_gdrishtiGS_071,2,0.6604012961175458,1,64,0,0,64,0,2050,0,968,2,b724c4cdc083acf99561c5be8883b9e7d3db7154d7cd26d705a547ec78068046,968,0,0
False,58357,0,58357,0,134786,Drishti_GS_test_ndrishtiGS_009,0,0.999995316279895,1,24392,0,0,24392,0,134786,0,58357,2,bdc98c60ef3d16d6fd6431a325bed52c00c76aa4d7d9fc1062cd51000790e493,58357,3696,49638
False,5900,0,5900,0,11928,Drishti_GS_test_ndrishtiGS_009,1,6.955177241553093e-09,1,3355,0,0,3355,0,11928,0,5900,2,4bfdfe38db0d5a1092bf1a10e1a73dc3196246d616342b5f5c05083bb7fd71b5,5900,0,0
False,392,0,392,0,742,Drishti_GS_test_ndrishtiGS_009,2,0.6229555047058928,1,28,0,0,28,0,742,0,392,2,ecef69bf4ff13afe4506e83d4b7b51ce39c344c3f283288af92885ddf310c9eb,392,0,0
False,53526,0,53526,0,129667,Drishti_GS_test_gdrishtiGS_053,0,0.9998613595962409,1,26895,0,0,26895,0,129667,0,53526,2,4d5bdd839d8fe7e4406d37a287ae5061bc81a0713cf66aba4f7cf8c346b28a24,53526,8050,45325
False,7466,0,7466,0,14033,Drishti_GS_test_gdrishtiGS_053,1,6.32737104851073e-11,1,3902,0,0,3902,0,14033,0,7466,2,485bc1cfe53ac89004834dd2408a664dd256e3bfb8dcd602ca9bde90eff2b75a,7466,0,0
False,1986,0,1986,0,3756,Drishti_GS_test_gdrishtiGS_053,2,0.6707048706300911,1,119,0,0,119,0,3756,0,1986,2,d7c43a998661d5e926a4fc6d28e1a85b1f817d545fadb29d2d9edf74f7d2678f,1986,0,0
False,46063,0,46063,0,136389,Drishti_GS_test_ndrishtiGS_095,0,0.9998798370361328,8,24785,0,0,24785,0,136389,0,46063,2,9940a3c2bc3481624cf18e14f36a14b77a0d6bb9efecf35c73d4735a773fd36e,46063,7671,33981
False,3600,0,3600,0,10053,Drishti_GS_test_ndrishtiGS_095,1,0.00016300778483600538,1,2750,0,0,2750,0,10053,0,3600,2,0288a5a7f1f02d10a4b863f3f30fd4c3cf24aa2fac0872ec4aeb2a2557a673f2,3600,0,0
False,224,0,224,0,1014,Drishti_GS_test_ndrishtiGS_095,2,0.6575675838421884,1,14,0,0,14,0,1014,0,224,2,a3444f339930d58635c76e0f60a7948804e1fd4c64e8fbc29d890622171bb3f2,224,0,0
False,55755,0,55755,0,123229,Drishti_GS_test_ndrishtiGS_099,0,0.9999945163726807,220,26573,0,0,26573,0,123229,0,55755,2,58ea190d91d6fe696f717124070db03a205c5c2f0b102642c7bca878d404e01a,55755,2113,53522
False,12732,0,12732,0,21486,Drishti_GS_test_ndrishtiGS_099,1,7.266720665613469e-13,1,5310,0,0,5310,0,21486,0,12732,2,40a9bfc28954daaa9095e184f3eadcc9bbbd81515f2f102200cc09958a7fc301,12732,0,0
False,1503,0,1503,0,2741,Drishti_GS_test_ndrishtiGS_099,2,0.6704713373420238,1,81,0,0,81,0,2741,0,1503,2,79aaf43b32594129b17d7487fa3f00b951e7a5094c6c078f4f79eec1945b9460,1503,0,0
False,36970,0,36970,0,145002,Drishti_GS_test_ndrishtiGS_007,0,0.999990514794096,1,23215,0,0,23215,0,145002,0,36970,2,04c17fec5d3f2b5764c332fc10f6ee15f059bb99f39d5c04e53cb8c01040cc79,36970,5601,36428
False,662,0,662,0,1454,Drishti_GS_test_ndrishtiGS_007,1,1.5610831223143823e-09,1,485,0,0,485,0,1454,0,662,2,a90bcb3aa1745ffc4b3312f95d8f10c5844c9dab8ffc0702fb4af6a9d64b5cce,662,0,0
False,562,0,562,0,1000,Drishti_GS_test_ndrishtiGS_007,2,0.6933141463945173,1,3,0,0,3,0,1000,0,562,2,23b34cd11febd1ffd6c5ab5ac4a815dbfd78c26a7f1fa24e5344fb2d2a9f56cd,562,0,0
False,47353,0,47353,0,125713,REFUGE_train_n0132,0,0.9994690268888625,1,22146,0,0,22146,0,125713,1,47353,0,7b917e0d380e50d896622733edbdb36bafa3fd50126a546f994c310a999f4446,47353,4348,15817
False,8167,0,8167,0,15457,REFUGE_train_n0132,1,0.1218794329304565,1,2883,0,0,2883,0,15457,1,8167,0,ea783e97b0200769f325c8f037f125110ca32b855875b5baff62d5597c1346d3,8167,0,0
False,138,0,138,0,6286,REFUGE_train_n0132,2,0.779356164724009,1,59,0,0,59,0,6286,1,138,0,be68ed03456e937501552521fc345d9cfc68e47e556297755453b9ca9e3f57c8,138,0,0
False,39119,0,39119,0,130323,REFUGE_test_g0002,0,0.9996156541485633,1,22966,0,0,22966,0,130323,1,39119,0,f5c29ea0c0172a53744d6c9b317077b16df0d24d4362d89451fb8f2766aa2209,39119,8989,30476
False,382,0,382,0,10327,REFUGE_test_g0002,1,0.9995659105749749,1,336,0,0,336,0,10327,1,382,0,03558a2618aa8c6343e359211f209dd5df3d5a4592e55375f004ddc1a98a435c,382,0,0
False,2267,0,2267,0,6806,REFUGE_test_g0002,2,0.7815268635739148,1,420,0,0,420,0,6806,1,2267,0,99c119542f8b26a8bfb3f972434d092aa10f70341329491ffb3ea95f2e540a3d,2267,0,0
False,49049,0,49049,0,133457,REFUGE_train_n0017,0,0.9996579335933802,1,17639,0,0,17639,0,133457,1,49049,0,f7578262e7766c19ce1673988f816e88a700c76c98088c4a999dddf8c483ba2b,49049,3432,9383
False,5012,0,5012,0,13610,REFUGE_train_n0017,1,0.19977828936280304,1,2514,0,0,2514,0,13610,1,5012,0,df6ef715b70f2214cb184128c471312087a9e827342a55ad7340d37c8b4ac56a,5012,0,0
False,136,0,136,0,389,REFUGE_train_n0017,2,0.8497264614700891,1,39,0,0,39,0,389,1,136,0,98f246f0891e41df15ea1351f8a829407261887244a549e8ecf1c70095fab411,136,0,0
False,48931,0,48931,0,133329,REFUGE_train_n0100,0,0.9997219498464551,1,25939,0,0,25939,0,133329,1,48931,0,e3668e6edb6cbb27d4e091ecde6fef6065c7d78a997cf6f00f196b0f9d5c8de6,48931,8095,37765
False,5096,0,5096,0,13012,REFUGE_train_n0100,1,0.9428901930785816,1,2921,0,0,2921,0,13012,1,5096,0,4748cad113485024da6e2db94e82be140c01864c647187f8064d59b024a79cd2,5096,0,0
False,352,0,352,0,1115,REFUGE_train_n0100,2,0.8544551129642498,1,111,0,0,111,0,1115,1,352,0,12c18585a5ed53eb780b8717bdd156824bc38e82a79fa4e5d973351407714bd4,352,0,0
False,53932,0,53932,0,135325,REFUGE_train_n0191,0,0.9999167919158936,16,31962,0,0,31962,0,135325,1,53932,0,543f6efbd89951fec888e558cd2c6affa05ca92489e6d4365fe87d2755daf658,53932,4458,43595
False,5548,0,5548,0,10877,REFUGE_train_n0191,1,0.6846562747682876,1,2267,0,0,2267,0,10877,1,5548,0,c60103a8efd33071bae05ec086292685f2a121bc0c45e8d54dca9d8d000c8e7e,5548,0,0
False,441,0,441,0,1254,REFUGE_train_n0191,2,0.9371343296729466,1,187,0,0,187,0,1254,1,441,0,5fcce6502b555f9b856ca63b8c40df40afa2d0f907d176485b4775beaf3b7c08,441,0,0
False,58001,0,58001,0,138268,REFUGE_train_g0012,0,0.9998670816421509,12,32846,0,0,32846,0,138268,1,58001,0,840ab3db454d4ac18e9bc9f276c2f596848c29c1fda1eace77f0ffd630ff94a8,58001,4844,40957
False,4378,0,4378,0,7999,REFUGE_train_g0012,1,0.46415475411380064,1,1882,0,0,1882,0,7999,1,4378,0,d31d717bf4369550160f5048cb3daa708271a9e7faf60a519b46fc4bdc1f5212,4378,0,0
False,475,0,475,0,1189,REFUGE_train_g0012,2,0.7840923652423708,1,90,0,0,90,0,1189,1,475,0,1565dc99430545b888e4a130cc87990fce3f7722100fcfc7392d6f3e89537e11,475,0,0
False,63092,0,63092,0,139103,REFUGE_train_n0106,0,0.9986637830734253,2,25879,0,0,25879,0,139103,1,63092,0,aff28a1f6d3de4c3392680d865bf020cb0bb98af1b79bd9db75159d91ac1da0b,63092,7088,19706
False,2436,0,2436,0,6909,REFUGE_train_n0106,1,0.020942469224753537,1,1018,0,0,1018,0,6909,1,2436,0,67befca4111ea34ef12d57c3514e55497db98ce37aaa375a951d54bda606ec5b,2436,0,0
False,64,0,64,0,1444,REFUGE_train_n0106,2,0.929608435933756,1,34,0,0,34,0,1444,1,64,0,ccc431b22054e1f276e5b7e5e75cc012d24fd342e60f36c2f1a71f8fcf7b0b0b,64,0,0
False,49014,0,49014,0,135210,REFUGE_train_n0052,0,0.9997757077217102,11,28116,0,0,28116,0,135210,1,49014,0,883195b7188feaba1e94fb8d8ec2d27ed7ce4dd9a9cad74ca734c8acbbc93f48,49014,6883,38116
False,5826,0,5826,0,11580,REFUGE_train_n0052,1,0.7229748943695138,1,2412,0,0,2412,0,11580,1,5826,0,2c3523b5b0006fa83f842ab3c00f5cbe4c68ed520608cc4684a76355533bbeed,5826,0,0
False,217,0,217,0,666,REFUGE_train_n0052,2,0.7204598343156309,1,11,0,0,11,0,666,1,217,0,ef2f7678f59040d013ee86ce090559926496ef93043365f5edd624678648150e,217,0,0
False,51919,0,51919,0,134772,REFUGE_test_n0136,0,0.9997336268424988,5,31347,0,0,31347,0,134772,1,51919,0,1a1a6e8a247ad78055cb5ef980593499b21bcff7bb88da6225e976af675667a9,51919,7010,38529
False,5484,0,5484,0,12250,REFUGE_test_n0136,1,0.009336872515151317,1,1685,0,0,1685,0,12250,1,5484,0,ca455ff8cdaeffa3c46ef48e9c1095ee7f272ce5b13e78f6a1f6a420ba61a99f,5484,0,0
False,191,0,191,0,434,REFUGE_test_n0136,2,0.7228692708758097,1,9,0,0,9,0,434,1,191,0,0f14148a2f643712a6c62667dc8dbf02a408da0021a876ac1547396b5738fe7a,191,0,0
False,51733,0,51733,0,130401,REFUGE_train_n0355,0,0.9997864365518144,1,22869,0,0,22869,0,130401,1,51733,0,3ac9435b0f1710aa836d9a3706cd2c8a400236a8fba4f369c54c2a43586ede23,51733,7964,31693
False,8416,0,8416,0,16316,REFUGE_train_n0355,1,0.2926650595030159,1,3829,0,0,3829,0,16316,1,8416,0,e0b83d5120278f65c9750e0aaa292f2e5f74178f809311eaac02b0d34e9e5bb5,8416,0,0
False,435,0,435,0,739,REFUGE_train_n0355,2,0.9275590181335222,1,158,0,0,158,0,739,1,435,0,f951469b163a72a31cff6e9eb0f3318512ae5a601e1bc327011c56b7141e45dc,435,0,0
False,52218,0,52218,0,138378,REFUGE_train_n0011,0,0.9993854761123657,3,22806,0,0,22806,0,138378,1,52218,0,9529e5464b4e11565a42fbec5451e6d01c0429bef8e19af150151364e336a1d2,52218,9165,26798
False,2937,0,2937,0,8653,REFUGE_train_n0011,1,0.7307611419700942,1,1838,0,0,1838,0,8653,1,2937,0,1f40ac842d99e29166697ff1f824a90cf9caa678b673eceff64afc34658b56ba,2937,0,0
False,53,0,53,0,425,REFUGE_train_n0011,2,0.9087144136274915,1,29,0,0,29,0,425,1,53,0,23cf101672e30a1f28a99b3aecf21cdba1977e897b3067c0e21f14526b7e70e3,53,0,0
False,43786,0,43786,0,133484,REFUGE_train_n0196,0,0.9997628331184387,5,29076,0,0,29076,0,133484,1,43786,0,b19d6019b16007d4092b648ae6cf3a7ed4725a33be4f1e83a7c793ca564688a9,43786,8404,39291
False,5348,0,5348,0,13392,REFUGE_train_n0196,1,0.899984292876288,1,3002,0,0,3002,0,13392,1,5348,0,9a0ed3d9eaaae75770c1766d9118f78ca027bff96bd9d854dd900b34afbd398f,5348,0,0
False,220,0,220,0,580,REFUGE_train_n0196,2,0.6960555823955021,1,16,0,0,16,0,580,1,220,0,22880a9fe56013cd9d3d027f81c027933edcaee2ea2d22f576e9fc49c8513f45,220,0,0
False,49700,0,49700,0,133548,REFUGE_test_n0184,0,0.9997968024021692,1,19414,0,0,19414,0,133548,1,49700,0,3b1eb9b1ad6f04726e49ffcc2e1e5c7d2b2b814f224d4007f63541a5411667c1,49700,4972,15250
False,5207,0,5207,0,12038,REFUGE_test_n0184,1,0.1245535922591965,1,2344,0,0,2344,0,12038,1,5207,0,1d226b6dc2edf34356d3485365398daa7b3a706d8b45cc41b018732de374cf66,5207,0,0
False,62,0,62,0,1870,REFUGE_test_n0184,2,0.7006715393906512,1,0,0,0,0,0,1870,1,62,0,427fa375e0f42faa570ae628d2783b361d117dce0d6cee3d549f97385fdeb6d5,62,0,0
False,42527,0,42527,0,122541,REFUGE_train_n0003,0,0.9996926784515381,4,17061,0,0,17061,0,122541,1,42527,0,ae397cad9b8df8b75e3d59cf981fc674864953d95c07b29f9e604818986dc1b8,42527,9307,28686
False,10836,0,10836,0,24612,REFUGE_train_n0003,1,0.8941696133611357,1,6254,0,0,6254,0,24612,1,10836,0,0fac7df366d3a74553defda2a2829e33e1b2e5212ab0b2894cc1ac569a5b83d6,10836,0,0
False,46,0,46,0,303,REFUGE_train_n0003,2,0.7069584861936011,1,0,0,0,0,0,303,1,46,0,2627be44a88fdb38266efec110da32a9acc9532aafe002abe311d403a7e178d5,46,0,0
False,49404,0,49404,0,130779,REFUGE_train_g0032,0,0.999792330361551,1,20757,0,0,20757,0,130779,1,49404,0,87de4843e13f72065a99576fb5404f10f005a360788fa2f2fe51409f91605e1e,49404,5156,16998
False,6213,0,6213,0,10820,REFUGE_train_g0032,1,0.008995959743770094,1,1682,0,0,1682,0,10820,1,6213,0,158ae681bc0e7f385a47902ce9d5233dc4b630d93c8b4506f6bf52e9f2629ab9,6213,0,0
False,429,0,429,0,5857,REFUGE_train_g0032,2,0.733074810006599,1,41,0,0,41,0,5857,1,429,0,58f6c80b2954fe16f7fdc179a3a1a5b468e5528fcbd7f57e70f7b100626c5c40,429,0,0
False,53483,0,53483,0,135774,REFUGE_train_n0075,0,0.9997039857543801,1,28030,0,0,28030,0,135774,1,53483,0,f21624020109b07332dbd84751aa7c5f178ac74a83ee93c7476b05d113bc5b1f,53483,6704,33869
False,5716,0,5716,0,10714,REFUGE_train_n0075,1,0.5739511428835297,1,2111,0,0,2111,0,10714,1,5716,0,249545806b7a93dc728c0931728c6d2f3b660682a33d9ea5a6591c3d23efcb45,5716,0,0
False,378,0,378,0,968,REFUGE_train_n0075,2,0.77452617862398,1,59,0,0,59,0,968,1,378,0,069f9969d2c7cc25d540efbff6c6d1388819d3dbdd7507406725ff0adf4c6447,378,0,0
False,50649,0,50649,0,123811,RIM_ONE_r3_test_N-2-R,0,0.9972330927848816,2,15947,0,0,15947,0,123811,1,50649,1,0146b599c3df309f6cb2b2cb95a319ea56b19e73e64d2b8fe97e451da98e84ef,50649,3491,10526
False,3703,0,3703,0,8914,RIM_ONE_r3_test_N-2-R,1,0.17904761586790033,1,2042,0,0,2042,0,8914,1,3703,1,dfb2c8c73d590a31bd708a199fd713043a88ada17d163c50a4d66e4fba286ce4,3703,0,0
False,165,0,165,0,14731,RIM_ONE_r3_test_N-2-R,2,0.908133633904296,1,113,0,0,113,0,14731,1,165,1,52de71ac5a8f8fa1c98324616d286c78e404d84c4b0b0055ed5ec46c87c46422,165,0,0
False,45553,0,45553,0,125841,RIM_ONE_r3_train_N-52-R,0,0.9975088834762571,1,16948,0,0,16948,0,125841,1,45553,1,a9db5e5b1538c40335ed7f9ae600e28e50d8252e82e01e4fa74b1d095c9387b7,45553,2588,11503
False,3866,0,3866,0,10073,RIM_ONE_r3_train_N-52-R,1,0.5185710109925135,1,2095,0,0,2095,0,10073,1,3866,1,95b7a79a3eacb3383621bf63977e7effad10dab5551bb6a1162c54f4e13d11a5,3866,0,0
False,202,0,202,0,11542,RIM_ONE_r3_train_N-52-R,2,0.951308531117385,1,191,0,0,191,0,11542,1,202,1,909eea16158cfb0da042e6185de8d7d0fc4998619d551a907e655c6b069be7ae,202,0,0
False,51244,0,51244,0,131311,RIM_ONE_r3_train_G-1-L,0,0.9992693066596985,1,18721,0,0,18721,0,131311,1,51244,1,ebfc3ccf8266f747a71b9dc9fd1b189622d8081858dfbdb063407f86f2d9b7fe,51244,4328,19327
False,2096,0,2096,0,6458,RIM_ONE_r3_train_G-1-L,1,0.16993448173668702,1,1190,0,0,1190,0,6458,1,2096,1,2bb25554e19b3bea66cc8a739b9e06f3e7369ed3fee4dffe3b93aef65f2199af,2096,0,0
False,223,0,223,0,9687,RIM_ONE_r3_train_G-1-L,2,0.5636094874647868,1,104,0,0,104,0,9687,1,223,1,e197cd07c307197eb569ed3c6cb51227888fbf1db92bfe1d62364bb91137871b,223,0,0
False,55332,0,55332,0,129338,RIM_ONE_r3_train_N-13-L,0,0.999371349811554,1,16613,0,0,16613,0,129338,1,55332,1,69500011c39be3063a6478c10954502840d7daae4f22aa8b50b361569f714bf4,55332,6453,24023
False,6926,0,6926,0,14432,RIM_ONE_r3_train_N-13-L,1,0.0746285429772392,1,3470,0,0,3470,0,14432,1,6926,1,5295efd1c8b97083e738aad8837c7fd5752fcf98be2fac0b858838644b2a6efc,6926,0,0
False,124,0,124,0,3686,RIM_ONE_r3_train_N-13-L,2,0.7066394229492754,1,22,0,0,22,0,3686,1,124,1,76ff893399c5c252471d8fc261c4458b6c3f6070cee3ead0c223070bc642f717,124,0,0
False,47122,0,47122,0,133194,RIM_ONE_r3_train_S-14-R,0,0.9951261281967163,1,21640,0,0,21640,0,133194,1,47122,1,4bd7917bae1925deb09a39299b7c81aec9633ed194c2891458714138e691a727,47122,3376,11608
False,1171,0,1171,0,6236,RIM_ONE_r3_train_S-14-R,1,0.6203798139166288,1,763,0,0,763,0,6236,1,1171,1,c8c927731b4b5ffc68415e3987fc192d52d2db7ed5e468a6155460091e60e335,1171,0,0
False,1279,0,1279,0,8026,RIM_ONE_r3_train_S-14-R,2,0.609018436931262,1,862,0,0,862,0,8026,1,1279,1,260cc87d336a2e1f13a971181a9cf9d38a336133492999674d528ab7ac4c4b11,1279,0,0
False,48308,0,48308,0,126084,RIM_ONE_r3_train_N-58-R,0,0.9970746040344238,1,23738,0,0,23738,0,126084,1,48308,1,4ffb97e4ce2d147613f8867472e5b76b7bdaa623ceeceb039d385e26e4de32ff,48308,3776,12559
False,3777,0,3777,0,10720,RIM_ONE_r3_train_N-58-R,1,0.10159559986689053,1,1487,0,0,1487,0,10720,1,3777,1,754146f644136906a7627303067d0287f65b519bc913ce25b74678a74e2f6dcf,3777,0,0
False,183,0,183,0,10652,RIM_ONE_r3_train_N-58-R,2,0.7488443349011391,1,142,0,0,142,0,10652,1,183,1,b5b827eb6750faa755cd8148d6d227e7544e17f67d4763e3f4af70f2c860facb,183,0,0
False,48128,0,48128,0,134241,RIM_ONE_r3_train_S-28-R,0,0.9998418092697441,1,17449,0,0,17449,0,134241,1,48128,1,a8452b7eb76949bc7a308d4a2a347d610933a69c293c72f8c9b7f8a71a9c87ad,48128,8428,35878
False,4532,0,4532,0,10943,RIM_ONE_r3_train_S-28-R,1,0.19007099873169964,1,2280,0,0,2280,0,10943,1,4532,1,cbbdc69bd8bd40924234dc6c6f14eadb0b76ef0fa771d012ef8fe32639c74b7a,4532,0,0
False,982,0,982,0,2272,RIM_ONE_r3_train_S-28-R,2,0.06356136232484512,1,247,0,0,247,0,2272,1,982,1,35ea61234ebecab078927bac493b6afa9651c9a3aea2598d3ca8a69fcde855d5,982,0,0
False,58693,0,58693,0,131222,RIM_ONE_r3_train_N-64-R,0,0.9996433257996615,1,16991,0,0,16991,0,131222,1,58693,1,208bb1abcfabc04abf79023b55b788799048704498633540165615eabff16ea8,58693,5683,30787
False,5080,0,5080,0,11386,RIM_ONE_r3_train_N-64-R,1,0.03133817811241158,1,2274,0,0,2274,0,11386,1,5080,1,c5f5f7f9059896e60791c8d84468307bbbfa9a0e9cbd28f60799deaf2fb9ffb6,5080,0,0
False,326,0,326,0,4848,RIM_ONE_r3_train_N-64-R,2,0.5884512516603775,1,153,0,0,153,0,4848,1,326,1,f61cda3d5c67f2c0bd52f7fb6c556d894c50792ad4e9ebfb955a40dbcb243580,326,0,0
False,45225,0,45225,0,136632,RIM_ONE_r3_train_G-4-L,0,0.9997729659080505,1,19515,0,0,19515,0,136632,1,45225,1,05842c242a777dcb3d0b19115bd04ed2e35230693d1a1e9b7ef98fbff58d1b19,45225,5298,20457
False,3527,0,3527,0,9044,RIM_ONE_r3_train_G-4-L,1,0.34987000789254674,1,2070,0,0,2070,0,9044,1,3527,1,72bf833a76a002e6ddc709c705138d3cd290f9f80d208c0ed8a8e14b236c1f92,3527,0,0
False,24,0,24,0,1780,RIM_ONE_r3_train_G-4-L,2,0.9883645701204126,1,24,0,0,24,0,1780,1,24,1,265635bb5fa02295409b64c70e8c0da69ccc997b6095ec5bd018304232917112,24,0,0
False,56096,0,56096,0,125806,RIM_ONE_r3_test_N-37-L,0,0.9995238780975342,1,15550,0,0,15550,0,125806,1,56096,1,d03ee4a803bba7fb8c5764a86e035f421e1ad20de32c1030085d21f2d489c819,56096,5124,26103
False,7379,0,7379,0,20680,RIM_ONE_r3_test_N-37-L,1,0.3980176637110234,1,4571,0,0,4571,0,20680,1,7379,1,be0ab67b4ab2c2ccf4834679979ee820a38d566e75dfd43c6ea75fff0f960cc0,7379,0,0
False,33,0,33,0,970,RIM_ONE_r3_test_N-37-L,2,0.6479608803992422,1,14,0,0,14,0,970,1,33,1,20d5d44d681e15eb9117456a54789c60baa5ce23a7a848da86fda92644042b21,33,0,0
False,41429,0,41429,0,111005,RIM_ONE_r3_train_N-88-R,0,0.9963865280151367,1,13065,0,0,13065,0,111005,1,41429,1,26d5d7eedf459be8e673eccc048185d29105806d774aab26d53c02de81f86892,41429,2760,9626
False,6106,0,6106,0,14458,RIM_ONE_r3_train_N-88-R,1,0.4804095191154263,1,3323,0,0,3323,0,14458,1,6106,1,0c64b741dd578d9561ad358c6a449161a33ac2b1fdbb75254aeb27430c37885c,6106,0,0
False,286,0,286,0,21993,RIM_ONE_r3_train_N-88-R,2,0.6455506469423758,1,149,0,0,149,0,21993,1,286,1,bd557f6d408b4401b0e169df8c46dfd73e43ec29bc9f273a48ab7cbd5e8ebd92,286,0,0
False,43532,0,43532,0,111360,RIM_ONE_r3_train_G-32-L,0,0.9971050620078461,1,16187,0,0,16187,0,111360,1,43532,1,a8886d2efd2ab5612aef2a2cedea9c0987a0ea725723561e8cfaa6d2eb664f13,43532,2807,8971
False,4105,0,4105,0,10313,RIM_ONE_r3_train_G-32-L,1,0.3449671202237174,1,2354,0,0,2354,0,10313,1,4105,1,2b225cef5a03ead557bf23ba01657c6a82dab41211dca82640359d94736d3f34,4105,0,0
False,29,0,29,0,25783,RIM_ONE_r3_train_G-32-L,2,0.5076408398562546,1,23,0,0,23,0,25783,1,29,1,ac340cc0032154f1a7f3f224bc7a75314ff04aff4db0bf93cc9a52d4ca8624bc,29,0,0
False,53131,0,53131,0,125046,RIM_ONE_r3_test_N-49-L,0,0.9987793889853797,1,20313,0,0,20313,0,125046,1,53131,1,52918ae8381df10c5f041203ff55a21552a6b406cda67e67ef4754e5dff9cd66,53131,4129,20572
False,7657,0,7657,0,13693,RIM_ONE_r3_test_N-49-L,1,0.0066339518245511,1,2619,0,0,2619,0,13693,1,7657,1,9a4631284333c682c7425616090655a56ea060c5d7f83c94a0f48402e273f3dc,7657,0,0
False,4,0,4,0,8717,RIM_ONE_r3_test_N-49-L,2,0.5387169297199491,1,3,0,0,3,0,8717,1,4,1,4193cb7e8268f21c23bfde7bad3b5fa072cdc74734e3ea6284762ed0c9b9431b,4,0,0
False,44932,0,44932,0,122116,RIM_ONE_r3_train_N-9-L,0,0.9993253946299657,1,16927,0,0,16927,0,122116,1,44932,1,ba67aa82723635ba07e39af08ed2e55da52917b3650545b6f61e8be7885d466f,44932,3966,17257
False,5864,0,5864,0,12336,RIM_ONE_r3_train_N-9-L,1,0.08936581675527212,1,2454,0,0,2454,0,12336,1,5864,1,14b0c61aef2a8630845661ccfd1989c13cb876149bf218e27118a6a8481755e7,5864,0,0
False,468,0,468,0,13004,RIM_ONE_r3_train_N-9-L,2,0.48576726484044735,1,142,0,0,142,0,13004,1,468,1,ca6e8195e9fa043fb88465f927fb1e2a218b2b43bb8008b9e9d497fc7b938ab9,468,0,0
False,59072,0,59072,0,123493,RIM_ONE_r3_train_G-10-L,0,0.9989873766899012,1,20385,0,0,20385,0,123493,1,59072,1,0c47a3f9b3aeebf55593eb4c1e1360019447fe50baccce1b97416a2da9262bb1,59072,3853,20240
False,5541,0,5541,0,10813,RIM_ONE_r3_train_G-10-L,1,0.004397872726943667,1,2751,0,0,2751,0,10813,1,5541,1,02b807aeba0b2e2f02d7d644158861de8470c8d9e3e50652ae587fb121174b55,5541,0,0
False,23,0,23,0,13150,RIM_ONE_r3_train_G-10-L,2,0.8375842533516623,1,18,0,0,18,0,13150,1,23,1,e1b92d555b8a38a25df443566fd4cccc03729d1a24e8cfaacba3ebd8a2cb6271,23,0,0
False,41742,0,41742,0,136981,RIM_ONE_r3_train_G-33-R,0,0.999341348157958,1,22124,0,0,22124,0,136981,1,41742,1,c7112d2acb8e12b03888d25c5b77d0fe032e74134a1410abfb8f811e4d277f2f,41742,4564,18281
