seed,stage_index,domain,case_id,class_id,candidate,level,region,valid_pixels,selected_mass,correct_mass,precision,weighted_error,case_fraction_selected,case_fraction_correct,cases,weighted_selected_mass,weighted_correct_mass
0,0,REFUGE,REFUGE_test_g0004,0,Q1,case,boundary,1125,38.0,18.0,0.47368421052631576,0.5263157894736842,0.00027343440812244103,0.0001295215617422089,,,
0,0,REFUGE,REFUGE_test_g0004,0,Q1,case,interior,137848,16562.0,16285.0,0.9832749667914503,0.01672503320854969,0.11917422808747023,0.11718103516510402,,,
0,0,REFUGE,REFUGE_test_g0004,0,Q2,case,boundary,1125,38.0,18.0,0.47368421052631576,0.5263157894736842,0.00027343440812244103,0.0001295215617422089,,,
0,0,REFUGE,REFUGE_test_g0004,0,Q2,case,interior,137848,16562.0,16285.0,0.9832749667914503,0.01672503320854969,0.11917422808747023,0.11718103516510402,,,
0,0,REFUGE,REFUGE_test_g0004,0,Q0,case,boundary,1125,169.0,71.0,0.42011834319526625,0.5798816568047337,0.0012160635519129616,0.0005108906046498241,,,
0,0,REFUGE,REFUGE_test_g0004,0,Q0,case,interior,137848,16431.0,15418.0,0.9383482441726005,0.06165175582739943,0.11823159894367971,0.11094241327452095,,,
0,0,REFUGE,REFUGE_test_g0004,0,Q3,case,boundary,1125,575.2668487462813,257.0664097014243,0.44686463379850033,0.5531353662014997,0.0041394144815631905,0.0018497579364439444,,,
0,0,REFUGE,REFUGE_test_g0004,0,Q3,case,interior,137848,95379.7043874221,92476.46974616188,0.9695612954568659,0.03043870454313418,0.6863182372649514,0.665427599218279,,,
0,0,REFUGE,REFUGE_test_g0004,1,Q1,case,boundary,19,0.0,0.0,,,0.0,0.0,,,
0,0,REFUGE,REFUGE_test_g0004,1,Q1,case,interior,6559,99.0,3.0,0.030303030303030304,0.9696969696969697,0.015050167224080268,0.0004560656734569778,,,
0,0,REFUGE,REFUGE_test_g0004,1,Q2,case,boundary,19,0.0,0.0,,,0.0,0.0,,,
0,0,REFUGE,REFUGE_test_g0004,1,Q2,case,interior,6559,99.0,3.0,0.030303030303030304,0.9696969696969697,0.015050167224080268,0.0004560656734569778,,,
0,0,REFUGE,REFUGE_test_g0004,1,Q0,case,boundary,19,6.0,4.0,0.6666666666666666,0.3333333333333333,0.0009121313469139556,0.0006080875646093037,,,
0,0,REFUGE,REFUGE_test_g0004,1,Q0,case,interior,6559,93.0,13.0,0.13978494623655913,0.8602150537634409,0.014138035877166312,0.001976284584980237,,,
0,0,REFUGE,REFUGE_test_g0004,1,Q3,case,boundary,19,9.769444743747172,5.104796589240263,0.5225267886905787,0.47747321130942133,0.0014851694654525955,0.000776040831444248,,,
0,0,REFUGE,REFUGE_test_g0004,1,Q3,case,interior,6559,3883.6424359703465,75.26638032951317,0.019380357890931198,0.9806196421090688,0.590398667675638,0.011442137477882816,,,
0,0,REFUGE,REFUGE_test_g0004,2,Q1,case,boundary,32,0.0,0.0,,,0.0,0.0,,,
0,0,REFUGE,REFUGE_test_g0004,2,Q1,case,interior,1873,960.0,960.0,1.0,0.0,0.5039370078740157,0.5039370078740157,,,
0,0,REFUGE,REFUGE_test_g0004,2,Q2,case,boundary,32,0.0,0.0,,,0.0,0.0,,,
0,0,REFUGE,REFUGE_test_g0004,2,Q2,case,interior,1873,960.0,960.0,1.0,0.0,0.5039370078740157,0.5039370078740157,,,
0,0,REFUGE,REFUGE_test_g0004,2,Q0,case,boundary,32,6.0,5.0,0.8333333333333334,0.16666666666666666,0.0031496062992125984,0.0026246719160104987,,,
0,0,REFUGE,REFUGE_test_g0004,2,Q0,case,interior,1873,954.0,954.0,1.0,0.0,0.5007874015748032,0.5007874015748032,,,
0,0,REFUGE,REFUGE_test_g0004,2,Q3,case,boundary,32,2.0452134751315745,1.475818355847241,0.7215962410732197,0.27840375892678026,0.001073602874084816,0.0007747077983450084,,,
0,0,REFUGE,REFUGE_test_g0004,2,Q3,case,interior,1873,1114.99943817691,1110.90928927933,0.9963317031762209,0.003668296823779123,0.5853015423500839,0.5831544825613282,,,
0,0,REFUGE,REFUGE_test_n0024,0,Q1,case,boundary,947,3.0,2.0,0.6666666666666666,0.3333333333333333,2.190660484135967e-05,1.4604403227573113e-05,,,
0,0,REFUGE,REFUGE_test_n0024,0,Q1,case,interior,135998,20483.0,20481.0,0.9999023580530195,9.764194698042278e-05,0.14957099565519005,0.14955639125196246,,,
0,0,REFUGE,REFUGE_test_n0024,0,Q2,case,boundary,947,3.0,2.0,0.6666666666666666,0.3333333333333333,2.190660484135967e-05,1.4604403227573113e-05,,,
0,0,REFUGE,REFUGE_test_n0024,0,Q2,case,interior,135998,20483.0,20481.0,0.9999023580530195,9.764194698042278e-05,0.14957099565519005,0.14955639125196246,,,
0,0,REFUGE,REFUGE_test_n0024,0,Q0,case,boundary,947,56.0,31.0,0.5535714285714286,0.44642857142857145,0.00040892329037204715,0.00022636825002738325,,,
0,0,REFUGE,REFUGE_test_n0024,0,Q0,case,interior,135998,20430.0,19887.0,0.9734214390602056,0.02657856093979442,0.14918397896965935,0.14521888349337325,,,
0,0,REFUGE,REFUGE_test_n0024,0,Q3,case,boundary,947,244.69120424487227,136.82044972052876,0.5591555697425359,0.44084443025746417,0.0017867845065162823,0.0009990905087482475,,,
0,0,REFUGE,REFUGE_test_n0024,0,Q3,case,interior,135998,97993.2019020688,97234.0169042666,0.9922526768891488,0.00774732311085122,0.7155661170693987,0.7100223951532848,,,
0,0,REFUGE,REFUGE_test_n0024,1,Q1,case,boundary,148,1.0,1.0,1.0,0.0,0.00014764506127270044,0.00014764506127270044,,,
0,0,REFUGE,REFUGE_test_n0024,1,Q1,case,interior,6625,1049.0,98.0,0.09342230695900858,0.9065776930409915,0.15487966927506275,0.014469216004724643,,,
0,0,REFUGE,REFUGE_test_n0024,1,Q2,case,boundary,148,1.0,1.0,1.0,0.0,0.00014764506127270044,0.00014764506127270044,,,
0,0,REFUGE,REFUGE_test_n0024,1,Q2,case,interior,6625,1049.0,98.0,0.09342230695900858,0.9065776930409915,0.15487966927506275,0.014469216004724643,,,
0,0,REFUGE,REFUGE_test_n0024,1,Q0,case,boundary,148,42.0,23.0,0.5476190476190477,0.4523809523809524,0.006201092573453418,0.00339583640927211,,,
0,0,REFUGE,REFUGE_test_n0024,1,Q0,case,interior,6625,1008.0,722.0,0.7162698412698413,0.2837301587301587,0.14882622176288204,0.10659973423888972,,,
0,0,REFUGE,REFUGE_test_n0024,1,Q3,case,boundary,148,55.57042657680779,26.539941303614214,0.4775911026511826,0.5224088973488175,0.008204699036882887,0.003918491259945993,,,
0,0,REFUGE,REFUGE_test_n0024,1,Q3,case,interior,6625,3974.3043201579253,1055.5227479768637,0.2655867953098571,0.7344132046901429,0.5867864048660749,0.15584272079977318,,,
0,0,REFUGE,REFUGE_test_n0024,2,Q1,case,boundary,97,30.0,14.0,0.4666666666666667,0.5333333333333333,0.008025682182985553,0.003745318352059925,,,
0,0,REFUGE,REFUGE_test_n0024,2,Q1,case,interior,3641,1385.0,1106.0,0.7985559566787004,0.20144404332129964,0.37051899411449973,0.2958801498127341,,,
0,0,REFUGE,REFUGE_test_n0024,2,Q2,case,boundary,97,30.0,14.0,0.4666666666666667,0.5333333333333333,0.008025682182985553,0.003745318352059925,,,
0,0,REFUGE,REFUGE_test_n0024,2,Q2,case,interior,3641,1385.0,1106.0,0.7985559566787004,0.20144404332129964,0.37051899411449973,0.2958801498127341,,,
0,0,REFUGE,REFUGE_test_n0024,2,Q0,case,boundary,97,44.0,19.0,0.4318181818181818,0.5681818181818182,0.011771000535045479,0.005082932049224184,,,
0,0,REFUGE,REFUGE_test_n0024,2,Q0,case,interior,3641,1371.0,1095.0,0.7986870897155361,0.2013129102844639,0.3667736757624398,0.2929373996789727,,,
0,0,REFUGE,REFUGE_test_n0024,2,Q3,case,boundary,97,35.380811101363854,15.837405361237892,0.44762697259440143,0.5523730274055986,0.009465171509193113,0.004236866067746895,,,
0,0,REFUGE,REFUGE_test_n0024,2,Q3,case,interior,3641,1496.8080681573979,1100.5681532295007,0.7352767376410011,0.2647232623589989,0.4004301947986618,0.2944270072845106,,,
0,0,REFUGE,REFUGE_test_n0045,0,Q1,case,boundary,1028,80.0,53.0,0.6625,0.3375,0.0005514655196183859,0.00036534590674718064,,,
0,0,REFUGE,REFUGE_test_n0045,0,Q1,case,interior,144040,27236.0,26990.0,0.9909678366867382,0.009032163313261858,0.18774643615407946,0.18605067968125294,,,
0,0,REFUGE,REFUGE_test_n0045,0,Q2,case,boundary,1028,80.0,53.0,0.6625,0.3375,0.0005514655196183859,0.00036534590674718064,,,
0,0,REFUGE,REFUGE_test_n0045,0,Q2,case,interior,144040,27236.0,26990.0,0.9909678366867382,0.009032163313261858,0.18774643615407946,0.18605067968125294,,,
0,0,REFUGE,REFUGE_test_n0045,0,Q0,case,boundary,1028,13.0,0.0,0.0,1.0,8.961314693798771e-05,0.0,,,
0,0,REFUGE,REFUGE_test_n0045,0,Q0,case,interior,144040,27303.0,26477.0,0.9697469142585063,0.03025308574149361,0.18820828852675986,0.18251440703670002,,,
0,0,REFUGE,REFUGE_test_n0045,0,Q3,case,boundary,1028,345.81829089521807,169.63350217132344,0.4905278484032584,0.5094721515967416,0.0023838357935259194,0.0011693378427449434,,,
0,0,REFUGE,REFUGE_test_n0045,0,Q3,case,interior,144040,110271.37955808219,108467.01514909235,0.9836370559956634,0.01636294400433658,0.7601357953379256,0.7476977358831193,,,
0,0,REFUGE,REFUGE_test_n0045,1,Q1,case,boundary,85,37.0,16.0,0.43243243243243246,0.5675675675675675,0.030705394190871368,0.013278008298755186,,,
