seed,stage_index,domain,case_id,class_id,candidate,level,region,valid_pixels,selected_mass,correct_mass,precision,weighted_error,case_fraction_selected,case_fraction_correct,cases,weighted_selected_mass,weighted_correct_mass
0,0,REFUGE,REFUGE_test_n0045,1,Q1,case,interior,1120,398.0,211.0,0.5301507537688442,0.46984924623115576,0.33029045643153526,0.175103734439834,,,
0,0,REFUGE,REFUGE_test_n0045,1,Q2,case,boundary,85,37.0,16.0,0.43243243243243246,0.5675675675675675,0.030705394190871368,0.013278008298755186,,,
0,0,REFUGE,REFUGE_test_n0045,1,Q2,case,interior,1120,398.0,211.0,0.5301507537688442,0.46984924623115576,0.33029045643153526,0.175103734439834,,,
0,0,REFUGE,REFUGE_test_n0045,1,Q0,case,boundary,85,31.0,15.0,0.4838709677419355,0.5161290322580645,0.025726141078838173,0.012448132780082987,,,
0,0,REFUGE,REFUGE_test_n0045,1,Q0,case,interior,1120,404.0,239.0,0.5915841584158416,0.4084158415841584,0.33526970954356844,0.1983402489626556,,,
0,0,REFUGE,REFUGE_test_n0045,1,Q3,case,boundary,85,31.40693189145259,14.560335851527904,0.46360261810516123,0.5363973818948387,0.026063843893321652,0.012083266266828136,,,
0,0,REFUGE,REFUGE_test_n0045,1,Q3,case,interior,1120,336.9170968554402,183.63751912519695,0.5450525391532435,0.4549474608467565,0.27959925050244,0.1523962814316987,,,
0,0,REFUGE,REFUGE_test_n0045,2,Q1,case,boundary,53,15.0,0.0,0.0,1.0,0.01267962806424345,0.0,,,
0,0,REFUGE,REFUGE_test_n0045,2,Q1,case,interior,1130,504.0,372.0,0.7380952380952381,0.2619047619047619,0.4260355029585799,0.3144547759932375,,,
0,0,REFUGE,REFUGE_test_n0045,2,Q2,case,boundary,53,15.0,0.0,0.0,1.0,0.01267962806424345,0.0,,,
0,0,REFUGE,REFUGE_test_n0045,2,Q2,case,interior,1130,504.0,372.0,0.7380952380952381,0.2619047619047619,0.4260355029585799,0.3144547759932375,,,
0,0,REFUGE,REFUGE_test_n0045,2,Q0,case,boundary,53,6.0,0.0,0.0,1.0,0.00507185122569738,0.0,,,
0,0,REFUGE,REFUGE_test_n0045,2,Q0,case,interior,1130,513.0,429.0,0.8362573099415205,0.16374269005847952,0.43364327979712597,0.3626373626373626,,,
0,0,REFUGE,REFUGE_test_n0045,2,Q3,case,boundary,53,32.29207939785844,0.7677699790639232,0.02377579869058666,0.9762242013094133,0.0272967704123909,0.0006490025182281684,,,
0,0,REFUGE,REFUGE_test_n0045,2,Q3,case,interior,1130,668.2655860809009,405.7368996355094,0.6071491755470863,0.3928508244529137,0.5648906053092991,0.3429728652878355,,,
0,0,REFUGE,REFUGE_test_n0064,0,Q1,case,boundary,1064,0.0,0.0,,,0.0,0.0,,,
0,0,REFUGE,REFUGE_test_n0064,0,Q1,case,interior,142342,26627.0,26626.0,0.9999624441356518,3.7555864348217974e-05,0.18567563421335231,0.185668661004421,,,
0,0,REFUGE,REFUGE_test_n0064,0,Q2,case,boundary,1064,0.0,0.0,,,0.0,0.0,,,
0,0,REFUGE,REFUGE_test_n0064,0,Q2,case,interior,142342,26627.0,26626.0,0.9999624441356518,3.7555864348217974e-05,0.18567563421335231,0.185668661004421,,,
0,0,REFUGE,REFUGE_test_n0064,0,Q0,case,boundary,1064,40.0,9.0,0.225,0.775,0.00027892835725144,6.2758880381574e-05,,,
0,0,REFUGE,REFUGE_test_n0064,0,Q0,case,interior,142342,26587.0,26012.0,0.9783728890059051,0.02162711099409486,0.18539670585610085,0.18138711072061142,,,
0,0,REFUGE,REFUGE_test_n0064,0,Q3,case,boundary,1064,320.3742546936206,181.00719911969833,0.5649867193379774,0.4350132806620226,0.002234036614183651,0.0012622010175285436,,,
0,0,REFUGE,REFUGE_test_n0064,0,Q3,case,interior,142342,103330.41799720925,102620.31426140433,0.9931278344792518,0.006872165520748209,0.7205445936516551,0.7155928919390007,,,
0,0,REFUGE,REFUGE_test_n0064,1,Q1,case,boundary,73,25.0,16.0,0.64,0.36,0.012600806451612902,0.008064516129032258,,,
0,0,REFUGE,REFUGE_test_n0064,1,Q1,case,interior,1911,693.0,550.0,0.7936507936507936,0.20634920634920634,0.3492943548387097,0.2772177419354839,,,
0,0,REFUGE,REFUGE_test_n0064,1,Q2,case,boundary,73,25.0,16.0,0.64,0.36,0.012600806451612902,0.008064516129032258,,,
0,0,REFUGE,REFUGE_test_n0064,1,Q2,case,interior,1911,693.0,550.0,0.7936507936507936,0.20634920634920634,0.3492943548387097,0.2772177419354839,,,
0,0,REFUGE,REFUGE_test_n0064,1,Q0,case,boundary,73,17.0,11.0,0.6470588235294118,0.35294117647058826,0.008568548387096774,0.005544354838709678,,,
0,0,REFUGE,REFUGE_test_n0064,1,Q0,case,interior,1911,701.0,531.0,0.7574893009985735,0.24251069900142652,0.3533266129032258,0.26764112903225806,,,
0,0,REFUGE,REFUGE_test_n0064,1,Q3,case,boundary,73,23.07758153497329,15.19989793076336,0.6586434504728509,0.34135654952714906,0.01163184553174057,0.007661238876392823,,,
0,0,REFUGE,REFUGE_test_n0064,1,Q3,case,interior,1911,635.8124744895755,502.9131020151319,0.79097709182077,0.20902290817923003,0.3204699972225683,0.2534844264189173,,,
0,0,REFUGE,REFUGE_test_n0064,2,Q1,case,boundary,57,38.0,23.0,0.6052631578947368,0.39473684210526316,0.018393030009680542,0.011132623426911906,,,
0,0,REFUGE,REFUGE_test_n0064,2,Q1,case,interior,2009,802.0,564.0,0.7032418952618454,0.2967581047381546,0.38818973862536305,0.27299128751210067,,,
0,0,REFUGE,REFUGE_test_n0064,2,Q2,case,boundary,57,38.0,23.0,0.6052631578947368,0.39473684210526316,0.018393030009680542,0.011132623426911906,,,
0,0,REFUGE,REFUGE_test_n0064,2,Q2,case,interior,2009,802.0,564.0,0.7032418952618454,0.2967581047381546,0.38818973862536305,0.27299128751210067,,,
0,0,REFUGE,REFUGE_test_n0064,2,Q0,case,boundary,57,34.0,19.0,0.5588235294117647,0.4411764705882353,0.016456921587608905,0.009196515004840271,,,
0,0,REFUGE,REFUGE_test_n0064,2,Q0,case,interior,2009,806.0,531.0,0.6588089330024814,0.3411910669975186,0.39012584704743464,0.2570183930300097,,,
0,0,REFUGE,REFUGE_test_n0064,2,Q3,case,boundary,57,39.73968017505042,22.658853376868574,0.5701820768828024,0.42981792311719763,0.019235082369337086,0.010967499214360394,,,
0,0,REFUGE,REFUGE_test_n0064,2,Q3,case,interior,2009,888.9912519475722,555.9814347284299,0.6254070931636329,0.37459290683636715,0.43029586251092555,0.26911008457329616,,,
0,0,REFUGE,REFUGE_test_n0107,0,Q1,case,boundary,889,5.0,4.0,0.8,0.2,4.132094806783247e-05,3.3056758454265975e-05,,,
0,0,REFUGE,REFUGE_test_n0107,0,Q1,case,interior,120115,28217.0,28213.0,0.9998582414856292,0.0001417585143707694,0.23319063832600576,0.23315758156755148,,,
0,0,REFUGE,REFUGE_test_n0107,0,Q2,case,boundary,889,5.0,4.0,0.8,0.2,4.132094806783247e-05,3.3056758454265975e-05,,,
0,0,REFUGE,REFUGE_test_n0107,0,Q2,case,interior,120115,28217.0,28213.0,0.9998582414856292,0.0001417585143707694,0.23319063832600576,0.23315758156755148,,,
0,0,REFUGE,REFUGE_test_n0107,0,Q0,case,boundary,889,68.0,28.0,0.4117647058823529,0.5882352941176471,0.0005619648937225215,0.00023139730917986183,,,
0,0,REFUGE,REFUGE_test_n0107,0,Q0,case,interior,120115,28154.0,27478.0,0.9759892022447965,0.024010797755203525,0.23266999438035108,0.2270834022015801,,,
0,0,REFUGE,REFUGE_test_n0107,0,Q3,case,boundary,889,160.75349414100498,90.45854427360285,0.5627158822081784,0.4372841177918216,0.0013284973566246156,0.0007475665620442536,,,
0,0,REFUGE,REFUGE_test_n0107,0,Q3,case,interior,120115,86601.72430967391,86365.5344081069,0.9972726882351391,0.0027273117648608093,0.7156930705569561,0.7137411524255968,,,
0,0,REFUGE,REFUGE_test_n0107,1,Q1,case,boundary,139,62.0,43.0,0.6935483870967742,0.3064516129032258,0.015293537247163296,0.010606808090774543,,,
0,0,REFUGE,REFUGE_test_n0107,1,Q1,case,interior,3915,1121.0,880.0,0.7850133809099019,0.2149866190900981,0.27651702022693636,0.21706956092747903,,,
0,0,REFUGE,REFUGE_test_n0107,1,Q2,case,boundary,139,62.0,43.0,0.6935483870967742,0.3064516129032258,0.015293537247163296,0.010606808090774543,,,
0,0,REFUGE,REFUGE_test_n0107,1,Q2,case,interior,3915,1121.0,880.0,0.7850133809099019,0.2149866190900981,0.27651702022693636,0.21706956092747903,,,
0,0,REFUGE,REFUGE_test_n0107,1,Q0,case,boundary,139,31.0,22.0,0.7096774193548387,0.2903225806451613,0.007646768623581648,0.005426739023186976,,,
0,0,REFUGE,REFUGE_test_n0107,1,Q0,case,interior,3915,1152.0,792.0,0.6875,0.3125,0.284163788850518,0.19536260483473114,,,
0,0,REFUGE,REFUGE_test_n0107,1,Q3,case,boundary,139,39.62821119954842,26.420546522602294,0.6667105509648482,0.3332894490351518,0.009775089097076571,0.006517155037642401,,,
0,0,REFUGE,REFUGE_test_n0107,1,Q3,case,interior,3915,737.0720530977201,574.9015599978288,0.779980135702702,0.22001986429729806,0.1818135306111791,0.1418109422786948,,,
0,0,REFUGE,REFUGE_test_n0107,2,Q1,case,boundary,102,52.0,29.0,0.5576923076923077,0.4423076923076923,0.002321635860344674,0.0012947584605768373,,,
0,0,REFUGE,REFUGE_test_n0107,2,Q1,case,interior,22296,1160.0,711.0,0.6129310344827587,0.3870689655172414,0.05179033842307349,0.0317439057058666,,,
0,0,REFUGE,REFUGE_test_n0107,2,Q2,case,boundary,102,52.0,29.0,0.5576923076923077,0.4423076923076923,0.002321635860344674,0.0012947584605768373,,,
0,0,REFUGE,REFUGE_test_n0107,2,Q2,case,interior,22296,1160.0,711.0,0.6129310344827587,0.3870689655172414,0.05179033842307349,0.0317439057058666,,,
0,0,REFUGE,REFUGE_test_n0107,2,Q0,case,boundary,102,68.0,40.0,0.5882352941176471,0.4117647058823529,0.0030359853558353423,0.001785873738726672,,,
0,0,REFUGE,REFUGE_test_n0107,2,Q0,case,interior,22296,1144.0,842.0,0.736013986013986,0.263986013986014,0.05107598892758282,0.037592642200196445,,,
0,0,REFUGE,REFUGE_test_n0107,2,Q3,case,boundary,102,79.36072639294494,42.50194181800027,0.5355538406687094,0.4644461593312907,0.0035432059287858263,0.0018975775434413907,,,
0,0,REFUGE,REFUGE_test_n0107,2,Q3,case,interior,22296,1821.3620552078871,906.1362822741069,0.4975047545781237,0.5024952454218763,0.08131806657772511,0.04045612475551866,,,
0,0,REFUGE,REFUGE_test_n0128,0,Q1,case,boundary,857,26.0,16.0,0.6153846153846154,0.38461538461538464,0.00020193390547939885,0.00012426701875655315,,,
0,0,REFUGE,REFUGE_test_n0128,0,Q1,case,interior,127898,39288.0,39270.0,0.9995418448381185,0.00045815516188149055,0.30513766455671626,0.30499786416061514,,,
0,0,REFUGE,REFUGE_test_n0128,0,Q2,case,boundary,857,26.0,16.0,0.6153846153846154,0.38461538461538464,0.00020193390547939885,0.00012426701875655315,,,
0,0,REFUGE,REFUGE_test_n0128,0,Q2,case,interior,127898,39288.0,39270.0,0.9995418448381185,0.00045815516188149055,0.30513766455671626,0.30499786416061514,,,
0,0,REFUGE,REFUGE_test_n0128,0,Q0,case,boundary,857,0.0,0.0,,,0.0,0.0,,,
0,0,REFUGE,REFUGE_test_n0128,0,Q0,case,interior,127898,39314.0,39167.0,0.9962608739889098,0.003739126011090197,0.30533959846219566,0.3041978952273698,,,
0,0,REFUGE,REFUGE_test_n0128,0,Q3,case,boundary,857,149.1402381476172,82.9797722994026,0.5563875539562316,0.44361244604376837,0.0011583257982029217,0.0006444780575465232,,,
0,0,REFUGE,REFUGE_test_n0128,0,Q3,case,interior,127898,99125.21014899577,98921.71001551657,0.9979470395757717,0.0020529604242283147,0.7698746468020331,0.7682941246205318,,,
0,0,REFUGE,REFUGE_test_n0128,1,Q1,case,boundary,299,74.0,41.0,0.5540540540540541,0.44594594594594594,0.008980582524271844,0.004975728155339806,,,
0,0,REFUGE,REFUGE_test_n0128,1,Q1,case,interior,7941,1614.0,1238.0,0.7670384138785625,0.23296158612143741,0.19587378640776698,0.15024271844660195,,,
0,0,REFUGE,REFUGE_test_n0128,1,Q2,case,boundary,299,74.0,41.0,0.5540540540540541,0.44594594594594594,0.008980582524271844,0.004975728155339806,,,
0,0,REFUGE,REFUGE_test_n0128,1,Q2,case,interior,7941,1614.0,1238.0,0.7670384138785625,0.23296158612143741,0.19587378640776698,0.15024271844660195,,,
0,0,REFUGE,REFUGE_test_n0128,1,Q0,case,boundary,299,30.0,12.0,0.4,0.6,0.0036407766990291263,0.0014563106796116505,,,
0,0,REFUGE,REFUGE_test_n0128,1,Q0,case,interior,7941,1658.0,1409.0,0.8498190591073582,0.15018094089264172,0.20121359223300972,0.17099514563106796,,,
0,0,REFUGE,REFUGE_test_n0128,1,Q3,case,boundary,299,86.63523149374511,46.04932869526931,0.5315312015827416,0.46846879841725847,0.010513984404580717,0.005588510763988994,,,
0,0,REFUGE,REFUGE_test_n0128,1,Q3,case,interior,7941,1842.8410446316418,1405.756427941702,0.7628202291439049,0.23717977085609515,0.22364575784364585,0.1706015082453522,,,
0,0,REFUGE,REFUGE_test_n0128,2,Q1,case,boundary,150,96.0,50.0,0.5208333333333334,0.4791666666666667,0.009176942930886148,0.0047796577765032025,,,
0,0,REFUGE,REFUGE_test_n0128,2,Q1,case,interior,10311,1555.0,799.0,0.5138263665594855,0.48617363344051445,0.1486473568492496,0.07637893126852117,,,
0,0,REFUGE,REFUGE_test_n0128,2,Q2,case,boundary,150,96.0,50.0,0.5208333333333334,0.4791666666666667,0.009176942930886148,0.0047796577765032025,,,
0,0,REFUGE,REFUGE_test_n0128,2,Q2,case,interior,10311,1555.0,799.0,0.5138263665594855,0.48617363344051445,0.1486473568492496,0.07637893126852117,,,
0,0,REFUGE,REFUGE_test_n0128,2,Q0,case,boundary,150,101.0,50.0,0.49504950495049505,0.504950495049505,0.00965490870853647,0.0047796577765032025,,,
0,0,REFUGE,REFUGE_test_n0128,2,Q0,case,interior,10311,1550.0,727.0,0.46903225806451615,0.5309677419354839,0.14816939107159927,0.06949622407035656,,,
0,0,REFUGE,REFUGE_test_n0128,2,Q3,case,boundary,150,119.41067870125028,57.337085538783015,0.4801671522379738,0.5198328477620262,0.011414843581039124,0.005481032935549471,,,
0,0,REFUGE,REFUGE_test_n0128,2,Q3,case,interior,10311,2626.713527597625,1155.8300552798999,0.44002897275859937,0.5599710272414007,0.25109583477656294,0.11048944224069399,,,
0,0,REFUGE,REFUGE_test_n0138,0,Q1,case,boundary,828,9.0,6.0,0.6666666666666666,0.3333333333333333,7.192059965797759e-05,4.794706643865173e-05,,,
0,0,REFUGE,REFUGE_test_n0138,0,Q1,case,interior,124310,10584.0,10491.0,0.9912131519274376,0.008786848072562359,0.08457862519778164,0.08383544566798255,,,
0,0,REFUGE,REFUGE_test_n0138,0,Q2,case,boundary,828,9.0,6.0,0.6666666666666666,0.3333333333333333,7.192059965797759e-05,4.794706643865173e-05,,,
0,0,REFUGE,REFUGE_test_n0138,0,Q2,case,interior,124310,10584.0,10491.0,0.9912131519274376,0.008786848072562359,0.08457862519778164,0.08383544566798255,,,
0,0,REFUGE,REFUGE_test_n0138,0,Q0,case,boundary,828,107.0,16.0,0.14953271028037382,0.8504672897196262,0.0008550560181559558,0.00012785884383640462,,,
0,0,REFUGE,REFUGE_test_n0138,0,Q0,case,interior,124310,10486.0,8650.0,0.8249094030135419,0.17509059698645812,0.08379548977928367,0.06912368744905624,,,
0,0,REFUGE,REFUGE_test_n0138,0,Q3,case,boundary,828,393.37845346588483,182.03996088219947,0.4627603756085909,0.537239624391409,0.0031435571406438077,0.0014547136831513966,,,
0,0,REFUGE,REFUGE_test_n0138,0,Q3,case,interior,124310,85861.09811370085,83730.13791847392,0.9751813074600441,0.024818692539955906,0.6861312959588682,0.6691024142824236,,,
0,0,REFUGE,REFUGE_test_n0138,1,Q1,case,boundary,191,79.0,40.0,0.5063291139240507,0.4936708860759494,0.005530276513825691,0.00280014000700035,,,
0,0,REFUGE,REFUGE_test_n0138,1,Q1,case,interior,14094,1468.0,912.0,0.6212534059945504,0.3787465940054496,0.10276513825691284,0.06384319215960799,,,
0,0,REFUGE,REFUGE_test_n0138,1,Q2,case,boundary,191,79.0,40.0,0.5063291139240507,0.4936708860759494,0.005530276513825691,0.00280014000700035,,,
0,0,REFUGE,REFUGE_test_n0138,1,Q2,case,interior,14094,1468.0,912.0,0.6212534059945504,0.3787465940054496,0.10276513825691284,0.06384319215960799,,,
0,0,REFUGE,REFUGE_test_n0138,1,Q0,case,boundary,191,56.0,25.0,0.44642857142857145,0.5535714285714286,0.00392019600980049,0.0017500875043752187,,,
0,0,REFUGE,REFUGE_test_n0138,1,Q0,case,interior,14094,1491.0,1100.0,0.7377598926894702,0.2622401073105298,0.10437521876093804,0.07700385019250963,,,
0,0,REFUGE,REFUGE_test_n0138,1,Q3,case,boundary,191,88.5746215019389,47.26400051646555,0.5336065761842509,0.4663934238157491,0.006200533531812314,0.00330864546842601,,,
0,0,REFUGE,REFUGE_test_n0138,1,Q3,case,interior,14094,1937.9909255897091,1175.7855999190074,0.6067033567565487,0.39329664324345126,0.13566614809868457,0.082309107449703,,,
0,0,REFUGE,REFUGE_test_n0138,2,Q1,case,boundary,177,65.0,33.0,0.5076923076923077,0.49230769230769234,0.008091622059006598,0.004108054276111042,,,
0,0,REFUGE,REFUGE_test_n0138,2,Q1,case,interior,7856,1511.0,846.0,0.5598941098610192,0.4401058901389808,0.18809909124859953,0.10531557326030126,,,
0,0,REFUGE,REFUGE_test_n0138,2,Q2,case,boundary,177,65.0,33.0,0.5076923076923077,0.49230769230769234,0.008091622059006598,0.004108054276111042,,,
0,0,REFUGE,REFUGE_test_n0138,2,Q2,case,interior,7856,1511.0,846.0,0.5598941098610192,0.4401058901389808,0.18809909124859953,0.10531557326030126,,,
