batch_id,block,candidate,cosine,domain,dot,negative_cosine,pair_index,seed,stage_index,supervised_norm,supervised_zero,undefined_reason,unsupervised_norm,unsupervised_zero
B0/seed0/stage0/REFUGE/pair00,global,Q0,-0.7498983189313597,REFUGE,-0.3214995666643578,True,0,0,0,1.0271621968922553,False,,0.41738706346909804,False
B0/seed0/stage0/REFUGE/pair00,global,Q1,-0.6491289431754211,REFUGE,-0.3736596475713914,True,0,0,0,1.0271621968922553,False,,0.5604104159366717,False
B0/seed0/stage0/REFUGE/pair01,global,Q0,0.2590589884545418,REFUGE,0.11258743618550236,False,1,0,0,0.886253820753663,False,,0.4903804453226115,False
B0/seed0/stage0/REFUGE/pair01,global,Q1,0.6491359856381516,REFUGE,0.4520519125000483,False,1,0,0,0.886253820753663,False,,0.7857683014457286,False
B0/seed0/stage0/REFUGE/pair02,global,Q0,-0.29178549308061025,REFUGE,-0.13305060663514684,True,2,0,0,0.9251961565290776,False,,0.49285520009020595,False
B0/seed0/stage0/REFUGE/pair02,global,Q1,-0.3546393440931216,REFUGE,-0.18932587295129288,True,2,0,0,0.9251961565290776,False,,0.5770178297075568,False
B0/seed0/stage0/REFUGE/pair03,global,Q0,-0.06556327737675882,REFUGE,-0.05749306038820709,True,3,0,0,0.9062565414771053,False,,0.9676172847833963,False
B0/seed0/stage0/REFUGE/pair03,global,Q1,0.17781832583812765,REFUGE,0.35752818560960975,False,3,0,0,0.9062565414771053,False,,2.2186184155732476,False
B0/seed0/stage0/REFUGE/pair04,global,Q0,0.09985495672431098,REFUGE,0.04129055824638693,False,4,0,0,0.7805756830213489,False,,0.5297440762690002,False
B0/seed0/stage0/REFUGE/pair04,global,Q1,-0.5134287122565968,REFUGE,-0.31064859495508335,True,4,0,0,0.7805756830213489,False,,0.7751294257332059,False
B0/seed0/stage0/REFUGE/pair05,global,Q0,-0.6928362228650045,REFUGE,-0.39578179387272955,True,5,0,0,1.1656820882096248,False,,0.49005531527235235,False
