seed,stage_index,domain,case_id,class_id,candidate,level,valid_pixels,full_pixels,full_mass,R1_full_mass,full_mass_difference,selected_nonignore_mass,error_mass,case_fraction_selected,case_fraction_error,precision,weighted_error,ignored_pixels,selected_ignore_mass,null_pixels,selected_null_mass,cases,valid_stratum_cases,weighted_selected_mass,weighted_error_mass,case_error_defined,case_error_undefined,case_error_quantiles,reference_error,relative_error_reduction,precision_drop
0,0,REFUGE,REFUGE_test_n0159,0,Q1,case,133111,133111,17899.0,17899,0.0,17899.0,443.0,0.13446672326103778,0.0033280495225789003,0.9752500139672607,0.02474998603273926,0,0.0,0,0.0,,,,,,,,,,
0,0,REFUGE,REFUGE_test_n0159,0,Q2,case,133111,133111,17899.0,17899,0.0,17899.0,443.0,0.13446672326103778,0.0033280495225789003,0.9752500139672607,0.02474998603273926,0,0.0,0,0.0,,,,,,,,,,
0,0,REFUGE,REFUGE_test_n0159,0,Q0,case,133111,133111,17899.0,17899,0.0,17899.0,1594.0,0.13446672326103778,0.011974968259572838,0.9109447455165093,0.08905525448349069,0,0.0,0,0.0,,,,,,,,,,
0,0,REFUGE,REFUGE_test_n0159,0,Q3,case,133111,133111,101236.36119683641,17899,83337.36119683641,101236.36119683641,4428.382695466239,0.7605409109452743,0.03326834518158709,0.9562569945905501,0.0437430054094499,0,0.0,0,0.0,,,,,,,,,,
0,0,REFUGE,REFUGE_test_n0159,1,Q1,case,11969,11969,1162.0,1162,0.0,1162.0,1133.0,0.09708413401286657,0.0946612081209792,0.02495697074010327,0.9750430292598967,0,0.0,0,0.0,,,,,,,,,,
0,0,REFUGE,REFUGE_test_n0159,1,Q2,case,11969,11969,1162.0,1162,0.0,1162.0,1133.0,0.09708413401286657,0.0946612081209792,0.02495697074010327,0.9750430292598967,0,0.0,0,0.0,,,,,,,,,,
0,0,REFUGE,REFUGE_test_n0159,1,Q0,case,11969,11969,1162.0,1162,0.0,1162.0,819.0,0.09708413401286657,0.06842676915364693,0.29518072289156627,0.7048192771084337,0,0.0,0,0.0,,,,,,,,,,
0,0,REFUGE,REFUGE_test_n0159,1,Q3,case,11969,11969,7835.049462098599,1162,6673.049462098599,7835.049462098599,7292.321793277431,0.6546118691702397,0.6092674236174644,0.06926920773717737,0.9307307922628226,0,0.0,0,0.0,,,,,,,,,,
0,0,REFUGE,REFUGE_test_n0159,2,Q1,case,2376,2376,955.0,955,0.0,955.0,429.0,0.4019360269360269,0.18055555555555555,0.5507853403141362,0.4492146596858639,0,0.0,0,0.0,,,,,,,,,,
0,0,REFUGE,REFUGE_test_n0159,2,Q2,case,2376,2376,955.0,955,0.0,955.0,429.0,0.4019360269360269,0.18055555555555555,0.5507853403141362,0.4492146596858639,0,0.0,0,0.0,,,,,,,,,,
0,0,REFUGE,REFUGE_test_n0159,2,Q0,case,2376,2376,955.0,955,0.0,955.0,348.0,0.4019360269360269,0.14646464646464646,0.6356020942408377,0.3643979057591623,0,0.0,0,0.0,,,,,,,,,,
0,0,REFUGE,REFUGE_test_n0159,2,Q3,case,2376,2376,1309.0950789912254,955,354.09507899122536,1309.0950789912254,660.0077433519197,0.5509659423363743,0.27778103676427596,0.495829024229077,0.5041709757709231,0,0.0,0,0.0,,,,,,,,,,
