trained_domain,REFUGE,RIM_ONE_r3,Drishti_GS
REFUGE,0.8152873608512997,,
RIM_ONE_r3,0.7013781671903697,0.6834585960656495,
Drishti_GS,0.5642459127555014,0.4865585227310823,0.7567965418487225
