level,key,policy,cases,foreground_dice,rim_dice,cup_dice,mean_iou
overall,all,C0,198,0.6016731401004847,0.590006419290355,0.6133398609106141,0.6410333093069934
overall,all,C1,198,0.8156293208569301,0.8450382172518605,0.7862204244619995,0.8064013169687628
overall,all,C2,198,0.8098058429712224,0.8335928296897172,0.7860188562527274,0.7985608497789607
overall,all,C3,198,0.8052579174291238,0.8272818180334889,0.7832340168247586,0.7986746918496165
overall,all,C4,198,0.7911139276959477,0.8106412800532276,0.7715865753386679,0.7891512484145788
overall,all,C5,198,0.7983233971242362,0.8194492059721029,0.7771975882763694,0.7936895683900281
overall,all,C6,198,0.802187012880861,0.8229198824608054,0.7814541433009166,0.7966557209696066
overall,all,C7,198,0.8346487101643718,0.867775999981706,0.8015214203470375,0.821670337945938
overall,all,C8,198,0.8415821403741357,0.8666875649406365,0.8164767158076353,0.8250549408273472
seed,0,C0,66,0.5783495485529473,0.602516094889119,0.5541830022167754,0.6196378788662796
seed,0,C1,66,0.8124807820598559,0.874222264236924,0.7507392998827878,0.8045717463757597
seed,0,C2,66,0.8134739695131842,0.8667350584058003,0.7602128806205678,0.8009153515063842
seed,0,C3,66,0.8124807820598559,0.874222264236924,0.7507392998827878,0.8045717463757597
seed,0,C4,66,0.7857037870814721,0.8414651136195573,0.7299424605433872,0.7847972766591976
seed,0,C5,66,0.8035109648232422,0.8637177405070839,0.7433041891394003,0.7979431344625576
seed,0,C6,66,0.8035109648232422,0.8637177405070839,0.7433041891394003,0.7979431344625576
seed,0,C7,66,0.8124807820598559,0.874222264236924,0.7507392998827878,0.8045717463757597
seed,0,C8,66,0.8260518876689718,0.8689945668239032,0.7831092085140404,0.8096376534255961
seed,1,C0,66,0.5503779255305467,0.4990996035025716,0.6016562475585218,0.611872577014241
seed,1,C1,66,0.8101902121284984,0.8294676893855805,0.7909127348714166,0.8027433510667866
seed,1,C2,66,0.7866256941461086,0.7971603200599282,0.7760910682322892,0.7794115847885519
seed,1,C3,66,0.7901792491887506,0.8036258294611004,0.7767326689164009,0.7889681622743536
seed,1,C4,66,0.755494307144716,0.7588914453574135,0.7520971689320185,0.7656226904303857
seed,1,C5,66,0.7838062886890992,0.7925891366413759,0.7750234407368227,0.784346038013804
seed,1,C6,66,0.7838062886890992,0.7925891366413759,0.7750234407368227,0.784346038013804
seed,1,C7,66,0.836410623817431,0.8617834762991384,0.8110377713357236,0.8242300465715005
seed,1,C8,66,0.8415416000809793,0.8630675700289229,0.8200156301330358,0.8273664471325487
seed,2,C0,66,0.6762919462179598,0.6684035594793745,0.684180332956545,0.69158947204046
seed,2,C1,66,0.8242169683824357,0.831424698133077,0.8170092386317944,0.8118888534637422
seed,2,C2,66,0.8293178652543741,0.836883110603423,0.821752619905325,0.8153556130419459
seed,2,C3,66,0.813113721038765,0.8039973604024425,0.8222300816750873,0.8024841668987363
seed,2,C4,66,0.8321436888616548,0.831567281182712,0.8327200965405979,0.8170337781541531
seed,2,C5,66,0.8076529378603672,0.802040740767849,0.8132651349528852,0.798779532693723
seed,2,C6,66,0.8192437851302415,0.8124527702339565,0.8260348000265267,0.8076779904324584
seed,2,C7,66,0.8550547246158285,0.8673222594090557,0.842787189822601,0.836209220890554
seed,2,C8,66,0.8571529333724563,0.8680005579690833,0.8463053087758293,0.838160721923897
domain,Drishti_GS,C0,30,0.8482927502607938,0.8653032158388884,0.8312822846826989,0.8351460101952569
domain,Drishti_GS,C1,30,0.8021396302349245,0.8095840345223992,0.7946952259474497,0.7985198739206503
domain,Drishti_GS,C2,30,0.7783548249066842,0.7724631056159775,0.784246544197391,0.7722663829135774
domain,Drishti_GS,C3,30,0.8329773864683171,0.845481595798378,0.8204731771382563,0.8228402413474619
domain,Drishti_GS,C4,30,0.8329773864683171,0.845481595798378,0.8204731771382563,0.8228402413474619
domain,Drishti_GS,C5,30,0.8154945822452738,0.8251716593267195,0.8058175051638278,0.8105479600647328
domain,Drishti_GS,C6,30,0.8329773864683171,0.845481595798378,0.8204731771382563,0.8228402413474619
domain,Drishti_GS,C7,30,0.8482927502607938,0.8653032158388884,0.8312822846826989,0.8351460101952569
domain,Drishti_GS,C8,30,0.8639620646265375,0.8607538169858951,0.8671703122671798,0.8421634182784364
domain,REFUGE,C0,120,0.575659642100864,0.572549792980572,0.578769491221156,0.6033665595163956
domain,REFUGE,C1,120,0.8828696370507879,0.8991255979268278,0.8666136761747479,0.859129579073744
domain,REFUGE,C2,120,0.8825268709160556,0.8998511465221499,0.8652025953099614,0.8589443444812117
domain,REFUGE,C3,120,0.8828696370507879,0.8991255979268278,0.8666136761747479,0.859129579073744
domain,REFUGE,C4,120,0.8812041395982488,0.8977391393792532,0.8646691398172446,0.8577089442513208
domain,REFUGE,C5,120,0.8799519289877713,0.8965453265280635,0.8633585314474791,0.8565624129859373
domain,REFUGE,C6,120,0.8799519289877713,0.8965453265280635,0.8633585314474791,0.8565624129859373
domain,REFUGE,C7,120,0.8828696370507879,0.8991255979268278,0.8666136761747479,0.859129579073744
domain,REFUGE,C8,120,0.8828696370507879,0.8991255979268278,0.8666136761747479,0.859129579073744
domain,RIM_ONE_r3,C0,48,0.38106702793979613,0.33216624905160475,0.4299678068279875,0.484587358209328
domain,RIM_ONE_r3,C1,48,0.7618786952850777,0.8264050193063545,0.697352371263801,0.7615544979118942
domain,RIM_ONE_r3,C2,48,0.7685358330909269,0.8284642369310241,0.7086074292508299,0.7644718219420928
domain,RIM_ONE_r3,C3,48,0.6999267287682662,0.737238260375261,0.6626151971612716,0.7140542551276435
domain,RIM_ONE_r3,C4,48,0.659160257021277,0.6887031049820515,0.6296174090605026,0.6869045596449537
domain,RIM_ONE_r3,C5,48,0.6995236801396635,0.7366306320615256,0.6624167282178015,0.7139583321194142
domain,RIM_ONE_r3,C6,48,0.6936317231864946,0.7267327250559745,0.6605307213170144,0.7105645085754205
domain,RIM_ONE_r3,C7,48,0.7727837431815338,0.8388991861794021,0.7066683001836657,0.7707354245688132
domain,RIM_ONE_r3,C8,48,0.7779147194450822,0.8401832799091865,0.7156461589809778,0.7738718251298614
seed_domain,0:Drishti_GS,C0,10,0.7717733227335752,0.8505509213521352,0.6929957241150152,0.7781672723518048
seed_domain,0:Drishti_GS,C1,10,0.7717733227335752,0.8505509213521352,0.6929957241150152,0.7781672723518048
seed_domain,0:Drishti_GS,C2,10,0.77405804459402,0.8336408542075597,0.7144752349804803,0.7687424845228936
seed_domain,0:Drishti_GS,C3,10,0.7717733227335752,0.8505509213521352,0.6929957241150152,0.7781672723518048
seed_domain,0:Drishti_GS,C4,10,0.7717733227335752,0.8505509213521352,0.6929957241150152,0.7781672723518048
seed_domain,0:Drishti_GS,C5,10,0.7717733227335752,0.8505509213521352,0.6929957241150152,0.7781672723518048
seed_domain,0:Drishti_GS,C6,10,0.7717733227335752,0.8505509213521352,0.6929957241150152,0.7781672723518048
seed_domain,0:Drishti_GS,C7,10,0.7717733227335752,0.8505509213521352,0.6929957241150152,0.7781672723518048
seed_domain,0:Drishti_GS,C8,10,0.8124866395609229,0.8348678291130728,0.7901054500087733,0.7933649935013137
seed_domain,0:REFUGE,C0,40,0.5909988183564835,0.5771263319528506,0.6048713047601163,0.6056214047775047
seed_domain,0:REFUGE,C1,40,0.867419011326305,0.8866873779774453,0.8481506446751647,0.8425207721584826
seed_domain,0:REFUGE,C2,40,0.8683901563232777,0.889192842909775,0.84758746973678,0.843736622747203
seed_domain,0:REFUGE,C3,40,0.867419011326305,0.8866873779774453,0.8481506446751647,0.8425207721584826
seed_domain,0:REFUGE,C4,40,0.867419011326305,0.8866873779774453,0.8481506446751647,0.8425207721584826
seed_domain,0:REFUGE,C5,40,0.8636623794948722,0.8831059394238763,0.844218819565868,0.8390811783623322
seed_domain,0:REFUGE,C6,40,0.8636623794948722,0.8831059394238763,0.844218819565868,0.8390811783623322
seed_domain,0:REFUGE,C7,40,0.867419011326305,0.8866873779774453,0.8481506446751647,0.8425207721584826
seed_domain,0:REFUGE,C8,40,0.867419011326305,0.8866873779774453,0.8481506446751647,0.8425207721584826
seed_domain,0:RIM_ONE_r3,C0,16,0.37227650456878314,0.3798710313623713,0.36468197777519495,0.47512495946952915
seed_domain,0:RIM_ONE_r3,C1,16,0.7982500121196874,0.8854284933811913,0.7110715308581834,0.7930271946169917
seed_domain,0:RIM_ONE_r3,C2,16,0.7979737076222548,0.8773714781000663,0.7185759371444433,0.7902669472490558
seed_domain,0:RIM_ONE_r3,C3,16,0.7982500121196874,0.8854284933811913,0.7110715308581834,0.7930271946169917
seed_domain,0:RIM_ONE_r3,C4,16,0.7179190271845364,0.7871570415290914,0.6486810128399814,0.7337037854673056
seed_domain,0:RIM_ONE_r3,C5,16,0.7750971922412792,0.8574963607452404,0.6926980237373179,0.7765809526735354
seed_domain,0:RIM_ONE_r3,C6,16,0.7750971922412792,0.8574963607452404,0.6926980237373179,0.7765809526735354
seed_domain,0:RIM_ONE_r3,C7,16,0.7982500121196874,0.8854284933811913,0.7110715308581834,0.7930271946169917
seed_domain,0:RIM_ONE_r3,C8,16,0.7982500121196874,0.8854284933811913,0.7110715308581834,0.7930271946169917
seed_domain,1:Drishti_GS,C0,10,0.9048953962311949,0.8882745831721459,0.9215162092902437,0.8815938085032455
seed_domain,1:Drishti_GS,C1,10,0.8589493048537655,0.8288097230506148,0.889088886656916,0.8446765019598608
seed_domain,1:Drishti_GS,C2,10,0.7585862104270937,0.710727520168708,0.8064449006854794,0.7550871849950619
seed_domain,1:Drishti_GS,C3,10,0.8589493048537655,0.8288097230506148,0.889088886656916,0.8446765019598608
seed_domain,1:Drishti_GS,C4,10,0.8589493048537655,0.8288097230506148,0.889088886656916,0.8446765019598608
seed_domain,1:Drishti_GS,C5,10,0.8589493048537655,0.8288097230506148,0.889088886656916,0.8446765019598608
seed_domain,1:Drishti_GS,C6,10,0.8589493048537655,0.8288097230506148,0.889088886656916,0.8446765019598608
seed_domain,1:Drishti_GS,C7,10,0.9048953962311949,0.8882745831721459,0.9215162092902437,0.8815938085032455
seed_domain,1:Drishti_GS,C8,10,0.9048953962311949,0.8882745831721459,0.9215162092902437,0.8815938085032455
seed_domain,1:REFUGE,C0,40,0.4505280169657925,0.4129391131773409,0.488116920754244,0.5140493117541284
seed_domain,1:REFUGE,C1,40,0.8974409993696412,0.916346593357012,0.8785354053822705,0.8743895433031899
seed_domain,1:REFUGE,C2,40,0.8970805514943603,0.914805317228263,0.8793557857604576,0.8739057378404638
seed_domain,1:REFUGE,C3,40,0.8974409993696412,0.916346593357012,0.8785354053822705,0.8743895433031899
seed_domain,1:REFUGE,C4,40,0.8974409993696412,0.916346593357012,0.8785354053822705,0.8743895433031899
seed_domain,1:REFUGE,C5,40,0.8974409993696412,0.916346593357012,0.8785354053822705,0.8743895433031899
seed_domain,1:REFUGE,C6,40,0.8974409993696412,0.916346593357012,0.8785354053822705,0.8743895433031899
seed_domain,1:REFUGE,C7,40,0.8974409993696412,0.916346593357012,0.8785354053822705,0.8743895433031899
seed_domain,1:REFUGE,C8,40,0.8974409993696412,0.916346593357012,0.8785354053822705,0.8743895433031899
seed_domain,1:RIM_ONE_r3,C0,16,0.2957103633946528,0.1960851141582281,0.3953356126310774,0.43997461078534905
seed_domain,1:RIM_ONE_r3,C1,16,0.6741803321620887,0.7432467517491145,0.605113912575063,0.6891640079373091
seed_domain,1:RIM_ONE_r3,C2,16,0.704210320516872,0.7659481227828134,0.6424725182509307,0.7092418315301301
seed_domain,1:RIM_ONE_r3,C3,16,0.6141474433428451,0.6657211719756739,0.5625737147100163,0.6478384415600105
seed_domain,1:RIM_ONE_r3,C4,16,0.5100926172107413,0.5315180196646137,0.48866721475686903,0.5778020260281064
seed_domain,1:RIM_ONE_r3,C5,16,0.595028561843891,0.6326110935165005,0.5574460301712816,0.6339720687783614
seed_domain,1:RIM_ONE_r3,C6,16,0.595028561843891,0.6326110935165005,0.5574460301712816,0.6339720687783614
seed_domain,1:RIM_ONE_r3,C7,16,0.7068954758514572,0.7807292523682574,0.6330616993346572,0.7167067879080657
seed_domain,1:RIM_ONE_r3,C8,16,0.7222884046421021,0.7845815335576106,0.6599952757265937,0.7261159895912104
seed_domain,2:Drishti_GS,C0,10,0.8682095318176108,0.857084142992384,0.8793349206428376,0.8456769497307205
seed_domain,2:Drishti_GS,C1,10,0.7756962631174328,0.7493914591644477,0.8020010670704176,0.7727158474502852
seed_domain,2:Drishti_GS,C2,10,0.8024202196989391,0.7730209424716649,0.8318194969262134,0.792969479222777
seed_domain,2:Drishti_GS,C3,10,0.8682095318176108,0.857084142992384,0.8793349206428376,0.8456769497307205
seed_domain,2:Drishti_GS,C4,10,0.8682095318176108,0.857084142992384,0.8793349206428376,0.8456769497307205
seed_domain,2:Drishti_GS,C5,10,0.8157611191484804,0.7961543335774088,0.835367904719552,0.8088001058825334
