trained_domain,REFUGE,RIM_ONE_r3,Drishti_GS
REFUGE,0.8323786447685733,,
RIM_ONE_r3,0.7053298721830292,0.7134673675636831,
Drishti_GS,0.4393724634552193,0.39621929337394335,0.7854400560035759
