seed,memory_source,transition,current_site,historical_site,historical_site_index,class_id,case_count,shrinkage,static_oracle_cosine,full_shift_oracle_cosine,shrinkage_oracle_cosine,shrinkage_minus_static,full_shift_minus_static
1,labeled,0_to_1,RIM_ONE_r3,REFUGE,0,1,16,0.9915597323871849,0.25520092248916626,0.926664412021637,0.924498438835144,0.6692975163459778,0.6714634895324707
1,labeled,0_to_1,RIM_ONE_r3,REFUGE,0,2,16,0.9688046766298288,0.12346190214157104,0.8374795317649841,0.829355001449585,0.7058930993080139,0.7140176296234131
1,labeled,1_to_2,Drishti_GS,REFUGE,0,1,10,0.9968967121153313,-0.25381743907928467,0.7100723385810852,0.7093884348869324,0.963205873966217,0.9638897776603699
1,labeled,1_to_2,Drishti_GS,REFUGE,0,2,10,0.9941762347057216,-0.17443540692329407,0.8707017302513123,0.8702868223190308,1.0447222292423248,1.0451371371746063
1,labeled,1_to_2,Drishti_GS,RIM_ONE_r3,1,1,10,0.9968967121153313,-0.4254293739795685,0.7471530437469482,0.7461732625961304,1.1716026365756989,1.1725824177265167
1,labeled,1_to_2,Drishti_GS,RIM_ONE_r3,1,2,10,0.9941762347057216,-0.22935695946216583,0.906197726726532,0.9056084156036377,1.1349653750658035,1.1355546861886978
1,combined,0_to_1,RIM_ONE_r3,REFUGE,0,1,16,0.9915597323871849,0.26090574264526367,0.9283294677734375,0.9262006878852844,0.6652949452400208,0.6674237251281738
1,combined,0_to_1,RIM_ONE_r3,REFUGE,0,2,16,0.9688046766298288,0.08847839385271072,0.8161185383796692,0.8068954944610596,0.7184171006083488,0.7276401445269585
1,combined,1_to_2,Drishti_GS,REFUGE,0,1,10,0.9968967121153313,-0.25561919808387756,0.7107330560684204,0.7100489139556885,0.965668112039566,0.966352254152298
1,combined,1_to_2,Drishti_GS,REFUGE,0,2,10,0.9941762347057216,-0.17960402369499207,0.8493441343307495,0.8487988710403442,1.0284028947353363,1.0289481580257416
1,combined,1_to_2,Drishti_GS,RIM_ONE_r3,1,1,10,0.9968967121153313,-0.4175947904586792,0.765529215335846,0.764586865901947,1.1821816563606262,1.1831240057945251
1,combined,1_to_2,Drishti_GS,RIM_ONE_r3,1,2,10,0.9941762347057216,-0.21843604743480682,0.9256139993667603,0.9251498579978943,1.143585905432701,1.144050046801567
